,V1,V2,V3,V4,V5
2190,0.8086468279072354,0.47614907618022423,0.314724667880533,0.3347540836630342,0.30356074889055096
5324,0.3600017035578629,0.7821434922082169,0.24695595161512343,0.462336740242012,0.48669171558126567
997,0.34968186944180973,0.44450174476748766,0.8880122622489353,0.1930834041900928,0.32079914560087847
1703,0.2748431824708628,0.32918553251210714,0.6322292751611143,0.7995070032507345,0.11189197436284957
3583,0.32484482391984526,0.367525515136037,0.6047188209047167,0.519842061729252,0.26820807270272745
5379,0.7674121506856081,0.2792633429363172,0.39447738115924913,0.4026742642465469,0.3050487861380732
4257,0.6125183701801661,0.4307103841113978,0.32507084828323174,0.3434024042132297,0.33668740878617837
4824,0.3874448081264442,0.8146445603114327,0.24230674897272525,0.5062945023831008,0.5393884811134453
381,0.4812339496604567,0.6446351979988878,0.2939576765927665,0.4002063883875894,0.2939064817194164
2394,0.3298549402734388,0.29862211701637603,0.4897410727661945,0.781152933469841,0.6320554686447343
836,0.3138593896353292,0.35340462375318343,0.44225194624320285,0.19176785445732397,0.32079914560087847
4445,0.3468542887217076,0.3197165588220552,0.7197190503243478,0.5553666041970339,0.6103188797098471
3663,0.3865820862018024,0.5997381655357105,0.623925942974572,0.4966052020429884,0.27088993341651657
1454,0.3505620410042829,0.3562461363305463,0.47982461652370473,0.7572413077554893,0.06087277382193336
4715,0.3614998584804796,0.37713829490150774,0.875487608852244,0.20309372903218345,0.4759081909202981
3676,0.6691946459779028,0.4816601009148692,0.28987253297884163,0.33134193303023995,0.2995619723367146
1333,0.39870174694535215,0.4052292602997372,0.721272285721604,0.23109353670669353,0.4210140251968364
4432,0.9589083210816173,0.17461578119517765,0.3392979980419173,0.3438786990120543,0.30981142564695757
3631,0.3855519660566096,0.34704523267942344,0.7628427543107396,0.499352709041901,0.5089206740112742
2207,0.3308915670632466,0.33943275962068614,0.48939040163545794,0.519989017202286,0.32079914560087847
1945,0.309316125032866,0.29166661694119106,0.4651108023108546,0.6956796175470258,0.32079914560087847
4973,0.30855248156031706,0.2821895877240928,0.4299795623041986,0.46222485163462207,0.32079914560087847
4370,0.37349633661120346,0.6843738588003351,0.6668884082644875,0.5336410541172115,0.26057850252087716
1119,0.34916740088236015,0.4589117400654467,0.592293674817851,0.48155699775572064,0.19163915183027289
2285,0.3114483820488773,0.303055789596794,0.41548411135457647,0.306515134425395,0.32079914560087847
3187,0.25914250113644466,0.38228801433048426,0.6956434409848865,0.18189544723629716,0.20156232407029667
1435,0.3331163958867359,0.48843823021860916,0.7706642131358127,0.5893740528331136,0.6164218743776178
5097,0.3170128940993311,0.28188556616630905,0.45391401868194464,0.5974007499248051,0.7369908544954673
1984,0.3063658053347979,0.2947957416693916,0.4894414451999424,0.47660949683024456,0.22338001592435686
2520,0.40485555396832856,0.6755588745652998,0.5428549421134653,0.4350747828023415,0.32079914560087847
360,0.3919763903442577,0.32917911792575544,0.7531634571566671,0.622676187501446,0.7180947371251633
4544,0.5160280838611849,0.6255276370215316,0.2799859289292995,0.40738425042224846,0.35611155792811955
2825,0.31991825879824054,0.32282360543909183,0.5205470617057727,0.7035971373869184,0.8165548313972408
1108,0.3158541198447042,0.31922576837793903,0.25908589268284055,0.21273892465468172,0.5171888577818611
1886,0.38140531101909136,0.6316643076901045,0.25356139425957075,0.3157632068323269,0.35379926193467565
5133,0.6107325919899064,0.3145404351655381,0.3937183615126364,0.3846806240022212,0.34760524218208844
1009,0.49209487042756644,0.6856972028823273,0.27800370646301825,0.5178014955114413,0.45873205939437117
4100,0.8517533484819849,0.3768338258144436,0.3311737790130607,0.3783474396126883,0.30192819314343844
3528,0.3361036851564804,0.40157279690285874,0.692694339158135,0.18776932798870918,0.6468745825320705
3385,0.3402648322660958,0.454410490563696,0.8307470953539852,0.21098775045695378,0.32079914560087847
4473,0.4003711449239743,0.6673310487460827,0.7038352881298652,0.5074949098817705,0.2706657499927741
1105,0.3124916633615869,0.32977224339864475,0.6137349202660826,0.5776365944795354,0.32079914560087847
2194,0.6906773683225189,0.28956054414786847,0.4386601009040976,0.33939718973415706,0.33855867170674336
3183,0.3467328806483221,0.4549872066296391,0.9307854793773864,0.16799089273732676,0.20974379674112942
4912,0.3767138723733489,0.7404277962226142,0.2528578407245459,0.4874901668170566,0.5283420909626759
4963,0.6439493085063435,0.3824720980411345,0.39594861516229735,0.3869518362023091,0.3462062168263536
4172,0.3325617044333023,0.5446762513515384,0.6929970993619186,0.5169215702436316,0.41107934899664617
4066,0.3455341792562846,0.42960439008322854,0.5396758678373395,0.7909427347238611,0.13712102180474992
5144,0.4176944946984155,0.6823860829134515,0.2597197911009876,0.3144950154438815,0.32079914560087847
4365,0.3895627209486451,0.45235439187334564,0.8284431325859352,0.2072437298998172,0.2507909332113147
1424,0.3695414797115427,0.33969247577971534,0.8007952108237418,0.5418109107841096,0.6203290506486292
2305,0.31488241162276015,0.31013853716402484,0.46656563603506124,0.8228785269313529,0.32079914560087847
1716,0.39493218153893384,0.6590207283628544,0.2691632190762147,0.4154888537979224,0.3742941421691034
4982,0.46863708568570717,0.31917236321715076,0.7074254750138067,0.5599923575923741,0.2598618058025112
2620,0.5648724298384075,0.43248603111939604,0.3310176999548716,0.3838216665509822,0.3373058904446237
2347,0.39787422005294637,0.447378015452291,0.5835620926534675,0.6366096631267208,0.21321454152332855
1611,0.4672801545268945,0.637569605720737,0.6428623683071429,0.5283938580204067,0.2691462206542964
3360,0.37067363587456253,0.3656637933297849,0.46705119485245,0.603180637016728,0.5660254694802094
4313,0.31364555763275254,0.34395653476288107,0.47915367927356717,0.7069648217880198,0.32079914560087847
1814,0.534691654548041,0.7100756145472077,0.2738430110027444,0.454847433828463,0.39559444341468025
850,0.38538974357609324,0.3521425911825991,0.7147729842076371,0.6231367564378427,0.7056913110732663
3488,0.5521860995002009,0.37558879935651257,0.8721262887809009,0.24488837168274682,0.2539673204127564
2174,0.4021415437724165,0.5648847343585534,0.2656869127801845,0.4050842978528956,0.2919131330215856
5260,0.31941103627483947,0.323742681404502,0.4593301647011823,0.23746594537377663,0.32079914560087847
129,0.38154904871376943,0.31270049311759635,0.7043011297580848,0.598753174093612,0.230834582112176
2711,0.3426351733237035,0.43575150310167626,0.5175627637749904,0.44480999543046207,0.40402181323406955
5114,0.8542365206723493,0.3081406172801199,0.40243114785183065,0.3869397254806691,0.41924831111079797
3295,0.39272095751782155,0.7541664976000496,0.2373253024791878,0.3008634040744083,0.2785804745872487
1740,0.49556320776396495,0.3421468755295763,0.6883375774429459,0.49908627316582227,0.38908133256697786
5385,0.35007773961532124,0.4873340263075612,0.8234412318120448,0.21378460412762315,0.32079914560087847
167,0.48722834389036423,0.6205250055493631,0.5254872310930122,0.5061968935818237,0.21188669692112325
1246,0.35548816249102744,0.6157783608255543,0.25644378933418005,0.40760748536591007,0.3581162667866146
4867,0.3547808606457135,0.4051597440848563,0.6450327332981126,0.5934316868536129,0.22994892097886624
4525,0.42962280093896793,0.5531250074588213,0.5186462878153115,0.4043845873533699,0.35080391830635255
3725,0.5050361429320538,0.45782677991345383,0.5953102204879286,0.4574396705305292,0.38056006167273043
2583,0.33450319845946314,0.3261223437645447,0.5009081884749529,0.6598541146086393,0.15384073371107546
1155,0.5717089909111047,0.4445893113300093,0.6508868957533781,0.5212573893477708,0.5299112311293711
4148,0.5480824770441141,0.6235995317053611,0.2533844923754367,0.3114022624997108,0.29168779920182647
4165,0.33585968598341576,0.41696109120766073,0.9322767991151957,0.19456561191319036,0.32079914560087847
3847,0.31056835836469093,0.3074925948821745,0.49089093501306585,0.6704949200041647,0.566667678056498
1497,0.3461702037674064,0.44761997961653305,0.5340752647493328,0.605241086508873,0.4928027630211528
1292,0.3533723199648405,0.3274440469058422,0.7950705921440452,0.538047549223757,0.41351804475241827
3525,0.3253053169046472,0.3261673950454332,0.4848832733187549,0.8022460146687953,0.5674587191174392
3308,0.6484232181923417,0.3558748362042834,0.3325106781478447,0.34094212014992714,0.3310462981190882
2894,0.3626636605968545,0.410728052567386,0.5990399018784216,0.8232302801300294,0.32079914560087847
1244,0.3789724174462071,0.5415246009828937,0.6063695366110428,0.4618770750908124,0.3657269992336925
3065,0.7748789690162456,0.4561563022863376,0.31450962152763257,0.5232634309710558,0.26195193156524177
1991,0.5527492200159768,0.4277936866149362,0.3299312275498149,0.34155398272830334,0.33797484572829917
533,0.3663246833408308,0.5031410588423432,0.47755621840527746,0.31485887936419793,0.29008831734019236
4287,0.7276722271860033,0.34613003530110964,0.43763517561289594,0.4395562920802388,0.4326591964742663
2898,0.1974181042654309,0.4393430747529042,0.22387080855401692,0.2919631082112862,0.2838064360918344
1679,0.3183840215736675,0.3266176095014643,0.5503743778259386,0.7689464105990144,0.16519356060077706
4479,0.8119273598195174,0.291728525158306,0.3395563485018714,0.3410870872955276,0.30773496083692464
1798,0.5653805396315287,0.6484687338143578,0.2677078325336201,0.31142196501700564,0.2934886003663724
2754,0.3111471539788575,0.31289904694164455,0.5483433230687244,0.35875626865412646,0.32079914560087847
1714,0.5820603231022261,0.6432523325226093,0.29577884463536747,0.32739564534601234,0.35451739664806237
4650,0.5567582003685718,0.5333756894934446,0.2969843572666227,0.4571088851484233,0.6450757945605538
5265,0.46801200416780164,0.44554284705000635,0.580244813780362,0.45158223866870273,0.3789591418160756
1342,0.410396109736336,0.4820649657371583,0.2921777856564636,0.32041932741028667,0.25667736582895306
3665,0.3645764662353944,0.33208611895447615,0.5431687586850072,0.629722277654381,0.32079914560087847
4748,0.46023271901735474,0.5754192752651164,0.2736143284629419,0.42578170189259856,0.38848513983135485
1123,0.34581825344504646,0.5923376721794318,0.2837793687071992,0.42074490698965783,0.34917035596272544
4900,0.33593051968274784,0.3815167722040161,0.48020274430104126,0.7565378013581362,0.32079914560087847
2526,0.4849174499040122,0.6193400971914256,0.661852601296138,0.2663498357280026,0.28398474747441343
2074,0.715223537254533,0.3883283170273554,0.4394220689154459,0.44379884055204644,0.42802238152970173
2155,0.32065114358715463,0.34336654199495426,0.5115510480791681,0.6599199101709817,0.16131399383416498
4599,0.3107847042981416,0.31951427558733736,0.5870387674950895,0.26778811949052544,0.22816379396004705
4889,0.4360364301116865,0.7734178646528248,0.24365802138559509,0.47149298807292755,0.3992596051236913
468,0.6262070195456646,0.3812293092296052,0.4033843910253989,0.3937477586127114,0.34878310390362444
4292,0.3093956835511137,0.3249374354066072,0.14052772411856332,0.7573864556581292,0.32079914560087847
2510,0.45343445842091423,0.7833774796105659,0.24647721089118566,0.4825108526526457,0.4092597100973278
3981,0.4240435010598437,0.7619123343843309,0.2668592563081646,0.3146607696490132,0.36756576346678743
1513,0.8037337197097207,0.49242601445937273,0.4377286019204542,0.32927624158395224,0.30224282645398914
4087,0.3953580710046466,0.3196154172046963,0.6618207221024347,0.5067787504916591,0.49682828628237596
3470,0.32832573091061373,0.46551995741908075,0.641771289082187,0.2665535489114088,0.32079914560087847
3994,0.5012097922635405,0.43724669842732244,0.8177901379779414,0.25509933683857383,0.27459794737714743
4522,0.3193271892862773,0.3006063126690169,0.4734918976172975,0.8472872345040606,0.11357974911876072
1583,0.3523138071886001,0.32486180295822825,0.6556020680567347,0.6298336239906527,0.7893847782762669
2920,0.43254265770997463,0.5944060033367783,0.272441247843778,0.28109201834756253,0.6783314426095468
4876,0.4038523476713163,0.339054746555218,0.6977043479350483,0.5554360149001644,0.5970036210152619
1078,0.4860677950962969,0.6764719834736387,0.29163897200103855,0.32285701684366397,0.3887817982041456
3322,0.3531787472875425,0.6247423723109458,0.5750197586505482,0.21863811139261008,0.6535596775842604
1336,0.31071224393765573,0.2950266667780517,0.4531664239486823,0.7692050739223989,0.06184198246595154
4283,0.3482749554220905,0.5400347760086117,0.48790147744399626,0.4197400786076213,0.2967367435193519
3459,0.4764363344048594,0.7258407285060637,0.27777023283052044,0.3128828434094537,0.38423960333194956
1194,0.36711390975697983,0.3519394128893207,0.8356474618172945,0.20123120849818374,0.49348077767345927
2766,0.6629867155019921,0.2986142106657565,0.4148470802988979,0.34396383557761273,0.32079914560087847
4568,0.4333135472185721,0.6256853165046413,0.2969998361814844,0.3201004719927813,0.29093946659300296
4446,0.31122804340168564,0.2831553559110861,0.4511316837355486,0.7576042678906088,0.6354879627593801
4182,0.5056751250089097,0.5807724713402249,0.7283947978315514,0.27244478233960345,0.2791798309119175
4584,0.6010614999176318,0.4963856043554743,0.3205954148874361,0.33254902853936746,0.3427646633430767
1148,0.32607990337041237,0.4359724333897419,0.6949085610745463,0.22406226863098958,0.32079914560087847
2802,0.31654619022648744,0.3474621807922819,0.5669215220859238,0.35875626865412646,0.32079914560087847
1876,0.4614994444212769,0.11207371344282485,0.28255727152430643,0.06370836080840327,0.1120524546071707
3030,0.3364616984885952,0.38553991125792725,0.833449087361337,0.22598064309016452,0.23907558777686974
2730,0.32894578456677137,0.36399570252549723,0.9458827652786563,0.5825081774484626,0.19810682203531804
5079,0.5509014808235874,0.3536115314571315,0.345211864883078,0.3468125665185905,0.330503886397243
1702,0.37160408605451567,0.4306350500158723,0.45717527862507434,0.2358606421068462,0.6381509857383968
2341,0.3471745930907124,0.35013452730167294,0.7689438423126089,0.5805876339048148,0.7792122576996366
4884,0.39270764847201806,0.4132204923060766,0.7877407731386283,0.2699313557067166,0.45587073690198643
3518,0.36374908722127536,0.5507988994359938,0.5959813420108622,0.4742110316744176,0.32079914560087847
2903,0.3315653005374784,0.42116264526800445,0.834281447580747,0.19211328115962148,0.32079914560087847
4127,0.419847306796279,0.33263270138220913,0.7685257273385462,0.22462677286504246,0.4182526433583971
2587,0.3408476205940034,0.4446121353233071,0.870025578906809,0.18364463310659168,0.22666137676231685
2337,0.32720318683622984,0.3213548143409863,0.5288177776074278,0.5487266751116356,0.32079914560087847
2528,0.804383053266646,0.31684028813725185,0.6087728224161223,0.2939716804331228,0.29225163704948154
4412,0.458987879599865,0.6996848797160635,0.2788666559665597,0.6136829825200713,0.2256471588741477
3841,0.3139788752909875,0.31481477061439206,0.19113732616856133,0.8312636652321788,0.07160481826115629
882,0.3390686448049323,0.4993988190000645,0.5906748383052284,0.2523209203859235,0.40519996255460966
4668,0.33856911195244,0.44799679927058694,0.8151976040113976,0.5581374288540294,0.23939050868642464
1750,0.3337985584233099,0.4988852045626505,0.4909198658420337,0.41993891135096373,0.3629584274201492
5345,0.368861683227556,0.3237546155186447,0.576138847340492,0.8364262670345435,0.32079914560087847
2956,0.3002502987880783,0.2809687278473006,0.4471794008075203,0.23502789442632055,0.32079914560087847
3590,0.42458148226687953,0.7260246630402872,0.25832650449063593,0.5427951328636542,0.249878381571116
977,0.33818847324245915,0.4191171381039557,0.7775976613570917,0.21645330105735638,0.2446236601661143
1055,0.363544127915901,0.37020576799604743,0.7014517195139548,0.5885049729876681,0.32079914560087847
2594,0.383256451412075,0.5030236569944649,0.727232036488962,0.7497979136299485,0.201289105016345
677,0.39985919029539874,0.7737790207820664,0.21195149129209692,0.30149352311376415,0.2820878882424782
3758,0.4318028226415853,0.37747319597963563,0.5620491650876024,0.2966204940885218,0.32079914560087847
4874,0.33259128009064354,0.3274424059651476,0.5014429481288665,0.7170427497628468,0.32079914560087847
2096,0.44544962245194625,0.5051532996632193,0.823104749686598,0.23163815766641216,0.26389006125427394
4486,0.38080344639219865,0.7204647084376575,0.2588544460510985,0.4369973146734227,0.2818510504625527
2602,0.6415607784194709,0.4155991104311318,0.4362179335390678,0.34159338776289305,0.309043104907345
443,0.3159854357632989,0.3388166609780723,0.6302979119865216,0.8761459996298097,0.32079914560087847
193,0.35954520328680195,0.6826226767263293,0.2775102239154026,0.29965721235047776,0.2891145071121077
3192,0.5444678880821635,0.5052532478691639,0.4394228060066298,0.42031615129219596,0.35798066385615335
2786,0.4647777581592584,0.4113047686333291,0.5900654481689458,0.5292963779181417,0.25118494384701345
433,0.5019089608030856,0.5335089040425619,0.3146279246626472,0.3342318765762014,0.34579264945837196
4293,0.33358162097671246,0.3709074939076347,0.5665970176922154,0.8367167435968627,0.10673877540631628
2331,0.3261121408369142,0.37073280831187183,0.5209388256700113,0.6697550814418917,0.32079914560087847
3333,0.3888418143009542,0.30445193177505625,0.7497485137016958,0.24599840066171538,0.4306779269346102
3899,0.8489446961825811,0.30300864984593057,0.45276581489023704,0.5214191668980357,0.2480985751338738
1585,0.33333629089906747,0.40196363914103017,0.767838758355159,0.21387100599245737,0.2544604089053882
5330,0.35084478428846444,0.7027610468127561,0.5024564485067178,0.4307630043844428,0.36938123218054547
447,0.319635959148919,0.3514795019655486,0.6255587842196886,0.5660988726544967,0.32079914560087847
5075,0.47177816837362574,0.6746245826043579,0.28626391881530283,0.3234558649152033,0.2939454513844801
279,0.3056654537689591,0.29864807371463625,0.4247679590884909,0.4550077653224127,0.32079914560087847
884,0.38876536122672734,0.3371872068683214,0.6817765445423282,0.6319325747321903,0.49148354638907227
1317,0.5007259345094389,0.41821611248618623,0.32141745583027154,0.34003020088614333,0.30696577730029956
1059,0.3150539504353389,0.29482378683762683,0.5070367331234221,0.6920373632030726,0.32079914560087847
1198,0.42651543450041834,0.6208457348669466,0.2490175956564691,0.31217517960019436,0.3598155455026922
1272,0.32430166697277474,0.4699196177741923,0.8768753672787164,0.18763864064922145,0.23977776074552565
2938,0.5749448635808017,0.5344748214059818,0.6634834155404988,0.28210606533860855,0.28090197374882575
5000,0.3273778310928294,0.36125339227194503,0.539638276186961,0.2816357355220842,0.6305764907658431
2769,0.4516228015304811,0.6876954211190858,0.2484972092806414,0.3009745696536406,0.2800516872930276
4145,0.3124912197267269,0.32045707060460604,0.5498081075239135,0.5588187021355361,0.19077175323372728
3651,0.3882831301337796,0.2709944935997346,0.6791701901160864,0.5569597967423243,0.17045777277291602
3935,0.31696483365615163,0.3811518866641048,0.8111673736906726,0.1991590097984776,0.1803396745558429
130,0.34256892385125925,0.37857367048001395,0.7143648199645569,0.5481840424793504,0.44303087936127716
92,0.31342477535070074,0.3103467874558139,0.42771245409534314,0.2865960701973577,0.5465902477766081
3891,0.38881534408763385,0.315720271524965,0.7806939971478257,0.5541300452904838,0.7071701451526554
958,0.3281955980183127,0.3288049834473837,0.5187391613044818,0.7611671698942644,0.18750621034099607
4755,0.37422655959095685,0.42048956123035947,0.82078696645885,0.6056790608153445,0.5481680159134281
3791,0.45155758720604383,0.6361216993223809,0.2698395002374355,0.4103486658684436,0.28899357173085854
3692,0.8621097085348544,0.3471107211307812,0.42530861547187565,0.510597965977187,0.2663637002890514
25,0.4132100856540612,0.6350174954113331,0.4963516750489291,0.4501448586913769,0.22322413726410234
3486,0.3667757121152836,0.4155273565698492,0.60046949022958,0.8792479711829898,0.5903160813715367
5266,0.2977934489327476,0.19969636630092583,0.4391287066242569,0.49565261244533904,0.32079914560087847
4860,0.42624851419291426,0.5236965262180554,0.5544499392544728,0.46142717081974044,0.3821478957746961
3836,0.42587305122296826,0.856013271928338,0.23108508851635895,0.3019790365215983,0.2857242900510733
2098,0.4073168401722605,0.7574425611086315,0.5372055067345257,0.28866230391476366,0.498939262972908
5016,0.5417401252055878,0.47824023133086857,0.30719251734513764,0.33178225717822357,0.35087682465390696
4927,0.3375781795532242,0.3456839977850284,0.5159883370061973,0.6267994363272484,0.32079914560087847
2638,0.8884469792754496,0.35446556650046424,0.3387483122915299,0.340288502695449,0.3346365402875156
4209,0.3110300343757866,0.3439404237087885,0.4131714877651156,0.4616664931399088,0.5565272247688315
2040,0.4178923558460279,0.41202335148114294,0.4333231921871283,0.33609349332500404,0.3380967877060629
2213,0.39545788884817307,0.3503399432413531,0.6777245700316783,0.6072699035191227,0.46647465598485616
1632,0.836249641025459,0.32670204335902353,0.4035181730752752,0.3439184655607228,0.31071046013396075
244,0.31622218890031495,0.36693731248523154,0.24670128661108875,0.8691837807431573,0.32079914560087847
1045,0.8587723913604772,0.3083424529855573,0.46473580717104956,0.5175406631035839,0.2595094970224156
2662,0.32191831262593684,0.32441278191361134,0.4702802070562845,0.7865696796696052,0.32079914560087847
3375,0.3274186454999602,0.3577710177651223,0.6767248901135249,0.6638866234006617,0.6919663675972557
207,0.328723227745279,0.340723284888786,0.5387375507602451,0.6625023859929201,0.496821096307272
3775,0.5685732318415075,0.6183603064203147,0.5798703714589449,0.48952621410888225,0.2787068743495769
3028,0.4581899283648004,0.30816239703843024,0.6204393174019673,0.6596363023761598,0.5504670823526807
236,0.6901056708661143,0.5822781090157458,0.30735430886000187,0.32598827103722733,0.2989941081030013
3801,0.3358165055236977,0.3888525229910709,0.5403667065494422,0.8835756562203558,0.32079914560087847
