,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
751,0.010452961672473868,0.0,0.0,0.0,0.006329113924050633,0.002481430314112456,0.25,0.037209302325581395,0.05091681342587796,0.00012099622938188075,0.003787878787878788,0.00012081149859459652,0.007633587786259542,0.0,0.0,0.0,0.10810810810810811,0.025,0.0058997050147492625,0.007009345794392523,0.0
137,0.4634146341463415,0.3181818181818182,0.28,0.29545454545454547,0.2739602169981917,0.2278268731957539,0.015,0.5622325581395349,0.3092302911012121,0.16785431290443875,0.22727272727272727,0.16785427694872274,0.3435114503816794,0.25,0.4827586206896552,0.25,0.5675675675675675,0.3416666666666667,0.2728613569321534,0.2757009345794392,0.3181818181818182
315,0.5296167247386759,0.5909090909090909,0.56,0.38636363636363635,0.44936708860759494,0.41607082873458423,0.01,0.8989767441860466,0.35315445975344456,0.490191408337921,0.4166666666666667,0.4901915471852029,0.5229007633587787,0.045454545454545456,0.1896551724137931,0.0,0.8378378378378378,0.5666666666666667,0.42035398230088494,0.4953271028037383,0.5909090909090909
1202,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.5,0.018604651162790697,0.041437894954936286,2.4630275701146208e-05,0.0,2.43839721934048e-05,0.003816793893129771,0.0,0.0,0.0,0.05405405405405406,0.016666666666666666,0.0029498525073746312,0.004672897196261682,0.0
1696,0.027874564459930314,0.022727272727272728,0.0,0.0,0.015370705244122965,0.007426611540608323,0.075,0.12409302325581395,0.04568527918781726,0.0012070990242685493,0.007575757575757576,0.0012070066235735377,0.026717557251908396,0.0,0.0,0.0,0.21621621621621623,0.025,0.017699115044247787,0.011682242990654205,0.022727272727272728
540,0.13937282229965156,0.09090909090909091,0.08,0.09090909090909091,0.08951175406871609,0.06193725832889244,0.045,0.1998139534883721,0.2366103801926862,0.016213032919502626,0.06060606060606061,0.016213124783869336,0.14122137404580154,0.022727272727272728,0.017241379310344827,0.0,0.32432432432432434,0.15833333333333333,0.09587020648967552,0.0794392523364486,0.07954545454545454
705,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1181,0.0627177700348432,0.022727272727272728,0.0,0.022727272727272728,0.037070524412296565,0.02237707133133472,0.07,0.13023255813953488,0.13109914016367968,0.0038188934596180934,0.022727272727272724,0.00381886255419892,0.0648854961832061,0.0,0.0,0.0,0.2702702702702703,0.08333333333333333,0.03982300884955752,0.03271028037383177,0.022727272727272728
1883,0.14634146341463414,0.06818181818181818,0.0,0.06818181818181818,0.0949367088607595,0.06629775648392058,0.04,0.24000000000000002,0.2108152905832384,0.02085106777325159,0.06818181818181818,0.020851067131292172,0.14122137404580154,0.0,0.05172413793103448,0.0,0.32432432432432434,0.16666666666666666,0.09144542772861357,0.10046728971962617,0.06818181818181818
1527,0.03484320557491289,0.0,0.0,0.0,0.009945750452079566,0.004614323851280873,0.165,0.05581395348837209,0.06308919506889049,0.00033749635279495596,0.003787878787878788,0.000337496342404171,0.022900763358778626,0.0,0.017241379310344827,0.0,0.16216216216216217,0.03333333333333333,0.01032448377581121,0.009345794392523364,0.0
1534,0.020905923344947737,0.022727272727272728,0.0,0.022727272727272728,0.007233273056057866,0.0026115001982618623,0.1,0.09302325581395349,0.021444110639179528,0.0003183463134373148,0.003787878787878788,0.0003181000008866899,0.019083969465648856,0.0,0.0,0.0,0.13513513513513514,0.008333333333333333,0.008849557522123894,0.004672897196261682,0.022727272727272728
795,0.010452961672473868,0.0,0.0,0.0,0.0081374321880651,0.0036028095094976275,0.145,0.06511627906976744,0.042214855485341346,0.0003074166285949311,0.003787878787878788,0.00030757055834862874,0.007633587786259542,0.0,0.0,0.0,0.1891891891891892,0.016666666666666666,0.01032448377581121,0.004672897196261682,0.0
947,0.010452961672473868,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.335,0.027906976744186046,0.04009116336890086,5.360163749461944e-05,0.0,5.375557506273331e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.016666666666666666,0.004424778761061947,0.004672897196261682,0.0
1129,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1332,0.010452961672473868,0.0,0.0,0.0,0.0054249547920434,0.0019586251486963966,0.335,0.027906976744186046,0.053558479229255156,7.161252660108261e-05,0.003787878787878788,7.148937302157316e-05,0.011450381679389313,0.0,0.0,0.0,0.08108108108108109,0.025,0.004424778761061947,0.007009345794392523,0.0
698,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
995,0.10452961672473868,0.022727272727272728,0.0,0.022727272727272728,0.13291139240506328,0.09945421161233618,0.08,0.11776744186046512,0.6446182533927276,0.015343984429232306,0.09848484848484848,0.015344168683886186,0.10687022900763359,0.0,0.017241379310344827,0.0,0.24324324324324326,0.26666666666666666,0.1504424778761062,0.10514018691588785,0.022727272727272728
1697,0.010452961672473868,0.0,0.0,0.0,0.0054249547920434,0.0019586251486963966,0.25,0.037209302325581395,0.04014296073759453,9.550389403119442e-05,0.003787878787878788,9.531916402876422e-05,0.0,0.0,0.0,0.0,0.10810810810810811,0.016666666666666666,0.0058997050147492625,0.004672897196261682,0.0
1733,0.003484320557491289,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.335,0.027906976744186046,0.04009116336890086,5.360163749461944e-05,0.0,5.375557506273331e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.016666666666666666,0.004424778761061947,0.004672897196261682,0.0
551,0.03484320557491289,0.0,0.0,0.0,0.019891500904159132,0.009611280468554658,0.15,0.061953488372093024,0.11825339272764943,0.0007810568303279727,0.011363636363636362,0.0007808412913751674,0.022900763358778626,0.022727272727272728,0.034482758620689655,0.0,0.13513513513513514,0.05,0.02064896755162242,0.018691588785046728,0.0
216,0.34146341463414637,0.1590909090909091,0.16,0.1590909090909091,0.2504520795660036,0.20223215074973294,0.015,0.5745116279069767,0.2686211540453745,0.152264764626466,0.20075757575757575,0.15226460599934385,0.3244274809160305,0.13636363636363635,0.10344827586206896,0.0,0.5675675675675675,0.2833333333333333,0.2610619469026549,0.2336448598130841,0.1590909090909091
910,0.027874564459930314,0.045454545454545456,0.0,0.0,0.020795660036166366,0.011617892564801321,0.065,0.13953488372093023,0.06355537138713353,0.0021243612792238606,0.011363636363636362,0.002124176486757286,0.022900763358778626,0.0,0.0,0.08333333333333333,0.2702702702702703,0.05,0.02064896755162242,0.02102803738317757,0.045454545454545456
677,0.024390243902439025,0.0,0.0,0.0,0.018083182640144666,0.009054379314089726,0.125,0.07441860465116279,0.09282088469905729,0.0008829953838860917,0.007575757575757576,0.0008828106296384965,0.022900763358778626,0.0,0.0,0.0,0.16216216216216217,0.05,0.017699115044247787,0.018691588785046728,0.0
1881,0.059233449477351915,0.0,0.0,0.0,0.0216998191681736,0.012388209354424017,0.165,0.05581395348837209,0.1693773956283021,0.0009060862673559162,0.011363636363636362,0.0009060862394594739,0.04580152671755725,0.0,0.0,0.0,0.16216216216216217,0.09166666666666666,0.019174041297935103,0.02570093457943925,0.0
508,0.05574912891986063,0.022727272727272728,0.0,0.022727272727272728,0.0216998191681736,0.011539598071429834,0.085,0.11162790697674418,0.07888739252045997,0.0016879743694888025,0.011363636363636362,0.0016880358932070687,0.04580152671755725,0.0,0.05172413793103448,0.0,0.21621621621621623,0.05,0.022123893805309734,0.02102803738317757,0.022727272727272728
745,0.03484320557491289,0.0,0.0,0.0,0.024412296564195298,0.01298173212675626,0.1,0.09302325581395349,0.10649539003418626,0.0015824644259540175,0.011363636363636362,0.001582741467826457,0.026717557251908396,0.0,0.017241379310344827,0.0,0.1891891891891892,0.058333333333333334,0.025073746312684365,0.02336448598130841,0.0
490,0.010452961672473868,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.007633587786259542,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1156,0.0313588850174216,0.0,0.0,0.0,0.0108499095840868,0.004546131873183126,0.25,0.037209302325581395,0.09323526364860665,0.0002216724813103159,0.003787878787878788,0.0002216724744854982,0.007633587786259542,0.045454545454545456,0.034482758620689655,0.16666666666666666,0.10810810810810811,0.03333333333333333,0.011799410029498525,0.009345794392523364,0.0
736,0.1289198606271777,0.06818181818181818,0.08,0.06818181818181818,0.07233273056057866,0.048566579364097175,0.035,0.26976744186046514,0.1373666217756138,0.017168933919464106,0.04924242424242424,0.01716908733008805,0.11068702290076336,0.022727272727272728,0.10344827586206896,0.0,0.3783783783783784,0.11666666666666667,0.0752212389380531,0.06775700934579439,0.06818181818181818
178,0.06620209059233449,0.06818181818181818,0.08,0.045454545454545456,0.0325497287522604,0.01858231403163603,0.07,0.13599999999999998,0.10421630581166477,0.003312833657493418,0.01893939393939394,0.0033128951311857707,0.05343511450381679,0.0,0.05172413793103448,0.0,0.24324324324324326,0.06666666666666667,0.03392330383480826,0.030373831775700934,0.06818181818181818
169,0.04529616724738676,0.0,0.0,0.0,0.023508137432188065,0.013691433824736515,0.165,0.05581395348837209,0.18719569045892467,0.0010013746464747255,0.015151515151515152,0.0010014054034882382,0.015267175572519083,0.0,0.017241379310344827,0.0,0.16216216216216217,0.1,0.02064896755162242,0.028037383177570093,0.0
9,0.16376306620209058,0.13636363636363635,0.0,0.13636363636363635,0.14014466546112117,0.10119436986823795,0.03,0.33153488372093026,0.2329327670154356,0.04396008528356113,0.10227272727272728,0.04395986841521915,0.16030534351145037,0.045454545454545456,0.017241379310344827,0.0,0.3783783783783784,0.18333333333333332,0.14601769911504425,0.1308411214953271,0.13636363636363635
610,0.08362369337979095,0.09090909090909091,0.16,0.06818181818181818,0.0461121157323689,0.0287201881088344,0.045,0.20093023255813955,0.10908525846886977,0.007562264336367547,0.030303030303030304,0.007562356467072771,0.07251908396946564,0.045454545454545456,0.034482758620689655,0.0,0.32432432432432434,0.08333333333333333,0.048672566371681415,0.04205607476635514,0.09090909090909091
1682,0.0,0.0,0.0,0.0,0.0009041591320072332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0014749262536873156,0.0,0.0
987,0.14982578397212543,0.13636363636363635,0.16,0.13636363636363635,0.07233273056057866,0.05262905331854999,0.05,0.19032558139534886,0.21107427742670673,0.013122641439435182,0.05303030303030303,0.013122456308355278,0.12595419847328243,0.06818181818181818,0.06896551724137931,0.0,0.40540540540540543,0.18333333333333332,0.07374631268436578,0.07009345794392523,0.13636363636363635
1197,0.1254355400696864,0.09090909090909091,0.08,0.09090909090909091,0.08408679927667269,0.05924241237962222,0.045,0.21246511627906978,0.21278359059359783,0.016495942423774914,0.06060606060606061,0.01649575718883835,0.12595419847328243,0.022727272727272728,0.034482758620689655,0.0,0.3783783783783784,0.15833333333333333,0.09144542772861357,0.07242990654205607,0.07954545454545454
1249,0.47038327526132406,0.4090909090909091,0.32,0.38636363636363635,0.30198915009041594,0.253068007607194,0.02,0.4478139534883721,0.43131668911219306,0.14848854311950016,0.2537878787878788,0.1484884153964834,0.44274809160305345,0.045454545454545456,0.2413793103448276,0.16666666666666666,0.5135135135135135,0.375,0.32448377581120946,0.26635514018691586,0.4090909090909091
1423,0.156794425087108,0.022727272727272728,0.0,0.022727272727272728,0.08770343580470162,0.06381253772658048,0.065,0.1412093023255814,0.34471148865637624,0.011812279984289579,0.06439393939393939,0.011812371984145986,0.08396946564885496,0.11363636363636363,0.08620689655172414,1.0,0.2702702702702703,0.225,0.08259587020648967,0.09579439252336448,0.022727272727272728
258,0.05574912891986063,0.045454545454545456,0.0,0.045454545454545456,0.02802893309222423,0.015658898674297435,0.1,0.09302325581395349,0.1284574743603025,0.0019088463668388313,0.015151515151515152,0.0019086000053201394,0.04198473282442748,0.0,0.06896551724137931,0.0,0.21621621621621623,0.06666666666666667,0.030973451327433628,0.02336448598130841,0.045454545454545456
782,0.05574912891986063,0.045454545454545456,0.0,0.045454545454545456,0.03887884267631103,0.023850775746891584,0.06,0.16130232558139534,0.11286646638350771,0.005039569923366899,0.022727272727272724,0.0050397237074278015,0.05725190839694656,0.0,0.0,0.0,0.32432432432432434,0.075,0.04424778761061947,0.030373831775700934,0.045454545454545456
913,0.27177700348432055,0.13636363636363635,0.0,0.06818181818181818,0.1962025316455696,0.16052644207091463,0.03,0.29897674418604653,0.4097689837356262,0.06288595834447726,0.1590909090909091,0.06288571010560477,0.23282442748091603,0.045454545454545456,0.1896551724137931,0.25,0.3783783783783784,0.36666666666666664,0.1710914454277286,0.23598130841121495,0.13636363636363635
112,0.1672473867595819,0.1590909090909091,0.0,0.13636363636363635,0.16726943942133815,0.1374308293407351,0.03,0.3313488372093023,0.3164819227183259,0.059682698626009306,0.13636363636363635,0.059682542849289325,0.13358778625954199,0.06818181818181818,0.15517241379310345,0.0,0.5135135135135135,0.3333333333333333,0.16224188790560473,0.17523364485981308,0.1590909090909091
775,0.013937282229965157,0.0,0.0,0.0,0.0081374321880651,0.0034095989048873445,0.165,0.05581395348837209,0.04661763182430333,0.00024938154147410537,0.003787878787878788,0.0002493815337961855,0.011450381679389313,0.0,0.0,0.0,0.16216216216216217,0.016666666666666666,0.01032448377581121,0.004672897196261682,0.0
1404,0.010452961672473868,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.335,0.027906976744186046,0.04009116336890086,5.360163749461944e-05,0.0,5.375557506273331e-05,0.007633587786259542,0.0,0.0,0.0,0.08108108108108109,0.016666666666666666,0.004424778761061947,0.004672897196261682,0.0
1875,0.017421602787456445,0.0,0.0,0.0,0.0108499095840868,0.005241942612661987,0.145,0.06511627906976744,0.06143167927069305,0.00044734738242206804,0.003787878787878788,0.00044722421727449264,0.015267175572519083,0.0,0.0,0.0,0.1891891891891892,0.03333333333333333,0.011799410029498525,0.009345794392523364,0.0
1425,0.04878048780487805,0.022727272727272728,0.0,0.022727272727272728,0.02531645569620253,0.01346286441666814,0.1,0.09302325581395349,0.11043199005490521,0.0016410844821227455,0.015151515151515152,0.0016409304923789003,0.04961832061068702,0.0,0.0,0.0,0.1891891891891892,0.058333333333333334,0.02654867256637168,0.02336448598130841,0.022727272727272728
396,0.003484320557491289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,0.010452961672473868,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.335,0.027906976744186046,0.04009116336890086,5.360163749461944e-05,0.0,5.375557506273331e-05,0.007633587786259542,0.0,0.0,0.0,0.08108108108108109,0.016666666666666666,0.004424778761061947,0.004672897196261682,0.0
807,0.010452961672473868,0.0,0.0,0.0,0.006329113924050633,0.002481430314112456,0.2,0.046511627906976744,0.040712731793224904,0.00015126068064966417,0.003787878787878788,0.0001512914638363525,0.007633587786259542,0.0,0.0,0.0,0.13513513513513514,0.016666666666666666,0.007374631268436578,0.004672897196261682,0.0
1537,0.010452961672473868,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.25,0.037209302325581395,0.030042473842328807,7.148937522257687e-05,0.0,7.148937302157316e-05,0.007633587786259542,0.0,0.0,0.0,0.10810810810810811,0.008333333333333333,0.0058997050147492625,0.002336448598130841,0.0
1044,0.06968641114982578,0.045454545454545456,0.0,0.045454545454545456,0.0759493670886076,0.05396637377791136,0.105,0.08688372093023256,0.4743085051279395,0.006139989066004859,0.05303030303030303,0.006139773362062086,0.07251908396946564,0.0,0.0,0.0,0.1891891891891892,0.225,0.07079646017699115,0.08411214953271028,0.045454545454545456
1211,0.003484320557491289,0.0,0.0,0.0,0.0027124773960217,0.0005998368443783292,0.5,0.018604651162790697,0.02460375012949342,1.4624226197555562e-05,0.0,1.4408710841557383e-05,0.0,0.0,0.0,0.0,0.05405405405405406,0.008333333333333333,0.0029498525073746312,0.002336448598130841,0.0
488,0.010452961672473868,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.007633587786259542,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
824,0.04529616724738676,0.022727272727272728,0.0,0.022727272727272728,0.02802893309222423,0.015293945310033566,0.065,0.13953488372093023,0.08360095307158397,0.00279661386664202,0.015151515151515152,0.0027963982656345598,0.04198473282442748,0.0,0.017241379310344827,0.0,0.24324324324324326,0.05,0.030973451327433628,0.02336448598130841,0.022727272727272728
165,0.05574912891986063,0.06818181818181818,0.08,0.045454545454545456,0.03074141048824593,0.017174275965358476,0.065,0.14344186046511628,0.09131876100694084,0.003230075931137567,0.01893939393939394,0.003230322134439922,0.05343511450381679,0.0,0.017241379310344827,0.0,0.24324324324324326,0.058333333333333334,0.032448377581120944,0.028037383177570093,0.06818181818181818
1420,0.006968641114982578,0.0,0.0,0.0,0.0009041591320072332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0,0.0,0.0,0.02702702702702703,0.0,0.0014749262536873156,0.0,0.0
1603,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1876,0.003484320557491289,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.25,0.037209302325581395,0.030042473842328807,7.148937522257687e-05,0.0,7.148937302157316e-05,0.0,0.0,0.0,0.0,0.10810810810810811,0.008333333333333333,0.0058997050147492625,0.002336448598130841,0.0
1563,0.003484320557491289,0.0,0.0,0.0,0.007233273056057866,0.0026115001982618623,0.5,0.018604651162790697,0.10711695845851031,6.366926268746294e-05,0.003787878787878788,6.373083641458073e-05,0.0,0.0,0.0,0.0,0.05405405405405406,0.03333333333333333,0.0058997050147492625,0.009345794392523364,0.0
54,0.06968641114982578,0.0,0.0,0.0,0.06871609403254973,0.04613818725517186,0.08,0.11534883720930234,0.30524189371179944,0.0069741549283134285,0.04545454545454545,0.006974370228499987,0.05343511450381679,0.0,0.0,0.0,0.21621621621621623,0.16666666666666666,0.06637168141592921,0.07242990654205607,0.0
832,0.13588850174216027,0.06818181818181818,0.0,0.06818181818181818,0.05515370705244123,0.035318393396996016,0.06,0.15274418604651163,0.17637004040194756,0.007073168636632036,0.03409090909090909,0.007073014479646034,0.08778625954198473,0.25,0.06896551724137931,0.0,0.2702702702702703,0.11666666666666667,0.05604719764011799,0.053738317757009345,0.06818181818181818
678,0.08362369337979095,0.0,0.0,0.0,0.09041591320072333,0.06528624214213734,0.075,0.12409302325581395,0.4016885942194136,0.010611400104635568,0.06439393939393939,0.010611461353620798,0.0648854961832061,0.0,0.0,0.0,0.24324324324324326,0.225,0.08849557522123894,0.09345794392523364,0.0
694,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1546,0.003484320557491289,0.022727272727272728,0.0,0.022727272727272728,0.006329113924050633,0.0022844312662745206,0.1,0.09302325581395349,0.01875064746710867,0.0002785376303353372,0.003787878787878788,0.000278753136665514,0.0,0.0,0.0,0.0,0.13513513513513514,0.008333333333333333,0.007374631268436578,0.004672897196261682,0.022727272727272728
323,0.41114982578397213,0.29545454545454547,0.44,0.2727272727272727,0.19891500904159132,0.1647669728570671,0.015,0.5804651162790697,0.21661659587692944,0.12533294360027084,0.16287878787878787,0.12533306289291446,0.30916030534351147,0.5227272727272727,0.22413793103448276,0.0,0.7027027027027027,0.2916666666666667,0.20058997050147492,0.19626168224299065,0.29545454545454547
1261,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1222,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1722,0.003484320557491289,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.335,0.027906976744186046,0.04009116336890086,5.360163749461944e-05,0.0,5.375557506273331e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.016666666666666666,0.004424778761061947,0.004672897196261682,0.0
6,0.16376306620209058,0.11363636363636363,0.0,0.11363636363636363,0.13471971066907776,0.09491439381119915,0.03,0.28706976744186047,0.25235678027556196,0.03570263141552873,0.0946969696969697,0.03570256874063434,0.15648854961832062,0.045454545454545456,0.034482758620689655,0.0,0.32432432432432434,0.175,0.140117994100295,0.1261682242990654,0.11363636363636363
692,0.010452961672473868,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.007633587786259542,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1862,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
11,0.2229965156794425,0.11363636363636363,0.0,0.09090909090909091,0.14014466546112117,0.10119436986823795,0.025,0.3670697674418605,0.210400911633689,0.04867010211804669,0.10227272727272728,0.048669854316849774,0.20610687022900764,0.09090909090909091,0.08620689655172414,0.0,0.3783783783783784,0.18333333333333332,0.13716814159292035,0.14485981308411214,0.11363636363636363
1686,0.010452961672473868,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1455,0.09407665505226481,0.022727272727272728,0.0,0.022727272727272728,0.05877034358047016,0.038582768644823344,0.06,0.1594418604651163,0.18465761939293482,0.008062782326459465,0.03787878787878788,0.008062782078223784,0.0916030534351145,0.0,0.034482758620689655,0.0,0.32432432432432434,0.11666666666666667,0.06637168141592921,0.04672897196261682,0.045454545454545456
1270,0.020905923344947737,0.0,0.0,0.0,0.011754068716094032,0.004924976195948386,0.15,0.061953488372093024,0.06060292137159432,0.0004002419801436259,0.003787878787878788,0.0004001188164463242,0.019083969465648856,0.0,0.0,0.0,0.13513513513513514,0.025,0.01327433628318584,0.009345794392523364,0.0
979,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,0.16376306620209058,0.1590909090909091,0.0,0.1590909090909091,0.10216998191681737,0.07259667475709765,0.035,0.25395348837209303,0.21817051693773953,0.02415971428387581,0.07196969696969696,0.024159528812988235,0.16412213740458015,0.022727272727272728,0.034482758620689655,0.0,0.3783783783783784,0.16666666666666666,0.10914454277286136,0.0911214953271028,0.1590909090909091
