,attr1,attr2,attr3,attr4,attr5,attr6
97,0.5,1.0,0.0,0.5,0.0,0.0
256,0.0,0.5,1.0,0.5,1.0,1.0
176,0.0,0.0,0.0,0.0,1.0,1.0
328,0.5,0.0,0.0,0.5,1.0,1.0
40,0.0,1.0,0.0,0.0,0.3333333333333333,1.0
470,1.0,0.0,0.0,0.5,0.6666666666666666,1.0
368,0.5,0.5,0.0,0.0,1.0,1.0
392,0.5,0.5,1.0,0.0,1.0,1.0
173,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
168,1.0,1.0,1.0,1.0,1.0,1.0
465,1.0,0.0,0.0,0.5,0.0,0.0
462,1.0,0.0,0.0,0.0,0.6666666666666666,1.0
324,0.5,0.0,0.0,0.5,0.3333333333333333,1.0
416,0.5,1.0,0.0,0.0,1.0,1.0
321,0.5,0.0,0.0,0.5,0.0,0.0
297,0.0,1.0,1.0,0.5,0.0,0.0
274,0.0,1.0,0.0,0.5,0.0,1.0
178,0.0,0.0,0.0,0.5,0.0,1.0
3,0.0,0.0,0.0,0.5,0.0,1.0
18,0.0,0.5,0.0,0.5,0.3333333333333333,1.0
383,0.5,0.5,0.0,1.0,1.0,0.0
27,0.0,0.5,0.0,1.0,1.0,0.0
193,0.0,0.0,1.0,0.0,0.0,0.0
123,1.0,0.0,0.0,1.0,0.6666666666666666,1.0
300,0.0,1.0,1.0,0.5,0.3333333333333333,1.0
326,0.5,0.0,0.0,0.5,0.6666666666666666,1.0
449,0.5,1.0,1.0,1.0,0.0,0.0
524,1.0,0.5,0.0,1.0,0.3333333333333333,1.0
563,1.0,1.0,0.0,0.5,0.3333333333333333,0.0
78,0.5,0.5,0.0,0.5,0.6666666666666666,0.0
142,1.0,0.5,0.0,1.0,0.3333333333333333,0.0
66,0.5,0.0,1.0,0.0,0.3333333333333333,1.0
315,0.5,0.0,0.0,0.0,0.3333333333333333,0.0
253,0.0,0.5,1.0,0.5,0.6666666666666666,0.0
404,0.5,0.5,1.0,1.0,0.3333333333333333,1.0
5,0.0,0.0,0.0,0.5,0.6666666666666666,0.0
538,1.0,0.5,1.0,0.5,0.0,1.0
560,1.0,1.0,0.0,0.0,1.0,1.0
101,0.5,1.0,0.0,1.0,0.0,1.0
420,0.5,1.0,0.0,0.5,0.3333333333333333,1.0
149,1.0,0.5,1.0,0.5,0.0,0.0
497,1.0,0.0,1.0,1.0,0.0,0.0
471,1.0,0.0,0.0,0.5,1.0,0.0
464,1.0,0.0,0.0,0.0,1.0,1.0
98,0.5,1.0,0.0,0.5,0.6666666666666666,0.0
130,1.0,0.0,1.0,0.5,0.3333333333333333,0.0
393,0.5,0.5,1.0,0.5,0.0,0.0
46,0.0,1.0,0.0,0.5,1.0,0.0
325,0.5,0.0,0.0,0.5,0.6666666666666666,0.0
417,0.5,1.0,0.0,0.5,0.0,0.0
308,0.0,1.0,1.0,1.0,0.3333333333333333,1.0
317,0.5,0.0,0.0,0.0,0.6666666666666666,0.0
209,0.0,0.0,1.0,1.0,0.0,0.0
344,0.5,0.0,1.0,0.0,1.0,1.0
237,0.0,0.5,0.0,1.0,0.6666666666666666,0.0
501,1.0,0.0,1.0,1.0,0.6666666666666666,0.0
242,0.0,0.5,1.0,0.0,0.0,1.0
485,1.0,0.0,1.0,0.0,0.6666666666666666,0.0
74,0.5,0.0,1.0,1.0,1.0,1.0
335,0.5,0.0,0.0,1.0,1.0,0.0
6,0.0,0.0,0.0,0.5,1.0,0.0
257,0.0,0.5,1.0,1.0,0.0,0.0
182,0.0,0.0,0.0,0.5,0.6666666666666666,1.0
423,0.5,1.0,0.0,0.5,1.0,0.0
495,1.0,0.0,1.0,0.5,1.0,0.0
110,0.5,1.0,1.0,0.5,0.6666666666666666,1.0
428,0.5,1.0,0.0,1.0,0.3333333333333333,1.0
349,0.5,0.0,1.0,0.5,0.6666666666666666,0.0
91,0.5,0.5,1.0,1.0,0.3333333333333333,0.0
304,0.0,1.0,1.0,0.5,1.0,1.0
15,0.0,0.0,1.0,1.0,0.3333333333333333,1.0
410,0.5,1.0,0.0,0.0,0.0,1.0
313,0.5,0.0,0.0,0.0,0.0,0.0
424,0.5,1.0,0.0,0.5,1.0,1.0
228,0.0,0.5,0.0,0.5,0.3333333333333333,1.0
310,0.0,1.0,1.0,1.0,0.6666666666666666,1.0
295,0.0,1.0,1.0,0.0,1.0,0.0
398,0.5,0.5,1.0,0.5,0.6666666666666666,1.0
30,0.0,0.5,1.0,0.0,1.0,0.0
26,0.0,0.5,0.0,1.0,0.6666666666666666,1.0
147,1.0,0.5,1.0,0.0,0.6666666666666666,0.0
520,1.0,0.5,0.0,0.5,1.0,1.0
581,1.0,1.0,1.0,0.0,0.6666666666666666,0.0
555,1.0,1.0,0.0,0.0,0.3333333333333333,0.0
570,1.0,1.0,0.0,1.0,0.0,1.0
542,1.0,0.5,1.0,0.5,0.6666666666666666,1.0
587,1.0,1.0,1.0,0.5,0.3333333333333333,0.0
22,0.0,0.5,0.0,1.0,0.0,0.0
144,1.0,0.5,0.0,1.0,0.6666666666666666,1.0
140,1.0,0.5,0.0,0.5,0.3333333333333333,0.0
429,0.5,1.0,0.0,1.0,0.6666666666666666,0.0
559,1.0,1.0,0.0,0.0,1.0,0.0
539,1.0,0.5,1.0,0.5,0.3333333333333333,0.0
301,0.0,1.0,1.0,0.5,0.6666666666666666,0.0
411,0.5,1.0,0.0,0.0,0.3333333333333333,0.0
488,1.0,0.0,1.0,0.0,1.0,1.0
247,0.0,0.5,1.0,0.0,1.0,0.0
174,0.0,0.0,0.0,0.0,0.6666666666666666,1.0
381,0.5,0.5,0.0,1.0,0.6666666666666666,0.0
508,1.0,0.5,0.0,0.0,0.3333333333333333,1.0
223,0.0,0.5,0.0,0.0,1.0,0.0
117,1.0,0.0,0.0,0.5,0.6666666666666666,1.0
84,0.5,0.5,1.0,0.0,0.6666666666666666,1.0
19,0.0,0.5,0.0,0.5,0.6666666666666666,0.0
425,0.5,1.0,0.0,1.0,0.0,0.0
516,1.0,0.5,0.0,0.5,0.3333333333333333,1.0
294,0.0,1.0,1.0,0.0,0.6666666666666666,1.0
212,0.0,0.0,1.0,1.0,0.3333333333333333,1.0
198,0.0,0.0,1.0,0.0,0.6666666666666666,1.0
486,1.0,0.0,1.0,0.0,0.6666666666666666,1.0
229,0.0,0.5,0.0,0.5,0.6666666666666666,0.0
167,1.0,1.0,1.0,1.0,0.3333333333333333,0.0
255,0.0,0.5,1.0,0.5,1.0,0.0
164,1.0,1.0,1.0,0.5,0.6666666666666666,0.0
42,0.0,1.0,0.0,0.0,0.6666666666666666,1.0
577,1.0,1.0,1.0,0.0,0.0,0.0
556,1.0,1.0,0.0,0.0,0.3333333333333333,1.0
436,0.5,1.0,1.0,0.0,0.3333333333333333,1.0
457,1.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.5,0.0,1.0,0.0,1.0
454,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
189,0.0,0.0,0.0,1.0,0.6666666666666666,0.0
397,0.5,0.5,1.0,0.5,0.6666666666666666,0.0
418,0.5,1.0,0.0,0.5,0.0,1.0
558,1.0,1.0,0.0,0.0,0.6666666666666666,1.0
217,0.0,0.5,0.0,0.0,0.0,0.0
468,1.0,0.0,0.0,0.5,0.3333333333333333,1.0
264,0.0,0.5,1.0,1.0,1.0,1.0
252,0.0,0.5,1.0,0.5,0.3333333333333333,1.0
2,0.0,0.0,0.0,0.5,0.0,0.0
181,0.0,0.0,0.0,0.5,0.6666666666666666,0.0
121,1.0,0.0,0.0,1.0,0.0,1.0
195,0.0,0.0,1.0,0.0,0.3333333333333333,0.0
399,0.5,0.5,1.0,0.5,1.0,0.0
396,0.5,0.5,1.0,0.5,0.3333333333333333,1.0
61,0.5,0.0,0.0,1.0,0.0,1.0
402,0.5,0.5,1.0,1.0,0.0,1.0
307,0.0,1.0,1.0,1.0,0.3333333333333333,0.0
466,1.0,0.0,0.0,0.5,0.0,1.0
276,0.0,1.0,0.0,0.5,0.3333333333333333,1.0
422,0.5,1.0,0.0,0.5,0.6666666666666666,1.0
99,0.5,1.0,0.0,0.5,0.6666666666666666,1.0
63,0.5,0.0,0.0,1.0,0.6666666666666666,1.0
343,0.5,0.0,1.0,0.0,1.0,0.0
62,0.5,0.0,0.0,1.0,0.3333333333333333,1.0
113,0.5,1.0,1.0,1.0,1.0,1.0
280,0.0,1.0,0.0,0.5,1.0,1.0
73,0.5,0.0,1.0,1.0,0.6666666666666666,1.0
220,0.0,0.5,0.0,0.0,0.3333333333333333,1.0
338,0.5,0.0,1.0,0.0,0.0,1.0
576,1.0,1.0,0.0,1.0,1.0,1.0
345,0.5,0.0,1.0,0.5,0.0,0.0
50,0.0,1.0,1.0,0.0,0.6666666666666666,0.0
375,0.5,0.5,0.0,0.5,1.0,0.0
413,0.5,1.0,0.0,0.0,0.6666666666666666,0.0
57,0.5,0.0,0.0,0.0,0.0,0.0
31,0.0,0.5,1.0,0.5,0.6666666666666666,0.0
185,0.0,0.0,0.0,1.0,0.0,0.0
122,1.0,0.0,0.0,1.0,0.3333333333333333,1.0
240,0.0,0.5,0.0,1.0,1.0,1.0
377,0.5,0.5,0.0,1.0,0.0,0.0
148,1.0,0.5,1.0,0.0,0.6666666666666666,1.0
58,0.5,0.0,0.0,0.0,0.3333333333333333,1.0
389,0.5,0.5,1.0,0.0,0.6666666666666666,0.0
332,0.5,0.0,0.0,1.0,0.3333333333333333,1.0
116,1.0,0.0,0.0,0.5,0.3333333333333333,1.0
533,1.0,0.5,1.0,0.0,0.6666666666666666,0.0
192,0.0,0.0,0.0,1.0,1.0,1.0
197,0.0,0.0,1.0,0.0,0.6666666666666666,0.0
266,0.0,1.0,0.0,0.0,0.0,1.0
473,1.0,0.0,0.0,1.0,0.0,0.0
474,1.0,0.0,0.0,1.0,0.0,1.0
8,0.0,0.0,0.0,1.0,1.0,0.0
484,1.0,0.0,1.0,0.0,0.3333333333333333,1.0
363,0.5,0.5,0.0,0.0,0.3333333333333333,0.0
150,1.0,0.5,1.0,0.5,0.3333333333333333,0.0
314,0.5,0.0,0.0,0.0,0.0,1.0
284,0.0,1.0,0.0,1.0,0.3333333333333333,1.0
102,0.5,1.0,0.0,1.0,0.3333333333333333,0.0
340,0.5,0.0,1.0,0.0,0.3333333333333333,1.0
350,0.5,0.0,1.0,0.5,0.6666666666666666,1.0
118,1.0,0.0,0.0,0.5,1.0,0.0
37,0.0,0.5,1.0,1.0,1.0,0.0
12,0.0,0.0,1.0,0.5,1.0,0.0
306,0.0,1.0,1.0,1.0,0.0,1.0
523,1.0,0.5,0.0,1.0,0.3333333333333333,0.0
222,0.0,0.5,0.0,0.0,0.6666666666666666,1.0
503,1.0,0.0,1.0,1.0,1.0,0.0
352,0.5,0.0,1.0,0.5,1.0,1.0
435,0.5,1.0,1.0,0.0,0.3333333333333333,0.0
545,1.0,0.5,1.0,1.0,0.0,0.0
437,0.5,1.0,1.0,0.0,0.6666666666666666,0.0
103,0.5,1.0,0.0,1.0,1.0,0.0
243,0.0,0.5,1.0,0.0,0.3333333333333333,0.0
312,0.0,1.0,1.0,1.0,1.0,1.0
196,0.0,0.0,1.0,0.0,0.3333333333333333,1.0
408,0.5,0.5,1.0,1.0,1.0,1.0
370,0.5,0.5,0.0,0.5,0.0,1.0
432,0.5,1.0,0.0,1.0,1.0,1.0
275,0.0,1.0,0.0,0.5,0.3333333333333333,0.0
54,0.0,1.0,1.0,0.5,0.6666666666666666,1.0
219,0.0,0.5,0.0,0.0,0.3333333333333333,0.0
155,1.0,0.5,1.0,1.0,1.0,1.0
187,0.0,0.0,0.0,1.0,0.3333333333333333,0.0
374,0.5,0.5,0.0,0.5,0.6666666666666666,1.0
201,0.0,0.0,1.0,0.5,0.0,0.0
133,1.0,0.0,1.0,1.0,0.3333333333333333,1.0
93,0.5,0.5,1.0,1.0,1.0,1.0
135,1.0,0.5,0.0,0.0,0.0,1.0
341,0.5,0.0,1.0,0.0,0.6666666666666666,0.0
156,1.0,1.0,0.0,0.0,0.0,0.0
507,1.0,0.5,0.0,0.0,0.3333333333333333,0.0
493,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
162,1.0,1.0,1.0,0.5,0.0,0.0
361,0.5,0.5,0.0,0.0,0.0,0.0
439,0.5,1.0,1.0,0.0,1.0,0.0
453,0.5,1.0,1.0,1.0,0.6666666666666666,0.0
433,0.5,1.0,1.0,0.0,0.0,0.0
186,0.0,0.0,0.0,1.0,0.0,1.0
530,1.0,0.5,1.0,0.0,0.0,1.0
500,1.0,0.0,1.0,1.0,0.3333333333333333,1.0
455,0.5,1.0,1.0,1.0,1.0,0.0
38,0.0,0.5,1.0,1.0,1.0,1.0
512,1.0,0.5,0.0,0.0,1.0,1.0
553,1.0,1.0,0.0,0.0,0.0,0.0
11,0.0,0.0,1.0,0.5,0.6666666666666666,0.0
137,1.0,0.5,0.0,0.0,0.6666666666666666,0.0
85,0.5,0.5,1.0,0.0,1.0,0.0
35,0.0,0.5,1.0,1.0,0.6666666666666666,0.0
172,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
574,1.0,1.0,0.0,1.0,0.6666666666666666,1.0
526,1.0,0.5,0.0,1.0,0.6666666666666666,1.0
236,0.0,0.5,0.0,1.0,0.3333333333333333,1.0
450,0.5,1.0,1.0,1.0,0.0,1.0
504,1.0,0.0,1.0,1.0,1.0,1.0
226,0.0,0.5,0.0,0.5,0.0,1.0
369,0.5,0.5,0.0,0.5,0.0,0.0
359,0.5,0.0,1.0,1.0,1.0,0.0
419,0.5,1.0,0.0,0.5,0.3333333333333333,0.0
506,1.0,0.5,0.0,0.0,0.0,1.0
49,0.0,1.0,0.0,1.0,1.0,1.0
153,1.0,0.5,1.0,1.0,0.0,0.0
550,1.0,0.5,1.0,1.0,0.6666666666666666,1.0
0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
13,0.0,0.0,1.0,0.5,1.0,1.0
59,0.5,0.0,0.0,0.0,0.6666666666666666,0.0
277,0.0,1.0,0.0,0.5,0.6666666666666666,0.0
492,1.0,0.0,1.0,0.5,0.3333333333333333,1.0
111,0.5,1.0,1.0,1.0,0.6666666666666666,0.0
171,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
120,1.0,0.0,0.0,1.0,0.0,0.0
477,1.0,0.0,0.0,1.0,0.6666666666666666,0.0
41,0.0,1.0,0.0,0.0,0.6666666666666666,0.0
469,1.0,0.0,0.0,0.5,0.6666666666666666,0.0
494,1.0,0.0,1.0,0.5,0.6666666666666666,1.0
593,1.0,1.0,1.0,1.0,0.0,0.0
224,0.0,0.5,0.0,0.0,1.0,1.0
298,0.0,1.0,1.0,0.5,0.0,1.0
546,1.0,0.5,1.0,1.0,0.0,1.0
527,1.0,0.5,0.0,1.0,1.0,0.0
406,0.5,0.5,1.0,1.0,0.6666666666666666,1.0
322,0.5,0.0,0.0,0.5,0.0,1.0
348,0.5,0.0,1.0,0.5,0.3333333333333333,1.0
333,0.5,0.0,0.0,1.0,0.6666666666666666,0.0
194,0.0,0.0,1.0,0.0,0.0,1.0
184,0.0,0.0,0.0,0.5,1.0,1.0
509,1.0,0.5,0.0,0.0,0.6666666666666666,0.0
579,1.0,1.0,1.0,0.0,0.3333333333333333,0.0
239,0.0,0.5,0.0,1.0,1.0,0.0
459,1.0,0.0,0.0,0.0,0.3333333333333333,0.0
283,0.0,1.0,0.0,1.0,0.3333333333333333,0.0
296,0.0,1.0,1.0,0.0,1.0,1.0
522,1.0,0.5,0.0,1.0,0.0,1.0
250,0.0,0.5,1.0,0.5,0.0,1.0
146,1.0,0.5,1.0,0.0,0.3333333333333333,1.0
24,0.0,0.5,0.0,1.0,0.3333333333333333,1.0
206,0.0,0.0,1.0,0.5,0.6666666666666666,1.0
482,1.0,0.0,1.0,0.0,0.0,1.0
262,0.0,0.5,1.0,1.0,0.6666666666666666,1.0
463,1.0,0.0,0.0,0.0,1.0,0.0
115,1.0,0.0,0.0,0.5,0.0,1.0
302,0.0,1.0,1.0,0.5,0.6666666666666666,1.0
409,0.5,1.0,0.0,0.0,0.0,0.0
64,0.5,0.0,0.0,1.0,1.0,0.0
290,0.0,1.0,1.0,0.0,0.0,1.0
293,0.0,1.0,1.0,0.0,0.6666666666666666,0.0
80,0.5,0.5,0.0,1.0,0.6666666666666666,1.0
441,0.5,1.0,1.0,0.5,0.0,0.0
421,0.5,1.0,0.0,0.5,0.6666666666666666,0.0
319,0.5,0.0,0.0,0.0,1.0,0.0
487,1.0,0.0,1.0,0.0,1.0,0.0
128,1.0,0.0,1.0,0.0,1.0,0.0
594,1.0,1.0,1.0,1.0,0.0,1.0
505,1.0,0.5,0.0,0.0,0.0,0.0
45,0.0,1.0,0.0,0.5,0.6666666666666666,1.0
20,0.0,0.5,0.0,0.5,0.6666666666666666,1.0
552,1.0,0.5,1.0,1.0,1.0,1.0
318,0.5,0.0,0.0,0.0,0.6666666666666666,1.0
578,1.0,1.0,1.0,0.0,0.0,1.0
534,1.0,0.5,1.0,0.0,0.6666666666666666,1.0
327,0.5,0.0,0.0,0.5,1.0,0.0
461,1.0,0.0,0.0,0.0,0.6666666666666666,0.0
125,1.0,0.0,1.0,0.0,0.3333333333333333,1.0
331,0.5,0.0,0.0,1.0,0.3333333333333333,0.0
127,1.0,0.0,1.0,0.0,0.6666666666666666,1.0
