,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
68,1.0,0.47058823529411764,1.0,0.15129151291512916,0.08633212281280951,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.32142857142857145,0.0,0.0,0.0,1.0,0.0,1.0,1.0
611,0.0,0.08823529411764706,1.0,0.8302583025830258,0.05447342357213602,0.0990990990990991,0.6895306859205776,0.0,0.5220883534136547,1.0,1.0,0.0,0.5178571428571429,1.0,0.0,0.0,0.29276315789473684,1.0,0.0,1.0
764,1.0,0.29411764705882354,0.5163265306122449,0.8302583025830258,0.12176735996478485,0.0990990990990991,0.4043321299638989,1.0,0.08433734939759036,1.0,0.6666666666666666,0.43820224719101125,0.14285714285714285,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
369,0.622356495468278,0.20588235294117646,1.0,0.6346863468634686,0.15137008913832947,1.0,0.4043321299638989,0.3333333333333333,0.5220883534136547,1.0,1.0,0.7191011235955056,0.375,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
442,0.622356495468278,0.23529411764705882,0.09795918367346938,0.01107011070110701,0.13090128755364808,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.17857142857142858,0.11994784876140809,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
229,0.6374622356495468,0.29411764705882354,1.0,0.6346863468634686,0.15951359084406294,1.0,0.3971119133574007,1.0,1.0,1.0,0.0,0.0,0.05357142857142857,0.11994784876140809,0.0,0.0,1.0,0.0,0.0,1.0
710,1.0,0.20588235294117646,0.5163265306122449,1.0,0.020853967205898535,0.02702702702702703,0.6895306859205776,1.0,1.0,1.0,0.6666666666666666,0.43820224719101125,0.23214285714285715,0.11994784876140809,1.0,0.3333333333333333,0.20723684210526316,0.0,1.0,1.0
133,1.0,0.20588235294117646,1.0,0.6346863468634686,0.09541102674149884,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.11994784876140809,0.0,0.3333333333333333,1.0,0.0,0.0,1.0
228,1.0,0.07352941176470588,1.0,1.0,0.06756905469351822,1.0,0.4043321299638989,1.0,1.0,1.0,0.3333333333333333,1.0,0.05357142857142857,1.0,1.0,0.0,1.0,0.0,0.0,1.0
522,0.6374622356495468,0.6470588235294118,0.0,0.6346863468634686,0.37795752173434577,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.6071428571428571,1.0,0.0,0.3333333333333333,1.0,1.0,0.0,1.0
175,1.0,0.38235294117647056,0.018367346938775512,0.34686346863468637,0.3980961813579839,0.24324324324324326,0.0,1.0,0.5220883534136547,1.0,0.0,0.7191011235955056,0.6071428571428571,0.11994784876140809,1.0,0.0,0.20723684210526316,0.0,1.0,1.0
401,0.622356495468278,0.20588235294117646,0.5163265306122449,0.3247232472324723,0.090073731704633,0.24324324324324326,1.0,1.0,0.08433734939759036,1.0,1.0,0.7191011235955056,0.16071428571428573,0.11994784876140809,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
494,0.6374622356495468,0.11764705882352941,0.5163265306122449,0.8302583025830258,0.10300429184549356,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.7191011235955056,0.35714285714285715,1.0,0.11735537190082644,0.3333333333333333,0.29276315789473684,1.0,0.0,0.0
276,1.0,0.20588235294117646,0.5163265306122449,1.0,0.11852096401452625,1.0,1.0,0.3333333333333333,0.5220883534136547,1.0,0.3333333333333333,1.0,0.125,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
980,0.622356495468278,0.38235294117647056,0.5163265306122449,0.6346863468634686,0.4476724991746451,1.0,0.4043321299638989,0.3333333333333333,1.0,1.0,0.3333333333333333,0.43820224719101125,0.5357142857142857,1.0,1.0,0.0,1.0,0.0,0.0,1.0
937,0.622356495468278,0.029411764705882353,1.0,1.0,0.09975789589523495,1.0,0.3971119133574007,1.0,0.08433734939759036,1.0,0.6666666666666666,1.0,0.19642857142857142,1.0,0.11735537190082644,0.0,0.20723684210526316,0.0,1.0,1.0
906,0.6374622356495468,0.25,1.0,0.8302583025830258,0.19329811819082204,0.24324324324324326,0.4043321299638989,0.3333333333333333,1.0,0.0,0.3333333333333333,0.7191011235955056,0.08928571428571429,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,0.0
169,0.622356495468278,0.29411764705882354,0.5163265306122449,0.3247232472324723,0.09271486739297898,1.0,0.6895306859205776,1.0,0.0,1.0,1.0,0.7191011235955056,0.21428571428571427,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
839,1.0,0.29411764705882354,0.5163265306122449,1.0,0.12991086167051832,1.0,0.6895306859205776,1.0,0.08433734939759036,0.0,0.6666666666666666,0.7191011235955056,0.48214285714285715,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
234,1.0,0.0,0.5163265306122449,1.0,0.07120061626499395,1.0,0.4043321299638989,0.3333333333333333,1.0,1.0,0.0,0.7191011235955056,0.4107142857142857,1.0,1.0,0.6666666666666666,0.29276315789473684,1.0,0.0,1.0
915,0.622356495468278,0.6470588235294118,0.0,0.01107011070110701,1.0,1.0,1.0,0.0,0.5220883534136547,1.0,0.3333333333333333,0.43820224719101125,0.23214285714285715,0.11994784876140809,1.0,0.0,0.20723684210526316,0.0,1.0,0.0
619,1.0,0.11764705882352941,1.0,0.8302583025830258,0.02145922746781116,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.7191011235955056,0.5357142857142857,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
647,1.0,0.11764705882352941,1.0,0.8302583025830258,0.06250687795752173,0.02702702702702703,1.0,0.3333333333333333,0.5220883534136547,1.0,0.3333333333333333,0.43820224719101125,0.125,1.0,1.0,0.0,1.0,0.0,0.0,1.0
205,0.6374622356495468,0.38235294117647056,0.5163265306122449,0.34686346863468637,0.570760426983603,1.0,0.6895306859205776,0.6666666666666666,1.0,1.0,1.0,0.0,0.3392857142857143,1.0,0.0,0.6666666666666666,0.20723684210526316,1.0,1.0,1.0
564,0.622356495468278,0.29411764705882354,0.09795918367346938,0.3247232472324723,0.24551557169582922,0.24324324324324326,1.0,1.0,1.0,1.0,0.3333333333333333,0.43820224719101125,0.32142857142857145,0.11994784876140809,1.0,0.3333333333333333,0.20723684210526316,0.0,1.0,1.0
889,1.0,0.35294117647058826,0.018367346938775512,0.34686346863468637,0.41674920215692746,0.24324324324324326,0.3971119133574007,0.6666666666666666,1.0,0.012702078521939953,1.0,0.7191011235955056,0.375,0.11994784876140809,0.11735537190082644,0.3333333333333333,1.0,1.0,1.0,1.0
382,1.0,0.2647058823529412,1.0,0.8302583025830258,0.05683944095961263,0.24324324324324326,0.4043321299638989,1.0,0.5220883534136547,1.0,1.0,0.43820224719101125,0.10714285714285714,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
222,1.0,0.11764705882352941,1.0,1.0,0.025145812699460767,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.7191011235955056,0.19642857142857142,0.11994784876140809,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
511,1.0,0.47058823529411764,1.0,0.34686346863468637,0.24408495653130846,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.23214285714285715,1.0,0.0,0.0,0.20723684210526316,0.0,1.0,1.0
614,1.0,0.20588235294117646,0.09795918367346938,0.6346863468634686,0.08572686255089688,1.0,0.4043321299638989,1.0,0.5220883534136547,1.0,0.0,0.7191011235955056,0.05357142857142857,1.0,1.0,0.0,1.0,0.0,0.0,1.0
351,0.622356495468278,0.07352941176470588,1.0,0.6346863468634686,0.03901177506327721,1.0,1.0,0.0,0.5220883534136547,1.0,0.3333333333333333,1.0,0.17857142857142858,1.0,1.0,0.0,1.0,0.0,0.0,0.0
119,0.622356495468278,0.11764705882352941,0.5163265306122449,0.8302583025830258,0.116430064927919,0.02702702702702703,0.4043321299638989,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,0.30357142857142855,1.0,1.0,0.0,0.20723684210526316,0.0,1.0,1.0
773,1.0,0.29411764705882354,0.5163265306122449,1.0,0.10856168152305491,0.0990990990990991,0.6895306859205776,1.0,1.0,1.0,1.0,0.43820224719101125,0.5892857142857143,0.11994784876140809,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
506,0.0,0.16176470588235295,0.5163265306122449,0.34686346863468637,0.11609992296687575,0.02702702702702703,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.30357142857142855,1.0,1.0,0.0,1.0,0.0,1.0,1.0
251,0.0,0.11764705882352941,1.0,0.6346863468634686,0.1101023440079234,1.0,1.0,0.0,0.5220883534136547,1.0,0.3333333333333333,1.0,0.48214285714285715,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
950,0.622356495468278,0.20588235294117646,0.5163265306122449,0.3247232472324723,0.18377902498074172,1.0,0.0,0.6666666666666666,0.08433734939759036,1.0,0.6666666666666666,1.0,0.375,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0
266,1.0,0.47058823529411764,0.5163265306122449,0.3247232472324723,0.3331132386926378,0.24324324324324326,0.6895306859205776,1.0,1.0,1.0,1.0,0.7191011235955056,0.30357142857142855,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
43,0.6374622356495468,0.38235294117647056,0.5163265306122449,0.34686346863468637,0.3266754704522945,0.0990990990990991,0.4043321299638989,0.0,0.08433734939759036,1.0,1.0,1.0,0.08928571428571429,1.0,0.11735537190082644,0.3333333333333333,1.0,0.0,0.0,1.0
120,0.6374622356495468,0.25,1.0,1.0,0.0872125013755915,1.0,1.0,0.6666666666666666,0.5220883534136547,1.0,0.3333333333333333,0.7191011235955056,0.10714285714285714,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
913,1.0,0.10294117647058823,1.0,0.3247232472324723,0.10410476504897105,0.0,0.6895306859205776,0.0,0.0,1.0,0.3333333333333333,0.7191011235955056,0.16071428571428573,1.0,1.0,0.0,1.0,0.0,1.0,1.0
969,0.6374622356495468,0.10294117647058823,0.5163265306122449,0.8302583025830258,0.20298228238142402,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.7191011235955056,0.375,1.0,1.0,0.3333333333333333,0.29276315789473684,1.0,0.0,1.0
665,1.0,0.29411764705882354,0.5163265306122449,0.01107011070110701,0.33366347529437657,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.11994784876140809,1.0,0.3333333333333333,0.20723684210526316,0.0,1.0,1.0
176,0.6374622356495468,0.11764705882352941,1.0,0.6346863468634686,0.12804005722460657,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.4107142857142857,1.0,1.0,0.0,1.0,0.0,0.0,1.0
127,0.622356495468278,0.11764705882352941,1.0,0.04797047970479705,0.021404203807637284,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.19642857142857142,1.0,1.0,0.0,1.0,0.0,0.0,1.0
80,1.0,0.29411764705882354,1.0,1.0,0.313249697369869,0.24324324324324326,0.3971119133574007,0.0,0.5220883534136547,1.0,0.0,1.0,0.44642857142857145,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
724,1.0,0.3382352941176471,1.0,0.8302583025830258,0.12765489160338947,1.0,1.0,0.6666666666666666,0.5220883534136547,1.0,0.6666666666666666,0.7191011235955056,0.03571428571428571,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
530,0.622356495468278,0.47058823529411764,1.0,0.15129151291512916,0.11131286453174866,1.0,0.4043321299638989,0.6666666666666666,1.0,1.0,0.0,1.0,0.23214285714285715,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,1.0
636,1.0,0.29411764705882354,1.0,1.0,0.061956641355782986,0.02702702702702703,0.4043321299638989,1.0,0.5220883534136547,1.0,0.0,1.0,0.16071428571428573,1.0,1.0,0.0,1.0,0.0,0.0,1.0
317,0.622356495468278,0.29411764705882354,1.0,0.6346863468634686,0.22565203037306042,0.24324324324324326,1.0,0.0,0.5220883534136547,1.0,1.0,0.43820224719101125,0.5178571428571429,1.0,1.0,0.0,0.29276315789473684,0.0,1.0,1.0
623,0.6374622356495468,0.11764705882352941,1.0,0.6346863468634686,0.08847804555959063,1.0,0.3971119133574007,1.0,0.5220883534136547,1.0,0.0,1.0,0.05357142857142857,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
509,1.0,0.5147058823529411,1.0,0.34686346863468637,0.4587872785297678,0.0990990990990991,0.6895306859205776,1.0,1.0,1.0,0.3333333333333333,1.0,0.4642857142857143,1.0,1.0,0.0,0.20723684210526316,0.0,1.0,1.0
990,1.0,0.11764705882352941,0.5163265306122449,0.15129151291512916,0.18240343347639484,0.24324324324324326,0.3971119133574007,0.3333333333333333,1.0,1.0,0.0,0.43820224719101125,0.32142857142857145,1.0,1.0,0.3333333333333333,0.29276315789473684,1.0,0.0,1.0
946,0.6374622356495468,0.29411764705882354,0.018367346938775512,0.6346863468634686,0.1705183228788379,0.02702702702702703,0.3971119133574007,1.0,1.0,1.0,1.0,0.0,0.19642857142857142,1.0,0.0,0.0,1.0,1.0,1.0,1.0
550,1.0,0.11764705882352941,0.5163265306122449,0.04797047970479705,0.041047650489710576,0.24324324324324326,0.4043321299638989,1.0,0.5220883534136547,1.0,1.0,0.7191011235955056,0.07142857142857142,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
104,1.0,0.11764705882352941,1.0,0.34686346863468637,0.12077693408165512,0.24324324324324326,0.3971119133574007,0.3333333333333333,0.08433734939759036,1.0,1.0,1.0,0.125,1.0,0.11735537190082644,0.0,1.0,0.0,1.0,1.0
102,1.0,0.029411764705882353,0.09795918367346938,1.0,0.03752613623858259,1.0,1.0,0.6666666666666666,0.5220883534136547,1.0,0.3333333333333333,0.7191011235955056,0.08928571428571429,1.0,1.0,0.0,1.0,0.0,0.0,1.0
160,1.0,0.29411764705882354,0.5163265306122449,1.0,0.14427203697589963,0.0990990990990991,0.6895306859205776,0.6666666666666666,1.0,1.0,1.0,0.7191011235955056,0.30357142857142855,1.0,1.0,0.0,1.0,1.0,1.0,1.0
140,0.0,0.029411764705882353,1.0,0.8302583025830258,0.025255860019808517,0.0,0.3971119133574007,0.3333333333333333,0.08433734939759036,1.0,0.3333333333333333,0.7191011235955056,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0
531,0.622356495468278,0.16176470588235295,1.0,0.8302583025830258,0.13101133487399583,0.0990990990990991,1.0,0.3333333333333333,0.5220883534136547,1.0,1.0,1.0,0.16071428571428573,1.0,0.11735537190082644,0.3333333333333333,1.0,0.0,1.0,1.0
899,0.6374622356495468,0.20588235294117646,1.0,0.6346863468634686,0.21475734565863322,1.0,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,1.0,0.4107142857142857,1.0,1.0,0.0,1.0,0.0,0.0,1.0
315,0.6374622356495468,0.47058823529411764,0.018367346938775512,0.6346863468634686,0.13733905579399142,1.0,0.6895306859205776,1.0,1.0,1.0,1.0,1.0,0.21428571428571427,0.11994784876140809,1.0,0.0,1.0,0.0,0.0,1.0
302,0.0,0.29411764705882354,0.5163265306122449,0.8302583025830258,0.060195884230218995,0.24324324324324326,0.4043321299638989,1.0,1.0,1.0,0.3333333333333333,0.7191011235955056,0.32142857142857145,0.11994784876140809,1.0,0.3333333333333333,0.29276315789473684,1.0,0.0,1.0
796,0.6374622356495468,0.20588235294117646,1.0,0.34686346863468637,0.39952679652250467,0.24324324324324326,0.6895306859205776,0.0,1.0,1.0,1.0,0.43820224719101125,0.5714285714285714,1.0,0.0,0.0,1.0,1.0,1.0,1.0
389,1.0,0.07352941176470588,1.0,0.3247232472324723,0.06597336854847584,1.0,0.4043321299638989,0.6666666666666666,0.5220883534136547,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
85,1.0,0.11764705882352941,0.5163265306122449,0.3247232472324723,0.06393749312204247,1.0,1.0,1.0,0.5220883534136547,0.012702078521939953,0.3333333333333333,0.7191011235955056,0.17857142857142858,1.0,1.0,0.3333333333333333,0.20723684210526316,0.0,1.0,1.0
402,1.0,0.29411764705882354,0.09795918367346938,0.3247232472324723,0.46208869814020026,1.0,0.3971119133574007,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.14285714285714285,0.11994784876140809,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
520,1.0,0.29411764705882354,0.5163265306122449,0.04797047970479705,0.28925938153405967,1.0,0.6895306859205776,0.6666666666666666,1.0,1.0,1.0,0.0,0.44642857142857145,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0
361,0.0,0.11764705882352941,1.0,1.0,0.17326950588753165,0.24324324324324326,0.6895306859205776,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.32142857142857145,1.0,1.0,0.0,0.20723684210526316,0.0,0.0,1.0
708,0.622356495468278,0.07352941176470588,1.0,1.0,0.05260261912622428,1.0,0.6895306859205776,1.0,0.5220883534136547,1.0,1.0,0.7191011235955056,0.10714285714285714,1.0,1.0,0.0,1.0,0.0,0.0,1.0
767,1.0,0.08823529411764706,1.0,0.34686346863468637,0.145867723120942,0.24324324324324326,0.3971119133574007,0.0,0.5220883534136547,1.0,1.0,0.7191011235955056,0.21428571428571427,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
188,0.6374622356495468,0.11764705882352941,1.0,1.0,0.0233300319137229,0.0990990990990991,0.4043321299638989,1.0,0.08433734939759036,1.0,0.0,0.43820224719101125,0.017857142857142856,1.0,1.0,0.0,1.0,0.0,0.0,1.0
661,0.6374622356495468,0.11764705882352941,1.0,0.8302583025830258,0.0357653791130186,0.24324324324324326,1.0,1.0,0.08433734939759036,1.0,0.3333333333333333,1.0,0.07142857142857142,1.0,1.0,0.0,1.0,0.0,0.0,1.0
859,1.0,0.07352941176470588,1.0,0.8302583025830258,0.18306371739848135,0.0990990990990991,1.0,0.0,1.0,0.012702078521939953,0.3333333333333333,0.7191011235955056,0.125,1.0,0.11735537190082644,0.0,1.0,1.0,0.0,0.0
860,1.0,0.29411764705882354,0.5163265306122449,0.34686346863468637,0.30560140860570045,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.7191011235955056,0.14285714285714285,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
671,1.0,0.47058823529411764,1.0,0.3247232472324723,0.3021899416749202,0.0990990990990991,0.4043321299638989,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.21428571428571427,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
871,0.0,0.029411764705882353,0.5163265306122449,0.8302583025830258,0.06014086057004512,1.0,0.6895306859205776,0.0,1.0,1.0,1.0,0.7191011235955056,0.48214285714285715,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0
224,1.0,0.16176470588235295,1.0,0.34686346863468637,0.24248927038626608,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.19642857142857142,1.0,1.0,0.0,1.0,0.0,1.0,1.0
743,0.6374622356495468,0.29411764705882354,0.018367346938775512,0.6346863468634686,0.12286783316826236,0.02702702702702703,1.0,1.0,1.0,1.0,1.0,0.7191011235955056,0.05357142857142857,0.0,1.0,0.0,1.0,0.0,1.0,1.0
857,1.0,0.16176470588235295,0.5163265306122449,0.6346863468634686,0.17018818091779464,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.16071428571428573,1.0,0.0,0.0,1.0,0.0,1.0,1.0
680,1.0,0.029411764705882353,1.0,0.15129151291512916,0.0708704743039507,1.0,0.3971119133574007,0.0,0.5220883534136547,1.0,0.3333333333333333,0.0,0.6607142857142857,1.0,1.0,0.0,1.0,0.0,0.0,1.0
939,1.0,0.29411764705882354,0.5163265306122449,0.34686346863468637,0.36271596786618243,0.24324324324324326,1.0,0.3333333333333333,1.0,1.0,1.0,0.43820224719101125,0.48214285714285715,1.0,1.0,0.3333333333333333,0.20723684210526316,1.0,1.0,1.0
136,1.0,0.3382352941176471,0.09795918367346938,0.34686346863468637,0.46016287003411466,0.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
536,0.6374622356495468,0.029411764705882353,1.0,0.8302583025830258,0.061846594035435236,0.24324324324324326,0.0,1.0,0.5220883534136547,1.0,0.6666666666666666,0.43820224719101125,1.0,1.0,1.0,0.0,0.20723684210526316,0.0,1.0,1.0
285,0.6374622356495468,0.6323529411764706,1.0,0.8302583025830258,0.5762077693408165,1.0,0.3971119133574007,0.0,0.5220883534136547,1.0,0.0,0.7191011235955056,0.2857142857142857,1.0,1.0,0.0,0.29276315789473684,0.0,1.0,1.0
0,0.6374622356495468,0.029411764705882353,0.5163265306122449,1.0,0.05056674369979091,0.24324324324324326,0.6895306859205776,1.0,1.0,1.0,1.0,0.7191011235955056,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
822,0.6374622356495468,0.47058823529411764,1.0,0.6346863468634686,0.1354682513480797,1.0,0.6895306859205776,0.3333333333333333,1.0,1.0,0.3333333333333333,0.43820224719101125,0.39285714285714285,0.11994784876140809,1.0,0.0,1.0,1.0,0.0,1.0
265,0.622356495468278,0.16176470588235295,1.0,1.0,0.03037306041597887,1.0,0.6895306859205776,1.0,1.0,1.0,0.6666666666666666,1.0,0.32142857142857145,1.0,1.0,0.0,1.0,1.0,0.0,1.0
347,0.622356495468278,0.29411764705882354,1.0,1.0,0.19302299988995267,0.02702702702702703,0.0,0.0,0.5220883534136547,1.0,1.0,0.0,0.07142857142857142,1.0,0.11735537190082644,0.0,0.0,0.0,0.0,1.0
360,0.622356495468278,0.20588235294117646,1.0,0.15129151291512916,0.054418399911962144,0.24324324324324326,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0
