,loc,v(g),ev(g),iv(G),N,V,L,D,I,E,B,T,lOCode,lOComment,locCodeAndComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
340,0.019933554817275746,0.007407407407407408,0.0,0.0,0.009339080459770116,0.004339950868626191,0.08,0.02309170176605335,0.030100446242040346,0.00016442297700661955,0.004624277456647399,0.0001644112864625875,0.02,0.0,0.0,0.008888888888888889,0.09183673469387756,0.01486988847583643,0.00975609756097561,0.008741258741258742,0.00851063829787234
737,0.036544850498338874,0.05185185185185185,0.04918032786885246,0.00819672131147541,0.051364942528735635,0.031485940740917776,0.025,0.07149190866770118,0.07052964083365366,0.0036941485316751496,0.031213872832369944,0.0036941436943708165,0.03666666666666667,0.0,0.0,0.04,0.19387755102040816,0.05762081784386617,0.05060975609756098,0.05244755244755245,0.059574468085106386
284,0.019933554817275746,0.0,0.0,0.0,0.015445402298850575,0.00756320952067808,0.04,0.045370575629941616,0.026707669680611033,0.0005629174264173648,0.00809248554913295,0.0005629267480213024,0.02,0.031446540880503145,0.0,0.03111111111111111,0.12244897959183673,0.016728624535315983,0.015853658536585366,0.01486013986013986,0.0
1022,0.006644518272425249,0.0,0.0,0.0,0.00646551724137931,0.002861306980887487,0.07,0.025862705977979752,0.017715976133571773,0.00012141695299242494,0.0023121387283236996,0.00012142629419736253,0.006666666666666667,0.0,0.0,0.0044444444444444444,0.09183673469387756,0.00929368029739777,0.006707317073170732,0.006118881118881119,0.0
465,0.08139534883720931,0.037037037037037035,0.01639344262295082,0.02459016393442623,0.0908764367816092,0.059179676432937374,0.015,0.11460873420527598,0.08271355272174218,0.011129286059974569,0.058959537572254334,0.011129285565875132,0.08166666666666667,0.18867924528301888,0.0,0.08888888888888889,0.22448979591836735,0.07992565055762081,0.08353658536585366,0.10139860139860139,0.0425531914893617
109,0.0,0.0,0.0,0.0,0.00035919540229885057,7.709300770274787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0006097560975609756,0.0,0.0
719,0.011627906976744186,0.007407407407407408,0.0,0.0,0.008620689655172414,0.0038546503851373936,0.04,0.04470553461907928,0.013805090836160647,0.0002827345235380358,0.0034682080924855487,0.0002827251643902566,0.011666666666666667,0.0,0.0,0.0044444444444444444,0.10204081632653061,0.00929368029739777,0.007926829268292683,0.009615384615384616,0.00851063829787234
535,0.07641196013289037,0.0962962962962963,0.04918032786885246,0.08196721311475409,0.07902298850574713,0.050722573487945934,0.01,0.157466932683071,0.05159360219276987,0.013104929761255393,0.05086705202312138,0.013104912822902673,0.075,0.006289308176100629,0.020833333333333332,0.057777777777777775,0.2857142857142857,0.06133828996282528,0.075,0.08479020979020979,0.10638297872340426
458,0.019933554817275746,0.007407407407407408,0.0,0.0,0.016522988505747127,0.007077909037189282,0.07,0.027081947831227367,0.04184981531930539,0.00031464613831455607,0.006936416184971097,0.000314648460994274,0.018333333333333333,0.012578616352201259,0.020833333333333332,0.013333333333333334,0.05102040816326531,0.016728624535315983,0.014634146341463415,0.019230769230769232,0.00851063829787234
189,0.420265780730897,0.23703703703703705,0.09836065573770492,0.21311475409836064,0.37823275862068967,0.30846646974542735,0.005,0.268787408556861,0.18382832216335465,0.13604101534865018,0.30867052023121383,0.13604102332882173,0.36333333333333334,1.0,0.7291666666666666,0.07555555555555556,0.46938775510204084,0.27137546468401486,0.36646341463414633,0.3951048951048951,0.2127659574468085
37,0.09634551495016612,0.037037037037037035,0.0,0.01639344262295082,0.11242816091954023,0.07562245858081795,0.025,0.07389344565137072,0.1639396319756656,0.00916830483088549,0.07514450867052024,0.009168295077251013,0.09666666666666666,0.1069182389937107,0.0,0.08,0.15306122448979592,0.11152416356877323,0.09939024390243903,0.13111888111888112,0.0425531914893617
572,0.008305647840531562,0.0,0.0,0.0,0.004669540229885058,0.0019346490283004578,0.165,0.011084016847705607,0.027961158557986393,3.518292331332401e-05,0.0023121387283236996,3.516189191167131e-05,0.008333333333333333,0.0,0.0,0.008888888888888889,0.05102040816326531,0.011152416356877323,0.00426829268292683,0.005244755244755245,0.0
28,0.036544850498338874,0.014814814814814815,0.0,0.01639344262295082,0.02622126436781609,0.014262206425008356,0.06,0.029963792211630823,0.07616198418932696,0.0007019410292846583,0.013872832369942195,0.0007019339881745005,0.03666666666666667,0.0,0.0,0.06666666666666667,0.10204081632653061,0.03903345724907063,0.025609756097560974,0.027097902097902096,0.01702127659574468
134,0.013289036544850499,0.0,0.0,0.0,0.004669540229885058,0.0016189531617577053,0.15,0.012303258700953225,0.02105861313990607,3.27130853680372e-05,0.0011560693641618498,3.272243051110081e-05,0.011666666666666667,0.025157232704402517,0.020833333333333332,0.017777777777777778,0.04081632653061224,0.0055762081784386614,0.00548780487804878,0.0034965034965034965,0.0
808,0.018272425249169437,0.02962962962962963,0.02459016393442623,0.0,0.01329022988505747,0.005859068585408838,0.025,0.07758811793393926,0.012100345962930156,0.0007458583463912482,0.005780346820809248,0.0007458442933847696,0.018333333333333333,0.0,0.0,0.008888888888888889,0.11224489795918367,0.007434944237918215,0.01402439024390244,0.012237762237762238,0.03404255319148936
1045,0.029900332225913623,0.02962962962962963,0.0,0.00819672131147541,0.027298850574712645,0.013951136138927768,0.02,0.08564250350993866,0.026089281834439187,0.0019605138992981087,0.013872832369942195,0.0019605278321515964,0.03,0.0,0.0,0.0044444444444444444,0.14285714285714285,0.020446096654275093,0.025609756097560974,0.02972027972027972,0.03404255319148936
810,0.03820598006644518,0.044444444444444446,0.04918032786885246,0.02459016393442623,0.02514367816091954,0.013295460108415898,0.04,0.04352323948865735,0.04893620577273411,0.0009495089860520541,0.012716763005780346,0.0009494972606530859,0.03833333333333333,0.07547169811320754,0.0,0.022222222222222223,0.12244897959183673,0.02973977695167286,0.025,0.025349650349650348,0.05106382978723404
501,0.02823920265780731,0.014814814814814815,0.0,0.01639344262295082,0.022270114942528736,0.012142148713182789,0.05,0.03591221458656617,0.05415071950261561,0.0007155987424258138,0.012716763005780346,0.0007156033839535594,0.028333333333333332,0.0,0.0,0.04,0.1326530612244898,0.03345724907063197,0.022560975609756097,0.021853146853146852,0.01702127659574468
473,0.08471760797342193,0.08148148148148149,0.07377049180327869,0.06557377049180328,0.09734195402298851,0.06337353605196686,0.015,0.10991650040641394,0.09235706048501661,0.011428839782689685,0.06358381502890173,0.01142883460199346,0.08333333333333333,0.006289308176100629,0.020833333333333332,0.022222222222222223,0.21428571428571427,0.08178438661710037,0.09268292682926829,0.10402097902097902,0.09361702127659574
228,0.03156146179401993,0.007407407407407408,0.0,0.0,0.04202586206896552,0.02452675493559072,0.03,0.06140545333628907,0.06401149867130178,0.002470366027950607,0.024277456647398842,0.0024703752648708305,0.02666666666666667,0.10062893081761007,0.0625,0.07555555555555556,0.15306122448979592,0.048327137546468404,0.03841463414634146,0.0472027972027972,0.00851063829787234
600,0.029900332225913623,0.05185185185185185,0.01639344262295082,0.03278688524590164,0.04669540229885057,0.026873466090062362,0.02,0.1019729549988916,0.04221750539000217,0.004495394804892395,0.026589595375722544,0.0044953805854202646,0.03,0.0,0.0,0.013333333333333334,0.1836734693877551,0.03903345724907063,0.04207317073170732,0.05332167832167832,0.059574468085106386
234,0.026578073089700997,0.0,0.0,0.0,0.01903735632183908,0.009415754495775112,0.055,0.03388014483115347,0.04454063810940451,0.000523213087376387,0.009248554913294798,0.0005232224107430516,0.02666666666666667,0.09433962264150944,0.0,0.05333333333333334,0.10204081632653061,0.022304832713754646,0.020121951219512196,0.017482517482517484,0.0
288,0.03156146179401993,0.02962962962962963,0.0,0.03278688524590164,0.039511494252873564,0.022770576220122126,0.04,0.048030739673390964,0.07594471278391522,0.0017944389114804029,0.023121387283236993,0.0017944341585162018,0.03166666666666667,0.0,0.0,0.0044444444444444444,0.12244897959183673,0.05018587360594796,0.03414634146341464,0.0472027972027972,0.03404255319148936
400,0.05149501661129568,0.014814814814814815,0.0,0.0,0.09015804597701149,0.05849971610499914,0.03,0.06428729771669252,0.1457723998462387,0.006170360855310816,0.058959537572254334,0.0061703652546671525,0.051666666666666666,0.16981132075471697,0.0,0.05333333333333334,0.14285714285714285,0.09293680297397769,0.08231707317073171,0.10139860139860139,0.01702127659574468
848,0.018272425249169437,0.007407407407407408,0.0,0.0,0.01257183908045977,0.0063624859257077815,0.045,0.043116825537574816,0.02364915681981515,0.000449963815939442,0.006936416184971097,0.00044995444936729627,0.016666666666666666,0.0,0.020833333333333332,0.008888888888888889,0.14285714285714285,0.016728624535315983,0.012804878048780487,0.012237762237762238,0.00851063829787234
271,0.0049833887043189366,0.0,0.0,0.0,0.004669540229885058,0.0017927978941274015,0.165,0.011084016847705607,0.0259054367990908,3.260092621820393e-05,0.0023121387283236996,3.259625147314027e-05,0.0016666666666666668,0.0,0.041666666666666664,0.0,0.04081632653061224,0.00929368029739777,0.00426829268292683,0.005244755244755245,0.0
584,0.03156146179401993,0.022222222222222223,0.0,0.02459016393442623,0.032327586206896554,0.017991966137667296,0.04,0.048030739673390964,0.060000334263700626,0.0014178645659151975,0.018497109826589597,0.0014178738495626215,0.03166666666666667,0.0,0.0,0.04888888888888889,0.1326530612244898,0.03903345724907063,0.031097560975609756,0.03409090909090909,0.02553191489361702
563,0.02823920265780731,0.014814814814814815,0.0,0.01639344262295082,0.02586206896551724,0.014315400600323252,0.04,0.049249981526638585,0.046546220313205086,0.0011570618294674759,0.013872832369942195,0.0011570617780981792,0.028333333333333332,0.0,0.0,0.044444444444444446,0.15306122448979592,0.03345724907063197,0.025609756097560974,0.026223776223776224,0.01702127659574468
717,0.009966777408637873,0.0,0.0,0.0,0.004669540229885058,0.0019346490283004578,0.165,0.011084016847705607,0.027961158557986393,3.518292331332401e-05,0.0023121387283236996,3.516189191167131e-05,0.01,0.0,0.0,0.0,0.05102040816326531,0.011152416356877323,0.00426829268292683,0.005244755244755245,0.0
778,0.024916943521594685,0.014814814814814815,0.0,0.01639344262295082,0.028017241379310345,0.015225869021292703,0.045,0.04322766570605187,0.05642371266692293,0.0010798823144884567,0.015028901734104046,0.001079882266545647,0.023333333333333334,0.006289308176100629,0.020833333333333332,0.008888888888888889,0.11224489795918367,0.03717472118959108,0.02378048780487805,0.03409090909090909,0.01702127659574468
1040,0.12790697674418605,0.14814814814814814,0.08196721311475409,0.1557377049180328,0.15804597701149425,0.11720488507552611,0.015,0.10733022980861597,0.1749034813564421,0.02064267655510957,0.11676300578034682,0.020642680311948228,0.12166666666666667,0.006289308176100629,0.08333333333333333,0.017777777777777778,0.2653061224489796,0.17100371747211895,0.1475609756097561,0.17307692307692307,0.1702127659574468
170,0.0,0.0,0.0,0.0,0.00035919540229885057,7.709300770274787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0006097560975609756,0.0,0.0
829,0.026578073089700997,0.007407407407407408,0.0,0.0,0.02478448275862069,0.012371500411098463,0.04,0.0461834035321067,0.04291945916133237,0.0009374261743064741,0.012716763005780346,0.000937426132688194,0.02666666666666667,0.0,0.0,0.008888888888888889,0.11224489795918367,0.022304832713754646,0.026829268292682926,0.021853146853146852,0.00851063829787234
984,0.006644518272425249,0.0,0.0,0.0,0.0028735632183908046,0.0010407556039870962,0.2,0.00923668070642134,0.018050239834205204,1.5772380445303652e-05,0.0011560693641618498,1.577237974506787e-05,0.006666666666666667,0.0,0.0,0.0,0.04081632653061224,0.0055762081784386614,0.003048780487804878,0.0026223776223776225,0.0
920,0.008305647840531562,0.0,0.0,0.0,0.00646551724137931,0.0024330553230987226,0.165,0.011084016847705607,0.0351645413066368,4.424444796027032e-05,0.0023121387283236996,4.42467826448304e-05,0.008333333333333333,0.006289308176100629,0.0,0.008888888888888889,0.030612244897959183,0.011152416356877323,0.00548780487804878,0.007867132867132868,0.0
939,0.018272425249169437,0.0,0.0,0.0,0.011853448275862068,0.005356807640225436,0.05,0.03694672282568536,0.023231327194023363,0.00032473345185268587,0.005780346820809248,0.0003247427840311174,0.018333333333333333,0.018867924528301886,0.0,0.008888888888888889,0.09183673469387756,0.013011152416356878,0.011585365853658536,0.012237762237762238,0.0
260,0.008305647840531562,0.0,0.0,0.0,0.004310344827586207,0.00166482350134084,0.085,0.021539939407374566,0.012367756923436899,5.886252382187323e-05,0.0011560693641618498,5.8883551048253386e-05,0.008333333333333333,0.006289308176100629,0.0,0.0,0.061224489795918366,0.0055762081784386614,0.00426829268292683,0.004370629370629371,0.0
347,0.026578073089700997,0.022222222222222223,0.01639344262295082,0.01639344262295082,0.02442528735632184,0.01353097924694779,0.05,0.036577255597428505,0.05923152775224374,0.0008124341484131136,0.013872832369942195,0.0008124247657486161,0.02666666666666667,0.012578616352201259,0.0,0.008888888888888889,0.12244897959183673,0.03903345724907063,0.02195121951219512,0.027972027972027972,0.02553191489361702
157,0.03820598006644518,0.037037037037037035,0.03278688524590164,0.02459016393442623,0.03017241379310345,0.01719443897298237,0.05,0.036651149043079874,0.07517590627245833,0.0010336330217249165,0.017341040462427744,0.001033616619293448,0.03666666666666667,0.031446540880503145,0.020833333333333332,0.057777777777777775,0.1326530612244898,0.04460966542750929,0.03048780487804878,0.02972027972027972,0.0425531914893617
927,0.008305647840531562,0.0,0.0,0.0,0.00035919540229885057,7.709300770274787e-05,1.0,0.001847336141284268,0.006685274012668594,2.3366489548598e-07,0.0,2.5235807592108594e-07,0.008333333333333333,0.0,0.0,0.0044444444444444444,0.0,0.0018587360594795538,0.0,0.0008741258741258741,0.0
701,0.024916943521594685,0.014814814814814815,0.0,0.01639344262295082,0.021192528735632182,0.01156395115541218,0.05,0.037353136776767895,0.0495880199889693,0.0007087827374244877,0.011560693641618497,0.0007087897159036901,0.025,0.012578616352201259,0.0,0.035555555555555556,0.1326530612244898,0.03345724907063197,0.020121951219512196,0.022727272727272728,0.01702127659574468
867,0.036544850498338874,0.05185185185185185,0.05737704918032787,0.0,0.029454022988505746,0.014857364444473569,0.02,0.09421414320549766,0.025270335767887283,0.002296626831560961,0.015028901734104046,0.0022966267295991627,0.03666666666666667,0.0,0.0,0.008888888888888889,0.14285714285714285,0.01858736059479554,0.02926829268292683,0.02972027972027972,0.059574468085106386
634,0.1378737541528239,0.14074074074074075,0.11475409836065574,0.04918032786885246,0.11637931034482758,0.08152701204077142,0.01,0.14926476021576884,0.0875102368258319,0.01996434035356691,0.08208092485549132,0.01996434180387235,0.13333333333333333,0.13836477987421383,0.0625,0.14222222222222222,0.32653061224489793,0.10780669144981413,0.11097560975609756,0.12412587412587413,0.16170212765957448
507,0.11129568106312292,0.07407407407407407,0.03278688524590164,0.02459016393442623,0.10165229885057471,0.06839730189891642,0.02,0.10422670509125839,0.1051426470342453,0.01169534627923622,0.06820809248554913,0.011695366789845446,0.10666666666666667,0.20754716981132076,0.0625,0.057777777777777775,0.22448979591836735,0.09851301115241635,0.09329268292682927,0.11363636363636363,0.0851063829787234
886,0.019933554817275746,0.022222222222222223,0.0,0.00819672131147541,0.023347701149425287,0.012230420207002437,0.025,0.07636887608069164,0.025654739023615727,0.0015321944626275326,0.012716763005780346,0.0015321920579548735,0.02,0.0,0.0,0.0,0.15306122448979592,0.022304832713754646,0.020731707317073172,0.027097902097902096,0.02553191489361702
766,0.03488372093023256,0.014814814814814815,0.0,0.01639344262295082,0.04489942528735632,0.025109578073823493,0.03,0.060703465602601044,0.06626777865057744,0.0025006209586181318,0.02543352601156069,0.0025006161743020405,0.035,0.0,0.0,0.02666666666666667,0.14285714285714285,0.03903345724907063,0.048170731707317074,0.04020979020979021,0.01702127659574468
319,0.06976744186046512,0.044444444444444446,0.0,0.04918032786885246,0.05567528735632184,0.03393788385090367,0.02,0.09096283159683735,0.059766349673257224,0.005065172632641228,0.03352601156069364,0.005065163061170756,0.07,0.0440251572327044,0.0,0.06222222222222222,0.20408163265306123,0.05390334572490706,0.05304878048780488,0.05944055944055944,0.03404255319148936
257,0.10631229235880399,0.05185185185185185,0.02459016393442623,0.00819672131147541,0.09841954022988506,0.06407238416679227,0.01,0.14889529298751197,0.06894188825564487,0.015652510353919343,0.06358381502890173,0.015652509659005356,0.10333333333333333,0.22012578616352202,0.041666666666666664,0.08444444444444445,0.25510204081632654,0.07434944237918216,0.09146341463414634,0.10839160839160839,0.059574468085106386
819,0.0049833887043189366,0.0,0.0,0.0,0.0014367816091954023,0.00044752490971445137,0.335,0.005542008423852804,0.01293600521451373,4.068105830410912e-06,0.0,4.079788894057556e-06,0.005,0.0,0.0,0.0044444444444444444,0.02040816326530612,0.0037174721189591076,0.0012195121951219512,0.0017482517482517483,0.0
352,0.024916943521594685,0.014814814814814815,0.0,0.00819672131147541,0.017959770114942528,0.009013328995566767,0.045,0.03908963274957511,0.03695285210502565,0.0005779070294627904,0.009248554913294798,0.0005778999938592869,0.021666666666666667,0.018867924528301886,0.041666666666666664,0.02666666666666667,0.10204081632653061,0.024163568773234202,0.01524390243902439,0.021853146853146852,0.01702127659574468
585,0.011627906976744186,0.0,0.0,0.0,0.005387931034482759,0.002133548988173547,0.12,0.01551762358678785,0.022027977871743015,5.4320078253625776e-05,0.0023121387283236996,5.434110568167384e-05,0.011666666666666667,0.0,0.0,0.013333333333333334,0.05102040816326531,0.00929368029739777,0.004878048780487805,0.006118881118881119,0.0
1010,0.009966777408637873,0.02962962962962963,0.03278688524590164,0.0,0.010057471264367816,0.0043673188863606665,0.08,0.02323948865735609,0.030117159427072014,0.00016640912861825037,0.004624277456647399,0.00016643015106995618,0.01,0.0,0.0,0.0,0.07142857142857142,0.013011152416356878,0.010365853658536586,0.009615384615384616,0.03404255319148936
440,0.05149501661129568,0.044444444444444446,0.03278688524590164,0.02459016393442623,0.04454022988505747,0.025642676222087997,0.015,0.1122810906672578,0.03658516203432888,0.0047246644636942834,0.02543352601156069,0.004724647897394571,0.045,0.1320754716981132,0.08333333333333333,0.08444444444444445,0.20408163265306123,0.03531598513011153,0.04207317073170732,0.04807692307692308,0.05106382978723404
624,0.0049833887043189366,0.0,0.0,0.0,0.0021551724137931034,0.0007574388006794978,0.25,0.007389344565137072,0.01642906088613307,9.183030392599014e-06,0.0011560693641618498,9.169010091799458e-06,0.005,0.006289308176100629,0.0,0.0044444444444444444,0.030612244897959183,0.0055762081784386614,0.001829268292682927,0.0026223776223776225,0.0
968,0.03488372093023256,0.06666666666666667,0.04918032786885246,0.03278688524590164,0.04346264367816092,0.025027474020620066,0.025,0.07511268750461833,0.05338191299115872,0.003083727032005485,0.02543352601156069,0.0030837315683970297,0.03333333333333333,0.0,0.020833333333333332,0.0044444444444444444,0.16326530612244897,0.04275092936802974,0.04024390243902439,0.04807692307692308,0.07659574468085106
106,0.006644518272425249,0.0,0.0,0.0,0.0035919540229885057,0.001344116589297409,0.2,0.00923668070642134,0.02331489311918172,2.0368568939512878e-05,0.0011560693641618498,2.03568847909676e-05,0.006666666666666667,0.012578616352201259,0.0,0.0044444444444444444,0.04081632653061224,0.007434944237918215,0.003658536585365854,0.0034965034965034965,0.0
389,0.08970099667774087,0.044444444444444446,0.0,0.040983606557377046,0.05495689655172414,0.03447329478939925,0.025,0.07651666297199439,0.07218424615178914,0.004326994851364604,0.03468208092485549,0.0043269736294222596,0.08666666666666667,0.07547169811320754,0.041666666666666664,0.05333333333333334,0.21428571428571427,0.06319702602230483,0.05426829268292683,0.055944055944055944,0.04680851063829787
773,0.07641196013289037,0.08148148148148149,0.040983606557377046,0.0,0.06357758620689655,0.03789853712163234,0.015,0.12377152146604595,0.04905319806795581,0.007696220662621723,0.03815028901734104,0.0076962063010446785,0.06833333333333333,0.0,0.10416666666666667,0.0044444444444444444,0.22448979591836735,0.04275092936802974,0.06707317073170732,0.05856643356643357,0.06382978723404255
464,0.03820598006644518,0.0,0.0,0.0,0.07794540229885058,0.04163060962452236,0.03,0.06295721569496784,0.1059114535457022,0.004301118800838486,0.04161849710982659,0.0043011069266403485,0.03833333333333333,0.0440251572327044,0.0,0.04,0.07142857142857142,0.04275092936802974,0.07256097560975609,0.08566433566433566,0.0
169,0.07308970099667775,0.037037037037037035,0.0,0.01639344262295082,0.07219827586206896,0.04561246347236929,0.03,0.060592625434123984,0.1206190563735731,0.0045332905776423104,0.04508670520231214,0.0045332763564877475,0.07333333333333333,0.09433962264150944,0.0,0.06666666666666667,0.14285714285714285,0.07992565055762081,0.06524390243902439,0.08216783216783216,0.0425531914893617
911,0.016611295681063124,0.014814814814814815,0.0,0.0,0.017241379310344827,0.008295978558892698,0.025,0.07758811793393926,0.01713101465746327,0.0010560928914790288,0.00809248554913295,0.0010560764880504245,0.016666666666666666,0.0,0.0,0.008888888888888889,0.1326530612244898,0.013011152416356878,0.016463414634146342,0.018356643356643356,0.01702127659574468
117,0.0,0.0,0.0,0.0,0.00035919540229885057,7.709300770274787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0006097560975609756,0.0,0.0
267,0.008305647840531562,0.0,0.0,0.0,0.003951149425287357,0.0014663090065062643,0.16,0.011527377521613832,0.020339946183544195,2.7775746126418446e-05,0.0011560693641618498,2.7759388351319452e-05,0.008333333333333333,0.006289308176100629,0.0,0.008888888888888889,0.04081632653061224,0.007434944237918215,0.003658536585365854,0.004370629370629371,0.0
957,0.016611295681063124,0.0,0.0,0.0,0.008979885057471264,0.004096336964285508,0.08,0.023756742776915685,0.027626894857352965,0.0001596375199470667,0.004624277456647399,0.00015965854269940706,0.016666666666666666,0.0,0.0,0.0044444444444444444,0.09183673469387756,0.013011152416356878,0.00975609756097561,0.007867132867132868,0.0
718,0.023255813953488372,0.022222222222222223,0.0,0.0,0.020114942528735632,0.00933326497753317,0.025,0.06857311756447201,0.021793993281299613,0.001050223229304421,0.009248554913294798,0.0010502301926249194,0.023333333333333334,0.0,0.0,0.0,0.10204081632653061,0.01486988847583643,0.01768292682926829,0.0236013986013986,0.02553191489361702
302,0.006644518272425249,0.0,0.0,0.0,0.0035919540229885057,0.001344116589297409,0.125,0.014778689130274143,0.014573897347617536,3.259157962238449e-05,0.0011560693641618498,3.259625147314027e-05,0.006666666666666667,0.0,0.0,0.0,0.05102040816326531,0.0055762081784386614,0.003658536585365854,0.0034965034965034965,0.0
98,0.011627906976744186,0.0,0.0,0.0,0.010775862068965518,0.0049829065528671085,0.12,0.015295943249833736,0.05222870322397339,0.0001249406196163535,0.004624277456647399,0.00012495930726025774,0.011666666666666667,0.05660377358490566,0.0,0.022222222222222223,0.061224489795918366,0.020446096654275093,0.010365853658536586,0.011363636363636364,0.0
114,0.02823920265780731,0.037037037037037035,0.0,0.01639344262295082,0.02514367816091954,0.012204594049422016,0.025,0.08006354836326018,0.02441796333127204,0.0016029622128744168,0.012716763005780346,0.0016029784982507379,0.028333333333333332,0.0,0.0,0.0044444444444444444,0.12244897959183673,0.016728624535315983,0.024390243902439025,0.026223776223776224,0.0425531914893617
786,0.008305647840531562,0.0,0.0,0.0,0.007183908045977011,0.002995448814290268,0.105,0.017254119559595063,0.02782745307773302,8.473623769903578e-05,0.0034682080924855487,8.475025383016469e-05,0.008333333333333333,0.0,0.0,0.0044444444444444444,0.061224489795918366,0.011152416356877323,0.007317073170731708,0.006993006993006993,0.0
956,0.008305647840531562,0.0,0.0,0.0,0.011494252873563218,0.0050881385083813594,0.07,0.02612133303775955,0.031203516454130664,0.0002181098233934783,0.004624277456647399,0.00021812149695445862,0.008333333333333333,0.0,0.0,0.0,0.08163265306122448,0.013011152416356878,0.012804878048780487,0.009615384615384616,0.0
190,0.018272425249169437,0.007407407407407408,0.0,0.00819672131147541,0.014008620689655173,0.006974604406867599,0.075,0.02538239858124584,0.04398910300335935,0.0002906744566866494,0.006936416184971097,0.0002906744437817708,0.018333333333333333,0.0880503144654088,0.0,0.03111111111111111,0.10204081632653061,0.022304832713754646,0.014634146341463415,0.013111888111888112,0.00851063829787234
605,0.05813953488372093,0.007407407407407408,0.0,0.0,0.07614942528735633,0.05098199145886567,0.04,0.048843567575556045,0.16719870305684154,0.004085724163530555,0.05086705202312138,0.004085719308841702,0.058333333333333334,0.025157232704402517,0.0,0.035555555555555556,0.14285714285714285,0.10966542750929369,0.06585365853658537,0.09090909090909091,0.00851063829787234
