,Class
213,2
610,1
898,2
533,1
774,1
910,1
985,1
382,1
102,2
837,2
596,1
228,2
659,1
563,1
94,2
443,1
824,1
790,1
788,1
927,1
888,2
371,1
986,1
473,1
297,1
984,1
83,2
306,1
274,2
17,2
940,1
142,2
263,2
374,1
772,1
1005,1
395,1
217,2
724,1
73,2
757,1
234,2
857,2
648,1
963,1
459,1
280,2
175,2
360,1
1033,1
321,1
907,2
300,1
723,1
26,2
650,1
619,1
179,2
899,2
552,1
612,1
644,1
938,1
749,1
624,1
432,1
572,1
466,1
50,2
1047,1
325,1
603,1
616,1
633,1
805,1
202,2
177,2
433,1
494,1
579,1
692,1
833,1
403,1
649,1
836,1
189,2
304,1
420,1
801,1
161,2
349,1
615,1
163,2
900,2
955,1
520,1
317,1
854,2
64,2
184,2
31,2
292,1
1019,1
365,1
865,2
121,2
1039,1
697,1
994,1
227,2
389,1
211,2
1010,1
393,1
935,1
559,1
287,1
338,1
23,2
930,1
555,1
419,1
957,1
578,1
868,2
253,2
1049,1
293,1
768,1
604,1
390,1
925,1
481,1
1021,1
785,1
93,2
366,1
591,1
340,1
729,1
709,1
25,2
499,1
77,2
554,1
664,1
63,2
585,1
698,1
130,2
54,2
408,1
387,1
310,1
