,V1,V2,V3,V4
1131,0.21783527681024598,0.036389557226086736,0.900596635578435,0.6903016085181446
1175,0.38128204573480734,0.5123495867119182,0.1950744179033752,0.7435645634996408
942,0.26413978610936834,0.0,1.0,0.5924784273075279
515,0.9317367255839445,0.7376696464319524,0.10475369935597821,0.7219300399174373
136,0.8999920674411729,0.8696075166419082,0.014836194455812362,0.4208152613728325
805,0.247611218080465,0.6397976403851119,0.20533568828483426,0.45232184911390555
268,0.5748797496195978,0.3732876327891426,0.42772524608525214,0.7503841712358038
434,0.9136360686238453,0.8927621264223733,0.04277683244663667,0.43045364030660954
193,0.8559447316992261,0.6301960358769229,0.2572701229887781,0.850678778290006
504,0.7118966748155681,0.7529214546842435,0.19603420423460488,0.7239286396246488
471,0.5363628496635874,0.7730563860398808,0.2733280203329959,0.7158160342617093
952,0.41519734042936773,0.6377845214352266,0.15159282314170633,0.48077325258917775
989,0.02087705254959648,0.8452966731151332,0.22504650311241306,0.4385644271074861
1235,0.2528467069063742,0.5267512825214128,0.2560148189631034,0.7503841712358038
553,0.7290237904650643,0.35029018099361264,0.3924397441144162,0.7029997181228802
480,0.5761504013153625,0.49399881008954266,0.5374631141361708,0.7158160342617093
342,0.798664445550195,0.5240414298383144,0.26609171387339264,0.8847759076897896
560,0.7995081813527177,0.9334884956613171,0.039972429836086766,0.34626330960109836
817,0.32120372974493216,0.6600074088764327,0.21334568246925284,0.660910917737345
615,0.4929652626037543,0.8603950652392731,0.06813707540870614,0.1580239504623694
80,0.7099928606970556,0.8553622678645597,0.08268033687294032,0.6843067186775416
1181,0.24898138733242467,0.2694548488851138,0.6811208994765977,0.7623766787601044
503,0.8633147999913463,0.5257447230464701,0.2366734874103431,0.8078798294188785
990,0.17776864331609804,0.6445198636467387,0.25645809550477094,0.6911245078516417
48,0.7898160367493816,0.7423132907011117,0.12202813018286775,0.7152277294343362
514,0.6531668938263058,0.5845154482557334,0.3628750511555776,0.8162279385689735
388,0.3453836113334631,0.946884342948658,0.3392853296573115,0.47960028005855765
1092,0.39553901737230385,0.14564429161038286,0.5770306071897818,0.6790147030742791
1170,0.4826745703798253,0.6348434220028664,0.08101751136192302,0.4878292733935278
672,0.6748804707613093,0.41703368045291433,0.3635384582247399,0.7694317902834228
435,0.5953673856449532,0.844600687753277,0.13435716285781982,0.7098193258590433
270,0.7848762160252111,0.890359854366934,0.04377625088849163,0.3302781490675323
187,0.639905097750759,0.7536211819028839,0.22615383289895966,0.7817774625603535
782,0.48273226171675,0.5008901877289549,0.2071075021000711,0.83421715449594
1003,0.23233743662967207,0.026866531710365318,0.9582527408619985,0.5676641479582094
1371,0.32452819303521335,0.4907467623584175,0.343347620996403,0.8859488802204096
1121,0.17059328328609855,0.30344587591254535,0.7002433928532965,0.7468570701146603
681,0.66958007918136,0.36035577574303923,0.4531587222952162,0.7407430644589322
46,0.6581427716360543,0.7632976235467563,0.24855881275981648,0.5760113478272729
691,0.5489835507575593,0.5144416962585173,0.2812242875912723,0.7261609245569528
1258,0.46309340948589806,0.5362754305941695,0.21109397548840117,0.7168744373823618
424,0.6479458278346277,0.75470257851351,0.2316905249100739,0.830102657828455
71,0.8061931650188578,0.5337975730316898,0.27480130096710964,0.9434518126517363
561,0.48351181590694386,0.491056588100147,0.5579511921941973,0.843036271220346
1324,0.5123441432475896,0.6250098223740584,0.07493053611045299,0.5341571419478618
155,0.6871110341893286,0.4781258536110789,0.4577724169125724,0.7632004873746329
410,0.6478088109094319,0.5327135571213147,0.42791048312404417,0.8761922947525391
960,0.34557110817846814,0.6393336501438743,0.1896486958020118,0.5138165252734662
1059,0.2748703747773475,0.24545083761464115,0.7292911452387619,0.6912418051047037
747,0.5061348246543929,0.7838179661511635,0.26151463587998364,0.7084081216981732
928,0.06407344107190502,0.8120802104420256,0.25428005255562497,0.4804277257972121
425,0.6334580908494327,0.33542378399009154,0.5815710685592436,0.5894232430417269
897,0.487141322141214,0.6343008527691611,0.07363818467701984,0.48724733353337507
1295,0.15125226258212,0.6388696599026369,0.27350894953367655,0.6459714303899906
640,0.8082988988166065,0.49872215590820473,0.23781764921274257,0.8025887230966474
135,0.8078662137896718,0.935191040498116,0.0720485924138971,0.406112187093665
1061,0.3409125327218051,0.6525760813030642,0.19769530661037757,0.6638478954690525
451,0.9175158110320258,0.8070474130673123,0.11205979279298685,0.6931231075588532
429,0.6917479753946448,0.33008041250229186,0.5022508454132293,0.7394491575511243
350,0.4174905710721214,0.8971737755709139,0.3215714993430547,0.2677287069114451
731,0.5812618537668838,0.8562154112113514,0.20098046395416463,0.6215208634532674
1134,0.384786794452978,0.6199770249993451,0.12527624011889635,0.5636724042299753
81,0.8300557442543035,0.6010843900960535,0.26897107286708166,0.8527946752502795
257,0.6667315694207069,0.7396827653818379,0.2505520494539816,0.8545586804513671
741,0.7664510452949109,0.39953301627333515,0.3487367264738191,0.7995317202687834
1354,0.2631950904672277,0.6409613578449899,0.1966984728713895,0.45690462551260713
1046,0.5720110478910211,0.6000778306211109,0.09397548840114589,0.7664920847086207
433,0.6685776922022948,0.8758040314764993,0.09364378486656473,0.5302745119434062
333,0.7242426209174365,0.7328688441778579,0.13162599349516446,0.7167562308482682
819,0.3973418716511982,0.3246622038788088,0.5153897516531329,0.7931822108258999
438,0.8000706718877327,0.7279146257956123,0.14288237448036703,0.7796611109595643
297,0.599463470566601,0.8160278693493286,0.2192512977362311,0.5782481791647344
371,0.807318146088888,0.36809767742949406,0.35106295905399876,0.7756634569046256
576,0.531231926385854,0.8920623992037329,0.17610011415770996,0.4018840302972439
975,0.28573076895340704,0.5381336366731899,0.3441962651043574,0.7556752775580348
320,0.5452985166114993,0.3932616643030604,0.3608072888620846,0.6877165225456232
1213,0.3188960762679474,0.25884668490198204,0.4955306179593771,0.7206370422906607
714,0.692151814753117,0.641114773973141,0.31525620867167814,0.8016485265100886
677,0.5258889874449229,0.8643427241465761,0.06887371572576304,0.20857997581312454
473,0.7112620701093972,0.7889293425183445,0.19245395998018394,0.6064722623821344
318,0.6217683837050819,0.33921802676924345,0.5688370991018157,0.636451257990307
1025,0.42835096524818095,0.29686394982918424,0.42433066965343447,0.8397437646053265
9,0.6185737259228812,0.8587673575381576,0.12985116419324963,0.7104076306864162
381,0.898607475354982,0.8950072404928773,0.05178452193766561,0.44091946497904105
275,0.755273348765766,0.7497483601312643,0.14365778534042692,0.7443874628331378
170,0.5489835507575593,0.5144416962585173,0.2812242875912723,0.7261609245569528
62,0.8149406139800532,0.9380573027947928,0.051340814612186904,0.382125353483001
577,0.7888064383532009,0.3361197693519478,0.37398496564499106,0.7283968466133828
895,0.46218837663789314,0.32349848641893075,0.4242574364055399,0.9118179255662546
1262,0.4353604626845221,0.5185439312695745,0.21711073297865469,0.818814843103558
422,0.8566370277423216,0.8900492802538476,0.04145001830831198,0.3837711521499949
944,0.3548810476746785,0.5132787271699963,0.3116763952010683,0.9002973348972967
1148,0.48861389351621487,0.49121150097101185,0.2096176793676094,0.8583212853596661
866,0.20921763335713098,0.6449090167522928,0.2071075021000711,0.42375223910453996
664,0.8942662022514045,0.6559025919841944,0.15299717836603702,0.8753739418241995
513,0.9360058845163663,0.7461075334802636,0.11612208413207832,0.7440346617929203
873,0.3479364529923775,0.570266457621601,0.1964033859607556,0.6706675032052156
1049,0.22230635542190394,0.6661253447185562,0.21227518469855902,0.42304299989997907
70,0.7928953118577331,0.4272564331872762,0.3302087147564995,0.8211662438509869
729,0.43866112829832193,0.518776225738736,0.49568139229327757,0.6424434199878156
131,0.8777953255594257,0.8397998854991824,0.10316410709285545,0.6400974749265755
1116,0.4718156184871889,0.5817277649515242,0.13092381588299912,0.7153459359684297
797,0.5666681089500898,0.696475545094987,0.0010683438516380526,0.22421960955472503
31,0.6151699370443287,0.6511017897300999,0.3702199151355893,0.82175454867836
1226,0.2144819678515025,0.6087477127900407,0.26199452904559845,0.6768960782709111
1357,0.3210667128197362,0.5007352748580901,0.2679742391280936,0.8163452358220354
1051,0.23562584283437535,0.6095222771443647,0.26361858401361277,0.7490902643279959
406,0.5184958426180328,0.8126976168114141,0.27399142740215826,0.47348991152695563
1130,0.34256394724127237,0.2438231299135257,0.5706076205656191,0.8610254871473126
940,0.5214417065097462,0.5416180537106123,0.20566825338703773,0.7777798085054147
256,0.7309131817493456,0.40619352134916387,0.3234884873026472,0.7975331205615719
1050,0.08367407279204434,0.8019360367001314,0.2516595946324337,0.5121707266064722
279,0.6467631554276732,0.8055768633511322,0.22046955435414736,0.4974767451376197
108,0.7318218203059083,0.8723951999461173,0.044478428500656975,0.4132864144321085
1352,0.6152564740497155,0.6436704621567314,0.05407198397484224,0.6476172290569846
298,0.5902617023271244,0.5465733946498932,0.4627178150645098,0.7254571410385807
772,0.33393188095392623,0.1735173827956909,0.6302582548947812,0.7179328405030142
60,0.7161009309939497,0.5320942798235341,0.42547655459107847,0.7550869727306618
713,0.8032292725843555,0.8966312063372087,0.05831951235272579,0.3969466342962619
82,0.8697401726413259,0.8370870393306566,0.10117388588536844,0.6607927112032516
1355,0.0633811450288096,0.8412704352153627,0.21840265362827666,0.4467934204424561
1155,0.5807931116543712,0.5491287086478053,0.12645658776143193,0.8161106413159115
308,0.8407142187511267,0.8962457950884389,0.045990479677773734,0.37496021895487236
374,0.39926732002105736,0.5180019233143871,0.5235832597410989,0.7312183456540913
715,0.7596290447035747,0.8360804798557141,0.09707713184138542,0.7234585413313692
501,0.6015764157814651,0.6117673912148687,0.31433433131582916,0.7600252780126754
1147,0.3853276507366462,0.24908792240885771,0.4771490727378465,0.7924775180264964
69,0.5167239974327356,0.8515680250854079,0.18743403622891852,0.5560253507551579
959,0.046455949058549474,0.7566408603277118,0.2743963641846339,0.17554579593915084
1296,0.2487073534820327,0.523963973402882,0.25841428479117756,0.7469743673677224
623,0.7801238921460456,0.7839713822793146,0.16225903030564112,0.8137592405684825
759,0.509080616431935,0.8406492869891897,0.2879789777500162,0.4165780117660965
229,0.9040593066943585,0.573286136046429,0.22951274043121458,0.9526173654491393
1228,0.4111012555077198,0.4436682170426609,0.2210231115514679,0.7663747874555589
1211,0.19077082837548404,0.7009695150927794,0.1997622073362483,0.2797221237167771
163,0.6809669068068567,0.8655812787421373,0.08312404419841904,0.4724260527201142
774,0.4635268156545443,0.5119624167904597,0.21400995110603746,0.8229302490520746
1140,0.46956277178028255,0.5117301597398661,0.21832855881275984,0.8720732516798967
456,0.6521140269274315,0.5851328546251221,0.3418355698192862,0.8203433445174899
697,0.76800149997476,0.7719712475724704,0.17765093587782974,0.802941524136865
169,0.5163006872480511,0.7502123503725019,0.160966678872208,0.5522609272847958
536,0.7072957906958297,0.5401467556230753,0.40646606500527716,0.7514425743564563
1171,0.22982065205633556,0.6471541308227968,0.211168070303918,0.4262163906998736
824,0.47686937960178555,0.5098717665680064,0.22962349494905984,0.7630822808405393
1256,0.3516936013095933,0.6284149120476563,0.12375988110366815,0.5568527964938123
98,0.7833113385111309,0.9242760442586822,0.05492062808279667,0.3200487374632877
882,0.1914270673330016,0.22624762859826303,0.7431709996338337,0.6450348709275575
551,0.7626866855605796,0.8656598577346051,0.07127318155383722,0.6639661020031461
658,0.5828339426980796,0.2559804226053052,0.5847847157903806,0.6591469125362576
1012,0.34430189876612655,0.6387162437744858,0.13051887910052343,0.5532065795575438
355,0.49221455408202264,0.8159492903568608,0.30891076313352145,0.42398865217272697
864,0.5509760653065934,0.646379566468473,0.05628621276412434,0.61504678250907
1315,0.2951128226207732,0.20580586498632353,0.6698989811962867,0.8830119024887022
1263,0.44449444360311247,0.6372419522015215,0.0692829603463502,0.4777180683233767
1103,0.1013276218909778,0.8194367008797105,0.23335171344260885,0.3213399165280013
366,0.7615977615761274,0.7523040483148549,0.1510758825683331,0.7754282259017795
94,0.7437783498835356,0.5821131762002941,0.3188747926852909,0.8330414541222254
795,0.5444785784854581,0.5332553779836631,0.1424042044499968,0.8297498567882375
61,0.5436507078005899,0.7221821012022587,0.3043315312210567,0.7343935550160487
1010,0.2921056616835774,0.26744172993522847,0.6004350916492559,0.9427425734471754
1141,0.4724408483511095,0.6218329859642951,0.07075624098046396,0.49535812033425164
812,0.3588545385053617,0.5547040752562237,0.20777220152066686,0.6774871109413786
428,0.7547973952361379,0.5098717665680064,0.2623266633639908,0.8037644234703619
630,0.6952527241128155,0.6470007146946458,0.2605552803325651,0.8510315793302236
1194,0.32953291651342403,0.5003479926809281,0.2917095655545265,0.8790110659501532
373,0.6456093286891808,0.8473097920650187,0.12697352833480519,0.7085263282322667
416,0.8214092551327261,0.9310113864701943,0.05171128868977105,0.3904725533520645
250,0.837332064123921,0.3486624732924972,0.3645723393714865,0.7776622384680433
237,0.7883953875776128,0.43484117688879576,0.3410213884162233,0.8777198868854396
678,0.6857624991887156,0.5674787743173918,0.3014883580675038,0.814934940942197
409,0.5542010110406796,0.781108861839422,0.24276390893230235,0.7396846613382797
1165,0.23341914919700868,0.6061957664632344,0.25704870010984987,0.6784236704038117
1246,0.3307155889203787,0.34486823051334536,0.5057186550929416,0.7721360829991726
1329,0.2938580360426627,0.018192907684651285,0.8080987356495143,0.5383943915545977
450,0.7740951474374229,0.36724827593948667,0.4148448101320352,0.9001791283632031
1257,0.37100577634510956,0.6466115615890917,0.15085618282464947,0.427280249506715
143,0.7907535209744067,0.39388281252923324,0.3766773644646434,0.8533829800776526
951,0.38570264442665625,0.6195878718937912,0.13365498524565447,0.6019985997072115
629,0.7787681457283171,0.31242633219456156,0.3925129773623107,0.6633750693326786
372,0.5614210818567957,0.9333350795331661,0.16816507635643052,0.40693963283231943
165,0.8101882901008878,0.39310824817490936,0.3390268593706249,0.7970630222682925
1027,0.5162624667373386,0.6551280276298704,0.03653908286126609,0.3795429953535739
1186,0.20178266231097072,0.026555957597278915,0.9648566566868417,0.5225183447448102
542,0.7114279327030555,0.9214097819620053,0.09216619639433953,0.4155232457695699
356,0.704029018742473,0.8552088517364087,0.0850798027010145,0.6892432053974922
972,0.6053191412644499,0.55501464936931,0.12675382859112155,0.8136410340343889
105,0.763393404437906,0.5617499915808223,0.31374415749456136,0.9731943951917219
1283,0.5189573733134298,0.5197828226322466,0.1552458698602107,0.8313956554552315
1040,0.6367392856370205,0.694230431024483,0.006457449329054239,0.48301008392663913
793,0.3429822094339759,0.31149835171208656,0.4777392465591143,0.8574983860261691
670,0.7589367486604793,0.35958121138871535,0.37852542701445274,0.7701372105076516
834,0.38334451102986244,0.28997144963273674,0.4535291963728003,0.8041172245105794
18,0.6122493131125197,0.33278951681403346,0.5871109483705603,0.5855406130372713
217,0.6034874413170932,0.5540080898943675,0.4713938010209576,0.7396846613382797
962,0.37748162891489806,0.18559609649500272,0.6028690201822217,0.7575565800121843
634,1.0,0.7106459567366518,0.11818984642557134,0.8269274484664976
800,0.3590564581845978,0.45869177203111733,0.28022917698752886,0.8177564399829055
1250,0.33212902667503186,0.6501738092476248,0.16669179572231677,0.5140529383416532
927,0.24658719685005298,0.6648867901229948,0.21227518469855902,0.4222246469716395
302,0.6293403716764382,0.8427409849315427,0.1732612488422685,0.6512634459932531
431,0.602211020487636,0.6995738025122826,0.31392939453335345,0.7972976167744165
284,0.41408678219356887,0.8995760476263532,0.10050617097809467,0.2440874000927466
539,0.8141401466802242,0.5708090268553062,0.20688607922114288,0.8639651927221145
1210,0.5096389964591942,0.6425853236893211,0.036763090443061176,0.3894177873555379
498,0.5489835507575593,0.5144416962585173,0.2812242875912723,0.7261609245569528
55,0.8558942517794172,0.5454119223040858,0.29824024813147526,0.8852487338261636
365,0.7890732607864772,0.5802534733785599,0.2966894264113555,0.8652581903488912
263,0.8675406904210747,0.7849779417542573,0.0862213798005471,0.6717222692017422
1054,0.48588942012994973,0.6146336535115455,0.10814827578779591,0.7175800394627968
675,0.4958051186638686,0.7360419387308371,0.24918646477265385,0.7135819307673422
841,0.2276139584189689,0.0346870123892878,0.77893467163504,0.49218472953435716
592,0.5767951020054951,0.6078983113000332,0.4197514377409697,0.796944815734199
986,0.5688048518414354,0.6456835811066168,0.07131195209684021,0.65032688653082
1362,0.35157821863574407,0.5749886808832279,0.2296604131216749,0.6246942542531619
1075,0.5349768152939733,0.4845524926378968,0.26155168328774203,0.8450348709275576
1104,0.29010088772544695,0.5818811810796753,0.25948478256187135,0.7360393536830429
1084,0.40110623138552953,0.12156170134744261,0.6549507829495769,0.7315711466943088
693,0.6194535188109815,0.8589245155230929,0.1573868654015982,0.619284032115806
663,0.7804123488306687,0.3914805404737939,0.3418355698192862,0.7833060549023886
851,0.5516308619806878,0.663337661414347,0.02214659573093243,0.3694317902834229
1208,0.36684478866942144,0.25435271490418976,0.4662976285351197,0.7655518881220619
228,0.7329684356272851,0.39798762942147153,0.3106812845973248,0.7432117624594233
307,0.6234486438930114,0.33627318548009894,0.5947142826372585,0.5844767542304299
259,0.7265502743944212,0.6012378062242045,0.31876278889439336,0.809172827045655
90,0.6146074465093136,0.8011614723458074,0.10763133521442265,0.6832428598707001
581,0.3660082642840145,0.9571033538262357,0.210281948004394,0.061494676159560585
637,0.7458408151785907,0.7803342974850981,0.1706033127275077,0.7975331205615719
1349,0.39352703199705774,0.43468776076064464,0.30130312102871176,0.8592614819462251
642,0.8779323424846216,0.5142079050466423,0.24176707519331425,0.8786655391581876
739,0.6391983788734324,0.2730919336793303,0.574557908113813,0.7392136537639689
591,0.6179391212167102,0.306308396352438,0.6006203286880478,0.6206934177146131
357,0.7389683346674455,0.8404958708610387,0.1026471665194822,0.7061749274848377
242,0.6261457138942375,0.6481606902977396,0.2878712817972301,0.7441519590459823
696,0.6264630162473227,0.8095245222584351,0.18998083012040407,0.45384944124680604
1117,0.36446502102128087,0.5527676643704139,0.21541258319512355,0.7135819307673422
716,0.5452985166114993,0.3932616643030604,0.3608072888620846,0.6877165225456232
49,0.6257346631186494,0.6383270906689318,0.351579899627372,0.7851872664284351
578,0.664697949794114,0.48509431350024507,0.4475111465311134,0.7154632332214917
1331,0.524011855569738,0.49585701616856315,0.21031899541215243,0.8865399128908772
1158,0.268394522207559,0.5143627430803713,0.3553061795937709,0.7363921547232604
420,0.3287036035451326,0.9704206221211089,0.3492148965041894,0.4370368349745856
1169,0.5787205503753543,0.6434384670361126,0.05672992008960305,0.621639069987361
920,0.11259185542550962,0.8215246569652793,0.23970017446744352,0.31969411786100727
871,0.4531777109519792,0.610222004363005,0.09648265018200616,0.6624385098702456
389,0.7817392495799349,0.9053834093553904,0.04850194929674545,0.32510433999836325
156,0.6825389957380525,0.3441722451514891,0.4839037628965904,0.796827518481137
761,0.6701209354650283,0.6491672497726823,0.24291166777952486,0.8030588213899269
1153,0.30872076671786775,0.12210427058114776,0.6164516337476037,0.599534448111878
1220,0.30758136281360654,0.3022073213169839,0.4826501820061602,0.8115251370741153
146,0.7860805226835125,0.5447151885708726,0.27524500829258836,0.9319221291724632
1023,0.38009937332785265,0.11250266607295868,0.6679087599887996,0.6859525173445357
1269,0.3546574937440956,0.2572975561933343,0.4689211019449889,0.7343935550160487
336,0.7938400074998737,0.6620991068187856,0.2581187670967325,0.8078798294188785
1105,0.38736127036323903,0.43716486995176745,0.2959527860942986,0.8419778680996935
1057,0.3604266274365575,0.5612860013395847,0.23571370107911346,0.6780690508015311
464,0.9217921813815633,0.49879923815795874,0.2440928769896827,0.9024159597006647
1113,0.31410769530320404,0.5117301597398661,0.25428005255562497,0.7828356838247997
1184,0.45482407747946546,0.5803320523710276,0.16336614470028216,0.6719586822699292
999,0.1665116211986817,0.28416408790369957,0.718293234540246,0.6796057357447466
1204,0.3079130880009231,0.6380165165558453,0.18743403622891852,0.49123907726160926
511,0.7922030158146377,0.6089797079106595,0.29326038727464626,0.8593796884803186
706,0.7662130685300969,0.569338477139126,0.27173842806987314,0.9046436982278112
1136,0.4778032581182528,0.5275258468757367,0.21323497102978872,0.7445047600861998
411,0.7966308259236022,0.53255864425045,0.28639369332500486,0.9244023750420542
141,0.6327153148865283,0.5023611116308134,0.40823658646908056,0.6871273084372186
20,0.9251382789231912,0.8106096607258454,0.11486850324164818,0.7329823508551787
1303,0.2244481463052304,0.2878049145547003,0.6626273504641697,0.6850068650717878
102,0.8765477503984308,0.4967086627726411,0.25479699312899823,0.8790110659501532
10,0.596153430110551,0.8438261233989531,0.13236263381222135,0.7039408239904706
276,0.8000418262192703,0.5091750328347933,0.2472668921101945,0.8238704456386335
1339,0.6197131298271423,0.6576088786777775,0.01601654209834796,0.43644580230411806
1139,0.3980197448600624,0.2729385175511792,0.4757102548086243,0.8566745774116407
37,0.7695303204032624,0.5457992044812476,0.2978353113489995,0.8478563699682661
88,0.8049239556065162,0.41076232848263966,0.3169190341826954,0.838568064231612
1193,0.23688062941248583,0.20510987962446722,0.671561806707304,0.811877938114333
292,0.806020091008084,0.7443301515077813,0.12306201132961425,0.7594378824663338
963,0.2636349869112779,0.029343640901488145,0.7900833566674565,0.5299289851514407
1074,0.47757249277055436,0.6242352580197347,0.15078294957675492,0.5766023804977404
647,0.7803618689108597,0.6117673912148687,0.2841406939927198,0.828691453667585
674,0.6070210357037262,0.847620366178105,0.14528184030844124,0.7283968466133828
565,0.6210616648277553,0.8114590622158528,0.2402171150408168,0.577657146494267
167,0.5816440588740094,0.7735952134168017,0.14129278221724428,0.5306291315456868
554,0.6986709358255991,0.33519178886947276,0.5014754345531695,0.7775446684306718
655,0.6993848661200412,0.9159129943460544,0.08519180649191205,0.406585013230039
737,0.8074118945113905,0.7876122089303155,0.12102871174101279,0.6672576993371341
58,0.7341078395315463,0.3615943303386006,0.4245891399401211,0.8672567900561026
1045,0.5067605593175115,0.47704183770070385,0.18721261334999031,0.836333960737245
867,0.03848733314583646,0.8435155492858667,0.2377069377732785,0.419287669239932
419,0.6489770604821554,0.32396247666016825,0.598737803433347,0.647271702265019
1203,0.02187943952866177,0.7768468869622485,0.25693798867038575,0.08724551497131212
736,0.45695144552856076,0.8418130044490677,0.32341525405475263,0.35932058521327187
775,0.48150920537394803,0.6236141097935618,0.07064854502767787,0.4990043372705202
919,0.5723860415810311,0.6939984359038642,0.019083722833695933,0.26890167944206506
306,0.5276312658200463,0.8603164862468055,0.08614814655265256,0.3367431372014148
200,0.35713822123185424,0.9204818014795302,0.32939453335343655,0.46631568418851205
1272,0.2025542839423375,0.6993418073916638,0.20651689749499216,0.2934704529128817
1179,0.2714593744816794,0.5828091615621505,0.23549227820018526,0.5596715676914263
314,0.5930092522481594,0.8291131425235831,0.13911732397096518,0.6951226165470962
589,0.5753420014567062,0.8387147470317722,0.15727916944881212,0.6586740863998836
177,0.7716432656181266,0.7281466209162311,0.15380705193098845,0.7556752775580348
639,0.7879699139677939,0.40185670933630685,0.33685140112434575,0.7956518181074225
582,0.800272591566969,0.5303906124296999,0.2904516768259849,0.8366867617774625
908,0.3790392950118628,0.2116918057078283,0.5329614233097121,0.6671394928030406
25,0.5587261752807045,0.3096386488903523,0.5868524780838736,0.5161715631450212
205,0.8545385053616885,0.5989141131612329,0.2163723695263532,0.9185193267683243
1033,0.616561740547635,0.5886951022836552,0.09596570960863293,0.7661392836684033
777,0.37647924193583276,0.6183493172982297,0.19658776143192538,0.5633177846276949
1243,0.1423894309470754,0.32125337234842677,0.6768776789368256,0.6984142138810842
345,0.3738182290201848,0.8104525027409101,0.15602128072027055,0.610109386508088
178,0.49835651803935993,0.44885817240230946,0.5866284705020786,0.8092910335797485
1346,0.5984971406731137,0.6977140996905485,0.0,0.24315084063031353
449,0.7920659988894417,0.3922551048281178,0.36416309475089925,0.8760740882184457
773,0.3978466708492886,0.28137640459949037,0.4582893574859457,0.8317484564954489
1019,0.44890350402757645,0.6418893383274649,0.0696878971288259,0.4630240868545241
470,0.5707591458797568,0.8631041695510148,0.19393025610097575,0.5774298262363948
563,0.8049095327722852,0.9241974652662145,0.06001680056863464,0.397173954554134
727,0.3168840908927013,0.894696666379791,0.17037930514571265,0.2798312374405557
201,0.7964793861641751,0.38087611834744634,0.38095935554741855,0.8016485265100886
612,0.4256899523325329,0.5831983146677044,0.5255777887866974,0.841036762232103
330,0.5843267060410041,0.607202325938177,0.33622245676007495,0.7617892832137628
585,0.8207962846779021,0.31691656033556975,0.3948736726473819,0.7132291297271247
913,0.203160042980046,0.7499803552518831,0.23453249186895558,0.2730116297043927
51,0.8872999733177566,0.6644227998817573,0.16063497533762683,0.869136273948189
