,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL
355,0.029411764705882353,0.08163265306122448,0.16,0.0,0.0,0.0975609756097561,0.07407407407407407,0.30769230769230765,0.1111111111111111,0.17391304347826086,0.08,1.0,0.07518796992481203,0.0,0.0,0.09090909090909091,0.0,0.10582289606679851,0.06778188138170758,0.003246352211885342,0.024271844660194174,0.030542986425339366,0.3076923076923077,0.003246146184875754,0.020895623976002604,0.30208333333333337,0.08695652173913043,0.08333333333333333,0.07407407407407407,0.29411764705882354,0.03299492385786802,0.02857142857142857,0.10476190476190476,0.12195121951219512,0.059880239520958084,0.0,0.08256880733944955
188,0.14705882352941177,0.04081632653061224,0.04,0.0,0.0,0.04878048780487805,0.037037037037037035,0.12820512820512822,0.05555555555555555,0.17391304347826086,0.04,1.0,0.12030075187969924,0.0,0.0,0.15454545454545454,0.16666666666666666,0.19898923313557462,0.29850097762328914,0.06157866822115841,0.1262135922330097,0.17760180995475114,0.07692307692307693,0.06157866188800379,0.12565572296039165,0.4791666666666667,0.043478260869565216,0.041666666666666664,0.1388888888888889,0.10294117647058826,0.19796954314720813,0.16122448979591836,0.18095238095238095,0.12195121951219512,0.12574850299401197,0.0,0.14678899082568808
171,0.23529411764705882,0.32653061224489793,0.2,0.0,0.23809523809523808,0.3902439024390244,0.2962962962962963,0.3205128205128205,0.4444444444444444,0.17391304347826086,0.16,0.5164835164835165,0.2932330827067669,0.0,0.0,0.3,1.0,0.21393100417490662,0.25396480556159023,0.04915891554866438,0.11650485436893203,0.14479638009049775,0.0923076923076923,0.04915870479970528,0.1157880748767962,0.07291666666666667,0.34782608695652173,0.3333333333333333,0.28703703703703703,0.23529411764705885,0.12436548223350254,0.16122448979591836,0.2571428571428571,0.2926829268292683,0.2994011976047904,0.26141176470588234,0.29357798165137616
64,0.0,0.12244897959183673,0.04,0.0,0.0,0.14634146341463414,0.1111111111111111,0.5,0.16666666666666666,0.17391304347826086,0.04,0.45054945054945056,0.09774436090225563,0.0,0.0,0.07272727272727272,0.0,0.11232696110744891,0.0858135998262003,0.004795633052051373,0.029126213592233007,0.04072398190045249,0.24615384615384614,0.004795632558836979,0.02634397885480831,0.21875,0.13043478260869565,0.125,0.09259259259259259,0.5147058823529412,0.03299492385786802,0.04693877551020408,0.08571428571428572,0.12195121951219512,0.041916167664670656,0.0,0.06422018348623854
394,0.14705882352941177,0.08163265306122448,0.08,0.0,0.07142857142857142,0.0975609756097561,0.07407407407407407,0.24358974358974358,0.1111111111111111,0.17391304347826086,0.04,0.6373626373626374,0.07518796992481203,0.0,0.0,0.11818181818181818,0.0,0.07198417930125248,0.19813165326960674,0.013092369287913954,0.038834951456310676,0.053167420814479636,0.10769230769230768,0.013091956555141906,0.03725203259937738,0.30208333333333337,0.08695652173913043,0.08333333333333333,0.07407407407407407,0.17647058823529416,0.0532994923857868,0.053061224489795916,0.10476190476190476,0.21951219512195122,0.11976047904191617,0.19611764705882356,0.11009174311926606
293,0.029411764705882353,0.0,0.08,0.0,0.0,0.0,0.0,0.24358974358974358,0.0,0.0,0.0,1.0,0.015037593984962405,0.0,0.0,0.02727272727272727,0.0,0.035288947484069445,0.021724961981316532,0.0003732816522426057,0.0048543689320388345,0.007918552036199095,0.5846153846153846,0.0003730244974351095,0.003952569169960474,1.0,0.0,0.0,0.018518518518518517,0.1911764705882353,0.007614213197969543,0.00816326530612245,0.01904761904761905,0.024390243902439025,0.017964071856287425,0.0,0.01834862385321101
276,0.8823529411764706,1.0,0.68,0.0,0.5952380952380952,1.0,0.9259259259259259,0.28205128205128205,1.0,0.19826086956521738,0.76,0.7472527472527473,1.0,0.36363636363636365,0.0,1.0,0.0,0.39112283014722043,0.7206169889202694,0.5893931650838751,0.5339805825242718,0.5407239819004525,0.015384615384615382,0.589392590233978,0.5339387781229591,0.3229166666666667,1.0,0.8541666666666666,1.0,0.20588235294117646,0.5685279187817259,0.5183673469387755,0.819047619047619,0.5853658536585366,0.9820359281437125,0.21470588235294116,1.0
93,0.11764705882352941,0.08163265306122448,0.04,0.0,0.2619047619047619,0.0975609756097561,0.07407407407407407,0.20512820512820512,0.1111111111111111,0.17391304347826086,0.0,0.26373626373626374,0.08270676691729323,0.0,0.0,0.14545454545454545,0.0,0.0947484069435289,0.1955246578318488,0.01574426828311318,0.04854368932038835,0.06334841628959276,0.12307692307692307,0.015743855277602425,0.045641721239346775,0.30208333333333337,0.08695652173913043,0.08333333333333333,0.08333333333333333,0.11764705882352942,0.06598984771573604,0.061224489795918366,0.13333333333333333,0.21951219512195122,0.17964071856287425,0.44623529411764706,0.13761467889908258
376,0.029411764705882353,0.0,0.08,0.0,0.11904761904761904,0.0,0.0,0.24358974358974358,0.0,0.0,0.0,1.0,0.015037593984962405,0.0,0.0,0.02727272727272727,0.5,0.05075807514831906,0.0325874429719748,0.0007400325468278465,0.009708737864077669,0.011312217194570135,0.4769230769230769,0.0007395696611678722,0.006832321287639755,1.0,0.0,0.0,0.018518518518518517,0.10294117647058826,0.01015228426395939,0.012244897959183673,0.0380952380952381,0.07317073170731707,0.04790419161676647,0.5882352941176471,0.01834862385321101
357,0.38235294117647056,0.0,0.24,0.0,0.14285714285714285,0.0,0.0,0.025641025641025637,0.0,0.0,0.0,1.0,0.18796992481203006,0.0,0.0,0.3,0.0,0.3982860909690178,0.3754073430371497,0.17586749288121703,0.2961165048543689,0.3212669683257919,0.046153846153846156,0.17586762906369927,0.293352261585857,1.0,0.0,0.0,0.23148148148148148,0.014705882352941178,0.3426395939086294,0.3040816326530612,0.5714285714285714,0.34146341463414637,0.30538922155688625,0.17211764705882354,0.29357798165137616
390,0.029411764705882353,0.20408163265306123,0.08,0.0,0.0,0.24390243902439024,0.18518518518518517,0.47435897435897434,0.2777777777777778,0.17391304347826086,0.2,1.0,0.15037593984962405,0.0,0.0,0.12727272727272726,0.3333333333333333,0.14858272907053396,0.11058005648490114,0.00887817936052261,0.04368932038834951,0.058823529411764705,0.2,0.008877612791315471,0.04101499513018845,0.13541666666666669,0.21739130434782608,0.20833333333333334,0.1388888888888889,0.4705882352941177,0.06598984771573604,0.053061224489795916,0.14285714285714285,0.12195121951219512,0.08383233532934131,0.0,0.11926605504587157
130,0.08823529411764706,0.04081632653061224,0.08,0.0,0.0,0.04878048780487805,0.037037037037037035,0.16666666666666666,0.05555555555555555,0.17391304347826086,0.04,1.0,0.05263157894736842,0.0,0.0,0.10909090909090909,0.0,0.08991430454845088,0.11774929393873561,0.0065234555503778015,0.029126213592233007,0.03959276018099547,0.18461538461538463,0.006522837800062572,0.02822059841151771,0.4791666666666667,0.043478260869565216,0.041666666666666664,0.05555555555555555,0.1470588235294118,0.03299492385786802,0.044897959183673466,0.10476190476190476,0.21951219512195122,0.08383233532934131,0.0,0.10091743119266056
326,0.17647058823529413,0.0,0.16,0.0,0.11904761904761904,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,1.0,0.06015037593984962,0.0,0.0,0.07272727272727272,0.0,0.20272467589540763,0.025418205518140342,0.0018302576892986386,0.024271844660194174,0.033936651583710405,0.5538461538461538,0.0018299489613628076,0.020806492649906735,1.0,0.0,0.0,0.07407407407407407,0.05882352941176471,0.03553299492385787,0.0326530612244898,0.09523809523809523,0.024390243902439025,0.10778443113772455,0.3921176470588235,0.06422018348623854
295,0.4411764705882353,0.6122448979591837,0.4,0.0,0.2619047619047619,0.6097560975609756,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.21739130434782608,0.36,0.5934065934065934,0.518796992481203,0.5454545454545454,0.0,0.5181818181818182,0.0,0.28727752142386287,0.35476862915489893,0.11719382908194723,0.2087378640776699,0.22737556561085973,0.06153846153846153,0.1171935599125475,0.2054136746901066,0.8020833333333334,0.6521739130434783,0.5208333333333334,0.5,0.2647058823529412,0.2233502538071066,0.23061224489795917,0.4857142857142857,0.43902439024390244,0.49101796407185627,0.18482352941176472,0.5137614678899083
37,0.29411764705882354,0.0,0.28,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40601503759398494,0.0,0.0,0.7090909090909091,0.0,0.8356844649527577,0.6508798609602433,1.0,1.0,1.0,0.015384615384615382,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.34146341463414637,0.5568862275449101,0.08211764705882353,0.7064220183486238
106,0.11764705882352941,0.16326530612244897,0.56,0.0,0.047619047619047616,0.14634146341463414,0.14814814814814814,0.2564102564102564,0.16666666666666666,0.17391304347826086,0.16,1.0,0.23308270676691728,0.0,0.0,0.2,0.3333333333333333,0.3862887277521424,0.081468607429937,0.013272453644733572,0.07766990291262135,0.09954751131221719,0.26153846153846155,0.013272452279707284,0.07832698880348488,0.16666666666666669,0.13043478260869565,0.125,0.25,0.22058823529411767,0.10152284263959391,0.09795918367346938,0.2857142857142857,0.12195121951219512,0.16167664670658682,0.09047058823529412,0.1926605504587156
96,0.058823529411764705,0.12244897959183673,0.16,0.0,0.0,0.14634146341463414,0.1111111111111111,0.41025641025641024,0.16666666666666666,0.17391304347826086,0.08,0.7252747252747253,0.10526315789473684,0.0,0.0,0.09090909090909091,0.0,0.08595912986156888,0.08689984792526613,0.0039442690853164816,0.024271844660194174,0.03167420814479638,0.24615384615384614,0.003944062986528539,0.02123108187603615,0.21875,0.13043478260869565,0.125,0.10185185185185185,0.3823529411764706,0.02284263959390863,0.03877551020408163,0.0761904761904762,0.17073170731707318,0.0658682634730539,0.0,0.08256880733944955
113,0.14705882352941177,0.24489795918367346,0.28,0.0,0.07142857142857142,0.2682926829268293,0.2222222222222222,0.21794871794871792,0.2777777777777778,0.19130434782608696,0.24,1.0,0.22556390977443608,0.18181818181818182,0.0,0.33636363636363636,0.16666666666666666,0.384399033179521,0.10732131218770367,0.01991803950563296,0.0970873786407767,0.11425339366515837,0.2153846153846154,0.01991747180101411,0.09604143472264762,0.6979166666666666,0.2608695652173913,0.22916666666666666,0.2222222222222222,0.20588235294117646,0.116751269035533,0.11224489795918367,0.37142857142857144,0.1951219512195122,0.2634730538922156,0.08399999999999999,0.3302752293577982
196,0.029411764705882353,0.0,0.08,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.03759398496240601,0.0,0.0,0.00909090909090909,0.16666666666666666,0.14528675016479897,0.028242450575711488,0.0015002744460914754,0.019417475728155338,0.027149321266968326,0.523076923076923,0.0015004285616434553,0.01601122730594895,1.0,0.0,0.0,0.046296296296296294,0.1470588235294118,0.030456852791878174,0.024489795918367346,0.0761904761904762,0.024390243902439025,0.029940119760479042,0.672235294117647,0.03669724770642202
40,0.058823529411764705,0.04081632653061224,0.04,0.0,0.0,0.04878048780487805,0.037037037037037035,0.21794871794871792,0.05555555555555555,0.17391304347826086,0.04,1.0,0.045112781954887216,0.0,0.0,0.08181818181818182,0.5,0.04719841793012525,0.1346947642841625,0.005128033189824648,0.019417475728155338,0.02828054298642534,0.1692307692307692,0.005127929815857336,0.01947276389759945,0.4791666666666667,0.043478260869565216,0.041666666666666664,0.046296296296296294,0.1911764705882353,0.030456852791878174,0.026530612244897958,0.0761904761904762,0.1951219512195122,0.059880239520958084,0.0,0.07339449541284404
34,0.14705882352941177,0.12244897959183673,0.16,0.0,0.07142857142857142,0.12195121951219512,0.1111111111111111,0.3846153846153846,0.1111111111111111,0.21739130434782608,0.12,1.0,0.09774436090225563,0.0,0.0,0.1,0.0,0.1963085036255768,0.09189658918096894,0.008519090535944827,0.04854368932038835,0.06108597285067873,0.23076923076923078,0.008518472580385392,0.04548776713063573,0.21875,0.13043478260869565,0.10416666666666667,0.09259259259259259,0.25,0.06598984771573604,0.05714285714285714,0.19047619047619047,0.14634146341463414,0.10778443113772455,0.22058823529411764,0.09174311926605505
71,0.23529411764705882,0.30612244897959184,0.12,0.0,0.11904761904761904,0.2926829268292683,0.2962962962962963,0.28205128205128205,0.3333333333333333,0.17391304347826086,0.0,0.021978021978021983,0.3157894736842105,0.0,0.0,0.34545454545454546,0.3333333333333333,0.21111843550867943,0.5194438409732783,0.18060152083347691,0.22330097087378642,0.27149321266968324,0.030769230769230767,0.18060124514281375,0.2222011548178723,0.07291666666666667,0.2608695652173913,0.25,0.3148148148148148,0.23529411764705885,0.26903553299492383,0.27346938775510204,0.3047619047619048,0.3170731707317073,0.2994011976047904,0.13070588235294117,0.3394495412844037
1,0.08823529411764706,0.08163265306122448,0.16,0.0,0.09523809523809523,0.0975609756097561,0.07407407407407407,0.30769230769230765,0.1111111111111111,0.17391304347826086,0.08,1.0,0.07518796992481203,0.0,0.0,0.09090909090909091,0.3333333333333333,0.15759173807954296,0.11818379317836195,0.010382567669705339,0.04854368932038835,0.06334841628959276,0.18461538461538463,0.010382669448460603,0.045641721239346775,0.30208333333333337,0.08695652173913043,0.08333333333333333,0.07407407407407407,0.20588235294117646,0.0583756345177665,0.0673469387755102,0.1523809523809524,0.17073170731707318,0.09580838323353294,0.29411764705882354,0.08256880733944955
142,0.20588235294117646,0.2857142857142857,0.16,0.0,0.2857142857142857,0.3170731707317073,0.25925925925925924,0.3846153846153846,0.3333333333333333,0.18869565217391304,0.12,0.45054945054945056,0.21804511278195488,0.18181818181818182,0.0,0.21818181818181817,0.6666666666666666,0.08951878707976269,0.29176623940908103,0.0305518613636366,0.06310679611650485,0.07918552036199095,0.07692307692307693,0.030551909644765902,0.06280193236714976,0.6145833333333334,0.30434782608695654,0.2708333333333333,0.2037037037037037,0.23529411764705885,0.07868020304568528,0.07959183673469387,0.18095238095238095,0.3902439024390244,0.25149700598802394,0.3715294117647059,0.21100917431192662
297,0.14705882352941177,0.0,0.08,0.0,0.19047619047619047,0.0,0.0,0.10256410256410256,0.0,0.0,0.0,1.0,0.015037593984962405,0.0,0.0,0.08181818181818182,0.16666666666666666,0.11439244122170951,0.1785791874864219,0.01565885420068103,0.05339805825242718,0.06561085972850679,0.12307692307692307,0.01565869832037158,0.04916646004404708,1.0,0.0,0.0,0.018518518518518517,0.04411764705882353,0.0583756345177665,0.07142857142857142,0.1523809523809524,0.2682926829268293,0.12574850299401197,0.49541176470588233,0.07339449541284404
62,0.029411764705882353,0.0,0.08,0.0,0.0,0.0,0.0,0.24358974358974358,0.0,0.0,0.0,1.0,0.015037593984962405,0.0,0.0,0.02727272727272727,0.16666666666666666,0.05959129861568886,0.018031718444492723,0.0004685175828051219,0.009708737864077669,0.010180995475113122,0.6307692307692307,0.00046836326476964123,0.005655787783174274,1.0,0.0,0.0,0.018518518518518517,0.1911764705882353,0.012690355329949238,0.00816326530612245,0.0380952380952381,0.024390243902439025,0.017964071856287425,0.0,0.01834862385321101
323,0.20588235294117646,0.08163265306122448,0.16,0.0,0.07142857142857142,0.0,0.1111111111111111,0.20512820512820512,0.0,0.0,0.08,0.7252747252747253,0.09022556390977443,0.0,0.0,0.19090909090909092,0.0,0.12107229180399913,0.1711927004127743,0.015241811329805219,0.05339805825242718,0.06447963800904978,0.13846153846153844,0.015241244106120379,0.04965587205279167,0.21875,0.0,0.0,0.08333333333333333,0.16176470588235295,0.0583756345177665,0.06938775510204082,0.17142857142857143,0.2926829268292683,0.17964071856287425,0.13576470588235293,0.1834862385321101
199,0.0,0.04081632653061224,0.04,0.0,0.0,0.04878048780487805,0.037037037037037035,0.3589743589743589,0.05555555555555555,0.17391304347826086,0.04,1.0,0.03007518796992481,0.0,0.0,0.045454545454545456,0.0,0.009975829488024612,0.058005648490115136,0.0006818213840866109,0.0048543689320388345,0.007918552036199095,0.3384615384615384,0.0006812556578467508,0.003952569169960474,0.4791666666666667,0.043478260869565216,0.041666666666666664,0.027777777777777776,0.35294117647058826,0.007614213197969543,0.00816326530612245,0.009523809523809525,0.04878048780487805,0.023952095808383235,0.0,0.03669724770642202
193,0.029411764705882353,0.04081632653061224,0.04,0.0,0.0,0.04878048780487805,0.037037037037037035,0.5,0.05555555555555555,0.17391304347826086,0.04,1.0,0.045112781954887216,0.0,0.0,0.02727272727272727,0.3333333333333333,0.012656558998022413,0.12383228329350424,0.002376630131105731,0.009708737864077669,0.014705882352941176,0.18461538461538463,0.0023760642305606107,0.008913132609586965,0.4791666666666667,0.043478260869565216,0.041666666666666664,0.046296296296296294,0.4117647058823529,0.017766497461928935,0.012244897959183673,0.02857142857142857,0.12195121951219512,0.017964071856287425,0.0,0.01834862385321101
