,Class
1575,1
1519,2
5159,1
4534,1
5099,1
4007,1
1163,2
150,1
3091,1
3660,1
4653,2
5091,2
559,1
354,1
1818,1
5,1
3570,2
5278,1
4477,1
2094,2
3015,1
2521,2
4309,1
2480,2
4976,1
3929,1
2397,1
2375,2
3044,1
1152,1
2577,2
1294,2
4359,1
4699,1
4128,1
3813,1
3568,1
1109,1
3041,1
5208,1
142,2
63,2
370,1
1072,1
4470,1
4366,2
4248,1
2646,2
1835,2
206,1
537,1
3777,1
3294,1
4816,1
2071,1
4998,1
168,2
4641,1
4945,1
3726,2
2844,1
2292,1
2673,1
5340,1
2197,2
5329,1
609,2
2807,2
3050,1
509,1
5049,1
2768,2
619,1
4236,1
4487,1
2192,2
996,1
3620,2
3484,1
985,1
3332,1
390,1
4979,1
2495,1
1118,2
4346,1
737,1
741,1
2626,1
408,1
105,1
4214,1
426,1
112,1
4435,1
94,2
5192,2
1628,1
3309,2
4347,1
1185,1
1860,1
4330,1
4494,1
3072,2
709,2
1423,1
3883,1
5102,1
486,2
4099,1
2554,1
2889,1
4783,1
1594,2
3107,1
4965,1
5400,2
234,1
1640,1
902,2
1405,1
894,1
1539,1
2152,1
831,1
1836,2
2842,1
4573,1
1131,1
2502,1
3877,1
1906,2
2070,2
1360,1
3089,1
3585,1
4072,1
3437,2
5062,1
3765,1
2500,1
1041,1
1677,2
1087,1
349,1
3133,1
1235,1
3342,1
4329,1
2168,2
1230,1
2189,1
3384,1
2473,2
1791,1
4187,2
2431,1
277,1
2968,2
1017,2
2949,2
1357,1
4201,2
2297,1
5276,1
1293,1
5347,1
1968,1
3160,2
1276,1
2789,1
3596,2
772,2
1784,1
766,1
2343,2
3097,1
1455,1
372,1
3584,2
4841,1
1098,1
5335,1
5221,1
934,1
4992,2
687,2
2202,1
423,2
738,1
2442,1
243,1
5273,1
1135,1
1889,2
2164,1
554,1
3444,2
2854,2
576,1
139,1
4202,1
400,1
640,1
1220,1
4819,2
1731,2
3073,2
2771,1
556,1
1691,2
1502,1
317,2
5088,1
3867,2
3457,1
3887,2
844,1
4616,1
4746,1
4450,1
3330,1
3453,1
2995,2
538,1
1757,2
3495,1
1114,2
1408,2
855,1
4579,1
3176,2
1124,1
2550,2
1484,1
4425,1
792,1
659,1
1772,1
4493,1
2856,1
949,2
3794,1
3521,2
2628,2
418,1
4250,1
798,1
843,2
3716,1
4023,2
4747,1
1696,2
485,1
2717,1
2851,1
188,1
1976,1
2042,1
5093,1
1169,1
4171,1
4537,1
86,2
4955,1
2975,1
4987,1
4800,2
1734,1
1664,1
1764,1
70,1
2314,2
3748,2
1858,1
1726,1
5142,1
322,2
4373,1
2404,2
1550,1
3655,2
1090,1
1473,2
2724,2
4728,1
3517,1
5262,2
2187,1
3999,2
3251,1
868,2
3710,1
5336,1
1701,1
1566,1
983,1
4585,1
3033,1
2835,1
3009,2
3161,1
2378,1
2680,2
1153,1
1338,1
2767,1
824,2
1997,1
2310,1
2393,1
2761,2
1290,1
2922,1
982,1
439,1
4004,1
2043,2
3796,1
4791,1
2414,1
1713,1
1705,1
5359,1
4827,1
135,1
2911,1
3393,2
3353,1
5061,1
298,1
2927,2
608,1
4433,1
760,1
1494,2
4279,2
3804,1
2551,1
3527,1
1925,1
1298,1
3146,2
1520,2
1441,1
1937,1
4582,2
3968,1
4276,1
2735,1
3500,1
632,2
1564,1
2282,1
4760,1
1557,2
1329,1
59,1
2348,1
2698,2
1897,1
1383,1
682,1
4343,2
2225,1
4088,2
5304,1
3930,1
3980,2
1900,1
1517,2
5248,1
3728,2
2857,1
160,1
3321,1
2447,2
3240,1
1300,2
5397,1
2865,1
4640,1
84,1
465,1
3914,1
2440,2
2824,2
4043,1
287,1
1730,1
2566,1
2631,1
815,1
328,1
4181,1
3536,1
4894,1
3300,1
3111,2
2405,1
229,1
5198,2
2024,2
2026,1
2575,1
488,2
3,1
5175,1
3513,2
1219,1
1186,2
4424,1
4355,1
2774,1
3684,1
2548,1
2030,1
4635,1
362,2
5068,2
895,2
3529,2
2027,1
1578,1
484,1
2120,1
4588,1
1590,1
3709,2
4110,1
1719,1
5343,1
1724,1
4247,1
1485,1
1195,1
5326,2
924,1
2979,1
5357,2
527,1
4572,2
636,2
1846,1
5190,1
4758,1
4079,1
2944,2
787,1
4089,1
114,1
1187,2
4357,1
3857,2
1279,1
2902,1
2512,2
5125,2
4235,1
1609,2
1756,1
733,2
3271,1
4591,1
3757,1
1918,1
1523,1
1296,1
586,1
403,1
1983,1
3421,1
2892,2
2700,1
1939,1
3632,1
2011,1
3523,1
405,1
1239,2
413,1
2536,2
85,1
627,1
2170,1
925,1
1327,1
938,1
3924,1
2273,1
214,1
2543,1
1047,2
4781,2
3614,1
69,1
5361,1
1121,1
542,1
764,1
4058,1
1738,1
1229,1
3582,1
3990,2
4442,1
5297,1
296,1
1171,1
2051,1
4892,2
785,1
1531,1
1377,2
4421,1
3064,1
2605,1
5058,1
2078,1
5300,2
3699,2
4009,1
2415,2
1842,2
2978,2
2685,1
5031,1
4438,1
4654,1
1935,2
201,2
2470,1
2932,1
635,1
2843,2
1917,1
3861,1
2818,1
4278,1
2475,2
3810,1
1228,1
2797,1
267,1
3396,1
2608,1
2316,1
2838,2
2740,2
4290,1
660,1
4262,1
2237,1
72,1
1656,1
5111,2
3440,2
3201,2
146,1
3248,1
3392,1
3627,2
5369,2
2283,1
1458,1
4301,1
1093,1
1223,1
2887,1
4838,1
3761,1
4510,1
4784,1
4138,1
1217,1
2553,1
1092,1
3640,1
4342,1
4712,1
626,2
813,1
3957,1
1749,2
3257,1
4356,1
493,2
4430,2
2652,1
4462,1
4883,2
1817,2
98,1
3826,2
3226,1
2706,1
271,1
571,1
3977,1
2828,1
2204,1
4822,1
1495,1
5386,1
3417,1
2099,1
5223,1
4831,2
3967,1
5063,2
1582,1
3918,1
664,2
2171,1
906,2
4189,1
4348,1
475,1
4702,1
342,1
1447,1
3610,1
2656,2
3882,1
169,1
2254,1
2584,2
23,1
4469,1
4429,1
4514,1
1946,2
420,1
2999,1
3868,2
3982,1
2925,1
4971,1
3532,2
3013,1
757,1
5349,2
303,1
3793,1
890,1
3947,1
2270,2
919,1
1089,1
4186,1
15,1
5162,1
1612,1
1403,2
543,1
1142,1
17,1
4647,1
582,2
3465,2
3597,2
4697,1
2668,2
2675,1
3963,1
4258,1
2014,2
1258,1
2001,2
4439,1
4951,1
4729,1
71,1
4954,1
4888,1
1868,2
399,1
154,1
3489,1
2708,2
2659,1
962,2
305,1
2389,1
2294,1
1949,1
1062,1
849,1
4205,1
2749,2
1972,1
5194,1
1990,2
3239,1
4114,2
2259,2
1117,1
3871,1
3612,1
402,1
4711,1
562,1
1025,2
1216,2
1050,1
4968,1
275,2
4844,1
2564,1
1164,1
508,1
5033,1
4558,1
4103,1
2373,1
1715,1
5187,2
3026,2
4044,1
3435,1
1799,1
263,1
5323,2
545,2
2469,1
2460,1
1014,1
3260,1
5218,2
5101,1
4139,2
1910,1
3452,1
4988,1
450,2
2446,1
3828,2
3075,1
204,1
724,1
4194,1
4378,2
755,1
2814,1
4270,1
1695,1
2439,2
4341,1
931,1
5387,2
4787,1
3690,2
1522,2
793,1
3142,2
460,1
3400,2
1381,2
3071,1
379,1
4904,1
2702,2
617,1
565,1
3647,2
4001,1
812,1
4367,1
1649,1
4870,1
337,2
3926,1
2630,1
2129,2
4681,1
4503,2
2941,1
1053,1
2453,2
3099,2
2606,2
2315,1
1624,1
2567,2
249,2
291,1
5089,1
213,1
1574,1
5220,1
2977,2
4743,1
4384,1
1790,2
3492,1
5200,1
937,1
2714,2
2301,1
2265,2
3109,1
4689,2
3934,1
3145,2
3983,1
2574,1
2598,1
5333,1
795,2
108,2
4782,2
4416,1
1769,1
644,1
3363,1
2576,2
48,2
3843,1
136,1
4541,1
5292,1
3182,1
716,1
2752,1
4952,1
5332,1
864,2
4524,2
4466,2
1820,1
1227,1
55,2
1467,1
441,1
1052,2
4190,1
1938,1
2781,2
810,1
4427,1
2900,1
1325,1
2184,1
4381,2
2667,2
2388,1
2893,1
2186,1
1355,1
2064,1
808,1
1156,1
1795,1
2462,2
3575,2
4515,1
775,1
4665,1
1437,1
1440,1
1303,2
2122,2
4935,1
2964,1
2776,2
1073,2
706,1
190,1
702,1
2360,1
4675,2
5043,2
4286,2
1822,1
1004,2
4576,1
5305,1
870,1
4549,2
3522,2
3445,1
1721,1
2934,1
1180,2
749,1
437,1
41,1
3798,1
1892,1
5337,1
3433,1
5339,1
5065,2
3608,1
558,1
3811,1
5252,1
1614,1
432,1
2989,2
208,1
2209,1
1476,2
3158,2
3301,1
4302,2
3038,1
4620,2
5184,1
2860,1
3922,1
3870,1
3550,1
1038,2
683,2
19,1
233,1
3070,1
3377,1
4474,1
3204,1
1890,1
4506,1
2257,2
3830,2
5301,1
2425,1
3856,1
1394,2
5296,1
2683,2
4972,1
1909,1
992,1
1642,1
2108,2
4353,1
2159,1
943,1
2573,2
3734,1
1853,1
5025,1
2755,1
4212,1
4580,1
5024,1
2216,2
3148,1
476,1
3345,1
280,1
3329,1
575,1
2173,1
1603,1
2381,1
459,1
1992,1
1240,2
1973,1
1598,1
165,1
3988,1
2256,2
886,1
5195,2
2275,2
603,1
5290,1
4155,2
4830,1
1202,1
3442,1
2791,1
2805,1
2812,1
1376,2
1268,1
417,1
1106,1
77,1
2692,2
2601,1
4061,1
2408,1
469,2
869,1
2153,1
1147,2
665,1
4536,2
3215,1
3820,1
1902,2
1901,1
1895,2
1581,1
1453,1
4000,1
5205,1
2419,2
3280,1
2947,2
4267,1
2251,2
3285,2
5317,1
4497,1
5383,1
2088,1
289,2
4173,1
2850,1
3498,2
3512,1
2356,1
2323,1
2723,1
4767,1
4691,1
2808,2
2116,2
2199,1
502,1
3637,2
2018,1
693,1
496,2
4634,1
5241,2
3664,1
3003,1
691,1
2179,1
1959,1
3456,1
1759,1
3539,1
3426,1
3289,2
4037,2
2318,1
4926,2
1855,1
5164,1
2616,2
3341,1
3668,2
4918,2
427,1
192,1
1905,2
3297,1
1063,2
4198,1
3249,1
4467,1
2982,1
4944,1
5059,1
388,1
859,1
720,1
4947,1
4938,1
3231,1
506,1
5350,1
560,1
1145,2
1176,1
3705,1
2969,2
3503,1
3152,1
5259,1
3422,1
4669,1
993,1
2004,1
5299,2
2208,2
1431,2
552,1
4826,1
5121,1
4853,2
3493,1
40,1
652,1
4149,2
3693,1
3224,1
2029,1
2822,1
3931,1
226,1
1081,1
96,2
1183,1
2753,1
4832,1
2000,2
53,1
1733,1
1943,1
3151,1
2540,2
1174,1
4325,1
170,1
5279,1
2432,1
4389,1
4821,2
4765,1
5035,1
161,1
3487,2
822,1
1962,1
2387,1
3677,2
612,2
5165,2
1286,1
5255,1
3137,1
2560,2
2357,1
3144,1
4062,1
4164,1
591,1
1028,2
4696,1
4509,2
3802,1
4160,1
3808,1
3986,1
3149,2
865,1
1552,1
4227,1
2649,2
916,1
2899,1
2478,1
109,1
5169,1
2505,1
3264,2
126,1
4543,1
1830,2
45,1
4468,2
