,c
168,0
904,0
1165,1
958,0
826,0
639,0
467,1
525,0
425,0
1312,1
1247,0
645,1
179,1
698,0
878,0
526,0
459,0
76,0
1021,0
333,1
63,0
1425,0
612,0
288,0
261,0
1163,0
820,1
728,0
609,0
92,0
895,0
722,0
611,0
20,0
709,0
1162,1
1240,0
918,1
169,0
941,1
977,0
701,0
809,0
287,0
50,0
1129,0
1343,1
771,0
670,0
677,0
422,0
1061,0
730,0
685,0
601,1
1141,0
400,0
99,0
225,0
232,0
922,0
936,0
1436,0
80,0
128,1
613,0
1100,0
1177,0
298,0
1397,0
758,0
858,0
1350,0
320,0
414,0
316,0
215,0
847,0
402,0
89,0
1401,1
517,0
873,0
754,0
1370,0
540,0
1030,0
1435,0
260,0
1404,0
465,0
775,0
1309,0
177,0
1228,0
1281,0
42,0
968,0
1135,0
1060,0
1398,1
1272,0
500,1
824,0
896,0
741,0
735,0
1090,0
1254,0
258,0
334,0
861,0
1288,0
862,0
703,1
250,0
1215,0
1305,0
415,0
212,0
218,0
174,0
512,0
1012,0
1053,0
147,0
1214,0
1349,0
856,0
1166,0
937,0
1258,0
1207,0
839,0
653,1
478,1
253,0
105,1
1187,0
324,0
669,0
720,0
56,0
989,0
313,0
254,1
796,1
289,1
973,1
44,0
132,0
1340,1
950,0
1271,0
1112,0
872,0
649,0
1078,0
1289,1
126,0
1400,0
159,0
193,0
631,0
1285,0
731,0
905,0
1002,0
52,0
577,0
622,1
431,1
1128,0
1033,0
436,1
715,0
55,0
976,0
547,0
1418,0
1262,0
259,0
972,0
195,0
190,0
1044,0
891,1
676,0
301,0
1199,1
546,0
1267,1
1303,0
339,0
802,0
848,0
141,0
207,0
1218,0
505,0
210,0
834,0
638,0
325,0
518,0
211,0
508,0
1446,1
533,0
108,0
1052,0
297,0
1037,0
1039,0
1441,0
960,0
1056,0
226,1
142,0
428,0
845,0
522,0
362,1
1031,0
145,1
608,0
568,1
1389,1
675,0
1385,0
1301,0
194,1
1040,0
652,0
882,0
1318,0
914,0
1320,0
1107,0
1134,0
77,0
569,0
82,0
870,0
1269,0
561,0
666,0
452,0
1145,0
36,0
1263,0
803,0
654,0
1322,1
1245,0
1122,0
846,0
96,0
1307,0
1148,0
1399,0
1360,0
206,0
306,0
969,0
1346,0
511,0
1378,0
201,0
398,0
1380,0
300,0
1300,0
1396,0
554,0
830,1
196,1
1449,0
520,0
74,0
1315,1
166,0
163,0
475,0
455,0
470,0
617,0
1198,1
556,0
1193,0
394,0
10,0
205,1
1227,0
689,1
246,0
1154,0
548,0
978,1
935,0
1310,0
770,0
1235,1
349,0
674,0
948,0
443,0
90,0
290,0
485,0
1172,0
764,0
1292,0
304,0
416,0
64,0
765,0
1326,0
1025,0
27,0
1363,0
1055,0
776,1
931,0
1353,1
1047,0
292,0
600,0
1438,1
684,0
498,0
1113,0
230,0
1308,1
2,0
984,1
763,0
1184,0
1104,0
364,0
1066,0
411,0
863,0
326,0
62,0
234,0
1011,0
1068,0
597,0
574,0
392,1
760,0
644,0
378,0
990,0
748,0
1417,0
1072,0
165,0
291,1
6,0
844,0
