,attr1,attr2,attr3,attr4,attr5,attr6
393,0.5,1.0,1.0,0.0,0.6666666666666666,1.0
190,0.0,0.5,0.0,1.0,0.3333333333333333,0.0
318,0.5,0.5,0.0,0.0,0.3333333333333333,0.0
341,0.5,0.5,1.0,0.0,0.0,1.0
93,1.0,0.0,1.0,0.0,0.3333333333333333,1.0
308,0.5,0.0,1.0,1.0,0.0,0.0
254,0.0,1.0,1.0,0.5,0.3333333333333333,0.0
296,0.5,0.0,1.0,0.0,0.6666666666666666,0.0
106,1.0,0.5,1.0,1.0,1.0,0.0
209,0.0,0.5,1.0,0.5,0.6666666666666666,1.0
369,0.5,1.0,0.0,0.0,0.6666666666666666,1.0
385,0.5,1.0,0.0,1.0,0.6666666666666666,1.0
514,1.0,1.0,0.0,0.0,1.0,0.0
104,1.0,0.5,1.0,1.0,0.0,0.0
316,0.5,0.5,0.0,0.0,0.0,0.0
327,0.5,0.5,0.0,0.5,0.3333333333333333,1.0
246,0.0,1.0,1.0,0.0,0.3333333333333333,0.0
1,0.0,0.0,0.0,0.0,0.6666666666666666,1.0
241,0.0,1.0,0.0,1.0,0.6666666666666666,1.0
370,0.5,1.0,0.0,0.0,1.0,0.0
145,0.0,0.0,0.0,1.0,0.6666666666666666,1.0
394,0.5,1.0,1.0,0.0,1.0,0.0
448,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
544,1.0,1.0,1.0,0.5,0.6666666666666666,0.0
48,0.5,0.0,0.0,0.5,0.0,1.0
403,0.5,1.0,1.0,0.5,1.0,1.0
172,0.0,0.5,0.0,0.0,0.0,0.0
551,1.0,1.0,1.0,1.0,0.3333333333333333,1.0
257,0.0,1.0,1.0,0.5,0.6666666666666666,1.0
306,0.5,0.0,1.0,0.5,1.0,0.0
360,0.5,0.5,1.0,1.0,0.6666666666666666,0.0
156,0.0,0.0,1.0,0.5,0.0,0.0
298,0.5,0.0,1.0,0.0,1.0,0.0
232,0.0,1.0,0.0,0.5,0.6666666666666666,0.0
344,0.5,0.5,1.0,0.0,0.6666666666666666,0.0
301,0.5,0.0,1.0,0.5,0.0,1.0
541,1.0,1.0,1.0,0.5,0.0,1.0
186,0.0,0.5,0.0,0.5,1.0,0.0
554,1.0,1.0,1.0,1.0,1.0,0.0
28,0.0,1.0,0.0,0.5,0.3333333333333333,0.0
411,0.5,1.0,1.0,1.0,1.0,1.0
260,0.0,1.0,1.0,1.0,0.0,0.0
98,1.0,0.5,0.0,0.0,1.0,1.0
270,0.5,0.0,0.0,0.0,0.3333333333333333,0.0
427,1.0,0.0,0.0,0.5,1.0,1.0
516,1.0,1.0,0.0,0.5,0.0,0.0
325,0.5,0.5,0.0,0.5,0.0,1.0
405,0.5,1.0,1.0,1.0,0.0,1.0
354,0.5,0.5,1.0,0.5,1.0,0.0
170,0.0,0.0,1.0,1.0,1.0,0.0
49,0.5,0.0,0.0,0.5,0.3333333333333333,1.0
505,1.0,0.5,1.0,1.0,0.6666666666666666,1.0
225,0.0,1.0,0.0,0.0,0.6666666666666666,1.0
376,0.5,1.0,0.0,0.5,0.6666666666666666,0.0
58,0.5,0.0,1.0,0.5,1.0,1.0
414,1.0,0.0,0.0,0.0,0.3333333333333333,0.0
526,1.0,1.0,0.0,1.0,0.3333333333333333,0.0
47,0.5,0.0,0.0,0.5,0.0,0.0
56,0.5,0.0,1.0,0.0,1.0,1.0
363,0.5,0.5,1.0,1.0,1.0,1.0
221,0.0,1.0,0.0,0.0,0.0,1.0
534,1.0,1.0,1.0,0.0,0.3333333333333333,0.0
50,0.5,0.0,0.0,0.5,0.6666666666666666,0.0
530,1.0,1.0,0.0,1.0,1.0,0.0
116,1.0,1.0,1.0,0.0,0.0,0.0
176,0.0,0.5,0.0,0.0,0.6666666666666666,0.0
532,1.0,1.0,1.0,0.0,0.0,0.0
488,1.0,0.5,1.0,0.0,0.6666666666666666,0.0
123,1.0,1.0,1.0,1.0,1.0,1.0
29,0.0,1.0,0.0,0.5,1.0,0.0
498,1.0,0.5,1.0,0.5,1.0,0.0
300,0.5,0.0,1.0,0.5,0.0,0.0
366,0.5,1.0,0.0,0.0,0.3333333333333333,0.0
54,0.5,0.0,1.0,0.0,0.3333333333333333,1.0
338,0.5,0.5,0.0,1.0,1.0,0.0
132,0.0,0.0,0.0,0.5,0.0,0.0
149,0.0,0.0,1.0,0.0,0.0,1.0
539,1.0,1.0,1.0,0.0,1.0,1.0
119,1.0,1.0,1.0,0.0,1.0,1.0
529,1.0,1.0,0.0,1.0,0.6666666666666666,1.0
389,0.5,1.0,1.0,0.0,0.0,1.0
121,1.0,1.0,1.0,1.0,0.3333333333333333,1.0
205,0.0,0.5,1.0,0.5,0.0,1.0
521,1.0,1.0,0.0,0.5,0.6666666666666666,1.0
387,0.5,1.0,0.0,1.0,1.0,1.0
319,0.5,0.5,0.0,0.0,0.3333333333333333,1.0
94,1.0,0.0,1.0,0.5,0.3333333333333333,1.0
283,0.5,0.0,0.0,0.5,1.0,1.0
71,0.5,0.5,1.0,0.0,0.6666666666666666,1.0
174,0.0,0.5,0.0,0.0,0.3333333333333333,0.0
218,0.0,0.5,1.0,1.0,1.0,0.0
284,0.5,0.0,0.0,1.0,0.0,0.0
359,0.5,0.5,1.0,1.0,0.3333333333333333,1.0
507,1.0,0.5,1.0,1.0,1.0,1.0
512,1.0,1.0,0.0,0.0,0.6666666666666666,0.0
432,1.0,0.0,0.0,1.0,0.6666666666666666,0.0
259,0.0,1.0,1.0,0.5,1.0,1.0
115,1.0,1.0,0.0,1.0,1.0,1.0
142,0.0,0.0,0.0,1.0,0.3333333333333333,0.0
339,0.5,0.5,0.0,1.0,1.0,1.0
162,0.0,0.0,1.0,0.5,1.0,0.0
492,1.0,0.5,1.0,0.5,0.0,0.0
312,0.5,0.0,1.0,1.0,0.6666666666666666,0.0
290,0.5,0.0,0.0,1.0,1.0,0.0
456,1.0,0.0,1.0,1.0,0.6666666666666666,0.0
540,1.0,1.0,1.0,0.5,0.0,0.0
240,0.0,1.0,0.0,1.0,0.6666666666666666,0.0
463,1.0,0.5,0.0,0.0,0.3333333333333333,1.0
127,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
424,1.0,0.0,0.0,0.5,0.6666666666666666,0.0
187,0.0,0.5,0.0,0.5,1.0,1.0
333,0.5,0.5,0.0,1.0,0.0,1.0
231,0.0,1.0,0.0,0.5,0.3333333333333333,1.0
199,0.0,0.5,1.0,0.0,0.3333333333333333,1.0
473,1.0,0.5,0.0,0.5,0.6666666666666666,1.0
188,0.0,0.5,0.0,1.0,0.0,0.0
520,1.0,1.0,0.0,0.5,0.6666666666666666,0.0
118,1.0,1.0,1.0,0.0,1.0,0.0
328,0.5,0.5,0.0,0.5,0.6666666666666666,0.0
144,0.0,0.0,0.0,1.0,0.6666666666666666,0.0
337,0.5,0.5,0.0,1.0,0.6666666666666666,1.0
269,0.5,0.0,0.0,0.0,0.0,1.0
164,0.0,0.0,1.0,1.0,0.0,0.0
171,0.0,0.0,1.0,1.0,1.0,1.0
263,0.0,1.0,1.0,1.0,0.3333333333333333,1.0
501,1.0,0.5,1.0,1.0,0.0,1.0
416,1.0,0.0,0.0,0.0,0.6666666666666666,0.0
229,0.0,1.0,0.0,0.5,0.0,1.0
137,0.0,0.0,0.0,0.5,0.6666666666666666,1.0
202,0.0,0.5,1.0,0.0,1.0,0.0
555,1.0,1.0,1.0,1.0,1.0,1.0
288,0.5,0.0,0.0,1.0,0.6666666666666666,0.0
374,0.5,1.0,0.0,0.5,0.3333333333333333,0.0
496,1.0,0.5,1.0,0.5,0.6666666666666666,0.0
356,0.5,0.5,1.0,1.0,0.0,0.0
146,0.0,0.0,0.0,1.0,1.0,0.0
195,0.0,0.5,0.0,1.0,1.0,1.0
543,1.0,1.0,1.0,0.5,0.3333333333333333,1.0
400,0.5,1.0,1.0,0.5,0.6666666666666666,0.0
86,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
181,0.0,0.5,0.0,0.5,0.0,1.0
472,1.0,0.5,0.0,0.5,0.6666666666666666,0.0
6,0.0,0.0,1.0,0.5,0.6666666666666666,0.0
87,1.0,0.0,0.0,0.0,0.0,0.0
222,0.0,1.0,0.0,0.0,0.3333333333333333,0.0
321,0.5,0.5,0.0,0.0,0.6666666666666666,1.0
204,0.0,0.5,1.0,0.5,0.0,0.0
57,0.5,0.0,1.0,0.5,0.6666666666666666,0.0
317,0.5,0.5,0.0,0.0,0.0,1.0
490,1.0,0.5,1.0,0.0,1.0,0.0
9,0.0,0.5,0.0,0.0,0.0,1.0
340,0.5,0.5,1.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.5,0.3333333333333333,0.0
64,0.5,0.5,0.0,0.5,0.6666666666666666,1.0
504,1.0,0.5,1.0,1.0,0.6666666666666666,0.0
111,1.0,1.0,0.0,0.5,1.0,1.0
279,0.5,0.0,0.0,0.5,0.3333333333333333,1.0
443,1.0,0.0,1.0,0.0,1.0,1.0
431,1.0,0.0,0.0,1.0,0.3333333333333333,1.0
458,1.0,0.0,1.0,1.0,1.0,0.0
408,0.5,1.0,1.0,1.0,0.6666666666666666,0.0
114,1.0,1.0,0.0,1.0,0.3333333333333333,1.0
89,1.0,0.0,0.0,0.5,0.0,0.0
238,0.0,1.0,0.0,1.0,0.3333333333333333,0.0
289,0.5,0.0,0.0,1.0,0.6666666666666666,1.0
309,0.5,0.0,1.0,1.0,0.0,1.0
440,1.0,0.0,1.0,0.0,0.6666666666666666,0.0
460,1.0,0.5,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.5,0.3333333333333333,1.0
418,1.0,0.0,0.0,0.0,1.0,0.0
485,1.0,0.5,1.0,0.0,0.0,1.0
180,0.0,0.5,0.0,0.5,0.0,0.0
153,0.0,0.0,1.0,0.0,0.6666666666666666,1.0
165,0.0,0.0,1.0,1.0,0.0,1.0
214,0.0,0.5,1.0,1.0,0.3333333333333333,0.0
373,0.5,1.0,0.0,0.5,0.0,1.0
489,1.0,0.5,1.0,0.0,0.6666666666666666,1.0
239,0.0,1.0,0.0,1.0,0.3333333333333333,1.0
274,0.5,0.0,0.0,0.0,1.0,0.0
280,0.5,0.0,0.0,0.5,0.6666666666666666,0.0
517,1.0,1.0,0.0,0.5,0.0,1.0
7,0.0,0.0,1.0,0.5,1.0,0.0
39,0.0,1.0,1.0,0.5,1.0,0.0
46,0.5,0.0,0.0,0.0,0.6666666666666666,1.0
381,0.5,1.0,0.0,1.0,0.0,1.0
8,0.0,0.0,1.0,1.0,0.0,1.0
406,0.5,1.0,1.0,1.0,0.3333333333333333,0.0
5,0.0,0.0,1.0,0.0,0.3333333333333333,1.0
324,0.5,0.5,0.0,0.5,0.0,0.0
495,1.0,0.5,1.0,0.5,0.3333333333333333,1.0
15,0.0,0.5,0.0,0.5,0.6666666666666666,1.0
234,0.0,1.0,0.0,0.5,1.0,0.0
92,1.0,0.0,1.0,0.0,0.0,0.0
85,0.5,1.0,1.0,0.5,0.3333333333333333,0.0
91,1.0,0.0,0.0,1.0,0.3333333333333333,1.0
141,0.0,0.0,0.0,1.0,0.0,1.0
100,1.0,0.5,0.0,0.5,1.0,1.0
375,0.5,1.0,0.0,0.5,0.3333333333333333,1.0
362,0.5,0.5,1.0,1.0,1.0,0.0
285,0.5,0.0,0.0,1.0,0.0,1.0
282,0.5,0.0,0.0,0.5,1.0,0.0
396,0.5,1.0,1.0,0.5,0.0,0.0
185,0.0,0.5,0.0,0.5,0.6666666666666666,1.0
508,1.0,1.0,0.0,0.0,0.0,0.0
332,0.5,0.5,0.0,1.0,0.0,0.0
207,0.0,0.5,1.0,0.5,0.3333333333333333,1.0
481,1.0,0.5,0.0,1.0,0.6666666666666666,1.0
350,0.5,0.5,1.0,0.5,0.3333333333333333,0.0
84,0.5,1.0,1.0,0.5,0.0,1.0
353,0.5,0.5,1.0,0.5,0.6666666666666666,1.0
531,1.0,1.0,0.0,1.0,1.0,1.0
477,1.0,0.5,0.0,1.0,0.0,1.0
444,1.0,0.0,1.0,0.5,0.0,0.0
513,1.0,1.0,0.0,0.0,0.6666666666666666,1.0
208,0.0,0.5,1.0,0.5,0.6666666666666666,0.0
262,0.0,1.0,1.0,1.0,0.3333333333333333,0.0
437,1.0,0.0,1.0,0.0,0.0,1.0
31,0.0,1.0,0.0,1.0,0.3333333333333333,1.0
465,1.0,0.5,0.0,0.0,0.6666666666666666,1.0
470,1.0,0.5,0.0,0.5,0.3333333333333333,0.0
422,1.0,0.0,0.0,0.5,0.3333333333333333,0.0
264,0.0,1.0,1.0,1.0,0.6666666666666666,0.0
313,0.5,0.0,1.0,1.0,0.6666666666666666,1.0
364,0.5,1.0,0.0,0.0,0.0,0.0
196,0.0,0.5,1.0,0.0,0.0,0.0
140,0.0,0.0,0.0,1.0,0.0,0.0
334,0.5,0.5,0.0,1.0,0.3333333333333333,0.0
398,0.5,1.0,1.0,0.5,0.3333333333333333,0.0
159,0.0,0.0,1.0,0.5,0.3333333333333333,1.0
65,0.5,0.5,0.0,1.0,0.0,0.0
131,0.0,0.0,0.0,0.0,1.0,1.0
108,1.0,1.0,0.0,0.0,0.3333333333333333,0.0
67,0.5,0.5,0.0,1.0,0.3333333333333333,1.0
169,0.0,0.0,1.0,1.0,0.6666666666666666,1.0
32,0.0,1.0,0.0,1.0,0.6666666666666666,0.0
397,0.5,1.0,1.0,0.5,0.0,1.0
310,0.5,0.0,1.0,1.0,0.3333333333333333,0.0
537,1.0,1.0,1.0,0.0,0.6666666666666666,1.0
68,0.5,0.5,0.0,1.0,0.6666666666666666,1.0
439,1.0,0.0,1.0,0.0,0.3333333333333333,1.0
518,1.0,1.0,0.0,0.5,0.3333333333333333,0.0
179,0.0,0.5,0.0,0.0,1.0,1.0
255,0.0,1.0,1.0,0.5,0.3333333333333333,1.0
542,1.0,1.0,1.0,0.5,0.3333333333333333,0.0
78,0.5,1.0,0.0,0.5,0.6666666666666666,0.0
281,0.5,0.0,0.0,0.5,0.6666666666666666,1.0
351,0.5,0.5,1.0,0.5,0.3333333333333333,1.0
552,1.0,1.0,1.0,1.0,0.6666666666666666,0.0
383,0.5,1.0,0.0,1.0,0.3333333333333333,1.0
126,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
253,0.0,1.0,1.0,0.5,0.0,1.0
287,0.5,0.0,0.0,1.0,0.3333333333333333,1.0
268,0.5,0.0,0.0,0.0,0.0,0.0
447,1.0,0.0,1.0,0.5,0.3333333333333333,1.0
157,0.0,0.0,1.0,0.5,0.0,1.0
304,0.5,0.0,1.0,0.5,0.6666666666666666,0.0
475,1.0,0.5,0.0,0.5,1.0,1.0
245,0.0,1.0,1.0,0.0,0.0,1.0
230,0.0,1.0,0.0,0.5,0.3333333333333333,0.0
346,0.5,0.5,1.0,0.0,1.0,0.0
322,0.5,0.5,0.0,0.0,1.0,0.0
423,1.0,0.0,0.0,0.5,0.3333333333333333,1.0
198,0.0,0.5,1.0,0.0,0.3333333333333333,0.0
109,1.0,1.0,0.0,0.0,1.0,1.0
452,1.0,0.0,1.0,1.0,0.0,0.0
478,1.0,0.5,0.0,1.0,0.3333333333333333,0.0
2,0.0,0.0,0.0,1.0,0.3333333333333333,0.0
357,0.5,0.5,1.0,1.0,0.0,1.0
453,1.0,0.0,1.0,1.0,0.0,1.0
69,0.5,0.5,0.0,1.0,1.0,1.0
33,0.0,1.0,0.0,1.0,1.0,0.0
426,1.0,0.0,0.0,0.5,1.0,0.0
163,0.0,0.0,1.0,0.5,1.0,1.0
55,0.5,0.0,1.0,0.0,0.6666666666666666,0.0
258,0.0,1.0,1.0,0.5,1.0,0.0
43,0.0,1.0,1.0,1.0,1.0,0.0
500,1.0,0.5,1.0,1.0,0.0,0.0
27,0.0,1.0,0.0,0.0,1.0,0.0
61,0.5,0.5,0.0,0.0,0.3333333333333333,0.0
113,1.0,1.0,0.0,1.0,0.3333333333333333,0.0
45,0.5,0.0,0.0,0.0,0.6666666666666666,0.0
553,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
457,1.0,0.0,1.0,1.0,0.6666666666666666,1.0
352,0.5,0.5,1.0,0.5,0.6666666666666666,0.0
449,1.0,0.0,1.0,0.5,0.6666666666666666,1.0
107,1.0,1.0,0.0,0.0,0.0,0.0
469,1.0,0.5,0.0,0.5,0.0,1.0
549,1.0,1.0,1.0,1.0,0.0,1.0
365,0.5,1.0,0.0,0.0,0.0,1.0
347,0.5,0.5,1.0,0.0,1.0,1.0
53,0.5,0.0,0.0,1.0,1.0,0.0
36,0.0,1.0,1.0,0.5,0.0,1.0
24,0.0,0.5,1.0,1.0,0.6666666666666666,0.0
80,0.5,1.0,0.0,1.0,0.6666666666666666,0.0
271,0.5,0.0,0.0,0.0,0.3333333333333333,1.0
307,0.5,0.0,1.0,0.5,1.0,1.0
486,1.0,0.5,1.0,0.0,0.3333333333333333,0.0
494,1.0,0.5,1.0,0.5,0.3333333333333333,0.0
16,0.0,0.5,0.0,0.5,1.0,1.0
509,1.0,1.0,0.0,0.0,0.0,1.0
476,1.0,0.5,0.0,1.0,0.0,0.0
81,0.5,1.0,0.0,1.0,1.0,1.0
139,0.0,0.0,0.0,0.5,1.0,1.0
451,1.0,0.0,1.0,0.5,1.0,1.0
550,1.0,1.0,1.0,1.0,0.3333333333333333,0.0
479,1.0,0.5,0.0,1.0,0.3333333333333333,1.0
533,1.0,1.0,1.0,0.0,0.0,1.0
178,0.0,0.5,0.0,0.0,1.0,0.0
377,0.5,1.0,0.0,0.5,0.6666666666666666,1.0
256,0.0,1.0,1.0,0.5,0.6666666666666666,0.0
52,0.5,0.0,0.0,0.5,1.0,1.0
390,0.5,1.0,1.0,0.0,0.3333333333333333,0.0
384,0.5,1.0,0.0,1.0,0.6666666666666666,0.0
519,1.0,1.0,0.0,0.5,0.3333333333333333,1.0
378,0.5,1.0,0.0,0.5,1.0,0.0
25,0.0,0.5,1.0,1.0,0.6666666666666666,1.0
320,0.5,0.5,0.0,0.0,0.6666666666666666,0.0
455,1.0,0.0,1.0,1.0,0.3333333333333333,1.0
299,0.5,0.0,1.0,0.0,1.0,1.0
407,0.5,1.0,1.0,1.0,0.3333333333333333,1.0
525,1.0,1.0,0.0,1.0,0.0,1.0
355,0.5,0.5,1.0,0.5,1.0,1.0
203,0.0,0.5,1.0,0.0,1.0,1.0
191,0.0,0.5,0.0,1.0,0.3333333333333333,1.0
409,0.5,1.0,1.0,1.0,0.6666666666666666,1.0
23,0.0,0.5,1.0,1.0,0.3333333333333333,1.0
213,0.0,0.5,1.0,1.0,0.0,1.0
547,1.0,1.0,1.0,0.5,1.0,1.0
117,1.0,1.0,1.0,0.0,0.6666666666666666,1.0
297,0.5,0.0,1.0,0.0,0.6666666666666666,1.0
12,0.0,0.5,0.0,0.0,1.0,1.0
522,1.0,1.0,0.0,0.5,1.0,0.0
349,0.5,0.5,1.0,0.5,0.0,1.0
450,1.0,0.0,1.0,0.5,1.0,0.0
391,0.5,1.0,1.0,0.0,0.3333333333333333,1.0
474,1.0,0.5,0.0,0.5,1.0,0.0
480,1.0,0.5,0.0,1.0,0.6666666666666666,0.0
243,0.0,1.0,0.0,1.0,1.0,1.0
223,0.0,1.0,0.0,0.0,0.3333333333333333,1.0
361,0.5,0.5,1.0,1.0,0.6666666666666666,1.0
143,0.0,0.0,0.0,1.0,0.3333333333333333,1.0
249,0.0,1.0,1.0,0.0,0.6666666666666666,1.0
275,0.5,0.0,0.0,0.0,1.0,1.0
72,0.5,0.5,1.0,0.0,1.0,0.0
150,0.0,0.0,1.0,0.0,0.3333333333333333,0.0
336,0.5,0.5,0.0,1.0,0.6666666666666666,0.0
216,0.0,0.5,1.0,1.0,0.6666666666666666,0.0
420,1.0,0.0,0.0,0.5,0.0,0.0
22,0.0,0.5,1.0,0.5,1.0,1.0
