,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
12988,0.010637435280304624,0.2364164580757361,0.5527274159277187,0.0026077209430050595,0.5135678804548627,0.0051140120344376466,0.0034893380795740026,0.011220206754371397,0.010716956687157957,0.49509155096285473,0.2546968096344812,0.42542168903239674,0.029605990187447664,0.004181345004208007
6225,0.010600835696975307,0.23693114991405048,0.5504433688153945,0.002613329348189118,0.5129817407209748,0.005171016592495427,0.0035047691720042112,0.019774409326194297,0.01078873578914728,0.5017425045543904,0.2682752306500459,0.4275841428484111,0.029851947828130086,0.004194262571028249
10194,0.010542594338751793,0.23425113342782755,0.5492140241177568,0.002576476345879378,0.5122815660194042,0.005132522534518817,0.0034838876478440663,0.019014282959820737,0.010784876290779906,0.4989964902891138,0.2600408479470385,0.4250971101945154,0.029686859272832298,0.004182058759254411
2040,0.010597493713745769,0.23486836153080606,0.5493030574384771,0.002611735873735709,0.5109952515839458,0.005136802740243291,0.0035129271233922004,0.010838289604437492,0.010668448090030746,0.49498656840848504,0.2587393478413973,0.4239083928921449,0.02964980796157565,0.004182772514300817
6888,0.010550900627166957,0.23167365320626876,0.5518490679752281,0.0025796945393833223,0.5116954262855162,0.005155341033868129,0.003498416233721591,0.027001171706984156,0.010868309564309933,0.5006865035663193,0.2626410310585254,0.4270424755670119,0.02953865402780571,0.004169141192434169
11289,0.010619135488639967,0.23713823295837233,0.5520237102581795,0.0026021125378209993,0.5180129634951262,0.0051838294161251856,0.003559220400682825,0.019967221867908374,0.0107499137761578,0.49688654679442984,0.264229875343334,0.42542168903239674,0.029713793736689073,0.0042136319236601195
3373,0.010951906168272489,0.23620937503141426,0.5543077573705035,0.0026253585180825065,0.5176617357946641,0.005129687593064945,0.0035365338634173126,0.011598415970811052,0.010732470357066032,0.5032204942413981,0.27607577998450594,0.43428437743038945,0.030182124938725654,0.0043578944142159855
2684,0.010389512038975441,0.2294037817787026,0.547019010326153,0.002576476345879378,0.511227882918018,0.005142500416694703,0.003517475048569452,0.013882503003425983,0.010771292370055516,0.49435255611935075,0.25426297626593414,0.42098929100600474,0.029363448625108056,0.004095218561941728
6566,0.01056423611364599,0.23517798083979213,0.551760034654508,0.0025981132293889115,0.5127491093869024,0.005129687593064945,0.003490240586126687,0.022058496358809226,0.010773222119239204,0.49699152934879953,0.2616296922318474,0.4265029159404039,0.02967674242543243,0.004182772514300817
14096,0.010597493713745769,0.2457975210350131,0.550883398881262,0.002635762968925358,0.5156729659582816,0.005168153857497887,0.0035065741851095797,0.00551369710632866,0.010656793918490044,0.4908696054920285,0.2587393478413973,0.42261218519541116,0.02969362573570363,0.00417056870252698
13514,0.010550900627166957,0.23517798083979213,0.5522000647203754,0.002616547541693064,0.5129817407209748,0.005146780622419179,0.0034866128637090345,0.01407160761164581,0.01072857302047937,0.49319157257691015,0.2610521867737165,0.42347632365990046,0.02962622388224739,0.004168427437387763
12731,0.010892010041653764,0.2457975210350131,0.5582577548878437,0.0026774276391924546,0.5152054225907834,0.005131105063791879,0.003509299400974548,0.00779778413894359,0.010668448090030746,0.49371854383021646,0.2655313754489752,0.4298540870587887,0.02990246637131512,0.004275364737575711
12990,0.010612483968620011,0.23600430250208587,0.5519363891167038,0.0025860996817940875,0.5128654250539386,0.005149643357416717,0.003511122110286832,0.01578096495261242,0.010771292370055516,0.49551353966179157,0.2539728149869709,0.4247725313566341,0.029612756650319,0.004182058759254411
5439,0.010639090048699834,0.23610683876675012,0.5526383826069983,0.0026157351821677953,0.51695928039374,0.005166736386770952,0.003537436369969997,0.02661925455705025,0.010850828306998881,0.5055424613262798,0.26943024156630746,0.42866326210162686,0.029926050450643376,0.004219383949622329
12761,0.010575884385290694,0.23229088130924738,0.5514090379093607,0.0026013158005942943,0.5156729659582816,0.005146780622419179,0.003512024616839516,0.013689690461711906,0.010668448090030746,0.4948795273726573,0.2636523698852031,0.42434046212438953,0.029777845205616788,0.004171296452770374
8393,0.010657389840364495,0.23703368617871462,0.5542187240497833,0.0026269519925359156,0.5150891069237472,0.005152478298870591,0.003502946462691927,0.020534535692567857,0.010757708449331124,0.49941847898805064,0.2665427142756532,0.4276916332427745,0.029754261126288532,0.004199286846747065
11060,0.010705670141777637,0.2442514350050765,0.5559754199547643,0.0026317636604932704,0.5145029671898592,0.005186692151122723,0.0035192800616748203,0.023389644483336518,0.010784876290779906,0.49815251289124013,0.2594633424889076,0.4281237024750189,0.029781195590145314,0.0042416223176368105
11917,0.010768875805186777,0.23919901082662326,0.5595761329062017,0.002651791447250833,0.5242119043383464,0.005299283796511348,0.003616379149019493,0.03955252658588318,0.010942018415482946,0.5051204726273429,0.26336502570603565,0.43309566012801887,0.029794662822073707,0.0042330152714889786
14411,0.010589187425330604,0.23187872573559715,0.5488630273726096,0.0025660718950365254,0.5128654250539386,0.0051538957695975275,0.0035102019075272314,0.017872239443513273,0.010812006294009397,0.49688654679442984,0.2636523698852031,0.4242329717300264,0.029713793736689073,0.00417487922319939
7827,0.010542594338751793,0.2305397227499824,0.5518490679752281,0.002576476345879378,0.5086552540471011,0.005104034152261759,0.003468456555413858,0.015402755736173102,0.01071498909975498,0.4935085787214773,0.2552743150926121,0.4222876063575299,0.029467901789820946,0.004134685017448862
13978,0.010575884385290694,0.243324587593112,0.5521127435788997,0.002613329348189118,0.5141517394893972,0.0051838294161251856,0.003512024616839516,0.013689690461711906,0.010786806039963594,0.49435255611935075,0.25411648707655476,0.42261218519541116,0.029659924808975512,0.004149044089558905
5800,0.010570887633665947,0.23858178272364466,0.5502687265324433,0.002606924205778354,0.5131003370873645,0.005151060828143653,0.003511122110286832,0.014449816828085129,0.010794562874917634,0.5026914645066335,0.2649538699908445,0.4275841428484111,0.0298081300540021,0.004186369279926821
5368,0.010743924493502165,0.23342481176553373,0.5546587541156508,0.0025989099666156165,0.5166080526932779,0.005188109621849661,0.0035338086475523445,0.018636073743381082,0.010798422373285007,0.5030084706512007,0.26856539192900913,0.4301765582418787,0.02998333545669975,0.004253826129410648
11861,0.010980199463186643,0.253944127788333,0.5676524824030779,0.0027399168334438172,0.5271357609097254,0.0052707954142542915,0.0036263598097197656,0.036319208578674864,0.010963359171161376,0.504274436748011,0.26870906401859296,0.439688404315634,0.029868765444586998,0.0042976031055901925
12559,0.01054593632198133,0.2305397227499824,0.5506197232775905,0.0026093300397570314,0.5154380539248555,0.0051781317396737735,0.003522005277539788,0.021865683817094812,0.010753811112744462,0.49836453648143764,0.26350869779561953,0.424125481335663,0.029740793894360146,0.00417632072848919
7847,0.010620790257035176,0.23682861364938623,0.5528147370691944,0.002618937753373178,0.5142703358557869,0.005115429505164583,0.003461201110578554,0.010838289604437492,0.010705302515617254,0.49498656840848504,0.2616296922318474,0.42434046212438953,0.029683508888303768,0.004169854947480575
4407,0.010436105125554256,0.2393035576062809,0.5494776997214283,0.002630966923266565,0.5150891069237472,0.005135385269516355,0.0034702792647261418,0.007986888747163417,0.010697545680663214,0.4879136261180128,0.24313824917247692,0.41980057370363416,0.02899286981872731,0.004093063301605523
3825,0.010502652772192934,0.23806508037033683,0.5497413753251,0.0025812880138367327,0.5111115672509821,0.005139665475240829,0.0034739069871437944,0.00855791050531715,0.010664550753444083,0.4941405325291533,0.2571505035565884,0.4218555371252853,0.029707092967632024,0.004138281783074867
14865,0.01058253590531065,0.24311750454879016,0.5522000647203754,0.002646183042066773,0.5129817407209748,0.005131105063791879,0.0035074943878691794,0.016162882102546662,0.010707232264800939,0.49319157257691015,0.2603310092260017,0.42542168903239674,0.02967674242543243,0.004181345004208007
2636,0.010319622409107223,0.22857947063140224,0.5434200095539602,0.0025780854426313503,0.5127491093869024,0.005135385269516355,0.003524730493404756,0.010649184996217665,0.010697545680663214,0.4932965551312796,0.2512289597859005,0.4181797871690192,0.029292696387123292,0.004062917647292625
12533,0.010540939570356582,0.231776189470933,0.5520237102581795,0.002610126776983737,0.5150891069237472,0.005179549210400711,0.003523827986852072,0.01806505198522735,0.010751881363560773,0.4939305674204139,0.25845200366222987,0.4236934121034184,0.029605990187447664,0.004156223625613925
1494,0.010610829200224802,0.23806508037033683,0.5529893793521455,0.0026077209430050595,0.5131003370873645,0.0050983086822666834,0.003523827986852072,0.015591860344392593,0.010759638198514812,0.49677950575860186,0.2637960419747869,0.4271520736161665,0.029700326504760684,0.004204311122465881
10484,0.010605832448600054,0.23755038853202246,0.5522000647203754,0.002629357826514593,0.5154380539248555,0.005145363151692241,0.0034947885113039393,0.017112113077139713,0.010786806039963594,0.49836453648143764,0.263218536516656,0.4250971101945154,0.02962957426677592,0.004184927774637022
2818,0.010500998003797727,0.22909617298471008,0.5468443680432018,0.0025788821798580553,0.5101764805159855,0.005109731828713171,0.003517475048569452,0.012551354878898689,0.01073440010624972,0.4953015160715941,0.25801817029368257,0.424125481335663,0.029525186795877317,0.004135412767692255
13598,0.010544249107147002,0.231776189470933,0.551760034654508,0.0026013158005942943,0.5108766552175559,0.0051481980931461155,0.0034884355730213186,0.016351986710766153,0.01074215694120376,0.4963575170596651,0.2617733643214312,0.4240158832865082,0.02972391058408894,0.004163403161668947
11752,0.010875365018384316,0.24744815384460728,0.5654574686114741,0.0027134839042754905,0.5326322463520214,0.005362013824564206,0.003655399285267899,0.0399307358023225,0.011019662441461912,0.5114544200743112,0.28691034579899993,0.4401204735478784,0.030306746104423986,0.004322010729137867
7731,0.01065242553517887,0.23847723594398706,0.5548333963986022,0.0026157351821677953,0.5135678804548627,0.005152478298870591,0.003498416233721591,0.015402755736173102,0.01075574086192815,0.496464558095493,0.263218536516656,0.4260708467081593,0.02973067704696028,0.004202869617176081
394,0.010672380095238736,0.231156950852961,0.5507070444190661,0.002574086134199262,0.5109952515839458,0.005155341033868129,0.0035664758455181303,0.02414977084971008,0.010817833379779748,0.49509155096285473,0.25281780407070936,0.42855577170726356,0.029713793736689073,0.004207893892894897
6479,0.010569232865270737,0.23476582526614193,0.5514980712300809,0.0025925048242048513,0.5126327937198663,0.00516959912176849,0.0035056716785568953,0.02528810643252296,0.010846968808631504,0.4996305025782481,0.26307486442707245,0.4270424755670119,0.029720560199560417,0.004182058759254411
14731,0.010550900627166957,0.23816761663500105,0.5482483550237908,0.002590098990226174,0.5116954262855162,0.005106869093715633,0.0035011414495865587,0.021487474600655494,0.010730540607882347,0.49361356127584677,0.25902950912036055,0.4208818006116414,0.029612756650319,0.004150471599651716
1019,0.010577539153685903,0.2409521799008816,0.5491267029762812,0.002613329348189118,0.5170755960607761,0.0051538957695975275,0.003551044753087922,0.008175993355382908,0.010699475429846903,0.492874566432343,0.25599549264032684,0.4233688332655371,0.029488069790806388,0.004156937380660331
1129,0.010672380095238736,0.23950863013560925,0.5528147370691944,0.0026269519925359156,0.5161405093257797,0.005025628565581604,0.0035419665989403337,0.019203387568040565,0.010775151868422893,0.49699152934879953,0.26567504753855903,0.4294199101717528,0.02976096189534559,0.004210049153231102
7292,0.010590842193725813,0.23589975572242827,0.551760034654508,0.002614141707714386,0.5132166527544006,0.005138220210970229,0.003517475048569452,0.022629518116962958,0.010821730716366412,0.4977305241923033,0.26581871962814285,0.4263954255460406,0.029673392040903905,0.004195690081121061
5517,0.01064574156871979,0.24177649104818197,0.5526383826069983,0.0026341694944719478,0.5146192828568952,0.005142500416694703,0.0035338086475523445,0.01806505198522735,0.010753811112744462,0.4996305025782481,0.2616296922318474,0.4246650409622708,0.029707092967632024,0.004186369279926821
9573,0.010554242610396496,0.23033263970566056,0.5498286964665756,0.002594113920956825,0.5118140226519061,0.005136802740243291,0.0034566708816082168,0.016351986710766153,0.010707232264800939,0.49699152934879953,0.2617733643214312,0.4219630275196486,0.02962957426677592,0.004177034483535596
9856,0.010524294547087133,0.23105441458829679,0.5515853923715566,0.0025812880138367327,0.5120466539859783,0.005111149299440109,0.0034648288329962055,0.015973777494326834,0.010703372766433565,0.4958305458063587,0.2545503204451018,0.4189364352391451,0.02953865402780571,0.004159092640996536
8365,0.010585845442101066,0.2364164580757361,0.5504433688153945,0.0026045183717996767,0.5138005117889352,0.005136802740243291,0.003476632203008762,0.016733903860700394,0.010722745934709019,0.497096511903169,0.2604746813155856,0.4249896198001521,0.029639691114175783,0.004172723962863185
4021,0.010607487216995264,0.23950863013560925,0.552463740324047,0.0026021125378209993,0.5131003370873645,0.005128242328794342,0.0034784372161141305,0.016923008468919885,0.010775151868422893,0.49699152934879953,0.26336502570603565,0.42682749477828524,0.02982836374880183,0.0041885105450660395
14050,0.010619135488639967,0.24538536546136294,0.5522000647203754,0.0026021125378209993,0.514035423822361,0.005171016592495427,0.0035183775551221362,0.01578096495261242,0.010771292370055516,0.4953015160715941,0.2600408479470385,0.4236934121034184,0.02969697612023216,0.004175592978245796
14260,0.011010147526496008,0.26105732983503716,0.5578194370012207,0.002674225067987072,0.5146192828568952,0.005108286564442568,0.003492965801991655,0.0095071414799102,0.010689788845709175,0.4941405325291533,0.2655313754489752,0.43125778514988594,0.029932816913514713,0.0043126759327466405
3180,0.010615793505410429,0.23878685525297305,0.549565020862904,0.0026053307313249436,0.5145029671898592,0.0051838294161251856,0.0035310834316873768,0.012169437728964784,0.010757708449331124,0.4984695190358073,0.25917318120994437,0.42434046212438953,0.029579055723590878,0.00419282106573845
11186,0.01063412574351421,0.23321973923620534,0.5520237102581795,0.0025860996817940875,0.5181292791621623,0.0051923898275741355,0.0035465145241175854,0.025480918974237033,0.010829487551320452,0.5030084706512007,0.2727544193253046,0.42823119286938227,0.03001362030508506,0.004242350067880204
2735,0.01047770146050832,0.23270504739789097,0.5492140241177568,0.0025684777290152024,0.5109952515839458,0.005135385269516355,0.0035319859382400612,0.015402755736173102,0.010711129601387604,0.49382352638458615,0.2587393478413973,0.4230442544276558,0.029464485711478132,0.004130388491973439
14590,0.010469395172093155,0.24177649104818197,0.5471953647883488,0.0026149384449410916,0.5126327937198663,0.005145363151692241,0.003482082634738698,0.015020838586238861,0.010726643271295681,0.492135571588839,0.2518064652440314,0.4188289448447818,0.029467901789820946,0.004114587914573597
4767,0.010494346483777771,0.239715713179931,0.5514090379093607,0.002606127468551649,0.5142703358557869,0.005156758504595065,0.003509299400974548,0.020727348234281934,0.010740227192020071,0.49371854383021646,0.2557081484611592,0.4246650409622708,0.029349981393179663,0.00415837888595013
4886,0.010562548898811659,0.23414658664816992,0.5516727135130323,0.0025500434167110507,0.5118140226519061,0.005141082945967767,0.003538338876522681,0.017112113077139713,0.01074798402697411,0.49815251289124013,0.26394253116416655,0.42585375826464134,0.02964980796157565,0.00417056870252698
3276,0.010669038112009198,0.2389939382972948,0.5496540541836243,0.0026149384449410916,0.5149705105573573,0.005149643357416717,0.0035147498327044837,0.013118668703558174,0.010782908703376929,0.5024814993978941,0.2653848862595958,0.4287728601507817,0.029794662822073707,0.004227990995770162
1737,0.010534288050336627,0.23713823295837233,0.5491267029762812,0.0025989099666156165,0.5120466539859783,0.005168153857497887,0.0035392413830753655,0.01654109131898598,0.01073440010624972,0.49371854383021646,0.25325163743925644,0.42077431021727807,0.029427434400221483,0.004136840277785067
6691,0.010813814123370383,0.2393035576062809,0.5532530549558171,0.0026085333025303264,0.5079527986461769,0.005092611005815271,0.003487515370261719,0.015973777494326834,0.01074798402697411,0.49815251289124013,0.26928656947672364,0.4292049293830261,0.029949634529971632,0.004296175595497381
11972,0.01066572857521878,0.23919901082662326,0.557028410190206,0.0026646017320723623,0.5233931332703861,0.00527791056143264,0.003564653136205847,0.028714236981445353,0.01089158006917205,0.5015304809641927,0.26249735896894155,0.4294199101717528,0.029811546132344907,0.004212204413567307
12722,0.011043437573034906,0.25559275008293375,0.5629114580747229,0.0027014547343821036,0.5159055972923537,0.005104034152261759,0.0034884355730213186,0.009125224329976296,0.010697545680663214,0.49677950575860186,0.27419959152052964,0.43547309473275997,0.030198942555182576,0.00435573915387978
8708,0.010550900627166957,0.23167365320626876,0.5516727135130323,0.0025917080869781476,0.511227882918018,0.0051481980931461155,0.0034920632954389703,0.01882517835160091,0.01075574086192815,0.4963575170596651,0.25888583703077694,0.42563877747591466,0.029589172570990748,0.004182772514300817
7366,0.010662386591989242,0.24023040501824539,0.5548333963986022,0.0026349662316986528,0.514386651522823,0.0051624561810464775,0.0034847901543967512,0.020727348234281934,0.01083141730050414,0.49984252616844554,0.26856539192900913,0.4284482813129004,0.029855298212658605,0.004222966720051346
11428,0.010549245858771749,0.2297134010876886,0.5522000647203754,0.002594113920956825,0.5126327937198663,0.005128242328794342,0.0035519472596406056,0.015402755736173102,0.010654864169306357,0.4910795706007679,0.2570068314670048,0.4227196755897745,0.029420733631164434,0.004173451713106579
2257,0.010737272973482207,0.2305397227499824,0.5516727135130323,0.002622952684103829,0.5100578841495956,0.005141082945967767,0.003535613660657713,0.01578096495261242,0.010732470357066032,0.49741351804773615,0.2557081484611592,0.42963699861527077,0.029888999139386727,0.004258850405129463
3169,0.010612483968620011,0.23950863013560925,0.5492140241177568,0.002606924205778354,0.5149705105573573,0.005176714268946839,0.003524730493404756,0.00931803687169071,0.010759638198514812,0.5001574738315544,0.26018452003662235,0.4246650409622708,0.029616107034847527,0.0042136319236601195
4312,0.010908655064923216,0.2549735114649618,0.5573794069353533,0.0026718192340083944,0.5122815660194042,0.005096891211539747,0.0034802599254264146,0.012740459487118517,0.010716956687157957,0.4898136045039574,0.2546968096344812,0.42747454479925634,0.029481369021749332,0.00426387468084828
