,id,start,end,event,size
11696,0.799412915851272,0.0,0.18593479127837417,0.0,0.004853583562530335
4161,0.31409001956947163,0.052672689807561006,0.07911298395826381,1.0,0.04724154667529526
10554,0.6974070450097848,0.0,0.12456711321998584,0.0,0.0013751820093835948
3638,0.325587084148728,0.9241194882703437,0.9391471062205474,0.0,0.10111632421938198
7800,0.5802348336594912,0.7876594417317717,0.8735970602358648,1.0,0.004772690503154829
719,0.04892367906066536,0.10717393676060602,0.11343617488829384,1.0,0.0681119559941757
9592,0.7309197651663405,0.0,0.19998250140395712,0.0,0.015612360459472577
11120,0.7162426614481409,0.30923001353746926,0.31982702841283667,1.0,0.0536320983659602
1493,0.23507827788649707,0.002147658294401798,0.2714952957262731,0.0,0.0016987542468856172
2696,0.2566046966731898,0.7404667891509708,0.8735970602358648,1.0,0.2544895647953406
3899,0.33977495107632094,0.0,0.2783726509152173,0.0,0.00347840155314674
12609,0.8593444227005871,0.02973223674539365,0.0603716823882735,1.0,0.0016987542468856172
4956,0.399706457925636,0.0,0.8494881660657458,0.0,0.0033166154343957288
2770,0.1533757338551859,0.15415863578368527,0.20651191939251384,0.0,0.02637113735641482
15331,0.20327788649706457,0.1708497258956985,0.17004311572676145,1.0,0.0037210807312732567
9926,0.6827299412915852,0.6855378544622173,0.8735975689159823,1.0,0.0056625141562853904
1723,0.11448140900195694,0.0,0.0283792637567451,0.0,0.0007280375343795502
13383,0.8911448140900196,0.05902090752776513,0.06372439304288377,1.0,0.005986086393787413
2678,0.2556262230919765,0.1984143285123279,0.9072259028054726,1.0,0.08647468047241547
2568,0.24951076320939333,0.11083924626567143,0.1533116093011142,1.0,0.015450574340721565
8009,0.5929549902152642,0.0,9.105374103705633e-05,0.0,0.0016987542468856172
8610,0.6320939334637965,0.0,0.009396847811047718,0.0,0.0029930431968937066
2071,0.12206457925636008,0.20125038479091192,0.20195923234066104,1.0,0.32381491668014883
9239,0.6709882583170255,0.005082569343035784,0.0203756907875996,1.0,0.07862805371299142
1074,0.09393346379647749,0.0,0.3842630649401385,1.0,0.0013751820093835948
5530,0.43566536203522505,0.06187642743983048,0.24031320452196278,0.0,0.011405921371946287
14044,0.19398238747553817,0.21811613540337613,0.23158984918651876,0.0,0.025723992881410775
1344,0.10371819960861056,0.0,0.01911212937566637,0.0,0.04190260475651189
9466,0.7226027397260274,0.6855373422613361,0.8735970602358648,1.0,0.0007280375343795502
14805,0.9569471624266145,0.1881144809945302,0.21591792344567703,0.0,0.002912150137518201
1958,0.12157534246575342,0.03759554467185595,0.04017199492133771,0.0,0.03640187671897751
2135,0.12279843444227005,0.0,0.0011221483392611523,0.0,0.0008089305937550558
124,0.011741682974559686,0.01888330988306966,0.04346366396184492,0.0,0.00493447662190584
7656,0.5743639921722113,0.8324391159617672,0.8392987946315935,0.0,0.04683708137841773
4463,0.37891389432485323,0.0,0.002611055043258157,1.0,0.0038019737906487623
8458,0.6201076320939335,0.07519467474987951,0.07743586561078239,1.0,0.07223750202232648
6119,0.4589041095890411,0.5153611605242683,0.644494148143928,1.0,0.018362724478239768
4819,0.39090019569471623,0.030677759571882016,0.030865183491091994,0.0,0.04319689370651998
14993,0.976027397260274,0.4649175689512021,0.6544937818942433,1.0,0.0016178611875101116
6910,0.5550391389432485,0.26834562700814757,0.33536466260265163,0.0,0.014803429865717522
6606,0.4909491193737769,0.05432812305523728,0.06058888879845687,0.0,0.0004853583562530335
10246,0.7722602739726028,0.0,0.000690787599599567,1.0,0.04813137032842582
5940,0.450587084148728,0.2718234709907348,0.27580635972230133,0.0,0.5153696812813461
82,0.008561643835616438,0.9357300578428455,0.935982098529304,0.0,0.003640187671897751
3085,0.27862035225048926,0.17258557468170557,0.24577592030406864,1.0,0.022811842743892575
584,0.07216242661448141,0.5147337144449355,0.7039675014446516,1.0,0.0012942889500080893
10054,0.7597847358121331,0.5800306193686714,0.7087404469873929,1.0,0.030092218087688076
14581,0.9456947162426614,0.17085023809657957,0.20927405243067707,1.0,0.019576120368872352
3965,0.30528375733855184,0.0,0.004632549830304313,1.0,0.012376638084452354
13696,0.17000978473581213,0.03430875161791453,0.049393348091839144,1.0,0.003963759909399773
1112,0.09637964774951076,0.29199189288445415,0.29001837352584503,1.0,0.0029930431968937066
9622,0.7326320939334638,0.055010374628846434,0.058149767634922314,1.0,0.14576929299466107
14576,0.9454500978473581,0.058543024105710065,0.0677816256602668,1.0,0.019171655071994823
7291,0.5330234833659491,0.0,0.1724659591265352,1.0,0.0008089305937550558
14647,0.9483855185909981,0.0,0.15160193542611117,1.0,0.006552337809415952
564,0.06922700587084149,0.0,0.20286315690950377,0.0,0.00032357223750202233
4258,0.36032289628180036,0.0,2.89947666989509e-05,1.0,0.0015369681281346061
6325,0.4743150684931507,0.8336069339706478,0.8326452586943606,1.0,0.2479372269859246
11098,0.7159980430528375,0.26630809190317967,0.2746750551409247,1.0,0.015855039637599093
14485,0.9388454011741683,0.19455130946716254,0.4806706642141503,0.0,0.006471444750040446
5192,0.41731898238747556,0.7876589295308906,0.8735965515557472,1.0,0.004449118265652807
9168,0.6670743639921722,0.3846623494961736,0.9268167001717305,0.0,0.0016987542468856172
4181,0.3441780821917808,0.0,0.7330950336542765,0.0,0.005338941918783369
8205,0.6083659491193738,0.40323219244001746,0.4378072427909854,1.0,0.021760232972011
3977,0.30601761252446186,0.0,0.1654716075105602,1.0,0.022811842743892575
4222,0.3559197651663405,0.2265326202814134,0.2878656392684773,0.0,0.07628215499110176
6657,0.5004892367906066,0.0,0.033941680841885945,1.0,0.008574664293803592
10768,0.7035225048923679,0.08714790671182912,0.10339686408881148,1.0,0.027018281831418866
5132,0.41291585127201563,0.2546422046355204,0.791944745130914,0.0,0.0012133958906325837
331,0.0273972602739726,0.5460921889877834,0.5423404982623488,0.0,0.020223264843876397
11334,0.7793542074363993,0.512191661472096,0.5098251564700041,0.0,0.2362077333764763
4505,0.38478473581213307,0.030129192428236817,0.03510350623031408,1.0,0.05492638731596829
3558,0.3211839530332681,0.03078224855162396,0.14369602903953055,0.0,0.0015369681281346061
13478,0.14897260273972604,0.0,0.02535668649840885,0.0,0.0005662514156285391
11894,0.833904109589041,0.3889161778136091,0.8865088876590134,1.0,0.014075392331337972
12405,0.8546966731898239,0.1949103622848052,0.22956123287782723,1.0,0.02798899854392493
7084,0.523238747553816,0.0,0.023317387907249302,1.0,0.00032357223750202233
14135,0.9082681017612525,0.6689210334779618,0.70773376903481,0.0,0.00032357223750202233
13021,0.8708414872798435,0.15083957407423532,0.24467767993033118,1.0,0.00914091570943213
3283,0.26467710371819964,0.0,0.0006241505042037324,1.0,0.00024267917812651675
11880,0.8334148727984344,0.9917802002603004,0.9999242066624887,0.0,0.004772690503154829
12132,0.838307240704501,0.21027331551215733,0.21406531045764932,1.0,0.009221808768807637
9946,0.6844422700587084,0.2155479601856011,0.24169732312174955,0.0,0.0012133958906325837
8553,0.6245107632093934,0.0,0.021160584208941374,0.0,0.001941433425012134
2081,0.12206457925636008,0.22122878015774763,0.22483661194625082,1.0,0.2842582106455266
6637,0.4997553816046967,0.0,0.15846352153141202,1.0,0.0006471444750040447
4277,0.36179060665362034,0.20664129906436265,0.24946588587659826,1.0,0.0046109043844038185
72,0.007583170254403131,0.0,0.18607671303116377,0.0,0.0005662514156285391
7896,0.5809686888454012,0.8602219161537402,0.8735975689159823,1.0,0.011082349134444265
10537,0.6954500978473581,0.26998774303291556,0.30165341385400474,1.0,0.021760232972011
8487,0.6186399217221135,0.0,0.14264560459684048,1.0,0.0010516097718815726
5114,0.41169275929549903,0.32576897998779936,0.5094431377017425,1.0,0.002912150137518201
9916,0.6817514677103719,0.6855378544622173,0.8735975689159823,1.0,0.012053065846950331
4401,0.37010763209393344,0.0,0.9137777027192004,0.0,0.007037696165668986
7521,0.5675146771037182,0.12841746830372897,0.12831405096567833,1.0,0.10030739362562692
7697,0.5704500978473581,0.4603594933104004,0.680825099497831,0.0,0.001941433425012134
5512,0.43272994129158515,0.5407811780517825,0.5861754987099872,1.0,0.13347354796958422
6983,0.5587084148727984,0.0,0.8731260224470362,0.0,0.0063905516906649406
10970,0.7103718199608611,0.09876615929754723,0.10896945477630283,1.0,0.05468370813784177
6798,0.5523483365949119,0.4194950826154411,0.5868067707358363,1.0,0.04303510758776897
6904,0.5547945205479452,0.0,0.026326230802412365,1.0,0.013347354796958422
2522,0.14285714285714285,0.0,0.011176719542269283,0.0,0.0012942889500080893
14445,0.9368884540117417,0.6590242880535803,0.6979050518039832,0.0,0.0015369681281346061
9568,0.7292074363992173,0.0,0.24169732312174955,0.0,0.008817343471930108
5025,0.4070450097847358,0.12516294390529611,0.4625301138629575,1.0,0.043358679825270995
11997,0.8351272015655578,0.8168492577440932,0.820253302351323,1.0,0.20490211939815564
12521,0.8573874755381604,0.073025504018472,0.07775531672458838,1.0,0.05274227471282964
13462,0.8972602739726028,0.033082542708589964,0.28396609748752716,0.0,0.007523054521922019
15503,0.212573385518591,0.019733563345675668,0.1384133860190287,1.0,0.02451059699077819
264,0.019569471624266144,0.02792519203691534,0.2997784189408059,0.0,0.005177155800032357
10772,0.7035225048923679,0.13686058762758282,0.1752876077384489,1.0,0.03025400420643909
10700,0.7025440313111546,0.03631094486208735,0.06824401588709743,1.0,0.019090762012619316
1136,0.09809197651663405,0.172966652137235,0.26487889343761956,1.0,0.010273418540689208
941,0.08292563600782779,0.0792180126708254,0.713898463379101,0.0,0.0016178611875101116
12960,0.8698630136986302,0.13734615406285422,0.13721900510307894,1.0,0.01779647306261123
1311,0.10273972602739725,0.22175122505645734,0.23506260834886503,1.0,0.2873321469017958
5566,0.4366438356164384,0.1340347753666206,0.2205657336795071,1.0,0.01391360621258696
4051,0.3084637964774951,0.3155357185845431,0.5506243539762508,0.0,0.0011325028312570782
6199,0.4635518590998043,0.14895057722478294,0.3207604564284959,1.0,0.0010516097718815726
2268,0.12793542074363992,0.19565663896855034,0.2026922403900152,0.0,0.006714123928166963
14419,0.9327299412915852,0.06116190721071278,0.46172131247609205,0.0,0.00032357223750202233
9638,0.7328767123287672,0.14462965059192495,0.1671960331089715,1.0,0.08032680795987704
872,0.05895303326810176,0.5261445256738131,0.8563594170932797,0.0,0.0026694709593916843
15540,0.21477495107632094,0.04986787778272336,0.06625812870827806,0.0,0.12214851965701343
11043,0.713307240704501,0.3537033916405743,0.42058079061098586,1.0,0.018928975893868306
2972,0.27495107632093935,0.5262280144174304,0.7658728543872643,0.0,0.008493771234428085
10763,0.7032778864970646,0.24209379524974659,0.31720529108711043,0.0,0.005177155800032357
7825,0.5829256360078278,0.0,0.018492556992520368,0.0,0.0007280375343795502
3726,0.3321917808219178,0.06916504597771209,0.13055936500443568,1.0,0.00986895324381168
17,0.002446183953033268,0.2920272347452492,0.35426162028860475,1.0,0.004449118265652807
13594,0.1643835616438356,0.0,0.32656195316887365,0.0,0.0006471444750040447
5188,0.41707436399217224,0.2596981395327396,0.30901757591542073,0.0,0.0016178611875101116
14713,0.951320939334638,0.8764520254727742,0.913838235653186,0.0,0.0005662514156285391
12975,0.8703522504892368,0.6855373422613361,0.8735970602358648,1.0,0.0007280375343795502
1409,0.22676125244618395,0.292177309603408,0.6808245908177135,0.0,0.041255460281507846
11208,0.7174657534246576,0.259991630637603,0.3349801004338024,0.0,0.00493447662190584
6611,0.4914383561643836,0.47394920708742605,0.5448177704346977,0.0,0.0006471444750040447
863,0.058463796477495104,0.0,0.12304463362823215,1.0,0.034703122472091896
8851,0.6465264187866928,0.45490506612769477,0.4687568671815866,1.0,0.048778514803429866
9301,0.6722113502935421,0.0,0.18617081885290598,0.0,0.011001456075068758
8320,0.6120352250489237,0.011075831852645953,0.02269069400245794,0.0,0.035431160006471445
9523,0.7265166340508806,0.02372412041023193,0.05263211440012371,1.0,0.0056625141562853904
5214,0.4197651663405088,0.0,0.041678705429448105,1.0,0.007523054521922019
1704,0.11399217221135029,0.13859489981094666,0.14045217593007073,0.0,0.00032357223750202233
6751,0.5080724070450098,0.49043951445405276,0.5698239763321314,1.0,0.002507684840640673
11372,0.7793542074363993,0.8239360691348261,0.8224380834560948,1.0,0.12360459472577252
3093,0.2791095890410959,0.0038645556478086253,0.004613728665955871,1.0,0.006471444750040446
909,0.0812133072407045,0.0,0.08330094736585088,0.0,0.01464164374696651
865,0.05870841487279843,0.0,5.544613281027452e-05,1.0,0.0027503640187671896
35,0.004892367906066536,0.02412158829395618,0.060531916625294016,0.0,0.0008898236531305614
4045,0.3082191780821918,9.731816740671157e-06,0.040466520709384945,1.0,0.011082349134444265
15370,0.20401174168297456,0.021620511391603696,0.03226557985463957,1.0,0.013023782559456399
6996,0.5606653620352251,0.006099800292876463,0.015990868174530184,1.0,0.0027503640187671896
1452,0.22822896281800392,0.0033656719896289567,0.004163546761945844,1.0,0.011810386668823815
4355,0.3676614481409002,0.003108034946441715,0.01985632838760611,0.0,0.021032195437631452
13838,0.17930528375733856,0.14691867632950703,0.7811337665931455,0.0,0.002103219543763145
14735,0.9527886497064579,0.0,0.003699121814645104,0.0,0.0004853583562530335
12800,0.8642367906066536,0.0,0.0027850236434518627,1.0,0.017149328587607184
15374,0.20401174168297456,0.15223788247960543,0.15153784173130294,1.0,0.014965215984468533
3516,0.31898238747553814,0.0,0.007072179673956392,1.0,0.0006471444750040447
7357,0.5423189823874756,0.0,0.07484922721316546,0.0,0.0004044652968775279
7121,0.526174168297456,0.4595077032451511,0.4639844303189628,1.0,0.00841287817505258
14293,0.925146771037182,0.0,0.06074098415359698,0.0,0.03923313379712021
12402,0.8546966731898239,0.10721849823726066,0.1486531167848161,1.0,0.026047565118912798
8769,0.6421232876712328,0.017114168039791863,0.022864662602651648,1.0,0.005743407215660896
626,0.04354207436399217,0.0,0.21953667380175312,1.0,0.0043682252062773015
8643,0.6352739726027398,0.0,0.2161768416254975,0.0,0.0033975084937712344
4214,0.35543052837573386,0.6855378544622173,0.8735975689159823,1.0,0.0061478725125384244
6173,0.46110567514677103,0.0,0.12459661666680232,1.0,0.0020223264843876394
11786,0.8199608610567515,0.0,0.018492556992520368,0.0,0.0007280375343795502
1478,0.2318982387475538,0.0050385200672622196,0.2726179527456518,0.0,0.01642129105322763
2059,0.12206457925636008,0.17523262883516813,0.1769942295327468,1.0,0.2898398317424365
9970,0.6866438356164384,0.8524267309444625,0.8735975689159823,1.0,0.005419834978158874
3946,0.3038160469667319,0.0,0.018492556992520368,0.0,0.000970716712506067
4299,0.36374755381604695,0.0063804863757126636,0.006408352120585674,0.0,0.005096262740656852
1862,0.11888454011741682,0.2101647289253667,0.2583840656970545,0.0,0.0004853583562530335
7696,0.5704500978473581,0.0,0.457194568110233,0.0,0.0018605403656366283
9698,0.7446183953033269,0.01329622267216224,0.013883915127739751,0.0,0.03971849215337324
1663,0.11252446183953033,0.06137856818341299,0.10049128325750609,1.0,0.008817343471930108
443,0.03571428571428571,0.0,0.08297793549122222,1.0,0.0021841126031386508
2235,0.12695694716242661,0.038556945725658036,0.05952930811365135,0.0,0.00032357223750202233
7309,0.5344911937377691,0.0,0.13322484882026908,0.0,0.0004044652968775279
4245,0.35885518590998045,0.5348027693677239,0.6224784726574263,1.0,0.0012942889500080893
4400,0.3715753424657534,0.0,0.09663294456607552,0.0,0.0011325028312570782
1929,0.12133072407045009,0.2028704761777931,0.20940325718052855,0.0,0.0066332308687914576
9251,0.6709882583170255,0.6946140540750958,0.7150318026809477,0.0,0.07943698430674648
1495,0.23972602739726026,0.0,0.4843367218211562,0.0,0.0008089305937550558
12724,0.8625244618395304,0.19491702089625934,0.20018699081120236,1.0,0.08671735965054199
11814,0.8236301369863014,0.0,0.5813170949075016,0.0,0.007603947581297525
4058,0.30895303326810175,0.09983358593373452,0.16700782146548707,1.0,0.0011325028312570782
12905,0.8661937377690803,0.14522175481046262,0.17437350956725564,1.0,0.0014560750687591004
6915,0.5132093933463796,0.0,0.07649379003312524,0.0,0.0012133958906325837
6249,0.4662426614481409,0.20871263942748233,0.2089103461466464,1.0,0.0063905516906649406
14244,0.9200097847358122,0.1533539681994961,0.3450718052853899,1.0,0.0008898236531305614
3522,0.31947162426614484,0.032421803571986506,0.11866489781633799,1.0,0.03923313379712021
3827,0.3378180039138943,0.0,0.026921895220034672,0.0,0.012781103381329881
10567,0.6993639921722113,0.004211315644305171,0.03068205864878283,1.0,0.027018281831418866
254,0.018835616438356163,0.038233746969691534,0.04126514849389991,0.0,0.10046917974437793
14923,0.9704011741682974,0.2174277374191939,0.27667416800279976,0.0,0.0038019737906487623
106,0.011252446183953033,0.01797210451561419,0.0187530012126934,1.0,0.004772690503154829
4691,0.3473581213307241,0.011080953861456832,0.184492174465072,1.0,0.009949846303187187
14339,0.9275929549902152,0.35851244571310914,0.3595661365541602,1.0,0.07328911179420805
10394,0.6915362035225049,0.21291780866121446,0.21457602529564487,0.0,0.018605403656366284
7530,0.5675146771037182,0.20577875278061053,0.25621200159522084,1.0,0.10564633554441029
13688,0.16903131115459882,0.17899832971292678,0.18998846313493453,1.0,0.07717197864423232
2797,0.15484344422700588,0.0,0.08330094736585088,0.0,0.024429703931402685
14323,0.9266144814090019,0.17122055933360616,0.21910175230126885,1.0,0.012781103381329881
5412,0.43077299412915854,0.2575064319625643,0.2639195227359665,1.0,0.07159035754732244
3444,0.2999021526418787,0.0,0.6149927360479217,1.0,0.04214528393463841
4359,0.3681506849315068,0.8274753772231439,0.9581056142007212,0.0,0.00986895324381168
3667,0.3275440313111546,0.0,0.006057362839493111,1.0,0.0023458987218896617
572,0.06996086105675146,0.0,0.16967534000179055,0.0,0.0038019737906487623
4793,0.3923679060665362,0.0,0.09130299429464381,1.0,0.008655557353179097
567,0.06947162426614481,0.7657433904317802,0.7764172845434494,0.0,0.0011325028312570782
4965,0.40117416829745595,0.000496322653774229,0.8349831525145076,0.0,0.0144798576282155
48,0.005870841487279843,0.0,0.08330094736585088,0.0,0.0038019737906487623
6709,0.5048923679060665,0.1460607398536847,0.16483067056247813,1.0,0.034703122472091896
5636,0.44104696673189825,0.24622110994955335,0.2448918342598094,1.0,0.07239928814107749
11758,0.812866927592955,0.0,0.018492556992520368,0.0,0.0007280375343795502
3588,0.3238747553816047,0.13709363902847785,0.8865994327199329,0.0,0.0020223264843876394
848,0.07729941291585127,0.0,0.0031685684520660552,1.0,0.0012133958906325837
10471,0.6925146771037182,0.29124305519630356,0.32243503137538965,1.0,0.018443617537615274
12477,0.8564090019569471,0.17103514261465233,0.20890017254429585,1.0,0.05977997087849862
8372,0.6144814090019569,0.024547227226140274,0.036797919701791366,0.0,0.0061478725125384244
6641,0.5,0.07496264775074667,0.25344274703541225,1.0,0.0005662514156285391
6675,0.50293542074364,0.9172349962276405,0.9262830947284462,1.0,0.0016178611875101116
5755,0.4437377690802348,0.2149281971194847,0.4062227856137124,1.0,0.019576120368872352
10951,0.7098825831702544,0.44119498514361344,0.43909572952867737,1.0,0.055007280375343796
9084,0.6590019569471625,0.0,0.06691686946047352,1.0,0.0011325028312570782
5554,0.436399217221135,0.46122460059855797,0.459083297386605,1.0,0.018928975893868306
15126,0.985812133072407,0.16765871440652053,0.2868157235059048,1.0,0.004853583562530335
3579,0.3231409001956947,0.3841306849816043,0.6281873896164145,1.0,0.004044652968775279
7386,0.5454990215264188,0.0,0.07647395150854176,0.0,0.0010516097718815726
