,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72
1527,0.4533333333333333,0.4155844155844156,0.5774647887323944,0.6027397260273973,0.5833333333333334,0.4189189189189189,0.31081081081081074,0.4,0.46153846153846156,0.35714285714285715,0.4137931034482759,0.47126436781609193,0.5222222222222223,0.46875,0.48888888888888893,0.49438202247191015,0.48235294117647054,0.5189873417721519,0.4666666666666667,0.4084507042253521,0.27586206896551724,0.16129032258064516,0.4805194805194805,0.5180722891566264,0.4431818181818183,0.55,0.5110410094637224,0.5305466237942122,0.5382165605095541,0.5466237942122186,0.5527156549520766,0.5314465408805032,0.48902821316614425,0.4680851063829787,0.4504504504504505,0.46,0.4920212765957447,0.4974226804123712,0.48628428927680795,0.49504950495049505,0.5012468827930174,0.5151515151515152,0.5358024691358024,0.5530864197530865,0.5473684210526316,0.5305555555555554,0.5145348837209303,0.5014836795252227,0.488235294117647,0.4584615384615384,0.5162907268170427,0.49849849849849837,0.6542815822784809,0.5730505050505051,0.5215988057092922,0.4908709388971684,0.6202551890034362,0.6065566666666666,0.40044949494949494,0.4657030061061531,0.501300304754165,0.6861227303030305,0.6185536796536797,0.2976929292929293,0.4328285265363128,0.4754496720439638,0.6986004577319579,0.6806182379746836,0.6857521299638989,0.5045291786666688,0.4904729127272728,0.0
2116,0.29333333333333333,0.2597402597402597,0.23943661971830987,0.24657534246575344,0.25,0.22972972972972971,0.25675675675675674,0.26666666666666666,0.24175824175824173,0.2738095238095238,0.24137931034482762,0.1494252873563218,0.15555555555555556,0.17708333333333334,0.19999999999999998,0.23595505617977527,0.19999999999999998,0.189873417721519,0.22666666666666666,0.23943661971830987,0.24137931034482762,0.23655913978494625,0.2987012987012987,0.2048192771084337,0.18181818181818182,0.25,0.49211356466876977,0.5080385852090031,0.5159235668789809,0.5241157556270096,0.5303514376996805,0.5314465408805032,0.5172413793103449,0.4954407294832827,0.47447447447447455,0.4514285714285714,0.4494680851063829,0.4613402061855671,0.47630922693266825,0.47772277227722776,0.4738154613466334,0.47222222222222227,0.48148148148148145,0.48888888888888893,0.4789473684210526,0.4749999999999999,0.47093023255813954,0.4747774480712167,0.4764705882352941,0.4707692307692307,0.4711779448621554,0.47447447447447444,0.6677215189873418,0.787878787878788,0.47392950771919606,0.407103825136612,0.8350515463917526,0.5977011494252874,0.7777777777777778,0.4295443870361672,0.45205201137748885,0.8893939393939394,0.6709956709956709,0.30303030303030304,0.485858938547486,0.3917745080659457,0.8247422680412371,0.8784810126582279,0.7660649819494585,0.7333333333333333,0.5818181818181818,0.0
1019,0.26666666666666666,0.2077922077922078,0.19718309859154928,0.17808219178082194,0.18055555555555555,0.17567567567567569,0.21621621621621623,0.24000000000000002,0.2087912087912088,0.45238095238095233,0.4942528735632184,0.4022988505747126,0.2888888888888889,0.4270833333333333,0.47777777777777786,0.4831460674157303,0.3764705882352941,0.379746835443038,0.38666666666666666,0.36619718309859156,0.26436781609195403,0.1935483870967742,0.2727272727272727,0.21686746987951805,0.4090909090909092,0.3666666666666667,0.7728706624605678,0.7813504823151125,0.7770700636942676,0.7813504823151125,0.7667731629392971,0.7641509433962265,0.7586206896551724,0.7507598784194529,0.7657657657657658,0.7571428571428571,0.7234042553191489,0.6804123711340208,0.6184538653366584,0.6212871287128714,0.6109725685785536,0.6161616161616164,0.6246913580246913,0.6395061728395062,0.6473684210526315,0.6555555555555554,0.6744186046511628,0.6884272997032641,0.711764705882353,0.7384615384615385,0.6115288220551379,0.7027027027027025,0.6772151898734177,0.35353535353535354,0.41159335857850277,0.587431693989071,0.7336769759450171,0.6360153256704981,0.33333333333333337,0.41005166744950683,0.5898008939455506,0.7954545454545454,0.7186147186147186,0.09090909090909093,0.49144553072625696,0.5568161673462152,0.7938144329896907,0.6531645569620254,0.5790613718411552,0.5733333333333334,0.45454545454545453,0.0837772397094431
2276,0.3333333333333333,0.28571428571428575,0.2676056338028169,0.24657534246575344,0.2638888888888889,0.31081081081081074,0.18918918918918917,0.28,0.39560439560439564,0.48809523809523814,0.5862068965517242,0.6321839080459769,0.7111111111111111,0.6041666666666666,0.6333333333333333,0.6067415730337079,0.5176470588235293,0.620253164556962,0.48000000000000004,0.4366197183098592,0.4137931034482759,0.3870967741935484,0.4675324675324675,0.36144578313253006,0.6363636363636365,0.55,0.6750788643533124,0.684887459807074,0.6942675159235668,0.6945337620578779,0.6900958466453674,0.7106918238993711,0.7084639498432601,0.7355623100303952,0.7237237237237237,0.6971428571428571,0.6781914893617021,0.6546391752577321,0.6309226932668329,0.6163366336633664,0.5910224438902743,0.5808080808080809,0.5876543209876542,0.6074074074074074,0.6052631578947368,0.6111111111111112,0.625,0.6409495548961426,0.6617647058823529,0.676923076923077,0.6040100250626567,0.6546546546546546,0.6582278481012657,0.050505050505050504,0.4494611127293912,0.7051664182811723,0.8367697594501718,0.6168582375478927,0.0202020202020202,0.35110380460310003,0.6060544494108085,0.8727272727272727,0.658008658008658,0.04040404040404041,0.3228002793296089,0.3135968799858181,0.8247422680412371,0.19443037974683547,0.3133574007220217,0.7333333333333333,0.5454545454545454,0.0
140,0.13333333333333333,0.14285714285714288,0.18309859154929578,0.24657534246575344,0.375,0.4189189189189189,0.4054054054054054,0.5066666666666666,0.4285714285714286,0.38095238095238093,0.31034482758620696,0.31034482758620685,0.2888888888888889,0.2604166666666667,0.2888888888888889,0.34831460674157305,0.3411764705882353,0.43037974683544306,0.52,0.5492957746478874,0.39080459770114945,0.3440860215053763,0.33766233766233766,0.34939759036144574,0.3636363636363637,0.39999999999999997,0.7917981072555206,0.8167202572347267,0.8216560509554139,0.8553054662379421,0.8722044728434505,0.8773584905660378,0.871473354231975,0.851063829787234,0.8408408408408409,0.8228571428571428,0.8058510638297872,0.7886597938144331,0.7755610972568577,0.7722772277227724,0.7780548628428928,0.7929292929292932,0.782716049382716,0.7703703703703705,0.7552631578947369,0.7222222222222222,0.7151162790697675,0.7181008902077152,0.7352941176470589,0.7507692307692307,0.786967418546366,0.8018018018018017,0.9588607594936708,0.37373737373737376,0.5849111564229537,0.5044709388971684,0.7336769759450171,0.8467432950191571,0.38383838383838387,0.4682949741662752,0.38297440065014227,0.9378787878787879,0.6536796536796537,0.5252525252525253,0.37133379888268153,0.3199787271760326,0.9484536082474226,0.828354430379747,0.8505415162454874,0.5066666666666667,0.43636363636363634,0.0
1342,0.17333333333333334,0.06493506493506493,0.09859154929577464,0.0410958904109589,0.041666666666666664,0.02702702702702703,0.13513513513513511,0.18666666666666665,0.10989010989010989,0.2857142857142857,0.2873563218390805,0.18390804597701146,0.24444444444444446,0.47916666666666663,0.5111111111111112,0.5056179775280899,0.44705882352941173,0.3037974683544304,0.21333333333333335,0.22535211267605637,0.14942528735632185,0.15053763440860213,0.16883116883116883,0.19277108433734938,0.4431818181818183,0.25,0.7791798107255521,0.7942122186495177,0.805732484076433,0.8167202572347267,0.8242811501597445,0.8176100628930817,0.8213166144200628,0.8297872340425533,0.8648648648648648,0.8514285714285714,0.8244680851063829,0.7860824742268042,0.7680798004987531,0.7227722772277229,0.6932668329177057,0.6843434343434345,0.7037037037037037,0.7135802469135804,0.718421052631579,0.725,0.7383720930232559,0.7596439169139467,0.7735294117647058,0.8,0.736842105263158,0.7777777777777777,0.699367088607595,0.8787878787878788,0.49956306437518205,0.4778936910084451,0.6666666666666666,0.6590038314176244,0.37373737373737376,0.33161108501643966,0.4650548557496953,0.75,0.7792207792207791,0.6161616161616161,0.3552723463687151,0.439461088459493,0.8041237113402062,0.7939240506329115,0.7451263537906138,0.4666666666666667,0.5272727272727272,0.0
1647,0.21869053333333335,0.2060196103896104,0.21768732394366197,0.20909657534246576,0.21147555555555556,0.2084347297297297,0.2213372972972973,0.27295026666666666,0.26802604395604396,0.3271080952380952,0.341352643678161,0.33521999999999996,0.33823866666666663,0.32361239583333334,0.3419708888888889,0.36303426966292135,0.35209411764705884,0.34614708860759497,0.3415124,0.32192084507042257,0.2401786206896552,0.20842752688172042,0.2342603896103896,0.2058479518072289,0.3831922727272728,0.3191581666666667,0.6450875394321767,0.6574871382636657,0.65799,0.6630649196141478,0.6648983706070287,0.6627528930817611,0.651704263322884,0.6449186018237083,0.651014984984985,0.6404840857142857,0.629322659574468,0.6106585824742269,0.5916519950124688,0.5825019059405941,0.5786803241895262,0.5813169949494951,0.5875933827160494,0.5983234567901236,0.5976237368421052,0.5923794722222222,0.593469534883721,0.6033112166172108,0.6147837352941176,0.6234541538461538,0.5984545864661655,0.6168313213213212,0.8575949367088608,0.48484848484848486,0.47101660355374303,0.524341778440139,0.7766323024054983,0.7432950191570881,0.29292929292929293,0.31493658994833257,0.5231613165379927,0.9106060606060606,0.7445887445887447,0.24242424242424243,0.2190991620111732,0.4254564793476334,0.9072164948453608,0.7777215189873419,0.7768953068592058,0.52,0.5272727272727272,0.0
2139,0.21869053333333335,0.2060196103896104,0.21768732394366197,0.20909657534246576,0.21147555555555556,0.2084347297297297,0.2213372972972973,0.27295026666666666,0.26802604395604396,0.3271080952380952,0.341352643678161,0.33521999999999996,0.33823866666666663,0.32361239583333334,0.3419708888888889,0.36303426966292135,0.35209411764705884,0.34614708860759497,0.3415124,0.32192084507042257,0.2401786206896552,0.20842752688172042,0.2342603896103896,0.2058479518072289,0.3831922727272728,0.3191581666666667,0.46056782334384866,0.4758842443729903,0.4777070063694267,0.4823151125401929,0.48881789137380194,0.4937106918238993,0.48275862068965514,0.4589665653495441,0.5015015015015015,0.5542857142857143,0.5904255319148936,0.577319587628866,0.543640897755611,0.4925742574257426,0.4887780548628429,0.5151515151515152,0.5259259259259259,0.5209876543209877,0.4868421052631579,0.461111111111111,0.45348837209302334,0.5014836795252227,0.5088235294117647,0.48,0.5112781954887219,0.4924924924924924,0.47468354430379744,0.6767676767676768,0.5450043693562482,0.6363636363636364,0.6804123711340206,0.5134099616858238,0.07070707070707072,0.46547674964772195,0.6288094270621698,0.6772727272727272,0.6536796536796537,0.10101010101010102,0.4720670391061452,0.4841340187909945,0.6907216494845361,0.47898734177215196,0.5617328519855596,0.6533333333333333,0.21818181818181817,0.0
1967,0.4666666666666667,0.35064935064935066,0.295774647887324,0.3150684931506849,0.2777777777777778,0.27027027027027023,0.2027027027027027,0.30666666666666664,0.43956043956043955,0.511904761904762,0.48275862068965525,0.4367816091954022,0.3888888888888889,0.3854166666666667,0.4,0.34831460674157305,0.39999999999999997,0.10126582278481014,0.4666666666666667,0.5211267605633804,0.3218390804597701,0.11827956989247312,0.24675324675324672,0.1566265060240964,0.4090909090909092,0.39999999999999997,0.7476340694006309,0.7781350482315114,0.7929936305732485,0.810289389067524,0.8242811501597445,0.839622641509434,0.8589341692789969,0.9088145896656536,0.954954954954955,0.9228571428571429,0.8723404255319149,0.8402061855670102,0.8054862842892769,0.801980198019802,0.800498753117207,0.7954545454545456,0.7777777777777778,0.7209876543209878,0.6263157894736843,0.586111111111111,0.6046511627906977,0.6320474777448072,0.6470588235294118,0.6738461538461538,0.799498746867168,0.7807807807807807,0.8006329113924049,0.6767676767676768,0.5977279347509468,0.6962245404868355,0.5257731958762887,0.7586206896551724,0.494949494949495,0.4981211836542978,0.5379926859000407,0.696969696969697,0.6103896103896104,0.5050505050505051,0.5789106145251396,0.4254564793476334,0.7422680412371134,0.8840506329113925,0.8938628158844765,0.30666666666666664,0.45454545454545453,0.05907990314769976
64,0.24000000000000002,0.3766233766233766,0.39436619718309857,0.35616438356164387,0.3472222222222222,0.4054054054054054,0.3918918918918919,0.2533333333333333,0.27472527472527475,0.3214285714285714,0.2873563218390805,0.29885057471264365,0.3222222222222222,0.2916666666666667,0.3222222222222222,0.33707865168539325,0.30588235294117644,0.379746835443038,0.3466666666666667,0.36619718309859156,0.2873563218390805,0.22580645161290322,0.35064935064935066,0.26506024096385544,0.2727272727272728,0.3666666666666667,0.6971608832807572,0.6913183279742765,0.6656050955414013,0.6430868167202572,0.6134185303514377,0.5817610062893082,0.54858934169279,0.5197568389057752,0.5045045045045046,0.4742857142857143,0.4601063829787234,0.45618556701030927,0.4588528678304239,0.44059405940594065,0.4214463840399002,0.4065656565656567,0.41481481481481475,0.41975308641975306,0.431578947368421,0.4472222222222222,0.4622093023255815,0.4866468842729972,0.5058823529411764,0.5230769230769231,0.4661654135338346,0.49549549549549543,0.6297468354430379,0.7373737373737373,0.5458782406058841,0.5265772478887233,0.44673539518900346,0.5900383141762452,0.15151515151515152,0.5857209957726632,0.5052824055262088,0.5272727272727272,0.4502164502164502,0.31313131313131315,0.5914804469273743,0.4614430065591207,0.5257731958762887,0.6729113924050634,0.8628158844765343,0.3466666666666667,0.4727272727272727,0.0014527845036319614
430,0.48000000000000004,0.4155844155844156,0.5070422535211268,0.4520547945205479,0.4722222222222222,0.4054054054054054,0.4054054054054054,0.4666666666666667,0.34065934065934067,0.3333333333333333,0.3218390804597701,0.32183908045977005,0.34444444444444444,0.5416666666666667,0.5666666666666668,0.5955056179775281,0.5647058823529412,0.44303797468354433,0.48000000000000004,0.36619718309859156,0.25287356321839083,0.3333333333333333,0.4805194805194805,0.49397590361445776,0.5113636363636365,0.5166666666666667,0.6593059936908519,0.6591639871382636,0.6496815286624205,0.6270096463022508,0.610223642172524,0.6069182389937107,0.5924764890282131,0.5562310030395137,0.5195195195195196,0.48000000000000004,0.46276595744680843,0.45618556701030927,0.4887780548628428,0.5990099009900991,0.600997506234414,0.6060606060606062,0.6024691358024691,0.5901234567901235,0.5394736842105263,0.5499999999999999,0.5697674418604651,0.5934718100890208,0.6205882352941176,0.643076923076923,0.6015037593984962,0.5705705705705705,0.5981012658227848,0.9797979797979798,0.4934459656277308,0.697218082463984,0.4948453608247423,0.5134099616858238,0.9595959595959596,0.5462658525129168,0.5158472165786266,0.5454545454545454,0.4502164502164502,0.48484848484848486,0.4328285265363128,0.4754496720439638,0.5567010309278351,0.9498734177215191,0.8981949458483754,0.41333333333333333,0.45454545454545453,0.008716707021791769
