,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL
5311,0.0,0.005714285714285714,0.0,0.0,0.0,0.009523809523809525,0.005235602094240838,1.0,0.00641025641025641,0.0,0.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.030596131069877613,0.0023987142891410203,9.955128851703858e-07,0.0008025682182985554,0.0011478859766596518,0.25,9.935873238683781e-07,0.00041501958833588915,0.0,0.012578616352201259,0.009523809523809525,0.004070556309362279,1.0,0.0008775778850372971,0.0013568521031207597,0.01015228426395939,0.04,0.0,0.0,0.0
8692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030596131069877613,0.0023987142891410203,9.955128851703858e-07,0.0008025682182985554,0.0011478859766596518,0.25,9.935873238683781e-07,0.00041501958833588915,1.0,0.0,0.0,0.0,0.5,0.0008775778850372971,0.0013568521031207597,0.01015228426395939,0.04,0.0,0.0,0.0
2804,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0021551724137931034,0.0,0.0,0.005190311418685121,0.0,0.005208333333333333,1.0,0.0473746545598105,0.0029983928614262757,2.4069460473171804e-06,0.0008025682182985554,0.001913143294432753,0.2,2.408871593332056e-06,0.000802745818831507,1.0,0.0,0.0,0.0027137042062415195,0.1,0.0013163668275559457,0.0023744911804613297,0.015228426395939087,0.05,0.005509641873278237,0.0,0.004694835680751174
1152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0013774104683195593,0.0,0.0
3595,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.03754441373864982,0.0035980714337115307,2.7468068291983664e-06,0.0008025682182985554,0.0017218289649894778,0.165,2.7439184816132537e-06,0.0007634112737087632,1.0,0.0,0.0,0.0013568521031207597,0.25,0.0013163668275559457,0.0020352781546811396,0.015228426395939087,0.06,0.0013774104683195593,0.0,0.0
5447,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.031030398736675877,0.0029983928614262757,1.5767101240625745e-06,0.0008025682182985554,0.001339200306102927,0.2,1.5770310431166698e-06,0.0005257985113346371,1.0,0.0,0.0,0.0013568521031207597,0.25,0.0008775778850372971,0.0016960651289009499,0.01015228426395939,0.05,0.0013774104683195593,0.0,0.0
5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.021042242400315832,0.0017990357168557653,3.8511136757074887e-07,0.0,0.0007652573177731012,0.335,3.8703692266965896e-07,0.00021406555168840188,1.0,0.0,0.0,0.0,0.5,0.00043878894251864854,0.0010176390773405698,0.005076142131979695,0.03,0.0,0.0,0.0
5100,0.011494252873563218,0.02857142857142857,0.013888888888888888,0.01020408163265306,0.06837606837606838,0.025396825396825397,0.02617801047120419,0.5,0.019230769230769232,0.0,0.0,0.018318965517241378,0.0,0.0,0.01903114186851211,0.0,0.010416666666666666,0.0,0.057876036320568494,0.021828300031183287,0.0001558866630698463,0.007223113964686998,0.011287545437153242,0.025,0.00015588922977855844,0.007141494386264697,0.0,0.031446540880503145,0.025396825396825397,0.016282225237449117,0.125,0.01228609039052216,0.01051560379918589,0.050761421319796954,0.13,0.03168044077134986,0.4699248120300752,0.018779342723004695
1006,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0017301038062283738,0.0,0.0,0.0,0.01875246742992499,0.0011993571445705101,1.524399163300881e-07,0.0,0.0005739429883298259,0.5,1.501934326777781e-07,0.0001271014213149886,1.0,0.0,0.0,0.0,0.125,0.00043878894251864854,0.0006784260515603799,0.005076142131979695,0.02,0.004132231404958678,0.5221386800334169,0.003129890453834116
7290,0.0,0.011428571428571429,0.0,0.0,0.008547008547008548,0.012698412698412698,0.010471204188481676,0.5,0.01282051282051282,0.0,0.0,0.009698275862068966,0.0,0.0,0.010380622837370242,0.0,0.0,0.0,0.03857086458744571,0.008635371440907674,1.6245923040972043e-05,0.0016051364365971107,0.003634972259422231,0.07,1.624399741115046e-05,0.001881368617401442,0.0,0.012578616352201259,0.012698412698412698,0.009497964721845319,0.165,0.003949100482667837,0.0033921302578018998,0.025380710659898477,0.08,0.011019283746556474,0.14922723475355051,0.009389671361502348
5199,0.022988505747126436,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.025951557093425604,0.0,0.0,0.0,0.194749309119621,0.009594857156564081,0.00010132440543856225,0.01043338683788122,0.01587908934379185,0.065,0.00010132280035262414,0.010560388828668086,1.0,0.0,0.0,0.0,0.025,0.016673979815708645,0.015264586160108548,0.09644670050761421,0.08,0.028925619834710745,0.1740810359231412,0.023474178403755867
1294,0.0,0.005714285714285714,0.013888888888888888,0.0,0.0,0.006349206349206349,0.005235602094240838,1.0,0.00641025641025641,0.005405405405405406,1.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.010416666666666666,1.0,0.03679431504145282,0.005996785722852551,7.478220905944659e-06,0.0016051364365971107,0.002487086282762579,0.1,7.4807882814508695e-06,0.001246931838584941,0.0,0.006289308176100629,0.006349206349206349,0.004070556309362279,0.5,0.002193944712593243,0.0027137042062415195,0.02030456852791878,0.08,0.0013774104683195593,0.0,0.0
3528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0,0.25,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0013774104683195593,0.0,0.0
790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021042242400315832,0.0017990357168557653,3.8511136757074887e-07,0.0,0.0007652573177731012,0.335,3.8703692266965896e-07,0.00021406555168840188,1.0,0.0,0.0,0.0,0.5,0.00043878894251864854,0.0010176390773405698,0.005076142131979695,0.03,0.0,0.0,0.0
4746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0,0.5,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0,0.0,0.0
667,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.025858665613896565,0.0035980714337115307,1.891859593191304e-06,0.0008025682182985554,0.001339200306102927,0.165,1.8947479199350466e-06,0.0005257985113346371,1.0,0.0,0.0,0.0013568521031207597,0.25,0.00043878894251864854,0.0020352781546811396,0.005076142131979695,0.06,0.0013774104683195593,0.0,0.0
8063,0.011494252873563218,0.0,0.013888888888888888,0.02040816326530612,0.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0017301038062283738,0.0,0.005208333333333333,1.0,0.04433478089222266,0.0023987142891410203,1.4416002192731702e-06,0.0008025682182985554,0.0015305146355462024,0.25,1.4441676219017124e-06,0.0006009890363651883,1.0,0.0,0.0,0.0013568521031207597,0.085,0.0013163668275559457,0.0016960651289009499,0.015228426395939087,0.04,0.006887052341597796,0.6962197159565581,0.004694835680751174
6154,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.025858665613896565,0.0035980714337115307,1.891859593191304e-06,0.0008025682182985554,0.001339200306102927,0.165,1.8947479199350466e-06,0.0005257985113346371,1.0,0.0,0.0,0.0013568521031207597,0.25,0.00043878894251864854,0.0020352781546811396,0.005076142131979695,0.06,0.0013774104683195593,0.0,0.0
8562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.2,0.005208333333333333,1.0,0.03754441373864982,0.0035980714337115307,2.7468068291983664e-06,0.0008025682182985554,0.0017218289649894778,0.165,2.7439184816132537e-06,0.0007634112737087632,1.0,0.0,0.0,0.0013568521031207597,0.25,0.0013163668275559457,0.0020352781546811396,0.015228426395939087,0.06,0.0013774104683195593,0.0,0.0
1153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021042242400315832,0.0017990357168557653,3.8511136757074887e-07,0.0,0.0007652573177731012,0.335,3.8703692266965896e-07,0.00021406555168840188,1.0,0.0,0.0,0.0,0.5,0.00043878894251864854,0.0010176390773405698,0.005076142131979695,0.03,0.0,0.0,0.0
1388,0.034482758620689655,0.011428571428571429,0.041666666666666664,0.01020408163265306,0.06837606837606838,0.012698412698412698,0.010471204188481676,0.23,0.01282051282051282,0.010810810810810811,1.0,0.016163793103448277,0.0,0.0,0.020761245674740483,0.0,0.0,0.0,0.09344650611922621,0.010902156444145938,6.279176663013131e-05,0.0056179775280898875,0.00937440214272049,0.055,6.279240820028646e-05,0.005758898504297232,0.0,0.012578616352201259,0.012698412698412698,0.017639077340569877,0.06,0.008775778850372971,0.00983717774762551,0.05583756345177665,0.1,0.03443526170798898,0.4475772765246449,0.02034428794992175
3204,0.034482758620689655,0.005714285714285714,0.013888888888888888,0.0,0.07692307692307693,0.006349206349206349,0.005235602094240838,0.4,0.00641025641025641,0.0,0.0,0.00646551724137931,0.0,0.0,0.00865051903114187,0.0,0.0,0.0,0.05688906435057244,0.004317685720453837,5.995221214657634e-06,0.0016051364365971107,0.0028697149416491295,0.14,5.996183966135911e-06,0.0013884826846388967,0.0,0.006289308176100629,0.006349206349206349,0.0067842605156037995,0.055,0.0026327336551118913,0.0030529172320217096,0.025380710659898477,0.06,0.024793388429752067,0.6713659147869675,0.00782472613458529
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021042242400315832,0.0017990357168557653,3.8511136757074887e-07,0.0,0.0007652573177731012,0.335,3.8703692266965896e-07,0.00021406555168840188,1.0,0.0,0.0,0.0,0.5,0.00043878894251864854,0.0010176390773405698,0.005076142131979695,0.03,0.0,0.0,0.0
2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0,0.25,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0013774104683195593,0.0,0.0
2892,0.022988505747126436,0.06285714285714286,0.06944444444444445,0.09183673469387756,0.05128205128205128,0.025396825396825397,0.08376963350785341,0.33,0.019230769230769232,0.07567567567567568,0.0,0.04633620689655173,0.2857142857142857,0.0,0.07439446366782007,0.0,0.0,0.0,0.13478089222266088,0.035980714337115305,0.0009860022390220866,0.027287319422150885,0.032906064664243354,0.015,0.0009860025555181503,0.027403334017451153,0.0,0.031446540880503145,0.025396825396825397,0.036635006784260515,0.135,0.028082492321193506,0.036635006784260515,0.16243654822335024,0.3,0.08402203856749312,0.2700501253132832,0.081377151799687
8367,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0034602076124567475,0.0,0.0,0.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0013568521031207597,0.125,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.004132231404958678,0.0,0.003129890453834116
9415,0.0,0.0,0.027777777777777776,0.02040816326530612,0.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0021551724137931034,0.0,0.0,0.0017301038062283738,0.0,0.0,0.0,0.042795104619028815,0.0017990357168557653,7.824179284479048e-07,0.0008025682182985554,0.001339200306102927,0.335,7.798505158269247e-07,0.00043482065186706634,1.0,0.0,0.0,0.0027137042062415195,0.1,0.0008775778850372971,0.0016960651289009499,0.01015228426395939,0.03,0.005509641873278237,0.6962197159565581,0.004694835680751174
205,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0013568521031207597,0.25,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0013774104683195593,0.0,0.0
3200,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.003232758620689655,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.03675483616265298,0.0029983928614262757,1.8665064281595629e-06,0.0008025682182985554,0.0017218289649894778,0.2,1.8658645674970124e-06,0.0006223955915340286,1.0,0.0,0.0,0.004070556309362279,0.25,0.00043878894251864854,0.0027137042062415195,0.005076142131979695,0.05,0.0013774104683195593,0.0,0.0
6759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0034602076124567475,0.0,0.0,0.0,0.021042242400315832,0.0017990357168557653,3.8511136757074887e-07,0.0,0.0007652573177731012,0.335,3.8703692266965896e-07,0.00021406555168840188,1.0,0.0,0.0,0.0,0.165,0.00043878894251864854,0.0010176390773405698,0.005076142131979695,0.03,0.0027548209366391185,0.0,0.003129890453834116
1501,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.025858665613896565,0.0035980714337115307,1.891859593191304e-06,0.0008025682182985554,0.001339200306102927,0.165,1.8947479199350466e-06,0.0005257985113346371,1.0,0.0,0.0,0.0013568521031207597,0.5,0.00043878894251864854,0.0020352781546811396,0.005076142131979695,0.06,0.0,0.0,0.0
8134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0,0.5,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0,0.0,0.0
1445,0.022988505747126436,0.10857142857142857,0.2916666666666667,0.01020408163265306,0.0,0.0380952380952381,0.0,0.01,0.02564102564102564,0.0,1.0,0.07758620689655173,0.0,0.0,0.1522491349480969,0.0,0.005208333333333333,1.0,0.15992893801816027,0.05066084578665835,0.002319435586633381,0.04574638844301765,0.049167782666921754,0.01,0.002319437180842927,0.04578755117839072,1.0,0.050314465408805034,0.0380952380952381,0.06105834464043419,0.005,0.0443176831943835,0.052917232021709636,0.27918781725888325,0.46,0.12672176308539945,0.011695906432748539,0.13928012519561817
639,0.022988505747126436,0.0,0.0,0.0,0.008547008547008548,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0017301038062283738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001913143294432753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.00033921302578018993,0.0,0.01,0.03168044077134986,0.5221386800334169,0.001564945226917058
1303,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0010775862068965517,0.0,0.0,0.0034602076124567475,0.0,0.0,0.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0013568521031207597,0.125,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.004132231404958678,0.0,0.003129890453834116
3976,0.022988505747126436,0.005714285714285714,0.0,0.04081632653061224,0.0,0.006349206349206349,0.005235602094240838,0.25,0.00641025641025641,0.0,0.0,0.004310344827586207,0.0,0.0,0.006920415224913495,0.1,0.0,0.0,0.034583497828661665,0.011993571445705103,2.810318112233576e-05,0.002407704654895666,0.004400229577195332,0.05,2.8103501922207324e-05,0.002343215045169169,0.0,0.006289308176100629,0.006349206349206349,0.004070556309362279,0.085,0.0035103115401491883,0.00508819538670285,0.02030456852791878,0.1,0.015151515151515152,0.5221386800334169,0.012519561815336464
1372,0.0,0.005714285714285714,0.0,0.0,0.0,0.009523809523809525,0.005235602094240838,1.0,0.00641025641025641,0.0,0.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.010416666666666666,1.0,0.030596131069877613,0.0023987142891410203,9.955128851703858e-07,0.0008025682182985554,0.0011478859766596518,0.25,9.935873238683781e-07,0.00041501958833588915,0.0,0.012578616352201259,0.009523809523809525,0.004070556309362279,1.0,0.0008775778850372971,0.0013568521031207597,0.01015228426395939,0.04,0.0,0.0,0.0
2727,0.022988505747126436,0.005714285714285714,0.013888888888888888,0.05102040816326531,0.0,0.006349206349206349,0.005235602094240838,0.2,0.00641025641025641,0.005405405405405406,1.0,0.005387931034482759,0.0,0.0,0.00865051903114187,0.0,0.0,0.0,0.05511251480457955,0.007196142867423061,1.6128785000002605e-05,0.002407704654895666,0.004208915247752056,0.085,1.6128464001398324e-05,0.002241266326177568,0.0,0.006289308176100629,0.006349206349206349,0.005427408412483039,0.07,0.003949100482667837,0.004409769335142469,0.030456852791878174,0.08,0.01790633608815427,0.5221386800334169,0.01564945226917058
6325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.06648243189893406,0.0017990357168557653,1.2163100692442819e-06,0.0008025682182985554,0.0017218289649894778,0.335,1.2188774728850451e-06,0.0006761795613957394,1.0,0.0,0.0,0.0,0.5,0.0017551557700745941,0.0016960651289009499,0.02030456852791878,0.03,0.0,0.0,0.0
502,0.034482758620689655,0.011428571428571429,0.027777777777777776,0.01020408163265306,0.008547008547008548,0.012698412698412698,0.010471204188481676,0.33,0.01282051282051282,0.010810810810810811,1.0,0.01293103448275862,0.0,0.0,0.01384083044982699,0.0,0.0,0.0,0.10359257797078562,0.011249970016071387,7.400460502309332e-05,0.006420545746388443,0.010713602448823417,0.055,7.400492561673135e-05,0.006581712968599526,0.0,0.012578616352201259,0.012698412698412698,0.013568521031207599,0.1,0.010969723562966213,0.01051560379918589,0.06091370558375635,0.09,0.01928374655647383,0.20885547201336674,0.014084507042253521
5880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,1.0,0.030556652191077772,0.0017990357168557653,5.587324091172282e-07,0.0,0.0009565716472163765,0.335,5.603370372978644e-07,0.00031066263188779324,1.0,0.0,0.0,0.0,0.5,0.0008775778850372971,0.0010176390773405698,0.01015228426395939,0.03,0.0,0.0,0.0
9396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001913143294432753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.00033921302578018993,0.0,0.01,0.0,0.0,0.0
