,class
2324,1
1107,0
1896,1
85,1
864,1
2456,0
472,1
3108,0
2940,0
1314,0
986,0
2849,0
701,1
74,1
1747,1
1573,0
2619,0
626,1
1219,0
1791,1
2475,0
133,1
2277,1
1159,0
1393,0
2548,0
2992,0
5,1
1167,0
83,1
2215,1
87,1
292,1
1821,1
1493,0
1232,0
2821,0
2774,0
2099,1
3067,0
2348,1
1460,0
2516,0
2009,1
1305,0
2616,0
1788,1
1661,1
3110,0
1558,0
193,1
2128,1
580,1
2398,0
2950,0
3173,0
817,1
1306,0
3126,0
1673,1
1340,0
863,1
2888,0
261,1
1705,1
1447,0
1429,0
2031,1
2075,1
69,1
1045,0
457,1
1216,0
3181,0
924,0
725,1
2511,0
1235,0
51,1
1692,1
3005,0
2254,1
2909,0
2209,1
1818,1
1254,0
3009,0
648,1
1301,0
1934,1
2558,0
1732,1
1236,0
3066,0
1468,0
919,0
2636,0
2820,0
2390,0
2843,0
694,1
1496,0
99,1
111,1
1609,1
1426,0
532,1
1004,0
2583,0
852,1
399,1
60,1
612,1
1419,0
1212,0
1029,0
3116,0
2604,0
992,0
1759,1
939,0
1846,1
443,1
2855,0
1653,1
1133,0
3161,0
1982,1
1891,1
1513,0
1743,1
1392,0
2962,0
2305,1
2486,0
1611,1
2875,0
2726,0
346,1
2264,1
1781,1
935,0
1629,1
2702,0
407,1
2232,1
857,1
367,1
1676,1
151,1
179,1
3158,0
2300,1
2535,0
2718,0
1660,1
2747,0
3098,0
2802,0
3012,0
2706,0
711,1
1970,1
372,1
1024,0
2929,0
1646,1
1332,0
2687,0
2301,1
1122,0
1545,0
1943,1
1569,0
1118,0
163,1
1220,0
3155,0
2384,0
647,1
1371,0
1807,1
1581,0
2294,1
2722,0
437,1
3034,0
473,1
411,1
137,1
1690,1
2142,1
1401,0
2012,1
584,1
1971,1
682,1
874,1
1727,1
2279,1
2673,0
2309,1
610,1
1253,0
706,1
3165,0
1780,1
1368,0
462,1
2536,0
26,1
872,1
2481,0
1204,0
1155,0
175,1
446,1
1824,1
1404,0
843,1
786,1
1515,0
1614,1
2823,0
2344,1
119,1
2425,0
84,1
1359,0
1613,1
1192,0
2585,0
3017,0
1763,1
2860,0
2352,1
2252,1
2100,1
368,1
2705,0
763,1
1585,0
700,1
2063,1
1187,0
739,1
2354,1
2191,1
1257,0
2762,0
522,1
1199,0
2349,1
1183,0
235,1
2581,0
1535,0
2449,0
1403,0
283,1
2177,1
1504,0
499,1
2303,1
81,1
2204,1
1755,1
3084,0
2041,1
543,1
619,1
953,0
3080,0
244,1
2131,1
2954,0
2873,0
1627,1
485,1
388,1
914,0
845,1
1986,1
2852,0
3179,0
2164,1
2071,1
1826,1
1909,1
1420,0
2436,0
2110,1
2840,0
2818,0
974,0
3092,0
1121,0
1156,0
430,1
1536,0
762,1
2162,1
1315,0
2187,1
794,1
3104,0
1396,0
1600,1
2731,0
2542,0
2205,1
1962,1
2374,0
1675,1
108,1
2423,0
2877,0
2508,0
1382,0
2048,1
2783,0
1685,1
521,1
1238,0
280,1
1498,0
1738,1
2554,0
2742,0
1969,1
66,1
1025,0
314,1
1933,1
3054,0
1754,1
514,1
2261,1
2839,0
1994,1
1549,0
1562,0
1205,0
632,1
2681,0
848,1
536,1
2260,1
2676,0
2602,0
2153,1
246,1
1586,0
1626,1
2363,1
2563,0
196,1
2778,0
2948,0
2730,0
3081,0
2081,1
1502,0
1437,0
1293,0
2530,0
723,1
2564,0
3162,0
1267,0
1551,0
1642,1
3042,0
1533,0
484,1
2216,1
2308,1
1044,0
3171,0
404,1
2788,0
1150,0
2844,0
2864,0
2479,0
160,1
50,1
2046,1
1960,1
1936,1
834,1
1968,1
1442,0
10,1
2148,1
2320,1
349,1
2355,1
54,1
40,1
1796,1
1388,0
1343,0
2360,1
1907,1
561,1
2570,0
1096,0
800,1
1593,0
1153,0
1085,0
1942,1
1475,0
143,1
2092,1
2728,0
2195,1
546,1
1550,0
1596,0
1237,0
3178,0
2880,0
2984,0
2044,1
318,1
2095,1
3097,0
743,1
2854,0
2698,0
607,1
1244,0
838,1
899,1
418,1
174,1
1857,1
3170,0
600,1
231,1
165,1
1399,0
3095,0
1093,0
15,1
3075,0
2967,0
3148,0
608,1
364,1
1009,0
2678,0
3028,0
1424,0
1855,1
2418,0
2959,0
1696,1
2685,0
2914,0
1181,0
2848,0
113,1
978,0
2587,0
1440,0
2462,0
358,1
1161,0
1362,0
3182,0
2932,0
433,1
125,1
862,1
268,1
1940,1
1337,0
2553,0
335,1
153,1
1728,1
591,1
2391,0
774,1
2918,0
977,0
332,1
1835,1
251,1
2751,0
2531,0
287,1
52,1
2108,1
206,1
679,1
365,1
1810,1
1849,1
1948,1
1283,0
3177,0
970,0
528,1
2686,0
1308,0
2238,1
1537,0
2240,1
2116,1
1223,0
243,1
2569,0
241,1
1380,0
2373,0
150,1
1116,0
542,1
1761,1
2146,1
713,1
2512,0
601,1
1487,0
1036,0
3160,0
620,1
483,1
1978,1
115,1
2323,1
1976,1
2837,0
1764,1
384,1
2983,0
846,1
2036,1
2671,0
2015,1
1049,0
2163,1
2620,0
347,1
2402,0
869,1
1768,1
2993,0
1088,0
2322,1
2980,0
2712,0
1718,1
1459,0
2891,0
910,0
3083,0
375,1
2920,0
639,1
131,1
2549,0
3156,0
1411,0
867,1
2902,0
227,1
3188,0
1497,0
2938,0
492,1
2199,1
172,1
1214,0
1046,0
308,1
1282,0
2623,0
1477,0
2226,1
230,1
2997,0
2679,0
2592,0
1256,0
999,0
205,1
2113,1
351,1
1570,0
2062,1
1028,0
1587,0
1280,0
588,1
1952,1
966,0
1092,0
1809,1
2282,1
2578,0
1915,1
148,1
2007,1
1659,1
2897,0
221,1
2625,0
2695,0
1450,0
1831,1
1390,0
1839,1
781,1
2510,0
2988,0
1578,0
379,1
1870,1
123,1
2045,1
777,1
2816,0
303,1
63,1
1531,0
215,1
664,1
11,1
622,1
1435,0
3029,0
2546,0
1089,0
533,1
2539,0
1597,0
2465,0
3169,0
223,1
1506,0
2000,1
313,1
2518,0
2455,0
296,1
1667,1
2117,1
808,1
2193,1
197,1
552,1
2859,0
2841,0
2861,0
1117,0
482,1
2952,0
2758,0
2276,1
3078,0
21,1
190,1
1944,1
651,1
1670,1
18,1
348,1
556,1
875,1
702,1
2664,0
152,1
617,1
2341,1
913,0
595,1
1387,0
1069,0
1087,0
2528,0
249,1
1113,0
563,1
1778,1
564,1
1484,0
1979,1
2826,0
789,1
2969,0
2129,1
575,1
555,1
2484,0
270,1
534,1
643,1
1248,0
2395,0
2155,1
2871,0
1912,1
448,1
1215,0
1959,1
1485,0
1601,1
237,1
2175,1
1784,1
2297,1
259,1
2225,1
973,0
2641,0
267,1
1638,1
1501,0
2203,1
1228,0
1203,0
2133,1
2011,1
297,1
212,1
2708,0
1873,1
412,1
1816,1
1588,0
1750,1
3056,0
2430,0
836,1
909,0
2752,0
1852,1
2123,1
3091,0
132,1
597,1
2335,1
2147,1
754,1
2037,1
1068,0
1797,1
295,1
3018,0
2112,1
1369,0
2024,1
3189,0
77,1
2811,0
566,1
2389,0
3013,0
1321,0
2219,1
1039,0
2080,1
103,1
1234,0
1290,0
2865,0
336,1
1805,1
1163,0
2447,0
3103,0
477,1
708,1
2928,0
2968,0
1612,1
2812,0
923,0
693,1
1058,0
1851,1
1757,1
157,1
2761,0
2789,0
1844,1
2524,0
1860,1
166,1
391,1
598,1
305,1
942,0
1119,0
2605,0
2375,0
2293,1
917,0
2538,0
1474,0
965,0
727,1
2094,1
1859,1
2250,1
282,1
669,1
1160,0
1224,0
1910,1
1847,1
3036,0
1416,0
3102,0
1373,0
2577,0
1590,0
900,1
1239,0
950,0
1884,1
1182,0
33,1
233,1
751,1
2158,1
1927,1
29,1
905,0
3175,0
1345,0
1270,0
1406,0
338,1
2098,1
2704,0
2429,0
2079,1
2994,0
450,1
2556,0
801,1
1679,1
2367,0
2476,0
1273,0
2109,1
918,0
185,1
182,1
309,1
3006,0
1176,0
2356,1
2126,1
121,1
273,1
3057,0
3086,0
1987,1
1303,0
887,1
972,0
2417,0
1819,1
2756,0
761,1
1825,1
1606,1
2065,1
2829,0
2834,0
2642,0
2682,0
1127,0
2936,0
2336,1
592,1
2138,1
2827,0
2887,0
449,1
345,1
2149,1
1071,0
245,1
890,1
2318,1
1996,1
825,1
2724,0
2596,0
2795,0
710,1
1074,0
195,1
539,1
2613,0
758,1
92,1
466,1
1375,0
209,1
661,1
34,1
925,0
1140,0
352,1
1284,0
2745,0
2150,1
1838,1
787,1
2006,1
1522,0
491,1
1579,0
1222,0
320,1
3141,0
1132,0
557,1
266,1
2797,0
1010,0
2646,0
3030,0
1275,0
821,1
2951,0
1169,0
2321,1
2529,0
2628,0
685,1
2272,1
2957,0
768,1
1770,1
2527,0
1715,1
837,1
1854,1
43,1
1264,0
1,1
516,1
2927,0
1091,0
169,1
2660,0
1888,1
1322,0
1170,0
2740,0
3101,0
2266,1
359,1
488,1
944,0
1544,0
222,1
44,1
94,1
3123,0
2650,0
2134,1
615,1
1432,0
2334,1
1456,0
1342,0
1072,0
1630,1
1488,0
3020,0
984,0
2328,1
1430,0
2269,1
1995,1
1889,1
677,1
2915,0
1510,0
2156,1
1906,1
2405,0
2212,1
2700,0
1339,0
2814,0
469,1
3058,0
1887,1
1381,0
2256,1
1803,1
1476,0
581,1
2244,1
2022,1
2541,0
322,1
885,1
2185,1
1710,1
2885,0
1898,1
2552,0
2471,0
339,1
1966,1
614,1
2028,1
431,1
629,1
1720,1
1304,0
1647,1
2876,0
1793,1
141,1
2904,0
1124,0
809,1
378,1
2312,1
908,0
1350,0
1374,0
964,0
275,1
775,1
1050,0
1698,1
2670,0
1172,0
2847,0
3106,0
1123,0
1922,1
1568,0
791,1
2764,0
435,1
304,1
307,1
1694,1
2074,1
2803,0
2521,0
2895,0
2729,0
866,1
1602,1
1064,0
511,1
814,1
1352,0
2385,0
902,1
2304,1
1702,1
356,1
257,1
1090,0
1376,0
213,1
2965,0
1355,0
2091,1
2086,1
2506,0
2483,0
2499,0
634,1
638,1
1095,0
930,0
1997,1
1649,1
2474,0
2645,0
2284,1
1902,1
2400,0
414,1
2743,0
459,1
1532,0
1434,0
816,1
1048,0
1719,1
1665,1
735,1
42,1
623,1
20,1
487,1
1463,0
2933,0
920,0
2738,0
