,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
52,0.0,0.2905027932960894,0.8237476808905381,0.8228867090048781,0.9160410076603528,0.26357109212504554,0.026286312001170237,0.6929553130135873,0.9727336725868415,0.6731599563218161,0.7252261452138508,0.7385137756498359,0.5146614935324151,0.24409300271943646,0.0374852189205847,0.2562685127435861,0.8181051518244271,0.668711748801153,0.07403359267010781,0.46710499983990267
290,0.5,0.6145251396648045,0.49536178107606677,0.4955095481661522,0.8515979628556126,0.557628243820183,0.39911190017693865,0.31599853912945763,0.4743729509021059,0.6620280301740116,0.11730877386082274,0.5659078856485227,0.16136196965952757,0.31455049020099746,0.38200833964059644,0.8107664200640539,0.5343386520542897,0.07640103013527048,0.501870207499447,0.4173137267458615
327,0.5,0.8212290502793296,0.4582560296846011,0.4570179547855186,0.7912378319937577,0.9231204950080396,0.6252156627785581,0.890187886413302,0.13318683750025143,0.6546468178038689,0.06366373859212972,0.55588503901171,0.7475655887858508,0.9279740700229798,0.952823010501844,0.941053017890555,0.76834968745712,0.7262905294598213,0.8403412315444,0.1797723015593481
496,1.0,0.7597765363128491,0.0686456400742115,0.06876264553969182,0.39686304636930564,0.535547317919737,0.0031219754610324157,0.6489877250754014,0.862338837822073,0.23187605814407788,0.793045060018653,0.08908183386615419,0.9884104717950462,0.08198749661324797,0.49223453783655186,0.23140202509611082,0.6772159695840341,0.07850064333272445,0.3214294651016378,0.11766754186545421
273,0.5,0.5195530726256983,0.7068645640074211,0.7080077801729975,0.47984318240626145,0.16380620286612144,0.15785313089252828,0.4671063325125971,0.701324496651045,0.14670059406337344,0.5888870667373617,0.21419699434899117,0.1570198984915805,0.8718653728437679,0.539685567041355,0.7707879184105663,0.2563843180695957,0.9022736442339926,0.6293676126303315,0.223054617207262
6,0.0,0.0335195530726257,0.549165120593692,0.5486205640926358,0.15284801049462332,0.6552599625791277,0.13975549201171042,0.7988333102563948,0.403534002453889,0.6635277146091504,0.04647760782581663,0.5779367050919229,0.26456219616757193,0.9613649363290618,0.6994487083996683,0.4661150362082693,0.6373511026889405,0.010397702067697473,0.14724043051305843,0.21368091799814287
397,1.0,0.20670391061452514,0.2764378478664193,0.2765402104338179,0.20829580716530838,0.9190118318651884,0.5911023699360576,0.6534114738538287,0.15808878250900094,0.45524188297051715,0.19572288495997248,0.874657275385681,0.8914692308231026,0.23627888774045938,0.45237932716727264,0.7472801182409058,0.05624269472958855,0.5450915017854742,0.07828047006917316,0.7539594073196504
264,0.5,0.4692737430167598,0.150278293135436,0.15096404528871202,0.049269769186486165,0.5503760667107896,0.519418166370433,0.8657895423341421,1.0,0.7128429889502209,0.715311069771747,0.7039691394968126,0.9654815346920481,0.67015543937463,0.1383820213891504,0.8909460275186857,0.48989656688597916,0.23346855698763716,0.6547878212808295,0.747145264320707
193,0.5,0.07262569832402235,0.8608534322820037,0.8613793055021953,0.8751747599495326,0.7836217900755347,0.46489781441679373,0.9127009449504648,0.19260715650582294,0.8453141122609471,0.26730459856269134,0.017114426663699313,0.4357508531569559,0.8844881739636539,0.2983559625218078,0.5171014132355212,0.9450102812134736,0.9251957598251259,0.029661080566557266,0.1529890173225321
145,0.0,0.8100558659217877,0.3209647495361781,0.3212300618020189,0.6161850279114456,0.006624478633646043,0.4708001114132449,0.3852293546684647,0.883003801516584,0.20723394876829526,0.6426940834516335,0.18048341839419924,0.1881377417027922,0.10802584969845364,0.29844530147379156,0.0,0.13015024693942345,0.09782069785040556,0.707915326693271,0.15494920911914445
174,0.0,0.9720670391061452,0.44155844155844154,0.44038728328917953,0.8970425702199016,0.3690184101452143,0.6237708974978107,0.8364015628104099,0.6157541685942435,0.2831418238647178,0.18609052247568014,0.18941455869099497,0.11097593552124362,0.09010064925290759,0.47650987847894916,0.6111095513222886,0.39635505191687287,0.14461738262941426,0.40812461777602943,0.18807034677083667
467,1.0,0.5977653631284916,0.0,0.0,0.4201409713544122,0.7451011900158783,0.7682183699601036,0.02039700361003586,0.27111149103928234,0.6006261207561535,0.06080843832782832,0.30574293674017894,0.3443282445726611,0.6202703380731137,0.5754341973447259,0.047121888806220084,0.6339146834558098,0.33890286177680273,0.4682735337363012,0.18100505107105122
13,0.0,0.07262569832402235,0.012987012987012988,0.011670259496254864,0.6240870861172902,0.5193968872181509,0.2540843173834719,0.3676969014694994,0.051396906490737575,0.5191342503080514,0.3702694626743439,0.8538857828556993,0.3467864171209667,0.9494536040059005,0.5982387176949345,0.4274571186199345,0.4012708040579994,0.8225375210513322,0.5999127203136464,0.13550038423361402
484,1.0,0.6927374301675978,0.5992578849721707,0.5995939383665048,0.8761014640721626,0.7642324352390929,0.09195399995591562,0.03739768387804942,0.7227809401210854,0.06492421434367517,0.9978640583294179,0.8603097077655508,0.36525522674315647,0.7118681825935999,0.8805558288145222,0.9342916675858279,0.7109872268567531,0.2671838084895833,0.18707880294709067,0.7994850869328552
479,1.0,0.664804469273743,0.62152133580705,0.6211820125128775,0.9630411540876277,0.04798428443880241,0.9481908372625204,0.9560715425227709,0.5135798620190277,0.12213662455795873,0.571776393166194,0.49689480221469023,0.7707726585581322,0.6024254161941939,0.948995488884829,0.0687726489693027,0.36282417372195946,0.08764379640576732,0.2872262375548876,0.8833610835387916
349,0.5,0.9441340782122905,0.2894248608534323,0.28966498912119953,0.5602387767505581,0.39127207866618596,0.3419805507741817,0.18500480602328162,0.8244433493573626,0.7854589715590907,0.29845735310244775,0.3194358815503634,0.8153599266850288,0.08863757237614522,0.3982780669861455,0.5464430464280056,0.5122548258603818,0.9844927707868733,0.10920970846382747,0.09770640549454068
482,1.0,0.6815642458100558,0.9053803339517625,0.9060721662204468,0.14884934238106798,0.8781180294084268,0.8351905547217374,0.16345596217790112,0.8250135768449424,0.09854940343214354,0.529480120047367,0.010528099157812217,0.861715038073161,0.4136162483818851,0.1922855313057741,0.7911150863443386,0.8772714570878275,0.32225349115894236,0.546479936181734,0.784682086708719
277,0.5,0.5418994413407822,0.9721706864564007,0.9706227248059721,0.04537540543305365,0.368164740218198,0.09258921575896266,0.9221083091025479,0.8701369752800853,0.4348573947365785,0.5655375922715735,0.3150339692096708,0.13889325208124276,0.4821219632123468,0.6665328255400992,0.03801918406555392,0.690069239190203,0.4475367683219354,0.7127457368577511,0.12779770100220936
89,0.0,0.4972067039106145,0.0074211502782931356,0.007094041185964793,0.5803454480173146,0.7553150996132373,0.3246834441120304,0.36556278632962297,0.08969970030371906,0.6974163753118081,0.07148009791325642,0.8161923408128752,0.8440416078469429,0.5796604216631712,0.0989162883981827,0.8119917455975518,0.8589024892255087,0.606122801277432,0.5276587524409786,0.38035825782075505
201,0.5,0.11731843575418995,0.9369202226345084,0.9370614499249167,0.9537711040817105,0.2965789930912995,0.5443178243157403,0.7971486937449457,0.8487971921073275,0.29773995451858826,0.5678586555942455,0.4079693560336073,0.06909996068124495,0.5446900745587188,0.37038122637285864,0.8365303433518569,0.6792481743709831,0.854448229279367,0.8614274832922457,0.7922767042361757
472,1.0,0.6256983240223464,0.5584415584415584,0.5607532603800007,0.47833578381717856,0.5265576714294753,0.7582132201032776,0.9700993111032181,0.03844962487680271,0.8414451868845233,0.6647959989576847,0.05630056911082573,0.6720845843467333,0.3114497305650607,0.5936001188509203,0.1370078392757945,0.8652174479153626,0.7689692826187757,0.5809464040669131,0.48205208766930296
377,1.0,0.09497206703910614,0.7328385899814471,0.7314656638174809,0.1102045769555563,0.1765148372854903,0.8753955070003987,0.4481411024355201,0.5361677092342659,0.22594043337574257,0.032527081587337685,0.983678539098425,0.7856407506380544,0.5931000571984788,0.21452189607370362,0.7555696159376548,0.6822348844127188,0.01421755284662185,0.22111587879734196,0.3486920047388813
262,0.5,0.4581005586592179,0.7402597402597403,0.7401486418301663,0.6592837900995104,0.9962820163884539,0.15145889231990028,0.19696367689878055,0.10282297805579581,0.7970978050710772,0.3318657747290835,0.0874086861329235,0.8058283801373255,0.6088326492930469,0.05590209253909331,0.7506933818383091,0.6014154321364793,0.9362468310092396,0.6938825147359539,0.16895472447247925
93,0.0,0.5195530726256983,0.935064935064935,0.936883898271931,0.7706788408576226,0.7940586581714791,0.35301066240784856,0.6692031232127915,0.8161695194802583,0.9656124462788391,0.7123300075155367,0.5835235548925787,0.16495468338397415,0.8109760870219662,0.28738634378833294,0.9920504248530513,0.8905994753726627,0.5311338914905447,0.8988316332811856,0.8805503746277737
371,1.0,0.061452513966480445,0.46567717996289426,0.46569491409810276,0.5322591321476067,0.9597469521472811,0.6827387619904496,0.9251695151635553,0.7323028340406702,0.2780026246982098,0.16825143544737564,0.12870305487303024,0.9283668309783767,0.20292715723560756,0.9102796008054559,0.2967965057165146,0.3953043950309638,0.9725063078723452,0.05415144026496191,0.6385302263776377
62,0.0,0.3463687150837989,0.7421150278293135,0.741979329777619,0.7827590910276186,0.03158377866447859,0.23934711036924672,0.1497683276042325,0.40292354727759117,0.939182136023482,0.06020478076666523,0.03214669164859687,0.6336412468747593,0.3192899360781913,0.9953764582827247,0.4073425276199606,0.3857302966778609,0.5555534367616979,0.45574409435814894,0.25036522205500944
109,0.0,0.6089385474860335,0.8552875695732839,0.855364617867715,0.7215595106520828,0.12887804672286157,0.30714687912664834,0.2874553762243319,0.5225104089144559,0.5103815830336302,0.312053733571711,0.9190553381833566,0.08901445989737104,0.025083038142353964,0.85767501902217,0.7930433195693111,0.059197354227616954,0.8165538241664275,0.16784824544809412,0.37156891389965097
263,0.5,0.46368715083798884,0.9944341372912802,0.9916781439933875,0.5931227321323622,0.5943460938574934,0.8563260079792723,0.32979955170538583,0.28152744534062796,0.7240861141443183,0.14271873280204758,0.4724872960068009,0.5228604044129049,0.6014319689321947,0.7254925186156277,0.24007055147670778,0.0414413530137026,0.5378833650817866,0.7094727486194896,0.4465635106144536
255,0.5,0.41899441340782123,0.23191094619666047,0.23088235146600486,0.47399812653322393,0.0,0.9887474626434996,0.6664770344327989,0.5869863426996803,0.2907744863305316,0.2033953725623553,0.23953380430086185,0.3167140726126362,0.14087784612605742,0.9316727664760099,0.5985294088155253,0.5954239836221722,0.9093171841095814,0.5810044570693043,0.16090082770324354
88,0.0,0.49162011173184356,0.9888682745825603,0.9897571755444166,0.38146611813271125,0.6020401706938127,0.13058794532735657,0.20906301609566294,0.8098417040448941,0.9301710061009206,0.6909243103966937,0.6676059952622551,0.20451955582813,0.6260975585280926,0.045712432970690796,0.5420441077083203,0.10327987235870968,0.612523008428562,0.7035983853258024,0.3722983574013
170,0.0,0.9497206703910615,0.4897959183673469,0.4886422113506665,0.6465546464583655,0.2203211606697191,0.5938856972244876,0.5110127163964658,0.39547941348029847,0.3403582412518407,0.36182630558554285,0.22918314501649592,0.060940068412632824,0.7241417719486619,0.8051577685739696,0.9739101922617985,0.4377733686022858,0.043551919259233976,0.11247468939141435,0.638482197175883
131,0.0,0.7318435754189944,0.7996289424860853,0.7998932683848717,0.499539656718304,0.3113273964774566,0.30437958252094505,0.9225257006860874,0.47935515014984814,0.46241472235301184,0.45536706907150426,0.9918207235737393,0.7106659876761215,0.6195959981134537,0.4515873223008092,0.23295925140832216,0.1683655124130754,0.1352453998197464,0.3746190271718078,0.33382196375396245
407,1.0,0.26256983240223464,0.9833024118738405,0.9803499472862183,0.04902706096389264,0.7946542184852681,0.9086180950338948,0.8195814846698894,0.29481062815535936,0.5448112120696046,0.5198356844118514,0.9441716013998702,0.12869038531379468,0.2430403500145505,0.44259219478702194,0.2843427061043673,0.27629671992732535,0.5157621535688406,0.7848805959841335,0.4689060949057027
16,0.0,0.0893854748603352,0.6957328385899815,0.6970176337881798,0.703755558720346,0.9778678539039329,0.9845113547329589,0.030763565728137612,0.9396172335418469,0.7458851343905591,0.7535889957250984,0.4115291808393006,0.5865167684985738,0.9437397770262812,0.24709146501827933,0.5491925084679822,0.22952095454531796,0.6931001812572388,1.0,0.6471934936441357
320,0.5,0.7821229050279329,0.14285714285714285,0.14282475651850296,0.8664172054053729,0.5819066165445249,0.4210528952414922,0.7392797587155577,0.528599875294165,0.4585648310475751,0.02082316757232069,0.9031890055447455,0.40468703571603654,0.11132830923303864,0.28200994573411525,0.532026921063767,0.22857145718798544,0.49947710397902795,0.9494548522801317,0.6001929172937146
401,1.0,0.22905027932960895,0.5769944341372912,0.5733835025423992,0.09410860892083098,0.7209975685471843,0.4193606562961508,0.9103119801417928,0.9174537884425851,0.8023652337684455,0.7664297981469725,0.9528942247832377,0.4964898256468335,0.7226696637331541,0.7251813379963582,0.6424686599430856,0.9410350122142619,0.1723720209479573,0.5009723877900524,0.9181432310844994
169,0.0,0.9441340782122905,0.15213358070500926,0.15140040104605004,0.8375760469048684,0.7707584907517417,0.9756123219842778,0.4577812426630386,0.7786461371361908,0.42930245138798445,0.17500435136492004,0.9886839475058671,0.05066216585311193,0.06015574041925481,0.11444520510818043,0.6435465854328648,0.7647710439362875,0.3236084040731693,0.8776372828392323,0.5403665428580577
50,0.0,0.27932960893854747,0.022263450834879406,0.02121792409014809,0.6663895246328788,0.9692568351342421,0.3779934795198009,0.3370186200793446,0.821617354224913,0.9129561915829335,0.7905026555902211,0.8272427347394191,0.49223979838382903,0.5677812007666604,0.6355603158382905,0.06708005527000278,0.5141367937237024,0.3195677526711857,0.43018876234001635,0.30476529730075885
247,0.5,0.3743016759776536,0.8979591836734694,0.899548898427414,0.6955215318298795,0.3188838818078922,0.7877437415212716,0.6482623065299709,0.18288512983486532,0.43372637020266275,0.7026996572231149,0.7803905882683172,0.0584718910920509,0.5591211503918597,0.7802492657141193,0.7632354209324106,0.050448557374980336,0.3021355434806609,0.897948827279306,0.9302555954020045
278,0.5,0.547486033519553,0.10575139146567718,0.10666540942708998,0.7254859680547839,0.39835151315505357,0.19996272866266032,0.13474724732257348,0.22381278033670574,0.07731038559020646,0.7842809583265004,0.592295300048821,0.15057082228222862,0.8983934251853933,0.503765285493161,0.9651474100709325,0.8450576559233912,0.5825704002713841,0.638018510900452,0.06267910889821011
139,0.0,0.776536312849162,0.647495361781076,0.648148798316369,0.7237840017170102,0.21158460220487876,0.1548974737647858,0.6368442386917985,0.8394030210994228,0.9836256899850733,0.7648089775952497,0.6923784060686442,0.38303370707827633,0.4237724905421813,0.43863417807160365,0.5868978407397677,0.7474667550727497,0.4712758462183879,0.6766397721119382,0.16295507668662546
191,0.5,0.061452513966480445,0.2987012987012987,0.2984944221696812,0.068479824126802,0.7685369403063771,0.350544943020942,0.3924454130069653,0.34813846370456786,0.9972981637130464,0.9283206950915598,0.10843581237888726,0.29287270027803264,0.1678173261216421,0.6891205232652685,0.4836416033113871,0.8658133877124224,0.5048525955113241,0.18930683714231092,0.19042878069866478
536,1.0,0.9832402234636871,0.8441558441558441,0.8434185012834878,0.5192812627246305,0.08903275179998814,0.3367675731349803,0.8960875559114087,0.9796578635074522,0.6757816491519821,0.26175296119186153,0.7980714190478196,0.35329552196397684,0.043759846667937745,0.9933567956828206,0.3454555664072292,0.5125753312974561,0.8126045039312547,0.5936550070214105,0.14238857225192916
314,0.5,0.7486033519553073,0.6883116883116883,0.6890338281039188,0.001954703825763578,0.7078520559886954,0.4484082533970018,0.6976880920990582,0.4154665406199087,0.8949199066328729,0.6877440411452994,0.7836787395954571,0.5197079006686189,0.13614040721302922,0.2399975507073838,0.2597379287385966,0.44487556877195333,0.5222827974234575,0.23764797259898285,0.5496782043482437
466,1.0,0.5921787709497207,0.00927643784786642,0.008884604466076099,0.14213174041854132,0.2728560079782987,0.09834022318718026,0.84395073173962,0.9599995977231128,0.418415964576592,0.4108684519503673,0.5962781735923354,0.3949874089940902,0.5690134767643724,0.3470727941811232,0.08038616806011516,0.9952184595106482,0.20374477856708426,0.6893994216719864,0.09428432486952068
412,1.0,0.2905027932960894,0.08905380333951762,0.08770750722494793,0.8863583937930882,0.32023971051550615,0.131942538017766,0.31936074873628684,0.1524015930164732,0.8160687630859238,0.13942879909370878,0.7001145840538695,0.8752975169155688,0.37678143156753935,0.6769724334123665,0.9774758695098498,0.011106514974114178,0.06029362468310092,0.8426603488985444,0.2845830264800999
292,0.5,0.6256983240223464,0.5565862708719852,0.5569243639989446,0.9458309346673593,0.4788857297522047,0.7324549187144194,0.5148083711092784,0.9620592553854818,0.9186994720549785,0.008674559153913564,0.4585597696690095,0.3783134555182822,0.4609464843005228,0.026341941325388522,0.2464839574605479,0.7863761151335656,0.876834401539984,0.9633955801646903,0.24735138964490408
76,0.0,0.4245810055865922,0.9443413729128015,0.9445447003840934,0.7987236756856507,0.8053471875593176,0.6330546666319334,0.22081519786969758,0.4238751332542189,0.5642990953807315,0.7989649285017925,0.10193269114133938,0.8537402340916617,0.9863375914423047,0.06565007638982298,0.3949729566042239,0.6930769824012468,0.18814220363036369,0.9062183773785466,0.35002381447920333
345,0.5,0.9217877094972067,0.48608534322820035,0.4845916261825492,0.4483051544406579,0.5110670773655948,0.7359666401492456,0.3208697798460066,0.7691684936741959,0.8877540798028472,0.9574210139233617,0.36425799557102057,0.613539658417065,0.2510651962309213,0.4925406994135751,0.6440499515685572,0.34056306795817,0.6700475925706613,0.5444590911502202,0.8918342352150107
515,1.0,0.8659217877094972,0.6641929499072357,0.6621834038357175,0.7447923039429054,0.9164327443680381,0.49093364700035863,0.08571677974366537,0.2597441518997526,0.7323829655082598,0.22628506118572428,0.573735289783373,0.3321854524608238,0.47870510672031946,0.5061965095572603,0.17542009012459814,0.5481043605766294,0.5863862364935255,0.334609498472105,0.9917469821651564
259,0.5,0.441340782122905,0.9517625231910947,0.952488381401013,0.17332877336066643,0.9475083383465518,0.29844622607671084,0.9404815655395088,0.5104843413721665,0.5454804099337814,0.50607933468888,0.13696152762698732,0.8054311906779534,0.7841479935375754,0.880672270594636,0.36146000244664017,0.2351297996941176,0.5077862328804245,0.6768889996566866,0.5931686465370946
270,0.5,0.5027932960893855,0.2690166975881262,0.268279544544901,0.7532650273498067,0.6877837824808853,0.35587815078059404,0.009733451326723295,0.01370054508518213,0.8159806052834574,0.3660106585803383,0.7289089653250408,0.10059298285282078,0.06053806709281206,0.5124060686243608,0.2364427055027344,0.870785228305037,0.30687773868045537,0.4332585650699088,0.0709951650603567
534,1.0,0.9720670391061452,0.45269016697588127,0.45186895684892964,0.3023512609795383,0.013136473700438182,0.6946585765154505,0.9989836113602752,0.6413098135446628,0.6108083469410244,0.27196684712674096,0.6056504073598451,0.3899500061529349,0.49922631531414,0.3753450591544319,0.28151001818936594,0.6213108071428644,0.0726915796678757,0.07279446134320634,0.9764346722807467
428,1.0,0.37988826815642457,0.2541743970315399,0.254206820591578,0.2871208185485246,0.8156183432576647,0.5592233534985963,0.759521243826919,0.4992044974555987,0.7379990182426543,0.8495484138394533,0.735411084077428,0.19874980365634407,0.287533742085035,0.6490334328442109,0.23516624117855858,0.05076906281205461,0.1454152757900146,0.887402198206963,0.5416353142710768
242,0.5,0.3463687150837989,0.5788497217068646,0.5811907596903579,0.3145719208650843,0.47587880297398516,0.10116563101776802,0.5972010683619187,0.4303065349880323,0.31156470081445786,0.6704965385269347,0.9848494417661383,0.480190050654162,0.7597212326773906,0.11442111370539829,0.7416127369681316,0.057747067124855896,0.5605304835332918,0.8139631483544476,0.46573016393967537
442,1.0,0.4581005586592179,0.5213358070500927,0.5216989185399035,0.32201162993615373,0.46763837738437547,0.24770410565822984,0.3013476932091594,0.6527002836052054,0.5926358181144249,0.9160654405040138,0.023539354058711548,0.06145831561654909,0.9391337942661033,0.6682162123095022,0.6141106964301113,0.7670155835752983,0.9151684006206505,0.17561733863016935,0.4621139652908969
14,0.0,0.0782122905027933,0.20037105751391465,0.19994021424566125,0.969756750197075,0.838070866655753,0.6102870894892825,0.24502290636983706,0.788141883058109,0.35635888239949504,0.12256562512261794,0.5093506803365543,0.40373958378146374,0.8674339959660021,0.500101384653375,0.5887368317614005,0.014288533016567125,0.895711851172351,0.5624164862519481,0.028203147513688322
244,0.5,0.3575418994413408,0.2189239332096475,0.2189964218827898,0.1712176129947186,0.6266087911933401,0.4126898884464866,0.6745559696026553,0.6143834101011727,0.37986696186173247,0.05054927807586165,0.0793035936085556,0.42669353281515277,0.3232265962891232,0.17985938651242814,0.651316673451748,0.33850582368394955,0.37455312964810406,0.9061533179793151,0.20379290608690084
94,0.0,0.5251396648044693,0.8664192949907236,0.8634266666532918,0.09492398819756047,0.0938595019990941,0.5109529639730443,0.2039600026488312,0.7896142164651929,0.7951513208643471,0.11729670070959948,0.9444853792551736,0.2592866797462389,0.27508454336547816,0.7732366598876137,0.7463836853219638,0.4080454877341567,0.9403778099388382,0.17904346668508347,0.775504506740098
160,0.0,0.8938547486033519,0.15769944341372913,0.15450805653164382,0.03916628722612583,0.5359631053900719,0.08790024106139151,0.04746424579548214,0.9646197477723918,0.029289428076256497,0.2922356558387269,0.5911925663720363,0.8279239197097016,0.02717128435671781,0.4590506381210312,0.5957448515270444,0.9387634299289981,0.6215718194172069,0.05508729470006116,0.16874959975665205
296,0.5,0.6480446927374302,0.6586270871985158,0.6581328186676002,0.03326506746686832,0.09123823316437363,0.25089320960318046,0.8763567734827916,0.4918719954944989,0.10867653099047293,0.6950573524987903,0.16316247978739296,0.4964007831735738,0.7699728056355554,0.4312923230737418,0.19895797193583384,0.4591851349578285,0.1620465809023519,0.11262782920806697,0.05300422656975441
351,0.5,0.9553072625698324,0.6975881261595547,0.697484083046024,0.09648353896670483,0.2796492119622256,0.21994397276387004,0.6030495672572357,0.802233642416075,0.4022289898919065,0.3600716742744288,0.6270695053036478,0.23437879868697367,0.6491766429510402,0.6001861060864921,0.44240268087589724,0.011635348945286717,0.8280344529263108,0.5949581968337092,0.4064000912554833
