,RollRate,PitchRate,currPitch,currRoll,diffRollRate
5341,0.3220779220779221,0.5243243243243243,0.425531914893617,0.2079207920792079,0.7327586206896552
3674,0.8181818181818182,0.3891891891891891,0.3829787234042554,0.594059405940594,0.6379310344827586
6799,0.6883116883116883,0.39459459459459456,0.1276595744680851,0.44554455445544555,0.7198275862068966
3008,0.42077922077922075,0.6756756756756757,0.2765957446808511,0.8613861386138613,0.44396551724137934
2594,0.6519480519480518,0.3297297297297297,0.3829787234042554,0.297029702970297,0.6896551724137931
5264,0.6857142857142857,0.4432432432432432,0.3191489361702127,0.6237623762376238,0.6939655172413793
4277,0.4155844155844156,0.36756756756756753,0.3829787234042554,0.21782178217821782,0.7801724137931034
1770,0.4025974025974026,0.508108108108108,0.2127659574468085,0.10891089108910894,0.771551724137931
1219,0.5506493506493506,0.5945945945945945,0.3404255319148936,0.7722772277227722,0.521551724137931
1887,0.7584415584415584,0.3243243243243243,0.3829787234042554,0.6336633663366337,0.6077586206896551
151,0.4155844155844156,0.6918918918918918,0.3404255319148936,0.702970297029703,0.5603448275862069
487,0.8337662337662337,0.5027027027027027,0.3617021276595745,0.27722772277227725,0.75
4282,0.6779220779220779,0.481081081081081,0.2765957446808511,0.42574257425742573,0.6422413793103449
978,0.7532467532467532,0.30810810810810807,0.425531914893617,0.6435643564356436,0.6120689655172414
1238,0.4025974025974026,0.7297297297297296,0.5957446808510638,0.5346534653465347,0.6206896551724138
5152,0.5792207792207792,0.4054054054054054,0.3404255319148936,0.9405940594059405,0.5344827586206896
242,0.45454545454545453,0.38378378378378375,0.1702127659574468,0.3861386138613862,0.6508620689655172
3678,0.6623376623376623,0.3891891891891891,0.2978723404255319,0.31683168316831684,0.831896551724138
4926,0.2545454545454545,0.4486486486486486,0.2765957446808511,0.4653465346534653,0.5043103448275862
4327,0.43896103896103894,0.45945945945945943,0.48936170212765956,0.5643564356435643,0.5689655172413793
2866,0.45454545454545453,0.3027027027027027,0.2978723404255319,0.5841584158415841,0.6379310344827586
1094,0.7766233766233767,0.5405405405405405,0.4680851063829787,0.43564356435643564,0.7629310344827587
1022,0.44675324675324674,0.3891891891891891,0.40425531914893614,0.5445544554455445,0.6293103448275862
6621,0.612987012987013,0.4324324324324324,0.3191489361702127,0.594059405940594,0.6594827586206897
3400,0.39220779220779217,0.427027027027027,0.1914893617021277,0.11881188118811885,0.8706896551724138
76,0.625974025974026,0.427027027027027,0.2553191489361702,0.7722772277227722,0.6508620689655172
459,0.2987012987012987,0.4162162162162162,0.2553191489361702,0.5247524752475248,0.5172413793103449
5806,0.2753246753246753,0.37297297297297294,0.3829787234042554,0.504950495049505,0.5043103448275862
5328,0.6909090909090909,0.427027027027027,0.0851063829787234,0.6039603960396039,0.6896551724137931
89,0.6207792207792208,0.3891891891891891,0.2553191489361702,0.42574257425742573,0.7068965517241379
4635,0.6909090909090909,0.7567567567567567,0.3191489361702127,0.8118811881188118,0.5387931034482759
2003,0.44935064935064933,0.6432432432432432,0.5319148936170213,0.33663366336633666,0.6293103448275862
6921,0.6493506493506493,0.5945945945945945,0.23404255319148934,0.6435643564356436,0.6120689655172414
2610,0.574025974025974,0.4648648648648648,0.2553191489361702,0.5841584158415841,0.668103448275862
3566,0.2961038961038961,0.7567567567567567,0.6170212765957447,0.9207920792079207,0.31465517241379315
5162,0.44675324675324674,0.4432432432432432,0.40425531914893614,0.3564356435643565,0.6163793103448276
3028,0.6077922077922078,0.45945945945945943,0.3829787234042554,0.594059405940594,0.603448275862069
4849,0.7116883116883117,0.589189189189189,0.425531914893617,0.6435643564356436,0.603448275862069
5642,0.7350649350649351,0.49189189189189186,0.5106382978723404,0.504950495049505,0.6767241379310345
1653,0.8155844155844155,0.45945945945945943,0.23404255319148934,0.34653465346534656,0.7413793103448275
1210,0.7220779220779221,0.6486486486486486,0.2978723404255319,0.7227722772277229,0.40948275862068967
3264,0.2961038961038961,0.6486486486486486,0.425531914893617,0.9009900990099009,0.19396551724137934
6128,0.8311688311688312,0.589189189189189,0.23404255319148934,0.5247524752475248,0.7327586206896552
3743,0.6623376623376623,0.4324324324324324,0.2978723404255319,0.43564356435643564,0.6939655172413793
4350,0.40779220779220776,0.627027027027027,0.44680851063829785,0.6237623762376238,0.4310344827586207
4135,0.6545454545454545,0.4486486486486486,0.2765957446808511,0.43564356435643564,0.7068965517241379
6014,0.6441558441558441,0.6972972972972972,0.3829787234042554,0.7722772277227722,0.5862068965517242
2277,0.7142857142857143,0.39999999999999997,0.2978723404255319,0.48514851485148514,0.6767241379310345
5076,0.6519480519480518,0.5567567567567567,0.3404255319148936,0.6039603960396039,0.6336206896551724
3449,0.2779220779220779,0.49189189189189186,0.3829787234042554,0.5544554455445544,0.5129310344827587
1020,0.6571428571428571,0.5459459459459458,0.3829787234042554,0.4554455445544554,0.6637931034482759
2703,0.42597402597402595,0.4054054054054054,0.3617021276595745,0.5247524752475248,0.6336206896551724
4906,0.6441558441558441,0.4972972972972972,0.425531914893617,0.594059405940594,0.6120689655172414
2756,0.6337662337662338,0.427027027027027,0.2127659574468085,0.6039603960396039,0.668103448275862
1764,0.6753246753246753,0.5513513513513513,0.40425531914893614,0.6336633663366337,0.6508620689655172
5731,0.7012987012987013,0.4702702702702702,0.3829787234042554,0.43564356435643564,0.7241379310344828
4498,0.6675324675324675,0.5405405405405405,0.2978723404255319,0.42574257425742573,0.7241379310344828
3496,0.8025974025974025,0.6,0.40425531914893614,0.4059405940594059,0.7887931034482759
5709,0.48831168831168825,0.49189189189189186,0.3829787234042554,0.396039603960396,0.6422413793103449
1282,0.5922077922077922,0.4486486486486486,0.425531914893617,0.6039603960396039,0.5689655172413793
950,0.3662337662337662,0.5513513513513513,0.7446808510638299,0.504950495049505,0.5991379310344828
6464,0.5194805194805195,0.43783783783783775,0.3404255319148936,0.396039603960396,0.6594827586206897
1138,0.7168831168831169,0.4216216216216216,0.40425531914893614,0.43564356435643564,0.853448275862069
328,0.6597402597402597,0.39999999999999997,0.2553191489361702,0.42574257425742573,0.7327586206896552
939,0.24675324675324675,0.5513513513513513,0.5106382978723404,0.6138613861386139,0.5560344827586207
3614,0.43896103896103894,0.4162162162162162,0.44680851063829785,0.5445544554455445,0.6163793103448276
225,0.683116883116883,0.4162162162162162,0.3191489361702127,0.6336633663366337,0.6767241379310345
1962,0.6857142857142857,0.4702702702702702,0.3617021276595745,0.4653465346534653,0.6939655172413793
934,0.6545454545454545,0.5297297297297296,0.425531914893617,0.6237623762376238,0.6206896551724138
2257,0.43896103896103894,0.6162162162162161,0.44680851063829785,0.6237623762376238,0.5
3395,0.45454545454545453,0.5351351351351351,0.4680851063829787,0.42574257425742573,0.6336206896551724
1628,0.2623376623376623,0.45405405405405397,0.3191489361702127,0.4059405940594059,0.5431034482758621
2624,0.44675324675324674,0.4162162162162162,0.425531914893617,0.6435643564356436,0.5387931034482759
5229,0.5688311688311688,0.6378378378378379,0.2765957446808511,0.8514851485148514,0.4224137931034483
4525,0.6077922077922078,0.4162162162162162,0.3191489361702127,0.6039603960396039,0.6120689655172414
6463,0.6285714285714286,0.4324324324324324,0.2553191489361702,0.44554455445544555,0.646551724137931
6511,0.6701298701298701,0.7243243243243243,0.4680851063829787,0.297029702970297,0.7801724137931034
1428,0.45194805194805193,0.47567567567567565,0.3617021276595745,0.702970297029703,0.5732758620689655
3517,0.6909090909090909,0.481081081081081,0.23404255319148934,0.44554455445544555,0.7931034482758621
4384,0.7584415584415584,0.43783783783783775,0.23404255319148934,0.2871287128712871,0.7887931034482759
4690,0.6545454545454545,0.5351351351351351,0.44680851063829785,0.24752475247524752,0.6982758620689655
6070,0.6701298701298701,0.5027027027027027,0.14893617021276595,0.594059405940594,0.668103448275862
4848,0.7428571428571429,0.5783783783783784,0.2978723404255319,0.19801980198019806,0.75
4092,0.8779220779220779,0.5135135135135134,0.3191489361702127,0.3564356435643565,0.7801724137931034
4857,0.6467532467532467,0.4486486486486486,0.2127659574468085,0.33663366336633666,0.7155172413793104
2490,0.7532467532467532,0.5405405405405405,0.2978723404255319,0.43564356435643564,0.6810344827586207
4250,0.48831168831168825,0.518918918918919,0.3829787234042554,0.396039603960396,0.6422413793103449
4335,0.44675324675324674,0.3891891891891891,0.425531914893617,0.5643564356435643,0.6077586206896551
6578,0.4415584415584415,0.3351351351351351,0.40425531914893614,0.6633663366336634,0.5689655172413793
4482,0.6415584415584416,0.3567567567567567,0.3191489361702127,0.594059405940594,0.5689655172413793
5471,0.7142857142857143,0.6324324324324324,0.3617021276595745,0.25742574257425743,0.7413793103448275
6232,0.638961038961039,0.48648648648648646,0.425531914893617,0.3861386138613862,0.6508620689655172
6683,0.37142857142857144,0.5351351351351351,0.40425531914893614,0.3663366336633664,0.668103448275862
6828,0.42597402597402595,0.36756756756756753,0.3829787234042554,0.396039603960396,0.5775862068965517
4707,0.3246753246753247,0.3621621621621621,0.3191489361702127,0.504950495049505,0.5905172413793104
4971,0.4415584415584415,0.45405405405405397,0.3404255319148936,0.6435643564356436,0.5603448275862069
4938,0.42337662337662335,0.09189189189189188,0.3617021276595745,0.3663366336633664,0.6939655172413793
1090,0.6675324675324675,0.508108108108108,0.6170212765957447,0.3069306930693069,0.728448275862069
3756,0.638961038961039,0.39459459459459456,0.3617021276595745,0.6435643564356436,0.668103448275862
2862,0.2987012987012987,0.47567567567567565,0.2765957446808511,0.48514851485148514,0.5732758620689655
3252,0.8467532467532467,0.6162162162162161,0.3191489361702127,0.42574257425742573,0.6939655172413793
4377,0.6701298701298701,0.5837837837837837,0.40425531914893614,0.7524752475247524,0.49568965517241376
4952,0.6649350649350649,0.45405405405405397,0.2765957446808511,0.4554455445544554,0.668103448275862
2899,0.5324675324675324,0.481081081081081,0.3191489361702127,0.4059405940594059,0.6508620689655172
1320,0.3844155844155844,0.5405405405405405,0.425531914893617,0.297029702970297,0.6120689655172414
1041,0.36103896103896105,0.4162162162162162,0.23404255319148934,0.5247524752475248,0.6120689655172414
3981,0.32987012987012987,0.5297297297297296,0.3829787234042554,0.6534653465346535,0.581896551724138
4605,0.612987012987013,0.2324324324324324,0.1702127659574468,0.4554455445544554,0.7672413793103448
4575,0.3896103896103896,0.5243243243243243,0.40425531914893614,0.5643564356435643,0.564655172413793
4907,0.3792207792207792,0.4216216216216216,0.425531914893617,0.5445544554455445,0.5603448275862069
5643,0.6649350649350649,0.39999999999999997,0.44680851063829785,0.6831683168316832,0.5905172413793104
6177,0.39480519480519477,0.5567567567567567,0.3829787234042554,0.5643564356435643,0.5086206896551725
6832,0.6909090909090909,0.48648648648648646,0.1914893617021277,0.48514851485148514,0.6594827586206897
4527,0.7740259740259741,0.4324324324324324,0.3191489361702127,0.42574257425742573,0.7370689655172414
1637,0.7844155844155843,0.427027027027027,0.2978723404255319,0.49504950495049505,0.6551724137931034
2668,0.6337662337662338,0.5351351351351351,0.425531914893617,0.6039603960396039,0.646551724137931
2036,0.6545454545454545,0.481081081081081,0.40425531914893614,0.43564356435643564,0.6594827586206897
1611,0.6675324675324675,0.4972972972972972,0.40425531914893614,0.6237623762376238,0.6163793103448276
1417,0.6077922077922078,0.38378378378378375,0.23404255319148934,0.594059405940594,0.6508620689655172
2584,0.6545454545454545,0.5135135135135134,0.2765957446808511,0.6435643564356436,0.6508620689655172
1499,0.3662337662337662,0.3513513513513513,0.3404255319148936,0.6435643564356436,0.5689655172413793
561,0.6701298701298701,0.3891891891891891,0.2127659574468085,0.6336633663366337,0.6594827586206897
1794,0.638961038961039,0.5621621621621621,0.5106382978723404,0.7722772277227722,0.5905172413793104
733,0.45194805194805193,0.5405405405405405,0.2978723404255319,0.3564356435643565,0.7155172413793104
6707,0.3636363636363636,0.481081081081081,0.3617021276595745,0.5346534653465347,0.6077586206896551
2812,0.41818181818181815,0.3891891891891891,0.2765957446808511,0.5742574257425742,0.6293103448275862
2499,0.6571428571428571,0.6,0.2978723404255319,0.6138613861386139,0.5560344827586207
5240,0.7376623376623376,0.3567567567567567,0.2978723404255319,0.8019801980198019,0.5431034482758621
2990,0.5714285714285714,0.5513513513513513,0.40425531914893614,0.5841584158415841,0.6077586206896551
1851,0.44675324675324674,0.5243243243243243,0.23404255319148934,0.504950495049505,0.5775862068965517
3220,0.4155844155844156,0.39999999999999997,0.2765957446808511,0.2079207920792079,0.9956896551724138
30,0.37142857142857144,0.5351351351351351,0.425531914893617,0.5445544554455445,0.5732758620689655
1703,0.3818181818181818,0.3513513513513513,0.3191489361702127,0.6435643564356436,0.5775862068965517
5150,0.6727272727272727,0.45405405405405397,0.425531914893617,0.3861386138613862,0.7025862068965517
1893,0.7012987012987013,0.3891891891891891,0.1914893617021277,0.44554455445544555,0.7370689655172414
2516,0.6311688311688312,0.3135135135135135,0.3617021276595745,0.7425742574257427,0.5603448275862069
6723,0.40519480519480516,0.6108108108108108,0.5319148936170213,0.5841584158415841,0.5
4116,0.3792207792207792,0.4324324324324324,0.425531914893617,0.7326732673267328,0.5689655172413793
5590,0.7636363636363637,0.6162162162162161,0.2127659574468085,0.504950495049505,0.7586206896551725
4237,0.6649350649350649,0.6378378378378379,0.3404255319148936,0.6336633663366337,0.6724137931034483
3989,0.39740259740259737,0.5405405405405405,0.3404255319148936,0.5841584158415841,0.5948275862068966
6565,0.6883116883116883,0.5513513513513513,0.425531914893617,0.6039603960396039,0.668103448275862
3490,0.7272727272727272,0.7027027027027026,0.425531914893617,0.4752475247524752,0.7413793103448275
6459,0.7038961038961039,0.4324324324324324,0.1914893617021277,0.25742574257425743,0.7758620689655172
2910,0.6,0.31891891891891894,0.1914893617021277,0.5841584158415841,0.646551724137931
3737,0.4155844155844156,0.48648648648648646,0.48936170212765956,0.5148514851485149,0.625
1697,0.7636363636363637,0.4972972972972972,0.2553191489361702,0.25742574257425743,0.8275862068965517
280,0.4025974025974026,0.427027027027027,0.2553191489361702,0.3762376237623763,0.7413793103448275
4488,0.43896103896103894,0.5243243243243243,0.44680851063829785,0.5742574257425742,0.5387931034482759
5482,0.34545454545454546,0.38378378378378375,0.4680851063829787,0.5346534653465347,0.625
980,0.4311688311688312,0.5729729729729729,0.2553191489361702,0.3663366336633664,0.6594827586206897
4243,0.6441558441558441,0.3135135135135135,0.2765957446808511,0.42574257425742573,0.728448275862069
2013,0.6675324675324675,0.5783783783783784,0.574468085106383,0.3663366336633664,0.646551724137931
2440,0.6883116883116883,0.518918918918919,0.7021276595744681,0.6138613861386139,0.5991379310344828
6482,0.40519480519480516,0.4648648648648648,0.2553191489361702,0.3762376237623763,0.6724137931034483
7021,0.7064935064935065,0.5135135135135134,0.3191489361702127,0.6831683168316832,0.6379310344827586
3173,0.48571428571428565,0.4972972972972972,0.2765957446808511,0.3861386138613862,0.646551724137931
3973,0.6675324675324675,0.6540540540540539,0.48936170212765956,0.712871287128713,0.6293103448275862
3587,0.24155844155844156,0.5837837837837837,0.7872340425531914,0.5148514851485149,0.6422413793103449
3424,0.8311688311688312,0.5621621621621621,0.3829787234042554,0.4752475247524752,0.75
3074,0.42337662337662335,0.4162162162162162,0.2553191489361702,0.3861386138613862,0.685344827586207
198,0.6675324675324675,0.47567567567567565,0.3404255319148936,0.25742574257425743,0.7370689655172414
5881,0.6233766233766234,0.3405405405405405,0.2765957446808511,0.6039603960396039,0.6594827586206897
6439,0.7584415584415584,0.589189189189189,0.2765957446808511,0.4158415841584158,0.6637931034482759
4959,0.3662337662337662,0.45945945945945943,0.2978723404255319,0.5346534653465347,0.5344827586206896
759,0.6623376623376623,0.3621621621621621,0.1702127659574468,0.3564356435643565,0.8017241379310345
3552,0.7168831168831169,0.5837837837837837,0.425531914893617,0.4059405940594059,0.7543103448275862
2192,0.6649350649350649,0.6594594594594593,0.6382978723404255,0.42574257425742573,0.685344827586207
6708,0.6805194805194805,0.49189189189189186,0.5957446808510638,0.6138613861386139,0.6422413793103449
4446,0.3168831168831169,0.427027027027027,0.3829787234042554,0.504950495049505,0.5129310344827587
3141,0.6571428571428571,0.45405405405405397,0.2765957446808511,0.42574257425742573,0.6767241379310345
4645,0.43896103896103894,0.4324324324324324,0.2553191489361702,0.5544554455445544,0.5991379310344828
6913,0.6493506493506493,0.47567567567567565,0.574468085106383,0.43564356435643564,0.6422413793103449
764,0.7558441558441559,0.4108108108108108,0.2127659574468085,0.4554455445544554,0.7758620689655172
1667,0.7142857142857143,0.45945945945945943,0.1914893617021277,0.6138613861386139,0.6163793103448276
5868,0.683116883116883,0.45945945945945943,0.23404255319148934,0.48514851485148514,0.6896551724137931
2186,0.6207792207792208,0.8216216216216216,0.8085106382978723,0.44554455445544555,0.728448275862069
3858,0.4311688311688312,0.5729729729729729,0.2978723404255319,0.5544554455445544,0.5258620689655173
2018,0.34545454545454546,0.481081081081081,0.723404255319149,0.4752475247524752,0.5517241379310345
6229,0.7220779220779221,0.2648648648648648,0.40425531914893614,0.44554455445544555,0.7327586206896552
3042,0.6233766233766234,0.508108108108108,0.425531914893617,0.43564356435643564,0.6939655172413793
5338,0.696103896103896,0.4108108108108108,0.2127659574468085,0.792079207920792,0.5991379310344828
3691,0.7142857142857143,0.4324324324324324,0.2765957446808511,0.6138613861386139,0.646551724137931
6203,0.638961038961039,0.5675675675675675,0.5957446808510638,0.6237623762376238,0.4267241379310345
