,class
1679,1
2642,0
737,1
4455,0
1725,1
2137,0
2094,0
1572,1
1737,1
2669,0
2842,0
3870,0
1772,1
3405,0
1016,1
1783,1
608,1
3947,0
3246,0
2684,0
2985,0
3965,0
2517,0
2020,0
3630,0
2112,0
351,1
2141,0
732,1
858,1
75,1
2547,0
2429,0
4466,0
1354,1
1642,1
207,1
3335,0
1055,1
2396,0
3794,0
3039,0
1924,0
4430,0
189,1
2090,0
2460,0
2597,0
2202,0
3753,0
2262,0
4537,0
3945,0
3927,0
2600,0
444,1
300,1
2466,0
4434,0
2508,0
3948,0
4571,0
2302,0
1663,1
1954,0
4323,0
1486,1
4424,0
3464,0
2206,0
762,1
3632,0
290,1
1099,1
2089,0
9,1
1396,1
535,1
2775,0
4549,0
2772,0
431,1
726,1
3808,0
2438,0
1105,1
2679,0
1583,1
4301,0
3094,0
97,1
354,1
3210,0
3098,0
2860,0
3856,0
673,1
510,1
4267,0
578,1
2675,0
121,1
2652,0
2410,0
4548,0
1043,1
2199,0
1598,1
729,1
2065,0
2809,0
1709,1
2654,0
2208,0
2030,0
2787,0
3899,0
1988,0
2185,0
3021,0
201,1
4381,0
277,1
2909,0
3763,0
270,1
1732,1
150,1
4534,0
4337,0
3275,0
1327,1
2290,0
906,1
4317,0
1085,1
361,1
3833,0
2580,0
1364,1
3417,0
1150,1
2235,0
1605,1
854,1
3855,0
524,1
3313,0
1626,1
1521,1
1101,1
2550,0
3858,0
331,1
1238,1
3243,0
549,1
923,1
3401,0
2760,0
4486,0
3853,0
2559,0
940,1
4037,0
1271,1
3073,0
3807,0
4331,0
3538,0
4117,0
937,1
2831,0
1334,1
4057,0
4040,0
1412,1
1513,1
2222,0
1175,1
2751,0
491,1
4398,0
1227,1
3829,0
711,1
2520,0
1561,1
237,1
4281,0
3530,0
2425,0
3885,0
1357,1
2340,0
3480,0
4485,0
2331,0
1479,1
398,1
376,1
3432,0
329,1
855,1
2241,0
2782,0
1365,1
4127,0
2060,0
3437,0
400,1
1900,0
959,1
1307,1
4129,0
1260,1
3170,0
4278,0
1573,1
380,1
3145,0
1314,1
4389,0
1482,1
3381,0
1940,0
29,1
1553,1
3142,0
1359,1
2732,0
3390,0
208,1
3609,0
942,1
3025,0
1740,1
403,1
4295,0
1574,1
694,1
3223,0
1855,0
1912,0
1792,1
3147,0
2344,0
624,1
2640,0
863,1
2653,0
4370,0
55,1
3452,0
4008,0
1755,1
640,1
527,1
2987,0
1580,1
100,1
3461,0
1874,0
654,1
541,1
1198,1
4573,0
3463,0
4051,0
2723,0
3636,0
3469,0
2627,0
1830,0
3173,0
4287,0
1550,1
1992,0
4349,0
879,1
3660,0
3831,0
1218,1
372,1
1027,1
1325,1
2528,0
1947,0
3033,0
1965,0
4005,0
1266,1
4333,0
522,1
517,1
1505,1
1046,1
1522,1
396,1
2334,0
3298,0
3935,0
4569,0
1036,1
191,1
2661,0
412,1
129,1
408,1
3319,0
3386,0
1542,1
665,1
1318,1
3642,0
3342,0
4172,0
49,1
2184,0
724,1
1223,1
1968,0
2584,0
1439,1
2073,0
743,1
4575,0
152,1
644,1
1414,1
317,1
2499,0
2605,0
3005,0
630,1
1532,1
4189,0
120,1
2273,0
2346,0
1308,1
1976,0
105,1
2819,0
4254,0
4368,0
907,1
1942,0
972,1
4080,0
3842,0
3290,0
3836,0
4088,0
2629,0
1372,1
253,1
1389,1
4095,0
3843,0
90,1
3805,0
109,1
1278,1
2879,0
74,1
2389,0
1854,0
4013,0
1280,1
42,1
3027,0
3971,0
3905,0
781,1
3744,0
3043,0
4574,0
2140,0
1839,0
1216,1
1890,0
2175,0
1165,1
2501,0
419,1
1358,1
1894,0
3372,0
312,1
876,1
4227,0
1103,1
1499,1
3571,0
2759,0
664,1
1782,1
154,1
4362,0
3715,0
468,1
1756,1
3740,0
85,1
3909,0
196,1
3190,0
3903,0
3083,0
1341,1
4348,0
2765,0
2343,0
149,1
2502,0
977,1
1393,1
3334,0
3830,0
4204,0
214,1
901,1
4304,0
2888,0
3984,0
240,1
3302,0
1688,1
3055,0
2950,0
1812,1
3200,0
3201,0
707,1
1775,1
3353,0
3957,0
2750,0
3666,0
1212,1
3825,0
1195,1
131,1
36,1
1878,0
1765,1
1861,0
1087,1
1707,1
3921,0
4410,0
929,1
2948,0
3979,0
2905,0
2108,0
895,1
2744,0
4484,0
1623,1
4197,0
2970,0
4087,0
537,1
2181,0
2040,0
3326,0
2877,0
828,1
2686,0
2561,0
1643,1
4492,0
1674,1
2452,0
3095,0
3389,0
1122,1
2337,0
4069,0
3782,0
1362,1
3708,0
3821,0
2745,0
4263,0
2551,0
1955,0
2639,0
1211,1
1868,0
539,1
427,1
1352,1
1943,0
58,1
1524,1
1853,0
294,1
935,1
2200,0
4380,0
2588,0
3680,0
4568,0
1277,1
3854,0
961,1
1378,1
3877,0
2406,0
730,1
3115,0
2716,0
718,1
3788,0
3282,0
2085,0
3075,0
4128,0
941,1
3191,0
1539,1
4393,0
1500,1
1562,1
2102,0
3878,0
1038,1
574,1
1152,1
2321,0
3540,0
3483,0
1141,1
4043,0
3239,0
3415,0
2865,0
1161,1
3283,0
2617,0
3596,0
3516,0
1841,0
2717,0
1262,1
3199,0
2505,0
4352,0
1823,0
3330,0
24,1
1842,0
3346,0
2320,0
2288,0
467,1
3907,0
1933,0
4132,0
1795,1
676,1
666,1
1750,1
2472,0
3555,0
3023,0
4338,0
773,1
292,1
3784,0
2125,0
2493,0
273,1
3688,0
2433,0
4420,0
4075,0
2785,0
4241,0
2609,0
2046,0
617,1
1682,1
3435,0
132,1
2823,0
2192,0
2377,0
520,1
4494,0
2310,0
4385,0
47,1
2977,0
538,1
2006,0
4457,0
204,1
1596,1
3654,0
2299,0
2132,0
3641,0
1627,1
1400,1
3422,0
1028,1
2256,0
2326,0
160,1
2962,0
3519,0
1972,0
1311,1
3848,0
3685,0
2485,0
1859,0
3557,0
3928,0
908,1
840,1
1535,1
4107,0
1840,0
3539,0
3074,0
1092,1
1656,1
1437,1
601,1
1446,1
2265,0
3156,0
775,1
1496,1
3670,0
1848,0
2619,0
182,1
1857,0
4326,0
1911,0
2498,0
3910,0
1020,1
1953,0
3208,0
2824,0
4283,0
2934,0
3121,0
4175,0
2790,0
625,1
1843,0
4286,0
1179,1
992,1
2971,0
3237,0
919,1
2773,0
3839,0
3300,0
930,1
2104,0
4433,0
4403,0
3582,0
216,1
1205,1
1345,1
1893,0
985,1
2930,0
2329,0
3458,0
2926,0
205,1
3233,0
2150,0
4234,0
761,1
2780,0
43,1
4516,0
1615,1
1529,1
3796,0
263,1
3079,0
4024,0
3628,0
1899,0
96,1
10,1
4190,0
552,1
825,1
64,1
3581,0
2910,0
1458,1
471,1
1672,1
2157,0
3780,0
2712,0
3288,0
1095,1
2724,0
605,1
1338,1
1794,1
3132,0
4046,0
4468,0
2237,0
1577,1
3579,0
750,1
2587,0
1172,1
4313,0
1348,1
3273,0
3460,0
1754,1
7,1
2216,0
4369,0
3798,0
2769,0
1537,1
3547,0
2839,0
4300,0
1061,1
3468,0
2825,0
4437,0
3850,0
2481,0
4052,0
2857,0
530,1
1054,1
951,1
2968,0
4402,0
987,1
917,1
857,1
703,1
3236,0
2443,0
291,1
4504,0
1353,1
693,1
1465,1
595,1
3035,0
3295,0
1058,1
1035,1
3203,0
3101,0
3270,0
27,1
3655,0
1025,1
2450,0
3723,0
2044,0
116,1
3772,0
1833,0
3398,0
2322,0
3677,0
3070,0
316,1
3690,0
4491,0
1520,1
4318,0
3617,0
3007,0
980,1
4343,0
4089,0
2457,0
3168,0
2693,0
3497,0
362,1
2834,0
4600,0
904,1
402,1
3864,0
4153,0
1914,0
122,1
2354,0
817,1
567,1
880,1
1039,1
2191,0
1886,0
2738,0
3167,0
1234,1
2205,0
3900,0
1403,1
2427,0
540,1
4431,0
4277,0
2516,0
2687,0
12,1
163,1
1275,1
482,1
2336,0
769,1
784,1
1634,1
404,1
2614,0
4178,0
95,1
1544,1
692,1
3517,0
4449,0
3866,0
4378,0
3650,0
3895,0
4555,0
2463,0
2474,0
3017,0
3892,0
2761,0
3257,0
4357,0
3061,0
3149,0
875,1
2037,0
2061,0
1006,1
4259,0
618,1
1272,1
2128,0
2426,0
2230,0
1188,1
1931,0
1701,1
641,1
4133,0
3013,0
635,1
4297,0
2514,0
936,1
3681,0
3411,0
2836,0
161,1
804,1
3057,0
2403,0
886,1
4308,0
4372,0
1066,1
3281,0
2315,0
3487,0
140,1
1708,1
2633,0
1776,1
927,1
2695,0
1887,0
4347,0
3498,0
1178,1
2193,0
2356,0
257,1
2931,0
2124,0
4448,0
509,1
2692,0
2658,0
2250,0
281,1
2628,0
4311,0
3174,0
2126,0
4030,0
774,1
4310,0
4458,0
3933,0
3164,0
3731,0
3828,0
1144,1
3433,0
2503,0
2004,0
3846,0
4164,0
2272,0
525,1
2234,0
3325,0
2093,0
2608,0
2891,0
1315,1
3255,0
1288,1
2552,0
1425,1
3752,0
200,1
181,1
3524,0
4044,0
3377,0
1617,1
4327,0
881,1
3092,0
2655,0
3171,0
981,1
1863,0
2688,0
3532,0
2522,0
1835,0
3038,0
3016,0
2512,0
2451,0
2757,0
1324,1
177,1
493,1
4116,0
3786,0
3862,0
3314,0
2121,0
3810,0
3608,0
2739,0
1021,1
3623,0
1559,1
3916,0
2173,0
1871,0
151,1
2218,0
1689,1
3845,0
3250,0
3391,0
1438,1
304,1
3804,0
3705,0
172,1
180,1
2802,0
1097,1
3217,0
1974,0
3198,0
932,1
3706,0
2835,0
2039,0
3553,0
1081,1
2296,0
801,1
4137,0
232,1
1185,1
4003,0
3718,0
1206,1
675,1
2874,0
3546,0
2145,0
365,1
3096,0
3924,0
3037,0
580,1
813,1
426,1
1785,1
4346,0
293,1
683,1
3975,0
4354,0
4225,0
2146,0
3119,0
1170,1
755,1
2257,0
469,1
962,1
1844,0
3565,0
4114,0
392,1
523,1
2391,0
2371,0
1265,1
3603,0
1432,1
457,1
1686,1
1589,1
2353,0
1510,1
1368,1
1424,1
2135,0
2574,0
1528,1
3183,0
2581,0
593,1
1270,1
373,1
501,1
4475,0
4513,0
1316,1
4590,0
2904,0
3036,0
2397,0
759,1
1009,1
1433,1
439,1
2872,0
4471,0
2881,0
3822,0
1449,1
2949,0
2727,0
1,1
4365,0
2542,0
4154,0
2635,0
352,1
3566,0
4085,0
409,1
3077,0
2217,0
706,1
3790,0
1983,0
2032,0
388,1
2781,0
4409,0
2702,0
1176,1
1428,1
2270,0
3578,0
2801,0
1939,0
2594,0
1420,1
3292,0
3734,0
2411,0
2861,0
3736,0
4185,0
4479,0
337,1
4079,0
3307,0
1873,0
2123,0
1044,1
171,1
1254,1
639,1
1744,1
2778,0
3606,0
3633,0
1091,1
865,1
359,1
4320,0
1285,1
4202,0
4315,0
3220,0
1991,0
2400,0
2734,0
3388,0
3817,0
1891,0
3359,0
4068,0
3271,0
1159,1
2106,0
3089,0
3125,0
2747,0
2420,0
3047,0
3001,0
1641,1
1504,1
3046,0
3573,0
2383,0
3634,0
1259,1
4291,0
2611,0
247,1
454,1
2601,0
2050,0
679,1
890,1
1243,1
589,1
2333,0
3679,0
1208,1
4490,0
657,1
416,1
2657,0
1398,1
1369,1
3192,0
3440,0
18,1
1429,1
2131,0
61,1
4511,0
2147,0
3500,0
1827,0
2442,0
1096,1
3710,0
1639,1
656,1
3695,0
4478,0
4108,0
2974,0
2164,0
1650,1
2081,0
3607,0
3247,0
610,1
2487,0
3651,0
124,1
1922,0
2671,0
3056,0
2416,0
1247,1
1773,1
285,1
3181,0
1116,1
3956,0
4160,0
4390,0
3161,0
4257,0
4167,0
334,1
502,1
1769,1
367,1
2876,0
3059,0
1137,1
2226,0
456,1
4186,0
979,1
777,1
1304,1
2705,0
547,1
2945,0
853,1
3989,0
2590,0
2906,0
2000,0
4541,0
866,1
3692,0
2441,0
3476,0
3672,0
2994,0
4041,0
2725,0
1394,1
4367,0
3060,0
415,1
1668,1
4401,0
1877,0
3206,0
602,1
377,1
2347,0
1452,1
4261,0
158,1
3317,0
2492,0
3294,0
2884,0
2562,0
1729,1
2729,0
3146,0
3820,0
3950,0
600,1
485,1
831,1
967,1
1826,0
1167,1
2165,0
2169,0
1896,0
4329,0
1443,1
219,1
3656,0
1579,1
2162,0
1002,1
3697,0
2895,0
1804,1
4451,0
953,1
3152,0
3514,0
4115,0
1491,1
381,1
3896,0
3544,0
4316,0
1457,1
1229,1
3816,0
3447,0
4421,0
4110,0
4598,0
87,1
1197,1
3116,0
3868,0
2548,0
113,1
310,1
2746,0
2603,0
2381,0
3009,0
1299,1
4162,0
1671,1
3285,0
4253,0
3611,0
2779,0
3091,0
1475,1
1687,1
871,1
3653,0
1484,1
1753,1
1727,1
3347,0
2666,0
1710,1
4111,0
2424,0
2196,0
1309,1
3090,0
3322,0
3770,0
2432,0
301,1
2953,0
3762,0
1082,1
2867,0
4244,0
1196,1
4071,0
824,1
752,1
3162,0
4562,0
2530,0
2676,0
3997,0
3851,0
4453,0
791,1
3616,0
496,1
2525,0
2153,0
320,1
2369,0
4063,0
3205,0
910,1
1024,1
819,1
3031,0
16,1
4105,0
2989,0
3309,0
382,1
3593,0
4544,0
3959,0
3034,0
2701,0
1918,0
306,1
1029,1
275,1
3931,0
2937,0
3535,0
3600,0
2212,0
2885,0
299,1
713,1
4211,0
3260,0
2645,0
157,1
385,1
347,1
2417,0
3576,0
314,1
4246,0
1624,1
3376,0
417,1
3364,0
3771,0
3739,0
682,1
1694,1
3709,0
1720,1
3754,0
1570,1
616,1
3765,0
1023,1
2186,0
2649,0
3766,0
2626,0
226,1
2365,0
544,1
1657,1
2370,0
3256,0
2822,0
3436,0
3484,0
101,1
513,1
1806,1
1468,1
4064,0
445,1
3117,0
4214,0
594,1
4220,0
4170,0
2051,0
4082,0
460,1
3621,0
4006,0
4056,0
2733,0
830,1
3024,0
2177,0
1042,1
1660,1
3799,0
4547,0
1386,1
786,1
4029,0
4422,0
909,1
806,1
474,1
2916,0
4123,0
269,1
966,1
4176,0
107,1
1805,1
1477,1
4268,0
2423,0
548,1
4054,0
922,1
2276,0
3040,0
0,1
582,1
202,1
738,1
3412,0
2096,0
168,1
4307,0
1448,1
1995,0
3490,0
1678,1
4007,0
3803,0
3852,0
1637,1
4551,0
4344,0
2479,0
2291,0
2483,0
4539,0
4319,0
3728,0
2351,0
235,1
2349,0
4059,0
887,1
3329,0
1267,1
28,1
3048,0
3473,0
948,1
898,1
2995,0
3286,0
3711,0
753,1
1817,0
1604,1
1463,1
4376,0
3658,0
3678,0
3888,0
3194,0
691,1
4124,0
2858,0
3773,0
4533,0
1391,1
2564,0
2008,0
3716,0
2978,0
2625,0
2506,0
3373,0
1622,1
3042,0
3165,0
1166,1
3169,0
1798,1
3259,0
3914,0
1944,0
3032,0
564,1
883,1
2763,0
4235,0
2311,0
1276,1
1849,0
3351,0
1190,1
2082,0
2862,0
2883,0
511,1
3108,0
739,1
815,1
3143,0
4250,0
821,1
458,1
2388,0
1063,1
3227,0
3135,0
891,1
1971,0
3915,0
1581,1
332,1
1301,1
2965,0
239,1
3893,0
1192,1
1511,1
1651,1
2176,0
2982,0
3495,0
1413,1
4545,0
642,1
3691,0
318,1
3045,0
2683,0
3419,0
3872,0
1026,1
3610,0
1295,1
1455,1
542,1
1222,1
832,1
3240,0
323,1
302,1
4173,0
2467,0
1146,1
1462,1
3124,0
754,1
973,1
4262,0
2439,0
2447,0
3932,0
4221,0
551,1
3587,0
4592,0
4529,0
2319,0
3252,0
3280,0
165,1
843,1
1801,1
3960,0
4152,0
3619,0
3151,0
1056,1
336,1
690,1
3494,0
2691,0
950,1
4019,0
1736,1
2172,0
1057,1
1421,1
4226,0
2582,0
2357,0
2301,0
2882,0
3126,0
4192,0
3064,0
1621,1
4239,0
2958,0
4526,0
2058,0
597,1
505,1
2390,0
1163,1
2710,0
995,1
1741,1
3676,0
3647,0
3185,0
1076,1
2236,0
2261,0
1250,1
1981,0
2698,0
1399,1
1209,1
3068,0
4139,0
1595,1
4463,0
3103,0
1837,0
2999,0
820,1
3340,0
1970,0
860,1
1646,1
3528,0
581,1
4130,0
3741,0
1969,0
2335,0
1498,1
3278,0
3783,0
3661,0
83,1
4203,0
3478,0
54,1
2144,0
3968,0
2478,0
4284,0
651,1
1822,0
3937,0
849,1
568,1
4507,0
2136,0
3215,0
577,1
1022,1
2167,0
4023,0
1069,1
1614,1
2805,0
1077,1
4452,0
1963,0
238,1
128,1
4119,0
4217,0
4462,0
4141,0
2706,0
4515,0
835,1
4187,0
2475,0
4508,0
449,1
4302,0
2358,0
1225,1
4061,0
637,1
93,1
2713,0
653,1
1770,1
2749,0
1762,1
1934,0
2847,0
3020,0
1780,1
1125,1
1261,1
4230,0
1625,1
3726,0
3360,0
1253,1
3901,0
2556,0
2878,0
892,1
3612,0
1618,1
495,1
3502,0
197,1
1728,1
327,1
1383,1
1998,0
2921,0
2924,0
3618,0
3393,0
1558,1
1255,1
3413,0
2114,0
2737,0
1286,1
330,1
2650,0
1374,1
422,1
1117,1
1154,1
2345,0
1564,1
252,1
1566,1
1059,1
2210,0
2914,0
4299,0
65,1
3631,0
2837,0
3889,0
2168,0
2116,0
1908,0
3683,0
1607,1
924,1
838,1
1856,0
3569,0
3704,0
1221,1
772,1
4356,0
4252,0
4065,0
3382,0
2207,0
3474,0
2803,0
2161,0
1129,1
51,1
2415,0
1142,1
4341,0
1697,1
3112,0
4232,0
424,1
812,1
3489,0
842,1
3774,0
1115,1
430,1
536,1
3450,0
2278,0
3102,0
2967,0
414,1
4147,0
2557,0
5,1
2711,0
1074,1
492,1
862,1
3338,0
614,1
3777,0
3913,0
1215,1
1632,1
3779,0
1599,1
591,1
1454,1
3795,0
198,1
2057,0
1713,1
2998,0
3304,0
2111,0
1910,0
2620,0
1340,1
4031,0
746,1
2828,0
3867,0
1123,1
2812,0
3776,0
2972,0
2283,0
2024,0
274,1
2117,0
1004,1
130,1
685,1
3144,0
1444,1
2284,0
141,1
986,1
2902,0
2741,0
920,1
111,1
988,1
3341,0
678,1
1068,1
4039,0
1526,1
1139,1
1685,1
1395,1
1610,1
3992,0
1480,1
48,1
2293,0
809,1
2537,0
3465,0
3312,0
650,1
3646,0
2576,0
2767,0
721,1
2298,0
3069,0
1281,1
1927,0
6,1
1603,1
2372,0
1951,0
4414,0
3385,0
889,1
3503,0
2362,0
2378,0
2944,0
2239,0
1376,1
748,1
1901,0
648,1
1236,1
494,1
687,1
4495,0
3491,0
2255,0
1531,1
3392,0
1695,1
1866,0
2233,0
2563,0
844,1
999,1
2440,0
4407,0
2275,0
1373,1
1913,0
1297,1
222,1
3941,0
484,1
4355,0
3004,0
1525,1
135,1
2898,0
92,1
1730,1
3952,0
338,1
2573,0
1902,0
3333,0
584,1
1571,1
3558,0
37,1
2338,0
1093,1
4580,0
4102,0
1920,0
2694,0
1733,1
1926,0
1786,1
2394,0
2170,0
2889,0
258,1
3689,0
882,1
2986,0
3994,0
912,1
1283,1
1410,1
4099,0
3525,0
3859,0
1611,1
1469,1
2680,0
371,1
3123,0
4285,0
2718,0
1994,0
4584,0
856,1
2413,0
1305,1
3107,0
4093,0
3336,0
3988,0
3764,0
1556,1
3627,0
3826,0
3840,0
2444,0
4070,0
1519,1
3995,0
869,1
1422,1
186,1
3344,0
251,1
271,1
779,1
3970,0
621,1
3496,0
1030,1
3438,0
1303,1
2412,0
1390,1
1200,1
3652,0
1587,1
4193,0
4596,0
3512,0
3626,0
244,1
446,1
4181,0
2268,0
1800,1
3291,0
504,1
2077,0
1905,0
2795,0
2017,0
217,1
1226,1
822,1
3624,0
3543,0
878,1
3785,0
4450,0
4408,0
667,1
3315,0
1296,1
2160,0
2360,0
913,1
465,1
1090,1
1658,1
3891,0
3818,0
1322,1
3375,0
1810,1
2455,0
3635,0
3551,0
4216,0
1102,1
4292,0
4276,0
86,1
805,1
1838,0
2330,0
1418,1
3645,0
3722,0
2101,0
3122,0
1100,1
709,1
1031,1
1723,1
3188,0
1010,1
545,1
1032,1
3574,0
4118,0
2622,0
947,1
1608,1
2980,0
259,1
2375,0
241,1
88,1
3912,0
2591,0
3424,0
4392,0
628,1
1008,1
487,1
4027,0
715,1
2604,0
717,1
3297,0
1078,1
1426,1
4417,0
795,1
2704,0
483,1
4042,0
1961,0
2667,0
4100,0
3545,0
994,1
1349,1
1312,1
319,1
1517,1
4215,0
1062,1
3383,0
2318,0
3299,0
3527,0
4255,0
872,1
3293,0
4342,0
3873,0
218,1
2833,0
4461,0
789,1
3513,0
480,1
1616,1
1350,1
1371,1
3323,0
4025,0
4094,0
2303,0
2638,0
3434,0
1892,0
2473,0
4488,0
1397,1
2414,0
4298,0
1821,0
3054,0
110,1
2215,0
3104,0
3002,0
3590,0
3318,0
2768,0
4279,0
4018,0
3719,0
223,1
1964,0
3076,0
2259,0
1609,1
2546,0
2260,0
2395,0
888,1
2579,0
1168,1
25,1
3675,0
142,1
585,1
4209,0
1132,1
1865,0
943,1
195,1
2988,0
1996,0
2670,0
4212,0
4248,0
3029,0
3531,0
3453,0
3462,0
3316,0
3755,0
1356,1
3456,0
4122,0
1319,1
287,1
3134,0
1633,1
3534,0
1239,1
89,1
123,1
2355,0
970,1
1460,1
1819,0
421,1
2892,0
3693,0
1381,1
3737,0
2253,0
2656,0
1346,1
339,1
704,1
696,1
2742,0
3725,0
1745,1
1089,1
4060,0
2973,0
2496,0
596,1
1647,1
2026,0
2776,0
4514,0
2887,0
2545,0
1534,1
4184,0
2469,0
2021,0
2722,0
112,1
326,1
2001,0
4322,0
2456,0
2332,0
4501,0
3218,0
1796,1
1256,1
2477,0
1536,1
3109,0
3379,0
2289,0
2316,0
3787,0
788,1
2055,0
3337,0
1735,1
3120,0
4086,0
629,1
1882,0
1248,1
2636,0
2983,0
3477,0
3277,0
2896,0
736,1
3922,0
3629,0
1108,1
2856,0
4560,0
2251,0
3953,0
2607,0
3131,0
341,1
4383,0
4459,0
2565,0
2327,0
719,1
2074,0
516,1
1083,1
1220,1
2380,0
1040,1
3428,0
3193,0
776,1
1828,0
2647,0
2435,0
728,1
2678,0
2504,0
1453,1
911,1
3160,0
2935,0
2156,0
220,1
486,1
1435,1
3153,0
2014,0
3847,0
4096,0
4228,0
2240,0
225,1
3702,0
3028,0
3756,0
4510,0
998,1
1774,1
4577,0
2263,0
4582,0
3158,0
2376,0
248,1
1290,1
905,1
3140,0
1252,1
3296,0
272,1
928,1
725,1
710,1
1001,1
3985,0
1111,1
965,1
1515,1
4078,0
162,1
2721,0
2956,0
2848,0
1034,1
3902,0
395,1
2840,0
939,1
2682,0
62,1
1181,1
2149,0
668,1
4258,0
2813,0
3819,0
1950,0
175,1
1602,1
619,1
2294,0
19,1
2855,0
3508,0
851,1
521,1
106,1
1652,1
3639,0
2419,0
4493,0
763,1
1174,1
3396,0
3466,0
785,1
1659,1
655,1
1831,0
1450,1
1506,1
2531,0
3175,0
2866,0
3951,0
3894,0
184,1
3274,0
2178,0
1670,1
41,1
1041,1
4047,0
1158,1
4098,0
4456,0
4464,0
349,1
1189,1
756,1
1949,0
2897,0
3993,0
1005,1
4503,0
2247,0
1355,1
3266,0
3832,0
3394,0
2992,0
2220,0
4083,0
3584,0
3757,0
213,1
46,1
357,1
98,1
2863,0
1929,0
1244,1
183,1
3964,0
185,1
1164,1
3448,0
1330,1
3369,0
3357,0
916,1
2538,0
4442,0
4583,0
1130,1
2843,0
2312,0
712,1
298,1
1721,1
103,1
2063,0
708,1
295,1
1546,1
2042,0
1508,1
4579,0
3050,0
4163,0
2523,0
3536,0
896,1
4418,0
2264,0
3781,0
1224,1
2281,0
2402,0
4161,0
173,1
3510,0
164,1
3911,0
4280,0
2495,0
3637,0
2056,0
2997,0
1527,1
265,1
3358,0
1331,1
3327,0
3011,0
1999,0
1993,0
178,1
859,1
4223,0
4527,0
790,1
77,1
1997,0
3699,0
2098,0
52,1
3880,0
2913,0
2361,0
441,1
1987,0
1684,1
1155,1
662,1
4077,0
1941,0
1757,1
827,1
4427,0
2770,0
1037,1
2453,0
3564,0
1385,1
2308,0
4561,0
3105,0
2048,0
4435,0
176,1
933,1
3356,0
236,1
3065,0
2788,0
1279,1
4328,0
3129,0
