,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL
333,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.2947368421052632,0.0,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.012448132780082987,0.6666666666666666,0.030303030303030304,1.0,0.05115927419354838,0.05500550055005501,0.00018808217519900947,0.0028089887640449437,0.007082152974504249,0.4925373134328358,0.000188082197788351,0.003419603292327417,1.0,0.0,0.0,0.005025125628140704,0.1752577319587629,0.007194244604316547,0.007009345794392523,0.025157232704402517,0.16666666666666666,0.012944983818770227,0.0,0.012396694214876033
16,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.2947368421052632,0.0,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.012448132780082987,0.0,0.030303030303030304,1.0,0.026041666666666664,0.04583791712504584,6.652021467310342e-05,0.0028089887640449437,0.0035410764872521247,0.5970149253731343,6.640011908784149e-05,0.0014515064877941499,1.0,0.0,0.0,0.005025125628140704,0.2268041237113402,0.0017985611510791368,0.004672897196261682,0.006289308176100629,0.13333333333333333,0.009708737864077669,0.0,0.012396694214876033
258,0.21428571428571427,0.08620689655172414,0.15217391304347827,0.0,0.02631578947368421,0.05263157894736842,0.08571428571428572,0.1473684210526316,0.058823529411764705,0.5,0.09090909090909091,1.0,0.08620689655172414,0.0,0.0,0.08713692946058091,0.0,0.12121212121212122,1.0,0.19455645161290322,0.27704437110377705,0.018148677398148537,0.06460674157303371,0.0906515580736544,0.10447761194029852,0.018148542316641477,0.06550870576344468,0.1935483870967742,0.047619047619047616,0.05263157894736842,0.08542713567839195,0.11340206185567012,0.09172661870503597,0.08995327102803738,0.16981132075471697,0.5,0.09061488673139159,0.06618181818181817,0.08677685950413223
305,0.10714285714285714,0.06896551724137931,0.1956521739130435,0.0,0.0,0.10526315789473684,0.05714285714285714,0.09473684210526317,0.11764705882352941,0.5,0.06060606060606061,1.0,0.09051724137931035,0.0,0.0,0.08713692946058091,0.6666666666666666,0.09090909090909091,1.0,0.19224630376344087,0.27502750275027504,0.0176688293600359,0.06460674157303371,0.0906515580736544,0.10447761194029852,0.017668917270393023,0.06424904894038154,0.2795698924731183,0.09523809523809523,0.10526315789473684,0.09547738693467336,0.09278350515463918,0.08992805755395683,0.0911214953271028,0.15723270440251572,0.4666666666666667,0.07766990291262135,0.0,0.08677685950413223
179,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.2947368421052632,0.0,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.012448132780082987,0.3333333333333333,0.030303030303030304,1.0,0.0399445564516129,0.05500550055005501,0.00014685233876375863,0.0028089887640449437,0.0056657223796034,0.4925373134328358,0.0001466979375196498,0.0026699858218418504,1.0,0.0,0.0,0.005025125628140704,0.2268041237113402,0.00539568345323741,0.005841121495327103,0.018867924528301886,0.16666666666666666,0.009708737864077669,0.0,0.012396694214876033
296,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.030303030303030304,1.0,0.033602150537634407,0.05500550055005501,0.00012353509044269915,0.0028089887640449437,0.004957507082152974,0.4925373134328358,0.0001235351052797051,0.002246044855387466,1.0,0.0,0.0,0.005025125628140704,1.0,0.0035971223021582736,0.005841121495327103,0.012578616352201259,0.16666666666666666,0.0,0.0,0.0
113,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.030303030303030304,1.0,0.033602150537634407,0.05500550055005501,0.00012353509044269915,0.0028089887640449437,0.004957507082152974,0.4925373134328358,0.0001235351052797051,0.002246044855387466,1.0,0.0,0.0,0.005025125628140704,1.0,0.0035971223021582736,0.005841121495327103,0.012578616352201259,0.16666666666666666,0.0,0.0,0.0
176,0.03571428571428571,0.05172413793103448,0.08695652173913043,0.0,0.0,0.0,0.05714285714285714,0.16842105263157892,0.0,0.0,0.030303030303030304,0.5074626865671643,0.04741379310344827,0.0,0.0,0.058091286307053944,0.0,0.06060606060606061,0.67,0.1387768817204301,0.17876787678767878,0.005388188861475728,0.03089887640449438,0.046742209631728045,0.14925373134328357,0.005388292454537537,0.03014285781132287,0.2795698924731183,0.0,0.0,0.04522613065326633,0.16494845360824742,0.046762589928057555,0.04672897196261682,0.10062893081761007,0.36666666666666664,0.04854368932038835,0.0,0.05785123966942149
40,0.03571428571428571,0.3275862068965517,0.2391304347826087,0.0,0.05263157894736842,0.34210526315789475,0.2857142857142857,0.2421052631578948,0.29411764705882354,0.65,0.21212121212121213,0.5970149253731344,0.21982758620689655,0.0,0.0,0.16182572614107885,1.0,0.30303030303030304,0.91,0.25562836021505375,0.40337367070040336,0.050539646742830055,0.12640449438202248,0.15793201133144477,0.07462686567164178,0.05053975575874335,0.12530216322195134,0.021505376344086013,0.38095238095238093,0.34210526315789475,0.20603015075376885,0.2268041237113402,0.1474820143884892,0.1647196261682243,0.2578616352201258,0.7,0.13915857605177995,0.07098181818181817,0.16115702479338842
86,0.10714285714285714,0.06896551724137931,0.06521739130434782,0.0,0.02631578947368421,0.07894736842105263,0.05714285714285714,0.2315789473684211,0.058823529411764705,0.75,0.030303030303030304,0.5074626865671643,0.05172413793103448,0.10526315789473684,1.0,0.04564315352697095,0.3333333333333333,0.030303030303030304,0.33,0.12483198924731181,0.24935826916024936,0.00943096048447031,0.03651685393258427,0.059490084985835696,0.10447761194029852,0.009430978774815886,0.037824331216748004,1.0,0.09523809523809523,0.07894736842105263,0.05025125628140704,0.16494845360824742,0.06115107913669065,0.05841121495327103,0.09433962264150944,0.36666666666666664,0.04854368932038835,0.12116363636363636,0.045454545454545456
395,0.17857142857142858,0.1724137931034483,0.1956521739130435,0.0,0.2894736842105263,0.15789473684210525,0.17142857142857143,0.11578947368421053,0.17647058823529413,0.5,0.12121212121212122,0.5671641791044776,0.16810344827586207,0.0,0.0,0.1825726141078838,1.0,0.18181818181818182,0.86,0.1766633064516129,0.5999266593325999,0.07729714144090129,0.12921348314606743,0.16643059490084985,0.04477611940298507,0.07729715072456428,0.12882564608884042,0.07526881720430109,0.14285714285714285,0.15789473684210525,0.1658291457286432,0.08247422680412371,0.1618705035971223,0.169392523364486,0.20754716981132076,0.7666666666666667,0.19741100323624594,0.2909090909090909,0.18181818181818182
415,0.0,0.034482758620689655,0.08695652173913043,0.0,0.0,0.05263157894736842,0.02857142857142857,0.2105263157894737,0.058823529411764705,0.5,0.030303030303030304,1.0,0.034482758620689655,0.0,0.0,0.03319502074688797,0.0,0.06060606060606061,1.0,0.12067372311827956,0.14521452145214522,0.0030892351436399975,0.02247191011235955,0.03541076487252125,0.19402985074626866,0.0030893041452822252,0.021284082560865475,0.4623655913978495,0.047619047619047616,0.05263157894736842,0.035175879396984924,0.1958762886597938,0.0341726618705036,0.036214953271028034,0.07547169811320754,0.3,0.025889967637540454,0.0,0.03305785123966942
25,0.03571428571428571,0.034482758620689655,0.06521739130434782,0.0,0.0,0.05263157894736842,0.02857142857142857,0.2105263157894737,0.058823529411764705,0.5,0.030303030303030304,1.0,0.03017241379310345,0.0,0.0,0.03319502074688797,0.3333333333333333,0.06060606060606061,1.0,0.0639700940860215,0.19251925192519254,0.002880889782078095,0.01404494382022472,0.025495750708215296,0.14925373134328357,0.002880838655122723,0.01496520970104207,0.4623655913978495,0.047619047619047616,0.05263157894736842,0.03015075376884422,0.1752577319587629,0.025179856115107913,0.02570093457943925,0.050314465408805034,0.36666666666666664,0.02912621359223301,0.0,0.03305785123966942
158,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.15789473684210528,0.0,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.02074688796680498,0.0,0.030303030303030304,1.0,0.05590557795698925,0.12376237623762376,0.001040680191071038,0.008426966292134831,0.015580736543909348,0.22388059701492535,0.0010407832619815155,0.008409566279379903,1.0,0.0,0.0,0.005025125628140704,0.1443298969072165,0.01618705035971223,0.015186915887850467,0.03773584905660377,0.26666666666666666,0.016181229773462782,0.0,0.02066115702479339
414,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.2947368421052632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012448132780082987,0.0,0.030303030303030304,1.0,0.022387432795698922,0.027502750275027504,2.058918174044986e-05,0.0,0.002124645892351275,1.0,2.0692130134350606e-05,0.0007486816184624886,1.0,0.0,0.0,0.0,0.1752577319587629,0.0017985611510791368,0.002336448598130841,0.006289308176100629,0.06666666666666667,0.012944983818770227,0.36363636363636365,0.012396694214876033
363,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.2105263157894737,0.0,0.0,0.0,1.0,0.008620689655172414,0.0,0.0,0.016597510373443983,0.0,0.030303030303030304,1.0,0.04565692204301075,0.06417308397506417,0.00022843697141029117,0.0028089887640449437,0.007790368271954674,0.4328358208955223,0.00022853994476745444,0.0035599810957891334,1.0,0.0,0.0,0.010050251256281407,0.1752577319587629,0.0035971223021582736,0.010514018691588784,0.012578616352201259,0.2,0.012944983818770227,0.0,0.01652892561983471
33,0.0,0.05172413793103448,0.06521739130434782,0.1111111111111111,0.0,0.0,0.05714285714285714,0.2631578947368421,0.0,0.0,0.030303030303030304,0.5074626865671643,0.03879310344827586,0.0,0.0,0.03734439834024896,0.0,0.06060606060606061,0.67,0.0691364247311828,0.13201320132013203,0.0014643369206836948,0.011235955056179775,0.019830028328611898,0.20895522388059704,0.0014641998353277046,0.011093589881567925,0.2795698924731183,0.0,0.0,0.035175879396984924,0.24742268041237117,0.01079136690647482,0.02570093457943925,0.031446540880503145,0.36666666666666664,0.032362459546925564,0.14545454545454545,0.04132231404958678
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022387432795698922,0.027502750275027504,2.058918174044986e-05,0.0,0.002124645892351275,1.0,2.0692130134350606e-05,0.0007486816184624886,1.0,0.0,0.0,0.0,1.0,0.0017985611510791368,0.002336448598130841,0.006289308176100629,0.06666666666666667,0.0,0.0,0.0
340,0.75,0.6896551724137931,0.6086956521739131,0.0,0.2894736842105263,0.8421052631578947,0.6,0.15789473684210528,0.8823529411764706,0.5325,0.5454545454545454,0.7910447761194032,0.646551724137931,0.3684210526315789,0.33,0.4605809128630705,0.3333333333333333,0.48484848484848486,0.73,0.5958501344086021,0.6338467180051338,0.29080338729786465,0.4578651685393258,0.5056657223796034,0.04477611940298507,0.290803490855005,0.45889129610825935,0.3118279569892473,0.8095238095238095,0.8421052631578947,0.6482412060301508,0.12371134020618557,0.4766187050359712,0.5245327102803738,0.5786163522012578,0.7666666666666667,0.4627831715210356,0.13119999999999998,0.45867768595041325
140,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.030303030303030304,1.0,0.033602150537634407,0.05500550055005501,0.00012353509044269915,0.0028089887640449437,0.004957507082152974,0.4925373134328358,0.0001235351052797051,0.002246044855387466,1.0,0.0,0.0,0.005025125628140704,1.0,0.0035971223021582736,0.005841121495327103,0.012578616352201259,0.16666666666666666,0.0,0.0,0.0
309,0.32142857142857145,0.29310344827586204,0.21739130434782608,0.0,0.02631578947368421,0.05263157894736842,0.3142857142857143,0.11578947368421053,0.058823529411764705,0.5,0.2727272727272727,0.746268656716418,0.28448275862068967,0.0,0.0,0.3029045643153527,0.0,0.30303030303030304,0.83,0.4041498655913978,0.42812614594792814,0.08998371481512588,0.21067415730337077,0.26345609065155806,0.05970149253731343,0.08998358836126359,0.21022418335212836,0.010752688172043006,0.047619047619047616,0.05263157894736842,0.27638190954773867,0.11340206185567012,0.25719424460431656,0.2675233644859813,0.3081761006289308,0.5,0.27184466019417475,0.01963636363636364,0.30165289256198347
204,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.2105263157894737,0.0,0.0,0.0,1.0,0.008620689655172414,0.0,0.0,0.016597510373443983,0.0,0.030303030303030304,1.0,0.06976646505376344,0.05500550055005501,0.00025648973153165414,0.0056179775280898875,0.009915014164305949,0.4925373134328358,0.0002563353434553881,0.004663350630998226,1.0,0.0,0.0,0.010050251256281407,0.1752577319587629,0.007194244604316547,0.011682242990654205,0.025157232704402517,0.16666666666666666,0.012944983818770227,0.0,0.01652892561983471
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2947368421052632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012448132780082987,0.0,0.030303030303030304,1.0,0.022387432795698922,0.027502750275027504,2.058918174044986e-05,0.0,0.002124645892351275,1.0,2.0692130134350606e-05,0.0007486816184624886,1.0,0.0,0.0,0.0,0.2268041237113402,0.0017985611510791368,0.002336448598130841,0.006289308176100629,0.06666666666666667,0.009708737864077669,0.0,0.012396694214876033
154,0.5357142857142857,0.4482758620689655,0.3695652173913043,0.4444444444444444,0.15789473684210525,0.5,0.4,0.16842105263157892,0.5294117647058824,0.5275,0.42424242424242425,1.0,0.35344827586206895,0.3157894736842105,0.43,0.27385892116182575,0.3333333333333333,0.42424242424242425,0.93,0.3084677419354838,0.46314631463146316,0.08037345687299914,0.17415730337078653,0.221671388101983,0.05970149253731343,0.08037348368379213,0.1735780898324357,0.43010752688172044,0.47619047619047616,0.5,0.3417085427135678,0.13402061855670103,0.1960431654676259,0.2383177570093458,0.2578616352201258,0.6,0.30097087378640774,0.19141818181818182,0.2892561983471074
373,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.2947368421052632,0.0,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.012448132780082987,0.3333333333333333,0.030303030303030304,1.0,0.0399445564516129,0.05500550055005501,0.00014685233876375863,0.0028089887640449437,0.0056657223796034,0.4925373134328358,0.0001466979375196498,0.0026699858218418504,1.0,0.0,0.0,0.005025125628140704,0.2268041237113402,0.00539568345323741,0.005841121495327103,0.018867924528301886,0.16666666666666666,0.009708737864077669,0.0,0.012396694214876033
412,0.03571428571428571,0.034482758620689655,0.08695652173913043,0.0,0.0,0.05263157894736842,0.02857142857142857,0.17894736842105263,0.058823529411764705,0.5,0.030303030303030304,1.0,0.034482758620689655,0.0,0.0,0.03734439834024896,0.3333333333333333,0.06060606060606061,1.0,0.07203461021505375,0.23835716905023835,0.004973368322360015,0.01966292134831461,0.034702549575070823,0.11940298507462686,0.004973523338560927,0.020866692558572635,0.4623655913978495,0.047619047619047616,0.05263157894736842,0.035175879396984924,0.15463917525773196,0.03237410071942446,0.036214953271028034,0.05660377358490566,0.4,0.032362459546925564,0.0,0.0371900826446281
149,0.25,0.08620689655172414,0.30434782608695654,0.0,0.0,0.05263157894736842,0.08571428571428572,0.12631578947368421,0.058823529411764705,0.5,0.09090909090909091,1.0,0.10775862068965517,0.0,0.0,0.0954356846473029,0.6666666666666666,0.12121212121212122,1.0,0.28805443548387094,0.20205353868720205,0.014277671023823655,0.0702247191011236,0.09560906515580736,0.13432835820895522,0.014277569792701917,0.07069613352736664,0.1935483870967742,0.047619047619047616,0.05263157894736842,0.11055276381909548,0.10309278350515465,0.08453237410071943,0.102803738317757,0.20125786163522014,0.4666666666666667,0.10032362459546926,0.0,0.09504132231404959
358,0.07142857142857142,0.10344827586206896,0.13043478260869565,0.0,0.13157894736842105,0.15789473684210525,0.08571428571428572,0.2947368421052632,0.17647058823529413,0.5,0.09090909090909091,1.0,0.07758620689655173,0.0,0.0,0.04979253112033195,0.3333333333333333,0.09090909090909091,0.75,0.12113575268817203,0.21085441877521086,0.006545026352865804,0.03089887640449438,0.04815864022662889,0.13432835820895522,0.006544889877718776,0.031043147457524012,0.1935483870967742,0.14285714285714285,0.15789473684210525,0.07537688442211055,0.16494845360824742,0.04136690647482014,0.052570093457943924,0.0880503144654088,0.43333333333333335,0.06472491909385113,0.4277818181818182,0.049586776859504134
209,0.0,0.034482758620689655,0.08695652173913043,0.0,0.0,0.05263157894736842,0.02857142857142857,0.2105263157894737,0.058823529411764705,0.5,0.030303030303030304,1.0,0.034482758620689655,0.0,0.0,0.03319502074688797,0.0,0.06060606060606061,1.0,0.12067372311827956,0.14521452145214522,0.0030892351436399975,0.02247191011235955,0.03541076487252125,0.19402985074626866,0.0030893041452822252,0.021284082560865475,0.4623655913978495,0.047619047619047616,0.05263157894736842,0.035175879396984924,0.1752577319587629,0.0341726618705036,0.036214953271028034,0.07547169811320754,0.3,0.02912621359223301,0.0,0.03305785123966942
368,0.0,0.05172413793103448,0.06521739130434782,0.1111111111111111,0.0,0.0,0.05714285714285714,0.2631578947368421,0.0,0.0,0.030303030303030304,0.5074626865671643,0.03879310344827586,0.0,0.0,0.03734439834024896,0.0,0.06060606060606061,0.67,0.0691364247311828,0.13201320132013203,0.0014643369206836948,0.011235955056179775,0.019830028328611898,0.20895522388059704,0.0014641998353277046,0.011093589881567925,0.2795698924731183,0.0,0.0,0.035175879396984924,0.24742268041237117,0.01079136690647482,0.02570093457943925,0.031446540880503145,0.36666666666666664,0.032362459546925564,0.14545454545454545,0.04132231404958678
254,0.0,0.034482758620689655,0.021739130434782608,0.0,0.0,0.05263157894736842,0.02857142857142857,0.2947368421052632,0.058823529411764705,0.5,0.030303030303030304,1.0,0.02586206896551724,0.0,0.0,0.024896265560165973,0.6666666666666666,0.06060606060606061,1.0,0.05619959677419355,0.1343967730106344,0.0012343042876885187,0.008426966292134831,0.016288951841359773,0.20895522388059704,0.0012344245395074533,0.009180708346396267,0.4623655913978495,0.047619047619047616,0.05263157894736842,0.02512562814070352,0.26804123711340205,0.014388489208633094,0.017523364485981307,0.03773584905660377,0.3333333333333333,0.019417475728155338,0.0,0.024793388429752067
284,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.12631578947368421,0.0,0.0,0.0,1.0,0.004310344827586207,0.0,0.0,0.024896265560165973,0.0,0.030303030303030304,1.0,0.05162130376344085,0.12834616795012835,0.001033353873901728,0.008426966292134831,0.016288951841359773,0.20895522388059704,0.0010333711556647332,0.008052070806564067,1.0,0.0,0.0,0.005025125628140704,0.10309278350515465,0.012589928057553957,0.018691588785046728,0.025157232704402517,0.23333333333333334,0.022653721682847898,0.0,0.024793388429752067
143,0.0,0.10344827586206896,0.06521739130434782,0.0,0.0,0.07894736842105263,0.08571428571428572,0.2105263157894737,0.058823529411764705,0.75,0.030303030303030304,0.2537313432835821,0.05603448275862069,0.10526315789473684,0.67,0.06639004149377593,0.0,0.09090909090909091,0.75,0.09891633064516128,0.15493215988265494,0.00288567676683275,0.01966292134831461,0.030453257790368272,0.1791044776119403,0.002885780059333911,0.018627198667346717,0.7311827956989247,0.09523809523809523,0.07894736842105263,0.05025125628140704,0.21649484536082475,0.023381294964028777,0.035046728971962614,0.06289308176100629,0.4,0.05177993527508091,0.0,0.06611570247933884
5,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.12631578947368421,0.0,0.0,0.0,1.0,0.008620689655172414,0.0,0.0,0.024896265560165973,0.0,0.030303030303030304,1.0,0.09156586021505377,0.1134946828016135,0.001431994747699738,0.011235955056179775,0.0226628895184136,0.23880597014925373,0.0014320807079549814,0.012623707939300635,1.0,0.0,0.0,0.010050251256281407,0.11340206185567012,0.019784172661870502,0.02453271028037383,0.050314465408805034,0.26666666666666666,0.019417475728155338,0.0,0.024793388429752067
234,0.0,0.08620689655172414,0.08695652173913043,0.0,0.0,0.05263157894736842,0.08571428571428572,0.2105263157894737,0.058823529411764705,0.5,0.06060606060606061,0.6268656716417911,0.0603448275862069,0.0,0.0,0.06639004149377593,0.0,0.06060606060606061,0.5,0.10126848118279569,0.21342134213421343,0.005601029527717628,0.025280898876404494,0.04107648725212465,0.13432835820895522,0.005601081673381829,0.026254392655433324,0.1935483870967742,0.047619047619047616,0.05263157894736842,0.05527638190954774,0.21649484536082475,0.02877697841726619,0.04906542056074766,0.06918238993710692,0.5,0.05177993527508091,0.0,0.06611570247933884
