,Class
2337,1
1447,1
1159,1
1557,1
1565,1
997,1
2135,1
536,1
2145,1
1481,1
1485,1
967,1
917,1
2482,1
1785,1
1635,1
2450,1
806,1
2501,1
779,1
1415,1
1661,1
315,1
2105,1
2007,1
1327,1
796,1
2021,1
382,1
278,1
2444,1
319,1
461,2
2027,1
2383,1
2046,1
2393,1
1245,1
433,1
2288,1
28,1
2499,1
2129,1
2447,1
2008,1
1210,1
1113,1
1704,1
2417,1
2374,1
1783,1
459,1
1711,2
2312,1
1807,1
724,1
1388,1
2289,1
405,1
557,2
1795,1
2083,1
1918,1
970,1
883,1
197,1
809,1
2079,1
1839,1
2065,1
728,1
1931,1
504,1
1218,1
3,1
53,1
1900,1
912,2
954,2
2319,1
518,1
2168,1
2492,1
26,1
48,1
696,1
772,1
1724,1
56,1
400,1
1225,2
1791,1
1800,1
1422,1
2290,1
414,1
690,1
440,1
320,1
790,1
869,2
2217,1
2071,1
417,1
1268,1
1821,1
1765,1
468,1
1573,1
1995,1
1932,1
2174,1
1808,1
1184,1
1170,1
1106,1
1385,1
781,1
581,1
72,1
1776,1
2205,1
707,1
1857,1
2494,1
2438,1
673,1
255,1
940,2
143,1
1503,1
816,1
231,1
1575,1
1392,1
2130,1
2111,1
2514,1
339,1
1769,1
1473,1
1248,2
1862,1
2136,1
233,1
1947,2
986,1
635,1
2252,1
1164,1
1154,1
1223,1
1115,1
392,1
2202,1
52,1
1526,1
1933,1
67,1
369,1
1355,1
325,1
442,1
663,1
1300,2
547,1
1497,1
395,1
1328,1
2262,1
454,1
812,1
1146,1
275,1
2034,1
1421,1
1116,1
35,1
1232,1
1528,1
846,1
1639,1
1846,1
558,1
304,1
100,2
1907,1
1607,1
657,1
2230,1
2020,1
668,1
1289,1
116,1
1285,1
1464,1
1453,1
1169,1
1859,1
146,1
366,1
1001,1
2521,1
1819,1
1633,1
226,1
1843,1
638,1
2086,1
453,1
89,1
1729,1
1265,1
1349,1
622,1
1084,1
987,1
94,2
399,1
487,2
1777,1
1047,1
1759,1
540,1
688,1
187,1
503,1
2109,1
786,1
403,1
2143,1
488,1
1029,1
1152,1
1524,1
1002,1
1595,1
377,1
764,1
1445,1
2206,1
1282,1
2153,1
2315,1
1397,2
1742,1
1302,1
573,1
1346,1
984,1
397,1
1594,1
1196,1
862,1
2076,1
2371,1
1750,1
2296,1
1566,1
2518,1
1914,1
1749,1
384,1
2193,1
1132,1
2125,1
175,1
1137,1
368,1
1939,1
2095,1
798,1
1011,1
1311,1
1505,1
968,1
1484,1
644,1
1577,1
236,2
1082,1
2140,1
1612,1
2210,1
626,1
1101,1
1452,1
1454,1
476,1
1589,1
1051,1
582,2
2448,1
216,1
2321,1
868,2
1091,1
1156,1
2477,1
2293,1
131,2
2013,1
1310,1
1175,1
235,1
471,1
941,2
2133,1
2286,1
1737,1
2462,1
1705,1
302,1
2,1
2171,1
2295,1
566,1
717,1
953,1
2397,2
330,1
633,1
1794,1
1580,1
223,1
722,1
13,1
1457,1
152,1
1613,2
247,1
472,1
426,1
2094,1
229,1
83,1
449,1
710,1
2392,1
1417,1
928,1
972,1
99,1
2108,1
2024,1
2356,1
171,1
1353,1
1571,1
1782,1
212,1
2067,1
2396,1
2457,1
1830,1
1017,1
818,1
1119,1
1648,1
2231,1
1283,1
880,1
1531,1
2339,1
340,1
371,1
2452,1
2089,1
631,1
1690,1
2278,1
895,1
1323,1
2057,1
70,1
1521,1
107,1
33,1
1688,1
1028,1
1920,2
2461,1
93,1
1073,1
980,1
1638,1
262,1
2000,1
243,1
1476,1
2503,1
1441,1
1338,1
1007,1
429,1
1122,1
2440,2
411,1
2169,1
555,1
1053,1
1792,1
939,2
1904,1
2023,2
167,1
1396,1
201,1
54,1
2138,1
1655,1
1901,1
1181,1
2272,1
1157,1
363,1
875,2
1574,1
1179,1
2469,1
520,1
31,1
1825,1
2219,1
1975,1
2018,1
1681,1
1231,1
885,1
2211,1
1275,1
277,2
1403,1
2498,1
475,1
666,1
195,1
103,1
1099,1
1955,1
1317,1
1255,1
2446,1
1834,1
68,1
1020,1
144,1
1402,1
825,1
498,1
2358,1
1838,1
1083,1
2176,1
1646,1
1461,1
1495,1
811,1
982,1
718,1
840,1
1211,2
958,2
1443,1
643,1
900,1
927,1
1276,1
2052,1
1793,1
2011,1
604,1
2490,1
349,1
757,1
2055,2
1376,1
2099,2
421,1
2388,1
1799,1
1395,1
2260,1
1049,1
820,1
944,1
748,1
2487,1
2412,1
288,1
1767,1
1056,1
1854,1
502,1
2159,1
248,1
2466,1
830,1
2215,1
831,1
1530,1
237,1
478,2
687,1
1260,1
276,1
715,1
1578,1
328,1
2432,1
60,1
608,1
347,1
2375,1
14,1
50,1
1141,1
238,1
2395,1
1131,1
2137,1
685,1
943,1
592,1
903,2
615,2
1148,2
1158,1
1224,1
1510,1
621,1
1273,1
1425,1
2422,1
314,1
1208,1
1095,1
1182,1
2056,1
2372,1
1814,1
857,1
352,1
1909,1
469,1
97,1
158,1
1240,1
2220,1
1913,1
1756,1
1619,1
1167,1
2253,1
394,1
641,1
1590,1
15,1
898,1
270,1
829,1
1413,1
1835,1
553,1
588,1
2530,1
59,1
1026,1
1212,1
147,1
979,1
1432,1
2436,1
2170,1
2435,1
1189,1
2390,1
548,1
1238,1
2291,1
128,1
676,1
263,1
2515,1
480,1
1242,1
465,1
950,2
2004,1
2232,1
206,1
1833,1
1948,1
410,1
703,1
2500,1
966,1
234,2
204,1
2147,1
1718,1
127,2
1393,1
1813,1
1980,1
1359,1
2464,1
383,1
1878,1
2124,1
19,1
711,1
2197,1
1579,1
853,1
584,2
2531,1
329,1
1695,2
789,1
1222,1
2114,1
760,1
267,2
741,1
1515,1
1693,1
1707,1
193,1
1166,1
1596,1
2200,1
1367,1
507,1
380,1
362,1
1183,1
865,1
189,1
1614,1
2186,1
435,1
1674,1
1035,1
1761,1
2342,1
1010,2
324,1
705,1
1207,1
141,1
1348,1
2264,1
889,1
183,1
44,1
1976,1
1610,2
879,1
181,1
374,1
995,1
1826,1
1860,1
630,1
1691,1
2151,1
859,2
2508,1
842,1
802,1
153,1
2275,1
81,1
1287,1
758,1
1468,1
58,1
1775,1
2347,1
2352,1
16,1
652,1
777,1
2158,1
1347,1
496,1
492,1
858,1
515,1
1644,1
1205,1
1314,1
609,1
2080,2
2160,1
310,1
485,1
899,1
2122,1
700,1
2407,1
