,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL
3814,0.006993006993006993,0.013513513513513514,0.0,0.0,0.007017543859649123,0.006993006993006993,0.49748743718592964,0.007042253521126761,0.2857142857142857,0.0,0.4623655913978495,0.00846262341325811,0.0,0.0,0.0,0.15384615384615385,0.00978480603834974,0.03935458480913026,0.0002665491350854978,0.003623188405797102,0.007839294463498285,0.07,0.00026658898025592537,0.003465965739146198,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.0088339222614841,0.6666666666666666,0.00830367734282325,0.007512520868113523,0.0163265306122449,0.09090909090909091,0.0,0.0,0.0
1066,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.07692307692307693,0.011375734159499514,0.002811041772080733,1.5799634924872604e-06,0.0,0.0014698677119059284,1.0,1.5534095667086644e-06,0.0002870177346747636,1.0,0.0,0.0,0.0017667844522968198,0.11,0.002372479240806643,0.0008347245409015025,0.00816326530612245,0.011363636363636364,0.0025806451612903226,0.0,0.0015082956259426848
2320,0.0,0.0,0.0017921146953405018,0.009009009009009009,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.0,0.0086603906745296,0.014055208860403665,3.0032583361396498e-05,0.001811594202898551,0.0034296913277804997,0.2,2.9992753941836517e-05,0.0010930843832139944,1.0,0.0,0.0,0.0,0.06666666666666667,0.0011862396204033216,0.005008347245409015,0.004081632653061225,0.056818181818181816,0.005161290322580645,0.6728905934598305,0.0030165912518853697
1714,0.0,0.0,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0063756743501716525,0.008433125316242199,7.966202483129044e-06,0.0,0.0019598236158745713,0.335,8.00603392072927e-06,0.0004833982899785492,1.0,0.0,0.0,0.0,0.3333333333333333,0.0011862396204033216,0.0025041736227045075,0.004081632653061225,0.03409090909090909,0.0,0.0,0.0
3920,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.16080402010050251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01904761904761905,0.07692307692307693,0.004784746229021878,0.002811041772080733,6.638502069274203e-07,0.0,0.0009799118079372856,1.0,7.169582615578451e-07,0.0001208495724946373,1.0,0.0,0.0,0.0,0.06666666666666667,0.0011862396204033216,0.0008347245409015025,0.004081632653061225,0.011363636363636364,0.005161290322580645,0.3363948324586193,0.004524886877828055
2811,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.02392373114510939,0.002811041772080733,3.3192510346371015e-06,0.0,0.002449779519843214,1.0,3.3458052206032773e-06,0.0006042478624731865,1.0,0.0,0.0,0.0017667844522968198,0.11,0.0035587188612099642,0.001669449081803005,0.012244897959183673,0.011363636363636364,0.0025806451612903226,0.0,0.0015082956259426848
1014,0.006993006993006993,0.02702702702702703,0.0035842293906810036,0.0,0.007017543859649123,0.006993006993006993,0.3316582914572864,0.007042253521126761,0.2857142857142857,0.008771929824561403,1.0,0.009873060648801129,0.0,0.0,0.009523809523809525,0.0,0.007368509192693692,0.05998763141620284,0.00046543201857888366,0.003623188405797102,0.009309162175404213,0.045,0.0004654254047946345,0.003971721200036255,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.01060070671378092,0.13333333333333333,0.009489916963226572,0.009181969949916527,0.012244897959183673,0.09090909090909091,0.005161290322580645,0.6728905934598305,0.004524886877828055
4211,0.0,0.04054054054054054,0.012544802867383513,0.0,0.0,0.0,0.06030150753768845,0.0,0.0,0.0,1.0,0.004231311706629055,0.0,0.0,0.009523809523809525,0.3076923076923077,0.02960561729207287,0.00747737111373475,2.9209409104806493e-05,0.001811594202898551,0.005389514943655071,0.375,2.91563026366857e-05,0.0019940179461615153,1.0,0.0,0.0,0.00530035335689046,0.023333333333333334,0.009489916963226572,0.0025041736227045075,0.024489795918367346,0.022727272727272728,0.016774193548387096,0.8831247476786436,0.012066365007541479
3578,0.03496503496503497,0.0,0.023297491039426525,0.0,0.03508771929824561,0.03496503496503497,0.21105527638190955,0.035211267605633804,0.2857142857142857,0.0,0.10752688172043012,0.02679830747531735,0.0,0.0,0.009523809523809525,0.23076923076923078,0.010502517972703022,0.07494237364367234,0.0010356063228067758,0.007246376811594204,0.01910828025477707,0.04,0.0010356462088203073,0.007069699990936282,0.15306122448979595,0.03496503496503497,0.03508771929824561,0.024734982332155476,0.12666666666666668,0.018979833926453145,0.019198664440734557,0.012244897959183673,0.056818181818181816,0.01935483870967742,0.9372224465078725,0.021116138763197588
1189,0.0,0.0,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.009569492458043756,0.016866250632484397,4.779721489877426e-05,0.001811594202898551,0.0039196472317491425,0.165,4.7797217437189676e-05,0.0014501948699356475,1.0,0.0,0.0,0.0,0.3333333333333333,0.002372479240806643,0.005008347245409015,0.00816326530612245,0.06818181818181818,0.0,0.0,0.0
5568,0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.16080402010050251,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.07692307692307693,0.010765679015299226,0.016866250632484397,5.3771866761121045e-05,0.001811594202898551,0.004409603135717786,0.165,5.377186961683838e-05,0.0016314692286776035,1.0,0.0,0.0,0.0,0.06666666666666667,0.002372479240806643,0.005843071786310518,0.00816326530612245,0.06818181818181818,0.005161290322580645,0.6728905934598305,0.004524886877828055
3661,0.0,0.013513513513513514,0.0035842293906810036,0.0,0.0,0.0,0.16080402010050251,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.0,0.007177119343532818,0.011244167088322932,1.5932404966258087e-05,0.0,0.002939735423811857,0.25,1.5892574797865568e-05,0.0007250974349678238,1.0,0.0,0.0,0.0017667844522968198,0.06666666666666667,0.004744958481613286,0.001669449081803005,0.00816326530612245,0.022727272727272728,0.005161290322580645,0.6728905934598305,0.004524886877828055
4490,0.006993006993006993,0.013513513513513514,0.007168458781362007,0.018018018018018018,0.007017543859649123,0.006993006993006993,0.19597989949748745,0.007042253521126761,0.2857142857142857,0.0,0.4623655913978495,0.009873060648801129,0.0,0.0,0.009523809523809525,0.07692307692307693,0.015167645545999354,0.0632484398718165,0.0010651609340191844,0.009057971014492756,0.016168544830965213,0.045,0.0010651609905877719,0.008617783014592586,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.01060070671378092,0.07333333333333333,0.017793594306049824,0.015025041736227046,0.0326530612244898,0.13636363636363635,0.01032258064516129,0.8650585385547033,0.007541478129713424
2918,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0004899559039686428,0.0,0.0,0.0,1.0,0.0,0.0,0.0017667844522968198,0.11,0.0,0.0008347245409015025,0.0,0.011363636363636364,0.0025806451612903226,0.0,0.0015082956259426848
5071,0.0,0.02702702702702703,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0028208744710860366,0.0,0.0,0.009523809523809525,0.0,0.0086603906745296,0.014055208860403665,3.0032583361396498e-05,0.001811594202898551,0.0034296913277804997,0.2,2.9992753941836517e-05,0.0010930843832139944,1.0,0.0,0.0,0.0035335689045936395,0.11,0.0011862396204033216,0.005008347245409015,0.004081632653061225,0.056818181818181816,0.0025806451612903226,0.5046427129592249,0.0030165912518853697
4302,0.006993006993006993,0.0,0.0017921146953405018,0.0,0.007017543859649123,0.006993006993006993,0.49748743718592964,0.007042253521126761,0.2857142857142857,0.0,0.4623655913978495,0.005641748942172073,0.0,0.0,0.009523809523809525,0.0,0.007165157477960263,0.021082813290605497,5.590946442742734e-05,0.001811594202898551,0.0039196472317491425,0.135,5.592274440151191e-05,0.0013571406991147769,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.00530035335689046,0.16666666666666666,0.0035587188612099642,0.004173622704507512,0.00816326530612245,0.056818181818181816,0.003870967741935484,0.5046427129592249,0.0030165912518853697
2800,0.0,0.0,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.00568188614696348,0.005622083544161466,3.1532884829052464e-06,0.0,0.0014698677119059284,0.5,3.106819133417329e-06,0.0002870177346747636,1.0,0.0,0.0,0.0,0.16666666666666666,0.0011862396204033216,0.001669449081803005,0.004081632653061225,0.022727272727272728,0.0012903225806451613,0.0,0.0
4127,0.0,0.0,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.007835021950023325,0.016866250632484397,3.913396969837143e-05,0.001811594202898551,0.0034296913277804997,0.165,3.919371829849553e-05,0.0011873470497598113,1.0,0.0,0.0,0.0,0.3333333333333333,0.0011862396204033216,0.005008347245409015,0.004081632653061225,0.06818181818181818,0.0,0.0,0.0
2371,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.0,0.006937882032081723,0.011244167088322932,1.54146018048547e-05,0.0,0.002449779519843214,0.25,1.541460262349367e-05,0.0007015317683313695,1.0,0.0,0.0,0.0,0.08333333333333333,0.0011862396204033216,0.00333889816360601,0.004081632653061225,0.045454545454545456,0.003870967741935484,0.5046427129592249,0.0030165912518853697
3895,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.0,0.006937882032081723,0.011244167088322932,1.54146018048547e-05,0.0,0.002449779519843214,0.25,1.541460262349367e-05,0.0007015317683313695,1.0,0.0,0.0,0.0,0.08333333333333333,0.0011862396204033216,0.00333889816360601,0.004081632653061225,0.045454545454545456,0.003870967741935484,0.5046427129592249,0.0030165912518853697
885,0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.011483390949652507,0.014055208860403665,3.983101241564522e-05,0.001811594202898551,0.0039196472317491425,0.2,3.97911835164604e-05,0.0014501948699356475,1.0,0.0,0.0,0.0017667844522968198,0.08333333333333333,0.0035587188612099642,0.004173622704507512,0.012244897959183673,0.056818181818181816,0.003870967741935484,0.5046427129592249,0.0030165912518853697
1943,0.0,0.02702702702702703,0.0035842293906810036,0.018018018018018018,0.0,0.0,0.16080402010050251,0.0,0.0,0.0,1.0,0.0028208744710860366,0.0,0.0,0.009523809523809525,0.07692307692307693,0.013720259811720236,0.02811041772080733,0.00019039223934678415,0.003623188405797102,0.007839294463498285,0.1,0.00019035241844360788,0.003465965739146198,1.0,0.0,0.0,0.0035335689045936395,0.04666666666666667,0.005931198102016607,0.009181969949916527,0.0163265306122449,0.09090909090909091,0.007741935483870968,0.8074283407347598,0.004524886877828055
863,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.02511991770236486,0.0037667959745881826,6.193722430632832e-06,0.0,0.0034296913277804997,0.75,6.213638266834658e-06,0.0008459470074624611,1.0,0.0,0.0,0.0017667844522968198,0.11,0.004744958481613286,0.0025041736227045075,0.012244897959183673,0.011363636363636364,0.0025806451612903226,0.0,0.0015082956259426848
3958,0.017482517482517484,0.08108108108108109,0.20430107526881722,0.17117117117117117,0.0,0.02097902097902098,0.010050251256281405,0.0,0.0,0.02631578947368421,1.0,0.15655853314527504,0.0,0.0,0.047619047619047616,0.3076923076923077,0.4411894879125348,0.07123179850452578,0.03933350979356967,0.28260869565217395,0.30475257226849584,0.04,0.03933352515949931,0.2824719780053778,0.23469387755102042,0.0,0.0,0.19081272084805653,0.01,0.36298932384341637,0.2637729549248748,0.689795918367347,0.1590909090909091,0.18193548387096775,0.9727492935002018,0.1794871794871795
3156,0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.011483390949652507,0.014055208860403665,3.983101241564522e-05,0.001811594202898551,0.0039196472317491425,0.2,3.97911835164604e-05,0.0014501948699356475,1.0,0.0,0.0,0.0017667844522968198,0.05666666666666667,0.0035587188612099642,0.004173622704507512,0.012244897959183673,0.056818181818181816,0.0064516129032258064,0.5046427129592249,0.0030165912518853697
2709,0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.012488187657747101,0.01967729240456513,8.489980296394779e-05,0.001811594202898551,0.005389514943655071,0.145,8.495955399460465e-05,0.0022079216894770235,1.0,0.0,0.0,0.0017667844522968198,0.11,0.0035587188612099642,0.00667779632721202,0.012244897959183673,0.07954545454545454,0.0025806451612903226,0.5046427129592249,0.0030165912518853697
4473,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.38461538461538464,0.014390124283783298,0.04497666835329173,0.0005109588657699662,0.005434782608695652,0.012738853503184714,0.065,0.0005109522544035576,0.005813468684854527,1.0,0.0,0.0,0.0,0.05666666666666667,0.011862396204033215,0.01335559265442404,0.02040816326530612,0.09090909090909091,0.0064516129032258064,0.5046427129592249,0.0030165912518853697
3393,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.0,0.15384615384615385,0.00927044581872989,0.011244167088322932,2.0592633418888577e-05,0.001811594202898551,0.002939735423811857,0.25,2.055280349799156e-05,0.0009371884346959122,1.0,0.0,0.0,0.0017667844522968198,0.16666666666666666,0.002372479240806643,0.00333889816360601,0.00816326530612245,0.045454545454545456,0.0012903225806451613,0.0,0.0
2183,0.0,0.02702702702702703,0.0035842293906810036,0.0,0.0,0.0,0.16080402010050251,0.0,0.0,0.0,1.0,0.0028208744710860366,0.0,0.0,0.009523809523809525,0.3076923076923077,0.022871086974724578,0.016866250632484397,0.0001142353436080705,0.003623188405797102,0.007839294463498285,0.165,0.00011423534967488332,0.003465965739146198,1.0,0.0,0.0,0.0035335689045936395,0.043333333333333335,0.0071174377224199285,0.008347245409015025,0.024489795918367346,0.06818181818181818,0.00903225806451613,0.6728905934598305,0.004524886877828055
4138,0.0,0.013513513513513514,0.005376344086021506,0.02702702702702703,0.0,0.0,0.12060301507537688,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.07692307692307693,0.012643691910190314,0.016866250632484397,6.313215467879767e-05,0.001811594202898551,0.004899559039686428,0.165,6.309232701709037e-05,0.0019154657240400012,1.0,0.0,0.0,0.0017667844522968198,0.03666666666666667,0.0035587188612099642,0.005843071786310518,0.012244897959183673,0.06818181818181818,0.01032258064516129,0.8650585385547033,0.006033182503770739
3497,0.02097902097902098,0.02702702702702703,0.03046594982078853,0.009009009009009009,0.014035087719298246,0.02097902097902098,0.10050251256281406,0.007042253521126761,0.5714285714285714,0.008771929824561403,0.4623655913978495,0.015514809590973202,0.024390243902439025,1.0,0.01904761904761905,0.3076923076923077,0.04808669960166988,0.10496429976949458,0.009298755641996524,0.045289855072463775,0.06908378245957864,0.025,0.009298709666318064,0.04534215535212544,1.0,0.02097902097902098,0.014035087719298246,0.014134275618374558,0.05666666666666667,0.066429418742586,0.0709515859766277,0.09795918367346938,0.18181818181818182,0.02838709677419355,0.9083568833266048,0.02865761689291101
4034,0.006993006993006993,0.02702702702702703,0.007168458781362007,0.0,0.007017543859649123,0.006993006993006993,0.19597989949748745,0.007042253521126761,0.2857142857142857,0.008771929824561403,1.0,0.00846262341325811,0.0,0.0,0.009523809523809525,0.07692307692307693,0.016339908372109715,0.023612750885478158,0.00015992815335088482,0.003623188405797102,0.007839294463498285,0.12,0.00015988169232739947,0.003465965739146198,0.4897959183673469,0.006993006993006993,0.007017543859649123,0.0088339222614841,0.09666666666666666,0.0071174377224199285,0.008347245409015025,0.02040816326530612,0.07954545454545454,0.007741935483870968,0.8074283407347598,0.007541478129713424
2017,0.0,0.0,0.0017921146953405018,0.009009009009009009,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.0,0.007835021950023325,0.016866250632484397,3.913396969837143e-05,0.001811594202898551,0.0034296913277804997,0.165,3.919371829849553e-05,0.0011873470497598113,1.0,0.0,0.0,0.0,0.06666666666666667,0.0011862396204033216,0.005008347245409015,0.004081632653061225,0.06818181818181818,0.005161290322580645,0.6728905934598305,0.0030165912518853697
4585,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.07692307692307693,0.0063756743501716525,0.008433125316242199,7.966202483129044e-06,0.0,0.0019598236158745713,0.335,8.00603392072927e-06,0.0004833982899785492,1.0,0.0,0.0,0.0,0.08333333333333333,0.0011862396204033216,0.0025041736227045075,0.004081632653061225,0.03409090909090909,0.003870967741935484,0.5046427129592249,0.0030165912518853697
3934,0.03496503496503497,0.10810810810810811,0.05197132616487455,0.0,0.031578947368421054,0.03496503496503497,0.08542713567839195,0.028169014084507043,0.32142857142857145,0.02631578947368421,0.6451612903225807,0.04231311706629055,0.016260162601626018,0.0,0.0380952380952381,0.38461538461538464,0.03465352456369095,0.16275931860347445,0.016120274574818547,0.05072463768115943,0.0788829005389515,0.015,0.016120328538953774,0.0506794767213511,0.4897959183673469,0.03496503496503497,0.031578947368421054,0.044169611307420496,0.05333333333333334,0.09015421115065243,0.0709515859766277,0.08571428571428572,0.18181818181818182,0.04774193548387097,0.8869600322971336,0.049773755656108594
1739,0.0,0.013513513513513514,0.0035842293906810036,0.0,0.0,0.0,0.16080402010050251,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.006459407409179536,0.04497666835329173,0.0002293469694892852,0.001811594202898551,0.006369426751592357,0.065,0.0002293071506549175,0.0026097465180216924,1.0,0.0,0.0,0.0017667844522968198,0.06666666666666667,0.004744958481613286,0.007512520868113523,0.00816326530612245,0.09090909090909091,0.005161290322580645,0.6728905934598305,0.004524886877828055
4193,0.0,0.02702702702702703,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0028208744710860366,0.0,0.0,0.009523809523809525,0.23076923076923078,0.01907917558822474,0.014055208860403665,6.615931162238671e-05,0.001811594202898551,0.005879470847623714,0.2,6.619914615050769e-05,0.0024085319798181214,1.0,0.0,0.0,0.0035335689045936395,0.05666666666666667,0.005931198102016607,0.005843071786310518,0.02040816326530612,0.056818181818181816,0.0064516129032258064,0.5046427129592249,0.0030165912518853697
5129,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.49748743718592964,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.0,0.0,0.007835021950023325,0.016866250632484397,3.913396969837143e-05,0.001811594202898551,0.0034296913277804997,0.165,3.919371829849553e-05,0.0011873470497598113,1.0,0.0,0.0,0.0017667844522968198,0.3333333333333333,0.0011862396204033216,0.005008347245409015,0.004081632653061225,0.06818181818181818,0.0,0.0,0.0
385,0.0,0.0,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009523809523809525,0.07692307692307693,0.0063756743501716525,0.008433125316242199,7.966202483129044e-06,0.0,0.0019598236158745713,0.335,8.00603392072927e-06,0.0004833982899785492,1.0,0.0,0.0,0.0,0.08333333333333333,0.0011862396204033216,0.0025041736227045075,0.004081632653061225,0.03409090909090909,0.003870967741935484,0.5046427129592249,0.0030165912518853697
5024,0.0,0.013513513513513514,0.0017921146953405018,0.0,0.0,0.0,0.24623115577889446,0.0,0.0,0.0,1.0,0.0014104372355430183,0.0,0.0,0.009523809523809525,0.15384615384615385,0.011375734159499514,0.016866250632484397,5.681893921091791e-05,0.001811594202898551,0.004409603135717786,0.165,5.675919570666274e-05,0.0017239191516360013,1.0,0.0,0.0,0.0017667844522968198,0.08333333333333333,0.0035587188612099642,0.005008347245409015,0.012244897959183673,0.06818181818181818,0.003870967741935484,0.5046427129592249,0.0030165912518853697
